year,age_gr,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1984,0-16 y.,Primary Level,,,,,,,,,,,,
1984,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1984,17-29 y.,Pre-primary Level,,,,,,,,,,,,
1984,17-29 y.,Primary Level,,,,,,,,,,,,
1984,17-29 y.,Lower Secondary Level,,,,,,,,,,,,
1984,17-29 y.,Upper Secondary Level,,,,,,,,,,,,
1984,17-29 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,17-29 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1984,17-29 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,30-45 y.,Primary Level,,,,,,,,,,,,
1984,30-45 y.,Lower Secondary Level,,,,,,,,,,,,
1984,30-45 y.,Upper Secondary Level,,,,,,,,,,,,
1984,30-45 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,30-45 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1984,30-45 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,46-65 y.,Primary Level,,,,,,,,,,,,
1984,46-65 y.,Lower Secondary Level,,,,,,,,,,,,
1984,46-65 y.,Upper Secondary Level,,,,,,,,,,,,
1984,46-65 y.,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,46-65 y.,First Stage of Tertiary Education,,,,,,,,,,,,
1984,46-65 y.,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,66 and older,Primary Level,,,,,,,,,,,,
1984,66 and older,Lower Secondary Level,,,,,,,,,,,,
1984,66 and older,Upper Secondary Level,,,,,,,,,,,,
1984,66 and older,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,66 and older,First Stage of Tertiary Education,,,,,,,,,,,,
1984,66 and older,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,0-16 y.,Pre-primary Level,,,,,,,,,,,,
1985,0-16 y.,Lower Secondary Level,,,,,,,,,,,,
1985,0-16 y.,Upper Secondary Level,,,,,,,,,,,,
1985,17-29 y.,Pre-primary Level,164,2.24907,1.57960,2.91855,0.00000,0.00000,2.19702,0.00000,5.49256,0.00000,0.00000,0.00000
1985,17-29 y.,Primary Level,143,9.16639,3.77326,14.55951,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
1985,17-29 y.,Lower Secondary Level,912,5.67741,4.81496,6.53985,0.00000,0.00000,7.80111,0.00000,19.50278,0.00000,0.00000,0.00000
1985,17-29 y.,Upper Secondary Level,1381,7.51071,6.34075,8.68067,0.00000,0.00000,9.00000,0.00000,22.50000,0.00000,0.00000,0.00000
1985,17-29 y.,Post-secondary Non-tertiary Level,105,5.33812,2.95312,7.72312,0.00000,0.00000,7.28029,0.00000,18.20071,0.00000,0.00000,0.00000
1985,17-29 y.,First Stage of Tertiary Education,108,5.86381,2.96476,8.76286,0.00000,0.00000,9.00000,0.00000,22.50000,0.00000,0.00000,5.00000
1985,17-29 y.,Second Stage of Tertiary Education,119,2.38268,1.48623,3.27913,0.00000,0.00000,2.00000,0.00000,5.00000,0.00000,0.00000,0.00000
1985,30-45 y.,Primary Level,298,8.87826,5.82058,11.93594,0.00000,0.00000,9.31486,0.00000,23.28715,0.00000,0.00000,0.00000
1985,30-45 y.,Lower Secondary Level,632,10.13377,7.63904,12.62849,0.00000,0.00000,9.00000,0.00000,22.50000,0.00000,0.00000,0.00000
1985,30-45 y.,Upper Secondary Level,1698,7.25482,6.32298,8.18667,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1985,30-45 y.,Post-secondary Non-tertiary Level,85,7.39197,3.95219,10.83174,0.00000,0.00000,7.99635,0.00000,19.99088,0.00000,0.00000,0.02500
1985,30-45 y.,First Stage of Tertiary Education,229,9.36264,5.94990,12.77539,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
1985,30-45 y.,Second Stage of Tertiary Education,358,4.96678,3.40900,6.52456,0.00000,0.00000,4.00000,0.00000,10.00000,0.00000,0.00000,0.00000
1985,46-65 y.,Primary Level,306,14.62780,9.70486,19.55073,0.00000,0.00000,14.00000,0.00000,35.00000,0.00000,0.00000,0.00000
1985,46-65 y.,Lower Secondary Level,880,13.20385,9.81882,16.58888,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,0.00000
1985,46-65 y.,Upper Secondary Level,1333,12.42430,10.10200,14.74661,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
1985,46-65 y.,Post-secondary Non-tertiary Level,58,11.61787,1.07339,22.16236,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,0.00000
1985,46-65 y.,First Stage of Tertiary Education,184,13.56397,7.09569,20.03225,0.00000,0.00000,9.00000,0.00000,22.50000,0.00000,0.00000,0.00000
