"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","3.3","2.5","2335","3.25","3.35"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","3.88","2.5","4770","3.79","3.97"
"1995","2","Ostdeutschland","3.39","2.5","1530","3.33","3.45"
"1995","2","Westdeutschland","3.94","3.5","3420","3.89","3.99"
"1995","3","Ostdeutschland","3.61","2.5","695","3.51","3.71"
"1995","3","Westdeutschland","4.05","3.5","2322","3.98","4.12"
"1995","4","Ostdeutschland","3.32","2.5","250","3.19","3.45"
"1995","4","Westdeutschland","4.12","3.5","1545","4.04","4.2"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","4.38","3.5","51","3.77","4.99"
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","4.59","3.5","794","4.46","4.72"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","3.4","2.5","2040","3.34","3.46"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","3.86","2.5","4334","3.78","3.94"
"1996","2","Ostdeutschland","3.47","2.5","1598","3.41","3.53"
"1996","2","Westdeutschland","4","3.5","3338","3.92","4.08"
"1996","3","Ostdeutschland","3.47","2.5","793","3.38","3.56"
"1996","3","Westdeutschland","4.01","3.5","2363","3.94","4.08"
"1996","4","Ostdeutschland","3.29","2.5","289","3.14","3.44"
"1996","4","Westdeutschland","4.31","3.5","1612","4.23","4.39"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","4.06","3.5","77","3.68","4.44"
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","4.43","3.5","895","4.31","4.55"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","3.38","2.5","1956","3.32","3.44"
"1997","1 Einkommensschwächstes Quintil","Westdeutschland","3.74","2.5","4031","3.66","3.82"
"1997","2","Ostdeutschland","3.38","2.5","1518","3.31","3.45"
"1997","2","Westdeutschland","3.97","3.5","3309","3.92","4.02"
"1997","3","Ostdeutschland","3.46","2.5","823","3.38","3.54"
"1997","3","Westdeutschland","4.03","3.5","2468","3.96","4.1"
"1997","4","Ostdeutschland","3.54","2.5","307","3.39","3.69"
"1997","4","Westdeutschland","4.25","3.5","1628","4.17","4.33"
"1997","5 Einkommensstärkstes Quintil","Ostdeutschland","4.08","3.5","79","3.71","4.45"
"1997","5 Einkommensstärkstes Quintil","Westdeutschland","4.43","3.5","888","4.32","4.54"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","3.48","2.5","2103","3.42","3.54"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","3.81","2.5","4336","3.76","3.86"
"1998","2","Ostdeutschland","3.54","2.5","1418","3.47","3.61"
"1998","2","Westdeutschland","3.95","3.5","3756","3.9","4"
"1998","3","Ostdeutschland","3.57","2.5","903","3.48","3.66"
"1998","3","Westdeutschland","4.13","3.5","2694","4.07","4.19"
"1998","4","Ostdeutschland","3.87","2.5","391","3.69","4.05"
"1998","4","Westdeutschland","4.33","3.5","1992","4.25","4.41"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","4.4","3.5","119","4.1","4.7"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","4.58","3.5","1044","4.47","4.69"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","3.5","2.5","1675","3.43","3.57"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","3.76","2.5","3583","3.71","3.81"
"1999","2","Ostdeutschland","3.54","2.5","1624","3.47","3.61"
"1999","2","Westdeutschland","3.99","3.5","3679","3.94","4.04"
"1999","3","Ostdeutschland","3.56","2.5","954","3.47","3.65"
"1999","3","Westdeutschland","4.25","3.5","2709","4.18","4.32"
"1999","4","Ostdeutschland","3.8","3.5","406","3.66","3.94"
"1999","4","Westdeutschland","4.18","3.5","2032","4.11","4.25"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","5.24","3.5","112","4.77","5.71"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","4.76","3.5","1214","4.65","4.87"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","3.48","2.5","2588","3.42","3.54"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","3.77","2.5","6101","3.73","3.81"
"2000","2","Ostdeutschland","3.6","2.5","2342","3.54","3.66"
"2000","2","Westdeutschland","4.12","3.5","6372","4.08","4.16"
"2000","3","Ostdeutschland","3.71","2.5","1462","3.63","3.79"
"2000","3","Westdeutschland","4.23","3.5","5276","4.19","4.27"
"2000","4","Ostdeutschland","3.72","2.5","711","3.61","3.83"
"2000","4","Westdeutschland","4.29","3.5","4041","4.23","4.35"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","5.15","3.5","254","4.87","5.43"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","4.6","3.5","2660","4.52","4.68"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","3.46","2.5","2154","3.4","3.52"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","3.84","3.5","5123","3.79","3.89"
"2001","2","Ostdeutschland","3.61","2.5","2067","3.55","3.67"
"2001","2","Westdeutschland","4.17","3.5","5580","4.12","4.22"
"2001","3","Ostdeutschland","3.68","2.5","1472","3.6","3.76"
"2001","3","Westdeutschland","4.29","3.5","4833","4.24","4.34"
"2001","4","Ostdeutschland","3.76","2.5","768","3.66","3.86"
"2001","4","Westdeutschland","4.3","3.5","3868","4.24","4.36"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","5","3.5","277","4.74","5.26"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","4.57","3.5","2586","4.5","4.64"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","3.5","2.5","1876","3.44","3.56"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","3.82","3.5","4370","3.77","3.87"
"2002","2","Ostdeutschland","3.51","2.5","1766","3.45","3.57"
"2002","2","Westdeutschland","4.13","3.5","4814","4.08","4.18"
"2002","3","Ostdeutschland","3.6","2.5","1514","3.53","3.67"
"2002","3","Westdeutschland","4.23","3.5","4451","4.18","4.28"
"2002","4","Ostdeutschland","3.59","2.5","980","3.5","3.68"
"2002","4","Westdeutschland","4.23","3.5","4879","4.18","4.28"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","4.86","3.5","568","4.69","5.03"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","4.67","3.5","4898","4.62","4.72"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","3.46","2.5","1889","3.4","3.52"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","3.77","2.5","3891","3.72","3.82"
"2003","2","Ostdeutschland","3.61","2.5","1622","3.54","3.68"
"2003","2","Westdeutschland","4.04","3.5","4504","3.99","4.09"
"2003","3","Ostdeutschland","3.62","2.5","1495","3.55","3.69"
"2003","3","Westdeutschland","4.3","3.5","4637","4.25","4.35"
"2003","4","Ostdeutschland","3.67","2.5","1040","3.57","3.77"
"2003","4","Westdeutschland","4.2","3.5","4798","4.15","4.25"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","4.62","3.5","501","4.44","4.8"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","4.69","3.5","4415","4.64","4.74"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","3.48","2.5","1806","3.41","3.55"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","3.77","2.5","3759","3.71","3.83"
"2004","2","Ostdeutschland","3.51","2.5","1555","3.44","3.58"
"2004","2","Westdeutschland","4.11","3.5","4368","4.06","4.16"
"2004","3","Ostdeutschland","3.58","2.5","1436","3.5","3.66"
"2004","3","Westdeutschland","4.23","3.5","4451","4.18","4.28"
"2004","4","Ostdeutschland","3.7","2.5","1040","3.61","3.79"
"2004","4","Westdeutschland","4.22","3.5","4647","4.17","4.27"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","4.42","3.5","541","4.25","4.59"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","4.72","3.5","4328","4.66","4.78"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","3.53","2.5","1824","3.46","3.6"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","3.76","2.5","3563","3.7","3.82"
"2005","2","Ostdeutschland","3.43","2.5","1435","3.36","3.5"
"2005","2","Westdeutschland","4.12","3.5","4059","4.07","4.17"
"2005","3","Ostdeutschland","3.65","2.5","1365","3.58","3.72"
"2005","3","Westdeutschland","4.2","3.5","4174","4.15","4.25"
"2005","4","Ostdeutschland","3.63","2.5","963","3.54","3.72"
"2005","4","Westdeutschland","4.31","3.5","4492","4.26","4.36"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","4.76","3.5","564","4.56","4.96"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","4.61","3.5","4267","4.55","4.67"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","3.44","2.5","1889","3.37","3.51"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","3.63","2.5","3829","3.57","3.69"
"2006","2","Ostdeutschland","3.46","2.5","1505","3.4","3.52"
"2006","2","Westdeutschland","4.15","3.5","4424","4.1","4.2"
"2006","3","Ostdeutschland","3.65","2.5","1547","3.58","3.72"
"2006","3","Westdeutschland","4.19","3.5","4367","4.14","4.24"
"2006","4","Ostdeutschland","3.63","2.5","1075","3.53","3.73"
"2006","4","Westdeutschland","4.27","3.5","4983","4.22","4.32"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","4.12","3.5","524","3.95","4.29"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","4.72","3.5","4525","4.66","4.78"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","3.41","2.5","1565","3.34","3.48"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","3.73","2.5","3331","3.67","3.79"
"2007","2","Ostdeutschland","3.55","2.5","1539","3.48","3.62"
"2007","2","Westdeutschland","4.09","3.5","3874","4.04","4.14"
"2007","3","Ostdeutschland","3.69","2.5","1433","3.61","3.77"
"2007","3","Westdeutschland","4.31","3.5","4172","4.26","4.36"
"2007","4","Ostdeutschland","3.67","3.5","1032","3.58","3.76"
"2007","4","Westdeutschland","4.32","3.5","4704","4.27","4.37"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","4.54","3.5","554","4.38","4.7"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","4.75","4.5","4411","4.69","4.81"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","3.45","2.5","1430","3.37","3.53"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","3.71","2.5","2854","3.65","3.77"
"2008","2","Ostdeutschland","3.6","2.5","1351","3.52","3.68"
"2008","2","Westdeutschland","4.08","3.5","3325","4.02","4.14"
"2008","3","Ostdeutschland","3.62","2.5","1383","3.55","3.69"
"2008","3","Westdeutschland","4.38","3.5","4016","4.32","4.44"
"2008","4","Ostdeutschland","3.7","3.5","1072","3.61","3.79"
"2008","4","Westdeutschland","4.33","3.5","4476","4.28","4.38"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","4.46","3.5","585","4.31","4.61"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","4.77","4.5","4385","4.71","4.83"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","3.45","2.5","1223","3.36","3.54"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","3.6","2.5","2555","3.54","3.66"
"2009","2","Ostdeutschland","3.61","2.5","1326","3.53","3.69"
"2009","2","Westdeutschland","4.09","3.5","2982","4.03","4.15"
"2009","3","Ostdeutschland","3.74","2.5","1356","3.66","3.82"
"2009","3","Westdeutschland","4.34","3.5","3518","4.28","4.4"
"2009","4","Ostdeutschland","3.83","3.5","1096","3.74","3.92"
"2009","4","Westdeutschland","4.44","3.5","4257","4.39","4.49"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","4.24","3.5","581","4.09","4.39"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","4.71","4.5","4327","4.65","4.77"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","3.37","2.5","2224","3.31","3.43"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","3.6","2.5","5909","3.56","3.64"
"2010","2","Ostdeutschland","3.5","2.5","2015","3.44","3.56"
"2010","2","Westdeutschland","3.97","3.5","6344","3.93","4.01"
"2010","3","Ostdeutschland","3.65","2.5","1634","3.58","3.72"
"2010","3","Westdeutschland","4.38","3.5","5587","4.33","4.43"
"2010","4","Ostdeutschland","3.87","3.5","1349","3.79","3.95"
"2010","4","Westdeutschland","4.37","3.5","5956","4.32","4.42"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","4.37","3.5","708","4.25","4.49"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","4.71","4.5","5742","4.66","4.76"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","3.27","2.5","2449","3.21","3.33"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","3.58","2.5","6128","3.54","3.62"
"2011","2","Ostdeutschland","3.45","2.5","2104","3.39","3.51"
"2011","2","Westdeutschland","4.04","3.5","7165","4","4.08"
"2011","3","Ostdeutschland","3.7","2.5","1991","3.64","3.76"
"2011","3","Westdeutschland","4.23","3.5","6754","4.19","4.27"
"2011","4","Ostdeutschland","3.79","3.5","1675","3.71","3.87"
"2011","4","Westdeutschland","4.48","3.5","7621","4.44","4.52"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","4.38","3.5","927","4.27","4.49"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","4.72","3.5","7187","4.67","4.77"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","3.2","2.5","2095","3.14","3.26"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","3.5","2.5","5042","3.46","3.54"
"2012","2","Ostdeutschland","3.37","2.5","2051","3.31","3.43"
"2012","2","Westdeutschland","4.08","3.5","6520","4.04","4.12"
"2012","3","Ostdeutschland","3.71","2.5","2020","3.65","3.77"
"2012","3","Westdeutschland","4.27","3.5","6822","4.23","4.31"
"2012","4","Ostdeutschland","3.82","3.5","1657","3.75","3.89"
"2012","4","Westdeutschland","4.43","3.5","7664","4.39","4.47"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","4.33","3.5","1047","4.23","4.43"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","4.71","3.5","7487","4.66","4.76"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","3.16","2.5","2032","3.09","3.23"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","3.49","2.5","6749","3.45","3.53"
"2013","2","Ostdeutschland","3.48","2.5","2035","3.42","3.54"
"2013","2","Westdeutschland","3.95","3.5","7584","3.91","3.99"
"2013","3","Ostdeutschland","3.53","2.5","1784","3.47","3.59"
"2013","3","Westdeutschland","4.22","3.5","7562","4.18","4.26"
"2013","4","Ostdeutschland","3.78","3.5","1846","3.71","3.85"
"2013","4","Westdeutschland","4.39","3.5","8712","4.35","4.43"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","4.38","3.5","1139","4.28","4.48"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","4.68","4.5","8221","4.64","4.72"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","3.15","2.5","1515","3.08","3.22"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","3.55","2.5","5026","3.51","3.59"
"2014","2","Ostdeutschland","3.42","2.5","1822","3.36","3.48"
"2014","2","Westdeutschland","3.93","3.5","6023","3.89","3.97"
"2014","3","Ostdeutschland","3.55","2.5","1744","3.48","3.62"
"2014","3","Westdeutschland","4.18","3.5","6498","4.14","4.22"
"2014","4","Ostdeutschland","3.75","3.5","1854","3.68","3.82"
"2014","4","Westdeutschland","4.38","3.5","7783","4.34","4.42"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","4.28","3.5","1087","4.18","4.38"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","4.68","4.5","8155","4.64","4.72"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","3.06","2.5","1407","2.99","3.13"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","3.5","2.5","5160","3.46","3.54"
"2015","2","Ostdeutschland","3.36","2.5","1530","3.29","3.43"
"2015","2","Westdeutschland","3.81","2.5","5687","3.77","3.85"
"2015","3","Ostdeutschland","3.53","2.5","1786","3.46","3.6"
"2015","3","Westdeutschland","4.2","3.5","6192","4.16","4.24"
"2015","4","Ostdeutschland","3.74","2.5","1823","3.67","3.81"
"2015","4","Westdeutschland","4.34","3.5","7725","4.3","4.38"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","4.19","3.5","1177","4.1","4.28"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","4.68","4.5","8563","4.64","4.72"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","3.1","2.5","2642","3.06","3.14"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","3.4","2.5","10276","3.37","3.43"
"2016","2","Ostdeutschland","3.51","2.5","1363","3.43","3.59"
"2016","2","Westdeutschland","3.83","2.5","5094","3.78","3.88"
"2016","3","Ostdeutschland","3.51","2.5","1573","3.44","3.58"
"2016","3","Westdeutschland","4.19","3.5","5303","4.14","4.24"
"2016","4","Ostdeutschland","3.78","3.5","1849","3.72","3.84"
"2016","4","Westdeutschland","4.34","3.5","7426","4.3","4.38"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","4.26","3.5","1221","4.17","4.35"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","4.72","4.5","8327","4.68","4.76"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","3.2","2.5","2581","3.15","3.25"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","3.46","2.5","11611","3.44","3.48"
"2017","2","Ostdeutschland","3.42","2.5","1425","3.35","3.49"
"2017","2","Westdeutschland","3.79","2.5","5126","3.74","3.84"
"2017","3","Ostdeutschland","3.5","2.5","1633","3.44","3.56"
"2017","3","Westdeutschland","4.08","3.5","5731","4.03","4.13"
"2017","4","Ostdeutschland","3.81","3.5","2113","3.75","3.87"
"2017","4","Westdeutschland","4.35","3.5","8074","4.31","4.39"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","4.14","3.5","1625","4.06","4.22"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","4.67","3.5","10222","4.63","4.71"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","3.07","2.5","2329","3.01","3.13"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","3.36","2.5","9934","3.33","3.39"
"2018","2","Ostdeutschland","3.46","2.5","1302","3.38","3.54"
"2018","2","Westdeutschland","3.6","2.5","5022","3.55","3.65"
"2018","3","Ostdeutschland","3.64","2.5","1595","3.57","3.71"
"2018","3","Westdeutschland","4.09","3.5","5490","4.04","4.14"
"2018","4","Ostdeutschland","3.81","3.5","2273","3.75","3.87"
"2018","4","Westdeutschland","4.33","3.5","8097","4.29","4.37"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","4.12","3.5","1671","4.04","4.2"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","4.7","3.5","10413","4.66","4.74"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","3.2","2.5","1898","3.14","3.26"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","3.39","2.5","8140","3.36","3.42"
"2019","2","Ostdeutschland","3.34","2.5","1139","3.24","3.44"
"2019","2","Westdeutschland","3.72","2.5","4790","3.68","3.76"
"2019","3","Ostdeutschland","3.68","2.5","1416","3.6","3.76"
"2019","3","Westdeutschland","4.08","3.5","4865","4.03","4.13"
"2019","4","Ostdeutschland","3.78","3.5","2426","3.72","3.84"
"2019","4","Westdeutschland","4.23","3.5","7778","4.19","4.27"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","4.18","3.5","2589","4.1","4.26"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","4.72","4.5","13520","4.69","4.75"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","3.22","2.5","1871","3.16","3.28"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","3.36","2.5","7885","3.33","3.39"
"2020","2","Ostdeutschland","3.36","2.5","1162","3.28","3.44"
"2020","2","Westdeutschland","3.79","2.5","6188","3.75","3.83"
"2020","3","Ostdeutschland","3.74","2.5","1293","3.66","3.82"
"2020","3","Westdeutschland","3.97","3.5","5198","3.92","4.02"
"2020","4","Ostdeutschland","3.86","3.5","2244","3.8","3.92"
"2020","4","Westdeutschland","4.42","3.5","8306","4.38","4.46"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","4.15","3.5","2570","4.07","4.23"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","4.72","4.5","13214","4.69","4.75"
