year,age_gr,pgisced97,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Pre-primary Level,Very often,0.06654,38,609,0.04673,0.08635
2003,17-29 y.,Pre-primary Level,Often,0.10087,51,609,0.07693,0.12481
2003,17-29 y.,Pre-primary Level,Sometimes,0.10544,69,609,0.08103,0.12985
2003,17-29 y.,Pre-primary Level,Seldom,0.20330,128,609,0.17131,0.23529
2003,17-29 y.,Pre-primary Level,Never,0.50844,323,609,0.46870,0.54818
2003,17-29 y.,Lower Secondary Level,Very often,0.06383,46,817,0.04706,0.08060
2003,17-29 y.,Lower Secondary Level,Often,0.09335,79,817,0.07339,0.11332
2003,17-29 y.,Lower Secondary Level,Sometimes,0.12124,100,817,0.09885,0.14364
2003,17-29 y.,Lower Secondary Level,Seldom,0.16460,143,817,0.13916,0.19005
2003,17-29 y.,Lower Secondary Level,Never,0.54422,449,817,0.51005,0.57840
2003,17-29 y.,Upper Secondary Level,Very often,0.04292,86,1743,0.03340,0.05244
2003,17-29 y.,Upper Secondary Level,Often,0.08589,152,1743,0.07273,0.09905
2003,17-29 y.,Upper Secondary Level,Sometimes,0.11852,187,1743,0.10334,0.13370
2003,17-29 y.,Upper Secondary Level,Seldom,0.21028,365,1743,0.19115,0.22942
2003,17-29 y.,Upper Secondary Level,Never,0.53960,953,1743,0.51619,0.56300
2003,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.10965,31,231,0.06927,0.15003
2003,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.12430,43,231,0.08166,0.16694
2003,17-29 y.,Post-secondary Non-tertiary Level,Never,0.60521,157,231,0.54204,0.66838
2003,17-29 y.,First Stage of Tertiary Education,Never,0.43128,47,47,0.28815,0.57440
2003,17-29 y.,Second Stage of Tertiary Education,Seldom,0.19908,40,153,0.13560,0.26256
2003,17-29 y.,Second Stage of Tertiary Education,Never,0.60126,113,153,0.52342,0.67910
2003,30-45 y.,Primary Level,Never,0.72264,56,56,0.60432,0.84096
2003,30-45 y.,Lower Secondary Level,Sometimes,0.05839,35,385,0.03494,0.08185
2003,30-45 y.,Lower Secondary Level,Seldom,0.14236,67,385,0.10741,0.17730
2003,30-45 y.,Lower Secondary Level,Never,0.68441,283,385,0.63793,0.73090
2003,30-45 y.,Upper Secondary Level,Very often,0.05351,191,3562,0.04612,0.06091
2003,30-45 y.,Upper Secondary Level,Often,0.09445,321,3562,0.08485,0.10406
2003,30-45 y.,Upper Secondary Level,Sometimes,0.11360,418,3562,0.10318,0.12402
2003,30-45 y.,Upper Secondary Level,Seldom,0.19563,687,3562,0.18260,0.20866
2003,30-45 y.,Upper Secondary Level,Never,0.53766,1945,3562,0.52129,0.55404
2003,30-45 y.,Post-secondary Non-tertiary Level,Very often,0.05879,34,545,0.03902,0.07856
2003,30-45 y.,Post-secondary Non-tertiary Level,Often,0.10969,53,545,0.08343,0.13595
2003,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.17200,77,545,0.14029,0.20372
2003,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.19912,111,545,0.16557,0.23268
2003,30-45 y.,Post-secondary Non-tertiary Level,Never,0.46040,270,545,0.41851,0.50228
2003,30-45 y.,First Stage of Tertiary Education,Very often,0.07978,48,698,0.05966,0.09989
2003,30-45 y.,First Stage of Tertiary Education,Often,0.12604,90,698,0.10140,0.15069
2003,30-45 y.,First Stage of Tertiary Education,Sometimes,0.11425,87,698,0.09063,0.13786
2003,30-45 y.,First Stage of Tertiary Education,Seldom,0.19508,139,698,0.16566,0.22450
2003,30-45 y.,First Stage of Tertiary Education,Never,0.48225,334,698,0.44515,0.51934
2003,30-45 y.,Second Stage of Tertiary Education,Very often,0.05940,95,1571,0.04771,0.07109
2003,30-45 y.,Second Stage of Tertiary Education,Often,0.11125,178,1571,0.09569,0.12680
2003,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.13447,206,1571,0.11759,0.15135
2003,30-45 y.,Second Stage of Tertiary Education,Seldom,0.21799,346,1571,0.19757,0.23842
2003,30-45 y.,Second Stage of Tertiary Education,Never,0.46845,746,1571,0.44377,0.49313
2003,46-65 y.,Primary Level,Never,0.68407,68,68,0.57275,0.79538
2003,46-65 y.,Lower Secondary Level,Often,0.05123,36,661,0.03441,0.06805
2003,46-65 y.,Lower Secondary Level,Sometimes,0.07016,51,661,0.05067,0.08965
2003,46-65 y.,Lower Secondary Level,Seldom,0.15029,95,661,0.12302,0.17755
2003,46-65 y.,Lower Secondary Level,Never,0.69318,479,661,0.65799,0.72836
2003,46-65 y.,Upper Secondary Level,Very often,0.03231,128,3865,0.02673,0.03788
2003,46-65 y.,Upper Secondary Level,Often,0.06519,265,3865,0.05741,0.07298
2003,46-65 y.,Upper Secondary Level,Sometimes,0.08182,345,3865,0.07317,0.09046
2003,46-65 y.,Upper Secondary Level,Seldom,0.15793,630,3865,0.14643,0.16943
2003,46-65 y.,Upper Secondary Level,Never,0.65712,2497,3865,0.64215,0.67208
2003,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.21808,50,174,0.15655,0.27962
2003,46-65 y.,Post-secondary Non-tertiary Level,Never,0.50594,124,174,0.43144,0.58044
2003,46-65 y.,First Stage of Tertiary Education,Often,0.07341,58,618,0.05283,0.09399
2003,46-65 y.,First Stage of Tertiary Education,Sometimes,0.11701,73,618,0.09164,0.14237
2003,46-65 y.,First Stage of Tertiary Education,Seldom,0.18105,131,618,0.15067,0.21144
2003,46-65 y.,First Stage of Tertiary Education,Never,0.57099,356,618,0.53193,0.61004
2003,46-65 y.,Second Stage of Tertiary Education,Very often,0.05027,106,1989,0.04067,0.05988
2003,46-65 y.,Second Stage of Tertiary Education,Often,0.08805,186,1989,0.07559,0.10051
2003,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.12912,255,1989,0.11438,0.14386
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.18464,412,1989,0.16759,0.20170
2003,46-65 y.,Second Stage of Tertiary Education,Never,0.54154,1030,1989,0.51964,0.56345
2003,66 and older,Primary Level,Never,0.75356,37,37,0.61279,0.89434
2003,66 and older,Lower Secondary Level,Often,0.04114,38,748,0.02690,0.05539
2003,66 and older,Lower Secondary Level,Sometimes,0.06188,53,748,0.04461,0.07916
2003,66 and older,Lower Secondary Level,Seldom,0.11522,91,748,0.09232,0.13811
2003,66 and older,Lower Secondary Level,Never,0.73247,566,748,0.70072,0.76421
2003,66 and older,Upper Secondary Level,Very often,0.03178,59,1865,0.02381,0.03974
2003,66 and older,Upper Secondary Level,Often,0.04340,90,1865,0.03415,0.05265
2003,66 and older,Upper Secondary Level,Sometimes,0.07183,131,1865,0.06010,0.08355
2003,66 and older,Upper Secondary Level,Seldom,0.11056,213,1865,0.09632,0.12480
2003,66 and older,Upper Secondary Level,Never,0.73128,1372,1865,0.71116,0.75141
2003,66 and older,Post-secondary Non-tertiary Level,Never,0.72092,69,69,0.61430,0.82753
2003,66 and older,First Stage of Tertiary Education,Seldom,0.13420,36,196,0.08636,0.18205
2003,66 and older,First Stage of Tertiary Education,Never,0.62922,160,196,0.56142,0.69701
2003,66 and older,Second Stage of Tertiary Education,Often,0.04615,34,547,0.02855,0.06375
2003,66 and older,Second Stage of Tertiary Education,Sometimes,0.10084,52,547,0.07558,0.12610
2003,66 and older,Second Stage of Tertiary Education,Seldom,0.16228,79,547,0.13135,0.19321
2003,66 and older,Second Stage of Tertiary Education,Never,0.64455,382,547,0.60440,0.68470
2008,17-29 y.,Pre-primary Level,Often,0.04995,33,335,0.02659,0.07332
2008,17-29 y.,Pre-primary Level,Sometimes,0.07269,35,335,0.04485,0.10054
2008,17-29 y.,Pre-primary Level,Seldom,0.14339,80,335,0.10580,0.18098
2008,17-29 y.,Pre-primary Level,Never,0.28811,187,335,0.23954,0.33668
2008,17-29 y.,Lower Secondary Level,Often,0.09702,49,510,0.07131,0.12274
2008,17-29 y.,Lower Secondary Level,Sometimes,0.06721,47,510,0.04545,0.08896
