year,age_gr,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Very often,0.05438,222,3982,0.04733,0.06142
2003,17-29 y.,Often,0.08828,345,3982,0.07946,0.09709
2003,17-29 y.,Sometimes,0.11327,445,3982,0.10342,0.12311
2003,17-29 y.,Seldom,0.19085,784,3982,0.17864,0.20305
2003,17-29 y.,Never,0.54496,2186,3982,0.52949,0.56043
2003,30-45 y.,Very often,0.05630,389,6901,0.05086,0.06174
2003,30-45 y.,Often,0.09934,676,6901,0.09228,0.10640
2003,30-45 y.,Sometimes,0.11819,826,6901,0.11057,0.12580
2003,30-45 y.,Seldom,0.19637,1365,6901,0.18699,0.20574
2003,30-45 y.,Never,0.52343,3645,6901,0.51165,0.53522
2003,46-65 y.,Very often,0.03812,302,7525,0.03379,0.04245
2003,46-65 y.,Often,0.06903,576,7525,0.06330,0.07476
2003,46-65 y.,Sometimes,0.09388,755,7525,0.08729,0.10047
2003,46-65 y.,Seldom,0.16648,1333,7525,0.15807,0.17490
2003,46-65 y.,Never,0.62634,4559,7525,0.61540,0.63727
2003,66 and older,Very often,0.03765,127,3608,0.03144,0.04386
2003,66 and older,Often,0.04470,186,3608,0.03796,0.05144
2003,66 and older,Sometimes,0.07351,267,3608,0.06499,0.08203
2003,66 and older,Seldom,0.11960,438,3608,0.10901,0.13018
2003,66 and older,Never,0.71358,2590,3608,0.69883,0.72834
2008,17-29 y.,Very often,0.06125,210,3140,0.05286,0.06964
2008,17-29 y.,Often,0.09596,314,3140,0.08565,0.10626
2008,17-29 y.,Sometimes,0.08442,295,3140,0.07470,0.09415
2008,17-29 y.,Seldom,0.16657,567,3140,0.15353,0.17960
2008,17-29 y.,Never,0.51230,1754,3140,0.49482,0.52979
2008,30-45 y.,Very often,0.05840,319,5145,0.05200,0.06481
2008,30-45 y.,Often,0.09681,517,5145,0.08873,0.10489
2008,30-45 y.,Sometimes,0.12718,633,5145,0.11808,0.13629
2008,30-45 y.,Seldom,0.18243,981,5145,0.17188,0.19299
2008,30-45 y.,Never,0.53077,2695,5145,0.51713,0.54441
2008,46-65 y.,Very often,0.04938,344,6658,0.04417,0.05458
2008,46-65 y.,Often,0.09256,648,6658,0.08560,0.09952
2008,46-65 y.,Sometimes,0.10007,722,6658,0.09286,0.10728
2008,46-65 y.,Seldom,0.18327,1216,6658,0.17398,0.19256
2008,46-65 y.,Never,0.56848,3728,6658,0.55658,0.58038
2008,66 and older,Very often,0.02973,131,4244,0.02462,0.03484
2008,66 and older,Often,0.05791,236,4244,0.05088,0.06494
2008,66 and older,Sometimes,0.07329,334,4244,0.06545,0.08114
2008,66 and older,Seldom,0.13901,590,4244,0.12860,0.14942
2008,66 and older,Never,0.68756,2953,4244,0.67361,0.70150
2013,17-29 y.,Very often,0.04809,266,3534,0.04103,0.05514
2013,17-29 y.,Often,0.07551,380,3534,0.06679,0.08422
2013,17-29 y.,Sometimes,0.06957,345,3534,0.06118,0.07795
2013,17-29 y.,Seldom,0.14659,640,3534,0.13493,0.15825
2013,17-29 y.,Never,0.40785,1903,3534,0.39165,0.42406
2013,30-45 y.,Very often,0.05265,657,7959,0.04775,0.05756
2013,30-45 y.,Often,0.09222,1030,7959,0.08586,0.09858
2013,30-45 y.,Sometimes,0.09742,960,7959,0.09091,0.10394
2013,30-45 y.,Seldom,0.15637,1487,7959,0.14839,0.16435
2013,30-45 y.,Never,0.43308,3825,7959,0.42219,0.44396
2013,46-65 y.,Very often,0.05577,594,8950,0.05102,0.06053
2013,46-65 y.,Often,0.10293,1108,8950,0.09663,0.10923
2013,46-65 y.,Sometimes,0.10734,1106,8950,0.10093,0.11375
2013,46-65 y.,Seldom,0.17956,1615,8950,0.17161,0.18751
2013,46-65 y.,Never,0.49549,4527,8950,0.48513,0.50585
2013,66 and older,Very often,0.03478,180,4912,0.02965,0.03990
2013,66 and older,Often,0.06236,324,4912,0.05560,0.06913
2013,66 and older,Sometimes,0.08413,435,4912,0.07637,0.09190
2013,66 and older,Seldom,0.15488,810,4912,0.14476,0.16500
2013,66 and older,Never,0.64829,3163,4912,0.63493,0.66164
2018,17-29 y.,Very often,0.05843,322,4228,0.05136,0.06550
2018,17-29 y.,Often,0.09617,454,4228,0.08728,0.10506
2018,17-29 y.,Sometimes,0.10428,438,4228,0.09507,0.11350
2018,17-29 y.,Seldom,0.15158,728,4228,0.14077,0.16239
2018,17-29 y.,Never,0.49789,2286,4228,0.48282,0.51296
2018,30-45 y.,Very often,0.07800,537,6715,0.07158,0.08441
2018,30-45 y.,Often,0.10246,758,6715,0.09521,0.10972
2018,30-45 y.,Sometimes,0.10654,741,6715,0.09916,0.11392
2018,30-45 y.,Seldom,0.17690,1091,6715,0.16778,0.18603
2018,30-45 y.,Never,0.52193,3588,6715,0.50998,0.53388
2018,46-65 y.,Very often,0.06922,714,9598,0.06414,0.07430
2018,46-65 y.,Often,0.10931,1094,9598,0.10306,0.11555
2018,46-65 y.,Sometimes,0.12595,1177,9598,0.11931,0.13259
2018,46-65 y.,Seldom,0.17446,1655,9598,0.16687,0.18206
2018,46-65 y.,Never,0.51273,4958,9598,0.50273,0.52273
2018,66 and older,Very often,0.04202,209,4970,0.03644,0.04760
2018,66 and older,Often,0.06355,318,4970,0.05676,0.07033
2018,66 and older,Sometimes,0.08782,442,4970,0.07995,0.09569
2018,66 and older,Seldom,0.17233,812,4970,0.16183,0.18283
2018,66 and older,Never,0.62934,3189,4970,0.61591,0.64277
