"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Ehe-)Paar ohne Kind(er)","0","0","2702","0","0","0","0","0","0","0","0","0","0","0"
"1984","1-Pers.- Haushalt","0","0","1288","0","0","0","0","0","0","0","0","0","0","0"
"1984","Alleinerziehende","0.52","0","828","0","0","1","2","3","0.45","0.59","0","5","0","0"
"1984","Paar mit Kind(ern)","0.99","0.5","10356","0","0","2","2","4","0.97","1.01","0","7","1","1"
"1984","Sonstige","0.47","0","1002","0","0","1","2","3","0.41","0.53","0","4","0","1"
"1985","(Ehe-)Paar ohne Kind(er)","0","0","2450","0","0","0","0","0","0","0","0","0","0","0"
"1985","1-Pers.- Haushalt","0","0","1140","0","0","0","0","0","0","0","0","0","0","0"
"1985","Alleinerziehende","0.44","0","748","0","0","1","1","4","0.38","0.5","0","4","0","0"
"1985","Paar mit Kind(ern)","0.94","0.5","9339","0","0","2","2","4","0.92","0.96","0","7","1","1"
"1985","Sonstige","0.48","0","921","0","0","1","2","4","0.41","0.55","0","4","0","0"
"1986","(Ehe-)Paar ohne Kind(er)","0","0","2410","0","0","0","0","0","0","0","0","0","0","0"
"1986","1-Pers.- Haushalt","0","0","1079","0","0","0","0","0","0","0","0","0","0","0"
"1986","Alleinerziehende","0.53","0","712","0","0","1","2","4","0.47","0.59","0","4","0","0"
"1986","Paar mit Kind(ern)","0.95","0.5","8799","0","0","2","2","4","0.93","0.97","0","6","1","1"
"1986","Sonstige","0.5","0","894","0","0","1","2","3","0.43","0.57","0","4","0","1"
"1987","(Ehe-)Paar ohne Kind(er)","0","0","2384","0","0","0","0","0","0","0","0","0","0","0"
"1987","1-Pers.- Haushalt","0","0","1078","0","0","0","0","0","0","0","0","0","0","0"
"1987","Alleinerziehende","0.49","0","705","0","0","1","1","4","0.43","0.55","0","4","0","0"
