year,regtyp,sampreg,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,West,Yes,0.77479,5223,6762,0.76484,0.78475
2001,Urban regions,West,No,0.22521,1539,6762,0.21525,0.23516
2001,Urban regions,East,Yes,0.75025,702,949,0.72270,0.77781
2001,Urban regions,East,No,0.24975,247,949,0.22219,0.27730
2001,Rural regions,West,Yes,0.79399,1590,1988,0.77621,0.81177
2001,Rural regions,West,No,0.20601,398,1988,0.18823,0.22379
2001,Rural regions,East,Yes,0.77081,1411,1874,0.75177,0.78985
2001,Rural regions,East,No,0.22919,463,1874,0.21015,0.24823
2003,Urban regions,West,Yes,0.71305,5128,6972,0.70243,0.72367
2003,Urban regions,West,No,0.28695,1844,6972,0.27633,0.29757
2003,Urban regions,East,Yes,0.68292,663,952,0.65334,0.71250
2003,Urban regions,East,No,0.31708,289,952,0.28750,0.34666
2003,Rural regions,West,Yes,0.72998,1465,1957,0.71030,0.74965
2003,Rural regions,West,No,0.27002,492,1957,0.25035,0.28970
2003,Rural regions,East,Yes,0.70322,1305,1833,0.68230,0.72414
2003,Rural regions,East,No,0.29678,528,1833,0.27586,0.31770
2005,Urban regions,West,Yes,0.69910,4729,6560,0.68800,0.71020
2005,Urban regions,West,No,0.30090,1831,6560,0.28980,0.31200
2005,Urban regions,East,Yes,0.64882,644,937,0.61824,0.67940
2005,Urban regions,East,No,0.35118,293,937,0.32060,0.38176
2005,Rural regions,West,Yes,0.70617,1362,1883,0.68559,0.72675
2005,Rural regions,West,No,0.29383,521,1883,0.27325,0.31441
2005,Rural regions,East,Yes,0.66195,1178,1740,0.63971,0.68418
2005,Rural regions,East,No,0.33805,562,1740,0.31582,0.36029
2007,Urban regions,West,Yes,0.68204,4724,6618,0.67082,0.69326
2007,Urban regions,West,No,0.31796,1894,6618,0.30674,0.32918
2007,Urban regions,East,Yes,0.64551,636,940,0.61491,0.67610
2007,Urban regions,East,No,0.35449,304,940,0.32390,0.38509
2007,Rural regions,West,Yes,0.66668,1415,2011,0.64608,0.68729
2007,Rural regions,West,No,0.33332,596,2011,0.31271,0.35392
2007,Rural regions,East,Yes,0.64013,1190,1804,0.61798,0.66229
2007,Rural regions,East,No,0.35987,614,1804,0.33771,0.38202
2011,Urban regions,West,Yes,0.73503,5041,6803,0.72455,0.74552
2011,Urban regions,West,No,0.26497,1762,6803,0.25448,0.27545
2011,Urban regions,East,Yes,0.68278,716,1020,0.65420,0.71135
2011,Urban regions,East,No,0.31722,304,1020,0.28865,0.34580
