year,hhtyp,regtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,Urban regions,Yes,0.75357,1510,2040,0.73487,0.77228
2001,Single-person household,Urban regions,No,0.24643,530,2040,0.22772,0.26513
2001,Single-person household,Rural regions,Yes,0.77400,649,855,0.74594,0.80205
2001,Single-person household,Rural regions,No,0.22600,206,855,0.19795,0.25406
2001,Couple without children,Urban regions,Yes,0.86583,2026,2356,0.85207,0.87960
2001,Couple without children,Urban regions,No,0.13417,330,2356,0.12040,0.14793
2001,Couple without children,Rural regions,Yes,0.87895,1052,1206,0.86053,0.89737
2001,Couple without children,Rural regions,No,0.12105,154,1206,0.10263,0.13947
2001,Single parent,Urban regions,Yes,0.50847,250,463,0.46288,0.55406
2001,Single parent,Urban regions,No,0.49153,213,463,0.44594,0.53712
2001,Single parent,Rural regions,Yes,0.57300,133,238,0.51003,0.63598
2001,Single parent,Rural regions,No,0.42700,105,238,0.36402,0.48997
2001,Couple with children,Urban regions,Yes,0.75478,2004,2667,0.73845,0.77111
2001,Couple with children,Urban regions,No,0.24522,663,2667,0.22889,0.26155
2001,Couple with children,Rural regions,Yes,0.74202,1095,1468,0.71963,0.76441
2001,Couple with children,Rural regions,No,0.25798,373,1468,0.23559,0.28037
2001,Multi-generational household,Urban regions,Yes,0.72841,72,105,0.64293,0.81390
2001,Multi-generational household,Urban regions,No,0.27159,33,105,0.18610,0.35707
2001,Multi-generational household,Rural regions,Yes,0.82928,43,43,0.71549,0.94308
2001,Other Combinations,Urban regions,Yes,0.80977,63,63,0.71207,0.90747
2003,Single-person household,Urban regions,Yes,0.69900,1423,2047,0.67912,0.71888
2003,Single-person household,Urban regions,No,0.30100,624,2047,0.28112,0.32088
2003,Single-person household,Rural regions,Yes,0.71212,583,842,0.68152,0.74272
2003,Single-person household,Rural regions,No,0.28788,259,842,0.25728,0.31848
2003,Couple without children,Urban regions,Yes,0.81733,2107,2545,0.80232,0.83235
2003,Couple without children,Urban regions,No,0.18267,438,2545,0.16765,0.19768
2003,Couple without children,Rural regions,Yes,0.81999,1037,1254,0.79872,0.84126
2003,Couple without children,Rural regions,No,0.18001,217,1254,0.15874,0.20128
2003,Single parent,Urban regions,Yes,0.41843,212,462,0.37340,0.46346
2003,Single parent,Urban regions,No,0.58157,250,462,0.53654,0.62660
2003,Single parent,Rural regions,Yes,0.51286,115,232,0.44840,0.57732
2003,Single parent,Rural regions,No,0.48714,117,232,0.42268,0.55160
2003,Couple with children,Urban regions,Yes,0.68285,1940,2718,0.66535,0.70035
2003,Couple with children,Urban regions,No,0.31715,778,2718,0.29965,0.33465
2003,Couple with children,Rural regions,Yes,0.66493,974,1381,0.64003,0.68984
2003,Couple with children,Rural regions,No,0.33507,407,1381,0.31016,0.35997
2003,Multi-generational household,Urban regions,Yes,0.49680,51,51,0.35821,0.63539
2003,Multi-generational household,Rural regions,Yes,0.71148,33,33,0.55450,0.86846
2003,Other Combinations,Urban regions,Yes,0.72415,58,58,0.60812,0.84018
2005,Single-person household,Urban regions,Yes,0.68958,1377,2022,0.66941,0.70975
2005,Single-person household,Urban regions,No,0.31042,645,2022,0.29025,0.33059
2005,Single-person household,Rural regions,Yes,0.69635,581,861,0.66561,0.72708
2005,Single-person household,Rural regions,No,0.30365,280,861,0.27292,0.33439
2005,Couple without children,Urban regions,Yes,0.81110,2037,2478,0.79569,0.82652
2005,Couple without children,Urban regions,No,0.18890,441,2478,0.17348,0.20431
2005,Couple without children,Rural regions,Yes,0.79813,964,1193,0.77535,0.82092
2005,Couple without children,Rural regions,No,0.20187,229,1193,0.17908,0.22465
2005,Single parent,Urban regions,Yes,0.39107,197,448,0.34583,0.43631
2005,Single parent,Urban regions,No,0.60893,251,448,0.56369,0.65417
2005,Single parent,Rural regions,Yes,0.41448,109,242,0.35228,0.47667
2005,Single parent,Rural regions,No,0.58552,133,242,0.52333,0.64772
2005,Couple with children,Urban regions,Yes,0.64228,1673,2419,0.62317,0.66138
2005,Couple with children,Urban regions,No,0.35772,746,2419,0.33862,0.37683
2005,Couple with children,Rural regions,Yes,0.62670,833,1253,0.59990,0.65349
2005,Couple with children,Rural regions,No,0.37330,420,1253,0.34651,0.40010
2005,Multi-generational household,Urban regions,Yes,0.65580,37,37,0.50060,0.81101
2005,Other Combinations,Urban regions,Yes,0.76409,52,52,0.64757,0.88062
2007,Single-person household,Urban regions,Yes,0.67845,1433,2108,0.65850,0.69839
2007,Single-person household,Urban regions,No,0.32155,675,2108,0.30161,0.34150
2007,Single-person household,Rural regions,Yes,0.62435,613,975,0.59394,0.65477
2007,Single-person household,Rural regions,No,0.37565,362,975,0.34523,0.40606
2007,Couple without children,Urban regions,Yes,0.78633,2081,2558,0.77045,0.80222
2007,Couple without children,Urban regions,No,0.21367,477,2558,0.19778,0.22955
2007,Couple without children,Rural regions,Yes,0.76359,1021,1292,0.74041,0.78677
2007,Couple without children,Rural regions,No,0.23641,271,1292,0.21323,0.25959
2007,Single parent,Urban regions,Yes,0.36138,181,458,0.31734,0.40543
2007,Single parent,Urban regions,No,0.63862,277,458,0.59457,0.68266
2007,Single parent,Rural regions,Yes,0.43118,113,252,0.36991,0.49245
2007,Single parent,Rural regions,No,0.56882,139,252,0.50755,0.63009
2007,Couple with children,Urban regions,Yes,0.62860,1584,2324,0.60895,0.64825
2007,Couple with children,Urban regions,No,0.37140,740,2324,0.35175,0.39105
2007,Couple with children,Rural regions,Yes,0.62592,809,1226,0.59882,0.65302
2007,Couple with children,Rural regions,No,0.37408,417,1226,0.34698,0.40118
2007,Multi-generational household,Urban regions,Yes,0.71237,40,40,0.57031,0.85444
2007,Other Combinations,Urban regions,Yes,0.66275,41,41,0.51623,0.80926
2011,Single-person household,Urban regions,Yes,0.67973,1634,2373,0.66095,0.69851
2011,Single-person household,Urban regions,No,0.32027,739,2373,0.30149,0.33905
2011,Single-person household,Rural regions,Yes,0.64539,724,1113,0.61727,0.67351
2011,Single-person household,Rural regions,No,0.35461,389,1113,0.32649,0.38273
2011,Couple without children,Urban regions,Yes,0.82955,2317,2754,0.81550,0.84359
2011,Couple without children,Urban regions,No,0.17045,437,2754,0.15641,0.18450
2011,Couple without children,Rural regions,Yes,0.80499,1301,1585,0.78548,0.82450
2011,Couple without children,Rural regions,No,0.19501,284,1585,0.17550,0.21452
2011,Single parent,Urban regions,Yes,0.45443,229,515,0.41138,0.49747
2011,Single parent,Urban regions,No,0.54557,286,515,0.50253,0.58862
2011,Single parent,Rural regions,Yes,0.48396,117,264,0.42356,0.54436
2011,Single parent,Rural regions,No,0.51604,147,264,0.45564,0.57644
2011,Couple with children,Urban regions,Yes,0.74063,1505,2075,0.72177,0.75949
2011,Couple with children,Urban regions,No,0.25937,570,2075,0.24051,0.27823
2011,Couple with children,Rural regions,Yes,0.72920,836,1152,0.70353,0.75487
2011,Couple with children,Rural regions,No,0.27080,316,1152,0.24513,0.29647
2011,Other Combinations,Urban regions,Yes,0.68143,45,45,0.54375,0.81910
2013,Single-person household,Urban regions,Yes,0.67624,1667,2537,0.65803,0.69445
2013,Single-person household,Urban regions,No,0.32376,870,2537,0.30555,0.34197
2013,Single-person household,Rural regions,Yes,0.62529,741,1162,0.59744,0.65313
2013,Single-person household,Rural regions,No,0.37471,421,1162,0.34687,0.40256
2013,Couple without children,Urban regions,Yes,0.82829,2414,2927,0.81462,0.84195
2013,Couple without children,Urban regions,No,0.17171,513,2927,0.15805,0.18538
2013,Couple without children,Rural regions,Yes,0.82190,1341,1639,0.80338,0.84043
2013,Couple without children,Rural regions,No,0.17810,298,1639,0.15957,0.19662
2013,Single parent,Urban regions,Yes,0.41496,272,663,0.37743,0.45250
2013,Single parent,Urban regions,No,0.58504,391,663,0.54750,0.62257
2013,Single parent,Rural regions,Yes,0.53755,145,317,0.48258,0.59253
2013,Single parent,Rural regions,No,0.46245,172,317,0.40747,0.51742
2013,Couple with children,Urban regions,Yes,0.71487,1849,2870,0.69834,0.73139
2013,Couple with children,Urban regions,No,0.28513,1021,2870,0.26861,0.30166
2013,Couple with children,Rural regions,Yes,0.70423,875,1291,0.67933,0.72914
2013,Couple with children,Rural regions,No,0.29577,416,1291,0.27086,0.32067
2013,Multi-generational household,Urban regions,Yes,0.56165,36,36,0.39727,0.72604
2013,Other Combinations,Urban regions,Yes,0.59072,126,254,0.53013,0.65131
2013,Other Combinations,Urban regions,No,0.40928,128,254,0.34869,0.46987
2013,Other Combinations,Rural regions,Yes,0.60275,51,86,0.49872,0.70678
2013,Other Combinations,Rural regions,No,0.39725,35,86,0.29322,0.50128
2015,Single-person household,Urban regions,Yes,0.67850,1599,2447,0.65999,0.69701
2015,Single-person household,Urban regions,No,0.32150,848,2447,0.30299,0.34001
2015,Single-person household,Rural regions,Yes,0.65780,750,1158,0.63046,0.68514
2015,Single-person household,Rural regions,No,0.34220,408,1158,0.31486,0.36954
2015,Couple without children,Urban regions,Yes,0.84500,2303,2771,0.83152,0.85848
2015,Couple without children,Urban regions,No,0.15500,468,2771,0.14152,0.16848
2015,Couple without children,Rural regions,Yes,0.80687,1264,1582,0.78741,0.82633
2015,Couple without children,Rural regions,No,0.19313,318,1582,0.17367,0.21259
2015,Single parent,Urban regions,Yes,0.43406,455,1117,0.40498,0.46314
2015,Single parent,Urban regions,No,0.56594,662,1117,0.53686,0.59502
2015,Single parent,Rural regions,Yes,0.46625,246,578,0.42555,0.50696
2015,Single parent,Rural regions,No,0.53375,332,578,0.49304,0.57445
2015,Couple with children,Urban regions,Yes,0.73752,2506,3731,0.72340,0.75164
2015,Couple with children,Urban regions,No,0.26248,1225,3731,0.24836,0.27660
2015,Couple with children,Rural regions,Yes,0.73165,1259,1894,0.71169,0.75161
2015,Couple with children,Rural regions,No,0.26835,635,1894,0.24839,0.28831
2015,Multi-generational household,Urban regions,Yes,0.45899,36,81,0.34979,0.56818
2015,Multi-generational household,Urban regions,No,0.54101,45,81,0.43182,0.65021
2015,Multi-generational household,Rural regions,Yes,0.66907,32,32,0.50342,0.83471
2015,Other Combinations,Urban regions,Yes,0.69129,110,184,0.62436,0.75822
2015,Other Combinations,Urban regions,No,0.30871,74,184,0.24178,0.37564
2015,Other Combinations,Rural regions,Yes,0.62829,37,37,0.47043,0.78616
2016,Single-person household,Urban regions,Yes,0.70667,1621,2593,0.68914,0.72419
2016,Single-person household,Urban regions,No,0.29333,972,2593,0.27581,0.31086
2016,Single-person household,Rural regions,Yes,0.70604,751,1182,0.68006,0.73202
2016,Single-person household,Rural regions,No,0.29396,431,1182,0.26798,0.31994
2016,Couple without children,Urban regions,Yes,0.87157,2213,2598,0.85870,0.88443
2016,Couple without children,Urban regions,No,0.12843,385,2598,0.11557,0.14130
2016,Couple without children,Rural regions,Yes,0.85214,1280,1533,0.83437,0.86992
2016,Couple without children,Rural regions,No,0.14786,253,1533,0.13008,0.16563
2016,Single parent,Urban regions,Yes,0.46189,469,1111,0.43256,0.49121
2016,Single parent,Urban regions,No,0.53811,642,1111,0.50879,0.56744
2016,Single parent,Rural regions,Yes,0.54948,264,583,0.50905,0.58990
2016,Single parent,Rural regions,No,0.45052,319,583,0.41010,0.49095
2016,Couple with children,Urban regions,Yes,0.77022,2435,4105,0.75735,0.78310
2016,Couple with children,Urban regions,No,0.22978,1670,4105,0.21690,0.24265
2016,Couple with children,Rural regions,Yes,0.75536,1249,2063,0.73681,0.77392
2016,Couple with children,Rural regions,No,0.24464,814,2063,0.22608,0.26319
2016,Multi-generational household,Urban regions,Yes,0.64305,33,90,0.54351,0.74259
2016,Multi-generational household,Urban regions,No,0.35695,57,90,0.25741,0.45649
2016,Other Combinations,Urban regions,Yes,0.57415,89,267,0.51472,0.63357
2016,Other Combinations,Urban regions,No,0.42585,178,267,0.36643,0.48528
2016,Other Combinations,Rural regions,Yes,0.74799,44,111,0.66685,0.82913
2016,Other Combinations,Rural regions,No,0.25201,67,111,0.17087,0.33315
2017,Single-person household,Urban regions,Yes,0.72421,1858,2891,0.70792,0.74050
2017,Single-person household,Urban regions,No,0.27579,1033,2891,0.25950,0.29208
2017,Single-person household,Rural regions,Yes,0.70339,853,1377,0.67926,0.72752
2017,Single-person household,Rural regions,No,0.29661,524,1377,0.27248,0.32074
2017,Couple without children,Urban regions,Yes,0.87899,2533,2956,0.86724,0.89075
2017,Couple without children,Urban regions,No,0.12101,423,2956,0.10925,0.13276
2017,Couple without children,Rural regions,Yes,0.86965,1480,1733,0.85380,0.88551
2017,Couple without children,Rural regions,No,0.13035,253,1733,0.11449,0.14620
2017,Single parent,Urban regions,Yes,0.47412,499,1160,0.44537,0.50286
2017,Single parent,Urban regions,No,0.52588,661,1160,0.49714,0.55463
2017,Single parent,Rural regions,Yes,0.57568,289,596,0.53597,0.61540
2017,Single parent,Rural regions,No,0.42432,307,596,0.38460,0.46403
2017,Couple with children,Urban regions,Yes,0.77974,2758,4509,0.76765,0.79184
2017,Couple with children,Urban regions,No,0.22026,1751,4509,0.20816,0.23235
2017,Couple with children,Rural regions,Yes,0.79081,1411,2286,0.77414,0.80749
2017,Couple with children,Rural regions,No,0.20919,875,2286,0.19251,0.22586
2017,Multi-generational household,Urban regions,Yes,0.52742,41,106,0.43192,0.62291
2017,Multi-generational household,Urban regions,No,0.47258,65,106,0.37709,0.56808
2017,Other Combinations,Urban regions,Yes,0.60543,137,352,0.55430,0.65657
2017,Other Combinations,Urban regions,No,0.39457,215,352,0.34343,0.44570
2017,Other Combinations,Rural regions,Yes,0.75410,57,155,0.68608,0.82211
2017,Other Combinations,Rural regions,No,0.24590,98,155,0.17789,0.31392
2018,Single-person household,Urban regions,Yes,0.72306,1904,3066,0.70722,0.73890
2018,Single-person household,Urban regions,No,0.27694,1162,3066,0.26110,0.29278
2018,Single-person household,Rural regions,Yes,0.70351,864,1371,0.67933,0.72770
2018,Single-person household,Rural regions,No,0.29649,507,1371,0.27230,0.32067
2018,Couple without children,Urban regions,Yes,0.87167,2478,2921,0.85954,0.88380
2018,Couple without children,Urban regions,No,0.12833,443,2921,0.11620,0.14046
2018,Couple without children,Rural regions,Yes,0.85330,1403,1698,0.83646,0.87013
2018,Couple without children,Rural regions,No,0.14670,295,1698,0.12987,0.16354
2018,Single parent,Urban regions,Yes,0.52118,522,1179,0.49265,0.54971
2018,Single parent,Urban regions,No,0.47882,657,1179,0.45029,0.50735
2018,Single parent,Rural regions,Yes,0.55474,250,557,0.51343,0.59605
2018,Single parent,Rural regions,No,0.44526,307,557,0.40395,0.48657
2018,Couple with children,Urban regions,Yes,0.76733,2583,4322,0.75473,0.77993
2018,Couple with children,Urban regions,No,0.23267,1739,4322,0.22007,0.24527
2018,Couple with children,Rural regions,Yes,0.78051,1315,2121,0.76290,0.79813
2018,Couple with children,Rural regions,No,0.21949,806,2121,0.20187,0.23710
2018,Multi-generational household,Urban regions,Yes,0.55345,46,112,0.46097,0.64594
2018,Multi-generational household,Urban regions,No,0.44655,66,112,0.35406,0.53903
2018,Other Combinations,Urban regions,Yes,0.71528,128,291,0.66334,0.76722
2018,Other Combinations,Urban regions,No,0.28472,163,291,0.23278,0.33666
2018,Other Combinations,Rural regions,Yes,0.85522,54,116,0.79091,0.91953
2018,Other Combinations,Rural regions,No,0.14478,62,116,0.08047,0.20909
2019,Single-person household,No answer / don't know,Yes,0.71621,176,241,0.65917,0.77324
2019,Single-person household,No answer / don't know,No,0.28379,65,241,0.22676,0.34083
2019,Single-person household,Urban regions,Yes,0.76052,1984,2661,0.74430,0.77674
2019,Single-person household,Urban regions,No,0.23948,677,2661,0.22326,0.25570
2019,Single-person household,Rural regions,Yes,0.74556,896,1230,0.72121,0.76991
2019,Single-person household,Rural regions,No,0.25444,334,1230,0.23009,0.27879
2019,Couple without children,No answer / don't know,Yes,0.85593,118,118,0.79229,0.91956
2019,Couple without children,Urban regions,Yes,0.90059,2861,3147,0.89013,0.91105
2019,Couple without children,Urban regions,No,0.09941,286,3147,0.08895,0.10987
2019,Couple without children,Rural regions,Yes,0.88253,1610,1804,0.86767,0.89739
2019,Couple without children,Rural regions,No,0.11747,194,1804,0.10261,0.13233
2019,Single parent,Urban regions,Yes,0.55040,541,930,0.51841,0.58239
2019,Single parent,Urban regions,No,0.44960,389,930,0.41761,0.48159
2019,Single parent,Rural regions,Yes,0.58353,252,463,0.53858,0.62848
2019,Single parent,Rural regions,No,0.41647,211,463,0.37152,0.46142
2019,Couple with children,Urban regions,Yes,0.81778,2781,3363,0.80473,0.83083
2019,Couple with children,Urban regions,No,0.18222,582,3363,0.16917,0.19527
2019,Couple with children,Rural regions,Yes,0.81898,1405,1740,0.80088,0.83708
2019,Couple with children,Rural regions,No,0.18102,335,1740,0.16292,0.19912
2019,Multi-generational household,Urban regions,Yes,0.69354,41,41,0.55066,0.83641
2019,Other Combinations,No answer / don't know,Yes,0.84663,31,31,0.71768,0.97558
2019,Other Combinations,Urban regions,Yes,0.74039,91,122,0.66227,0.81850
2019,Other Combinations,Urban regions,No,0.25961,31,122,0.18150,0.33773
2019,Other Combinations,Rural regions,Yes,0.82254,46,46,0.71091,0.93417
2021,Single-person household,Urban regions,Yes,0.79955,1823,2509,0.78389,0.81522
2021,Single-person household,Urban regions,No,0.20045,686,2509,0.18478,0.21611
2021,Single-person household,Rural regions,Yes,0.77991,741,995,0.75415,0.80567
2021,Single-person household,Rural regions,No,0.22009,254,995,0.19433,0.24585
2021,Couple without children,Urban regions,Yes,0.92443,2045,2266,0.91355,0.93532
2021,Couple without children,Urban regions,No,0.07557,221,2266,0.06468,0.08645
2021,Couple without children,Rural regions,Yes,0.91207,1080,1210,0.89611,0.92803
2021,Couple without children,Rural regions,No,0.08793,130,1210,0.07197,0.10389
2021,Single parent,Urban regions,Yes,0.54153,357,681,0.50408,0.57898
2021,Single parent,Urban regions,No,0.45847,324,681,0.42102,0.49592
2021,Single parent,Rural regions,Yes,0.68323,203,334,0.63327,0.73320
2021,Single parent,Rural regions,No,0.31677,131,334,0.26680,0.36673
2021,Couple with children,Urban regions,Yes,0.84494,1892,2755,0.83142,0.85846
2021,Couple with children,Urban regions,No,0.15506,863,2755,0.14154,0.16858
2021,Couple with children,Rural regions,Yes,0.85133,921,1232,0.83145,0.87120
2021,Couple with children,Rural regions,No,0.14867,311,1232,0.12880,0.16855
2021,Multi-generational household,Urban regions,Yes,0.70336,33,33,0.54510,0.86163
2021,Other Combinations,Urban regions,Yes,0.74704,156,252,0.69326,0.80082
2021,Other Combinations,Urban regions,No,0.25296,96,252,0.19918,0.30674
2021,Other Combinations,Rural regions,Yes,0.88138,66,66,0.80278,0.95999
