year,bula_h,hhtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Single-person household,Yes,0.78025,75,75,0.68590,0.87460
2001,Schleswig-Holstein,Couple without children,Yes,0.86037,115,115,0.79675,0.92400
2001,Schleswig-Holstein,Couple with children,Yes,0.72595,86,86,0.63112,0.82077
2001,Hamburg,Single-person household,Yes,0.62590,53,87,0.52363,0.72817
2001,Hamburg,Single-person household,No,0.37410,34,87,0.27183,0.47637
2001,Hamburg,Couple without children,Yes,0.89865,38,38,0.80141,0.99589
2001,Lower Saxony,Single-person household,Yes,0.73980,149,201,0.67899,0.80061
2001,Lower Saxony,Single-person household,No,0.26020,52,201,0.19939,0.32101
2001,Lower Saxony,Couple without children,Yes,0.88350,270,304,0.84738,0.91963
2001,Lower Saxony,Couple without children,No,0.11650,34,304,0.08037,0.15262
2001,Lower Saxony,Couple with children,Yes,0.76104,284,361,0.71699,0.80509
2001,Lower Saxony,Couple with children,No,0.23896,77,361,0.19491,0.28301
2001,Bremen,Single-person household,Yes,0.77041,33,33,0.62469,0.91613
2001,North Rhine-Westphalia,Single-person household,Yes,0.74766,442,596,0.71276,0.78256
2001,North Rhine-Westphalia,Single-person household,No,0.25234,154,596,0.21744,0.28724
2001,North Rhine-Westphalia,Couple without children,Yes,0.84054,664,789,0.81498,0.86611
2001,North Rhine-Westphalia,Couple without children,No,0.15946,125,789,0.13389,0.18502
2001,North Rhine-Westphalia,Single parent,Yes,0.46416,63,129,0.37776,0.55056
2001,North Rhine-Westphalia,Single parent,No,0.53584,66,129,0.44944,0.62224
2001,North Rhine-Westphalia,Couple with children,Yes,0.74504,653,890,0.71639,0.77369
2001,North Rhine-Westphalia,Couple with children,No,0.25496,237,890,0.22631,0.28361
2001,Hesse,Single-person household,Yes,0.74637,133,178,0.68227,0.81047
2001,Hesse,Single-person household,No,0.25363,45,178,0.18953,0.31773
2001,Hesse,Couple without children,Yes,0.89065,216,251,0.85196,0.92933
2001,Hesse,Couple without children,No,0.10935,35,251,0.07067,0.14804
2001,Hesse,Couple with children,Yes,0.79872,230,289,0.75242,0.84503
2001,Hesse,Couple with children,No,0.20128,59,289,0.15497,0.24758
2001,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.78444,122,162,0.72092,0.84796
2001,"Rhineland-Palatinate, Saarland",Single-person household,No,0.21556,40,162,0.15204,0.27908
2001,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.89170,179,179,0.84605,0.93736
2001,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.71865,199,274,0.66531,0.77199
2001,"Rhineland-Palatinate, Saarland",Couple with children,No,0.28135,75,274,0.22801,0.33469
2001,Baden-Wuerttemberg,Single-person household,Yes,0.78512,239,320,0.74005,0.83020
2001,Baden-Wuerttemberg,Single-person household,No,0.21488,81,320,0.16980,0.25995
2001,Baden-Wuerttemberg,Couple without children,Yes,0.87761,316,365,0.84395,0.91128
2001,Baden-Wuerttemberg,Couple without children,No,0.12239,49,365,0.08872,0.15605
2001,Baden-Wuerttemberg,Single parent,Yes,0.51234,44,80,0.40212,0.62257
2001,Baden-Wuerttemberg,Single parent,No,0.48766,36,80,0.37743,0.59788
2001,Baden-Wuerttemberg,Couple with children,Yes,0.75766,417,548,0.72175,0.79357
2001,Baden-Wuerttemberg,Couple with children,No,0.24234,131,548,0.20643,0.27825
2001,Bavaria,Single-person household,Yes,0.80421,327,408,0.76566,0.84276
2001,Bavaria,Single-person household,No,0.19579,81,408,0.15724,0.23434
2001,Bavaria,Couple without children,Yes,0.92304,424,464,0.89877,0.94732
2001,Bavaria,Couple without children,No,0.07696,40,464,0.05268,0.10123
2001,Bavaria,Single parent,Yes,0.69863,73,106,0.61087,0.78640
2001,Bavaria,Single parent,No,0.30137,33,106,0.21360,0.38913
2001,Bavaria,Couple with children,Yes,0.80794,471,579,0.77583,0.84006
2001,Bavaria,Couple with children,No,0.19206,108,579,0.15994,0.22417
2001,Berlin,Single-person household,Yes,0.65778,112,176,0.58749,0.72808
2001,Berlin,Single-person household,No,0.34222,64,176,0.27192,0.41251
2001,Berlin,Couple without children,Yes,0.74049,83,114,0.65966,0.82132
2001,Berlin,Couple without children,No,0.25951,31,114,0.17868,0.34034
2001,Berlin,Couple with children,Yes,0.67312,89,132,0.59280,0.75345
2001,Berlin,Couple with children,No,0.32688,43,132,0.24655,0.40720
2001,Brandenburg,Single-person household,Yes,0.81302,89,89,0.73156,0.89449
2001,Brandenburg,Couple without children,Yes,0.84998,145,145,0.79166,0.90831
2001,Brandenburg,Couple with children,Yes,0.71928,115,163,0.65009,0.78848
2001,Brandenburg,Couple with children,No,0.28072,48,163,0.21152,0.34991
2001,Mecklenburg-Western Pomerania,Single-person household,Yes,0.77787,67,67,0.67758,0.87815
2001,Mecklenburg-Western Pomerania,Couple without children,Yes,0.88447,73,73,0.81063,0.95830
2001,Mecklenburg-Western Pomerania,Couple with children,Yes,0.77845,65,65,0.67671,0.88020
2001,Saxony,Single-person household,Yes,0.83079,160,196,0.77816,0.88341
2001,Saxony,Single-person household,No,0.16921,36,196,0.11659,0.22184
