year,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Owner,Yes,0.88374,4533,5216,0.87504,0.89244
2001,Owner,No,0.11626,683,5216,0.10756,0.12496
2001,Tenant,Yes,0.69795,4393,6357,0.68666,0.70924
2001,Tenant,No,0.30205,1964,6357,0.29076,0.31334
2003,Owner,Yes,0.82447,4690,5615,0.81452,0.83442
2003,Owner,No,0.17553,925,5615,0.16558,0.18548
2003,Tenant,Yes,0.63108,3871,6099,0.61897,0.64319
2003,Tenant,No,0.36892,2228,6099,0.35681,0.38103
2005,Owner,Yes,0.81435,4398,5345,0.80393,0.82478
2005,Owner,No,0.18565,947,5345,0.17522,0.19607
2005,Tenant,Yes,0.60546,3515,5774,0.59286,0.61807
2005,Tenant,No,0.39454,2259,5774,0.38193,0.40714
2007,Owner,Yes,0.80420,4550,5575,0.79378,0.81462
2007,Owner,No,0.19580,1025,5575,0.18538,0.20622
2007,Tenant,Yes,0.57393,3415,5798,0.56120,0.58666
2007,Tenant,No,0.42607,2383,5798,0.41334,0.43880
2011,Owner,Yes,0.84562,5019,5908,0.83640,0.85483
2011,Owner,No,0.15438,889,5908,0.14517,0.16360
2011,Tenant,Yes,0.61927,3753,6099,0.60709,0.63146
2011,Tenant,No,0.38073,2346,6099,0.36854,0.39291
2013,Owner,Yes,0.84659,5105,6068,0.83752,0.85566
2013,Owner,No,0.15341,963,6068,0.14434,0.16248
2013,Tenant,Yes,0.60287,4439,7794,0.59201,0.61373
2013,Tenant,No,0.39713,3355,7794,0.38627,0.40799
2015,Owner,Yes,0.85479,5579,6695,0.84635,0.86323
2015,Owner,No,0.14521,1116,6695,0.13677,0.15365
2015,Tenant,Yes,0.60442,5018,8969,0.59430,0.61454
2015,Tenant,No,0.39558,3951,8969,0.38546,0.40570
2016,Not included in this version of the questionnaire,Yes,0.08895,169,2062,0.07666,0.10125
2016,Not included in this version of the questionnaire,No,0.91105,1893,2062,0.89875,0.92334
2016,Owner,Yes,0.88383,5459,6273,0.87590,0.89176
2016,Owner,No,0.11617,814,6273,0.10824,0.12410
2016,Tenant,Yes,0.64651,4846,7956,0.63600,0.65701
2016,Tenant,No,0.35349,3110,7956,0.34299,0.36400
2017,Not included in this version of the questionnaire,Yes,0.05347,49,792,0.03779,0.06915
2017,Not included in this version of the questionnaire,No,0.94653,743,792,0.93085,0.96221
2017,Owner,Yes,0.89598,6251,7031,0.88884,0.90311
2017,Owner,No,0.10402,780,7031,0.09689,0.11116
2017,Tenant,Yes,0.65453,5643,10354,0.64537,0.66369
2017,Tenant,No,0.34547,4711,10354,0.33631,0.35463
2018,Owner,Yes,0.90190,5996,6730,0.89479,0.90900
2018,Owner,No,0.09810,734,6730,0.09100,0.10521
2018,Tenant,Yes,0.64067,5578,11072,0.63173,0.64961
2018,Tenant,No,0.35933,5494,11072,0.35039,0.36827
2019,Owner,Yes,0.92304,7264,7851,0.91714,0.92893
2019,Owner,No,0.07696,587,7851,0.07107,0.08286
2019,Tenant,Yes,0.68755,5632,8240,0.67755,0.69756
2019,Tenant,No,0.31245,2608,8240,0.30244,0.32245
2021,Owner,Yes,0.92377,4718,5079,0.91647,0.93107
2021,Owner,No,0.07623,361,5079,0.06893,0.08353
2021,Tenant,Yes,0.74324,4661,7397,0.73328,0.75319
2021,Tenant,No,0.25676,2736,7397,0.24681,0.26672
