year,age_gr,quintil_oecd,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,1st Quintile,Permanent job,0.22330,186,306,0.17656,0.27004
1985,17-29 y.,1st Quintile,Temporary job,0.19191,120,306,0.14771,0.23610
1985,17-29 y.,2nd Quintile,Permanent job,0.33315,202,304,0.28007,0.38622
1985,17-29 y.,2nd Quintile,Temporary job,0.19381,102,304,0.14931,0.23832
1985,17-29 y.,3rd Quintile,Permanent job,0.42114,277,397,0.37251,0.46977
1985,17-29 y.,3rd Quintile,Temporary job,0.18720,120,397,0.14878,0.22562
1985,17-29 y.,4th Quintile,Permanent job,0.54017,332,435,0.49328,0.58706
1985,17-29 y.,4th Quintile,Temporary job,0.16194,103,435,0.12728,0.19660
1985,17-29 y.,5th Quintile,Permanent job,0.55994,283,338,0.50694,0.61294
1985,17-29 y.,5th Quintile,Temporary job,0.11073,55,338,0.07723,0.14424
1985,30-45 y.,1st Quintile,Permanent job,0.42865,302,302,0.37274,0.48456
1985,30-45 y.,2nd Quintile,Permanent job,0.54796,419,419,0.50025,0.59567
1985,30-45 y.,3rd Quintile,Permanent job,0.60456,414,453,0.55948,0.64964
1985,30-45 y.,3rd Quintile,Temporary job,0.06270,39,453,0.04035,0.08505
1985,30-45 y.,4th Quintile,Permanent job,0.71943,489,489,0.67957,0.75929
1985,30-45 y.,5th Quintile,Permanent job,0.72623,525,525,0.68805,0.76441
1985,46-65 y.,1st Quintile,Permanent job,0.20997,164,164,0.14745,0.27250
1985,46-65 y.,2nd Quintile,Permanent job,0.35033,231,231,0.28867,0.41198
1985,46-65 y.,3rd Quintile,Permanent job,0.45228,350,350,0.40006,0.50450
1985,46-65 y.,4th Quintile,Permanent job,0.53148,412,412,0.48323,0.57972
1985,46-65 y.,5th Quintile,Permanent job,0.54291,439,439,0.49626,0.58957
1986,17-29 y.,1st Quintile,Permanent job,0.07348,51,88,0.01865,0.12831
1986,17-29 y.,1st Quintile,Temporary job,0.07357,37,88,0.01871,0.12843
1986,17-29 y.,2nd Quintile,Permanent job,0.07997,49,93,0.02454,0.13540
1986,17-29 y.,2nd Quintile,Temporary job,0.06258,44,93,0.01309,0.11207
1986,17-29 y.,3rd Quintile,Permanent job,0.10687,72,116,0.05041,0.16334
1986,17-29 y.,3rd Quintile,Temporary job,0.06306,44,116,0.01864,0.10749
1986,17-29 y.,4th Quintile,Permanent job,0.13328,101,135,0.07573,0.19083
1986,17-29 y.,4th Quintile,Temporary job,0.04223,34,135,0.00818,0.07628
1986,17-29 y.,5th Quintile,Permanent job,0.10954,64,98,0.04739,0.17170
1986,17-29 y.,5th Quintile,Temporary job,0.07125,34,98,0.02006,0.12244
1986,30-45 y.,2nd Quintile,Permanent job,0.05811,33,33,-0.02295,0.13917
1986,30-45 y.,3rd Quintile,Permanent job,0.09242,54,54,0.01445,0.17040
1986,30-45 y.,4th Quintile,Permanent job,0.09410,55,55,0.01623,0.17198
1986,30-45 y.,5th Quintile,Permanent job,0.08249,65,65,0.01509,0.14989
1987,17-29 y.,1st Quintile,Permanent job,0.12481,81,130,0.06778,0.18185
1987,17-29 y.,1st Quintile,Temporary job,0.07761,49,130,0.03143,0.12378
1987,17-29 y.,2nd Quintile,Permanent job,0.14734,92,151,0.09062,0.20406
1987,17-29 y.,2nd Quintile,Temporary job,0.09262,59,151,0.04622,0.13901
1987,17-29 y.,3rd Quintile,Permanent job,0.15581,90,153,0.09815,0.21346
1987,17-29 y.,3rd Quintile,Temporary job,0.09085,63,153,0.04516,0.13654
1987,17-29 y.,4th Quintile,Permanent job,0.15811,112,179,0.10451,0.21170
1987,17-29 y.,4th Quintile,Temporary job,0.09097,67,179,0.04872,0.13322
1987,17-29 y.,5th Quintile,Permanent job,0.15808,70,102,0.08693,0.22923
1987,17-29 y.,5th Quintile,Temporary job,0.06304,32,102,0.01564,0.11044
1987,30-45 y.,1st Quintile,Permanent job,0.09035,41,41,0.00150,0.17919
1987,30-45 y.,2nd Quintile,Permanent job,0.07253,45,45,-0.00411,0.14916
1987,30-45 y.,3rd Quintile,Permanent job,0.07239,43,43,-0.00598,0.15076
1987,30-45 y.,4th Quintile,Permanent job,0.11716,63,63,0.03710,0.19721
1987,30-45 y.,5th Quintile,Permanent job,0.09564,68,68,0.02522,0.16606
1988,17-29 y.,1st Quintile,Permanent job,0.24549,160,271,0.19415,0.29682
1988,17-29 y.,1st Quintile,Temporary job,0.18145,111,271,0.13548,0.22742
1988,17-29 y.,2nd Quintile,Permanent job,0.36402,208,318,0.31106,0.41699
1988,17-29 y.,2nd Quintile,Temporary job,0.18517,110,318,0.14241,0.22793
1988,17-29 y.,3rd Quintile,Permanent job,0.44900,260,379,0.39886,0.49915
1988,17-29 y.,3rd Quintile,Temporary job,0.18356,119,379,0.14453,0.22258
1988,17-29 y.,4th Quintile,Permanent job,0.56543,336,424,0.51819,0.61267
1988,17-29 y.,4th Quintile,Temporary job,0.13410,88,424,0.10162,0.16657
1988,17-29 y.,5th Quintile,Permanent job,0.59801,261,320,0.54420,0.65181
1988,17-29 y.,5th Quintile,Temporary job,0.13096,59,320,0.09394,0.16798
1988,30-45 y.,1st Quintile,Permanent job,0.40402,226,226,0.33991,0.46814
1988,30-45 y.,2nd Quintile,Permanent job,0.59334,391,391,0.54459,0.64209
1988,30-45 y.,3rd Quintile,Permanent job,0.67720,412,412,0.63200,0.72241
1988,30-45 y.,4th Quintile,Permanent job,0.70562,393,393,0.66050,0.75074
1988,30-45 y.,5th Quintile,Permanent job,0.72589,436,436,0.68398,0.76781
1988,46-65 y.,1st Quintile,Permanent job,0.19378,133,133,0.12635,0.26121
1988,46-65 y.,2nd Quintile,Permanent job,0.34437,211,211,0.28010,0.40864
1988,46-65 y.,3rd Quintile,Permanent job,0.50403,334,334,0.45033,0.55773
1988,46-65 y.,4th Quintile,Permanent job,0.55713,430,430,0.51013,0.60414
1988,46-65 y.,5th Quintile,Permanent job,0.60259,438,438,0.55671,0.64847
1989,17-29 y.,1st Quintile,Permanent job,0.13190,70,112,0.06895,0.19486
1989,17-29 y.,1st Quintile,Temporary job,0.07241,42,112,0.02420,0.12062
1989,17-29 y.,2nd Quintile,Permanent job,0.15385,77,117,0.08819,0.21951
1989,17-29 y.,2nd Quintile,Temporary job,0.05785,40,117,0.01537,0.10034
1989,17-29 y.,3rd Quintile,Permanent job,0.15364,73,110,0.08594,0.22134
1989,17-29 y.,3rd Quintile,Temporary job,0.06044,37,110,0.01570,0.10518
1989,17-29 y.,4th Quintile,Permanent job,0.13071,76,116,0.06910,0.19232
1989,17-29 y.,4th Quintile,Temporary job,0.06472,40,116,0.01975,0.10969
1989,17-29 y.,5th Quintile,Permanent job,0.17061,65,65,0.07845,0.26277
1989,30-45 y.,1st Quintile,Permanent job,0.09810,46,46,0.01119,0.18501
1989,30-45 y.,2nd Quintile,Permanent job,0.07726,41,41,-0.00549,0.16000
1989,30-45 y.,3rd Quintile,Permanent job,0.09564,46,46,0.00971,0.18157
1989,30-45 y.,4th Quintile,Permanent job,0.08195,39,39,-0.00526,0.16915
1989,30-45 y.,5th Quintile,Permanent job,0.09153,48,48,0.00909,0.17396
1990,17-29 y.,1st Quintile,Permanent job,0.13661,60,111,0.07243,0.20080
1990,17-29 y.,1st Quintile,Temporary job,0.10123,51,111,0.04486,0.15759
1990,17-29 y.,2nd Quintile,Permanent job,0.10585,57,100,0.04525,0.16645
1990,17-29 y.,2nd Quintile,Temporary job,0.08441,43,100,0.02965,0.13918
1990,17-29 y.,3rd Quintile,Permanent job,0.14105,77,77,0.06280,0.21931
1990,17-29 y.,4th Quintile,Permanent job,0.18046,105,105,0.10655,0.25437
1990,17-29 y.,5th Quintile,Permanent job,0.17976,65,65,0.08569,0.27384
1990,30-45 y.,1st Quintile,Permanent job,0.13182,68,68,0.05081,0.21282
1990,30-45 y.,2nd Quintile,Permanent job,0.10698,57,57,0.02602,0.18793
1990,30-45 y.,3rd Quintile,Permanent job,0.07284,40,40,-0.00872,0.15440
1990,30-45 y.,4th Quintile,Permanent job,0.06345,37,37,-0.01618,0.14308
1990,30-45 y.,5th Quintile,Permanent job,0.10710,54,54,0.02384,0.19035
1991,17-29 y.,1st Quintile,Permanent job,0.09775,65,109,0.04174,0.15376
1991,17-29 y.,1st Quintile,Temporary job,0.07412,44,109,0.02471,0.12353
1991,17-29 y.,2nd Quintile,Permanent job,0.16891,81,112,0.09921,0.23861
1991,17-29 y.,2nd Quintile,Temporary job,0.05714,31,112,0.01396,0.10032
1991,17-29 y.,3rd Quintile,Permanent job,0.11986,68,68,0.04209,0.19763
1991,17-29 y.,4th Quintile,Permanent job,0.13602,79,79,0.05994,0.21210
1991,17-29 y.,5th Quintile,Permanent job,0.14642,62,62,0.05770,0.23514
1991,30-45 y.,1st Quintile,Permanent job,0.11073,48,48,0.02102,0.20044
1991,30-45 y.,2nd Quintile,Permanent job,0.10713,68,68,0.03307,0.18119
1991,30-45 y.,3rd Quintile,Permanent job,0.07789,43,43,-0.00316,0.15895
1991,30-45 y.,4th Quintile,Permanent job,0.10525,59,59,0.02627,0.18422
1991,30-45 y.,5th Quintile,Permanent job,0.12396,64,64,0.04259,0.20534
1992,17-29 y.,1st Quintile,Permanent job,0.11271,80,124,0.05682,0.16860
1992,17-29 y.,1st Quintile,Temporary job,0.07089,44,124,0.02554,0.11625
1992,17-29 y.,2nd Quintile,Permanent job,0.11846,94,141,0.06493,0.17200
1992,17-29 y.,2nd Quintile,Temporary job,0.05821,47,141,0.01942,0.09699
1992,17-29 y.,3rd Quintile,Permanent job,0.11812,89,133,0.06306,0.17318
1992,17-29 y.,3rd Quintile,Temporary job,0.06184,44,133,0.02075,0.10293
1992,17-29 y.,4th Quintile,Permanent job,0.14610,112,156,0.09049,0.20170
