year,age_gr,pgisced97,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Primary Level,Permanent job,0.31570,52,52,0.18813,0.44326
1985,17-29 y.,Lower Secondary Level,Permanent job,0.25634,287,532,0.21921,0.29348
1985,17-29 y.,Lower Secondary Level,Temporary job,0.29850,245,532,0.25958,0.33743
1985,17-29 y.,Upper Secondary Level,Permanent job,0.54323,756,935,0.51128,0.57517
1985,17-29 y.,Upper Secondary Level,Temporary job,0.12650,179,935,0.10518,0.14782
1985,17-29 y.,Post-secondary Non-tertiary Level,Permanent job,0.48447,53,53,0.34863,0.62031
1985,17-29 y.,First Stage of Tertiary Education,Permanent job,0.62214,68,68,0.50604,0.73824
1985,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.45204,49,83,0.34432,0.55977
1985,17-29 y.,Second Stage of Tertiary Education,Temporary job,0.30181,34,83,0.20245,0.40116
1985,30-45 y.,Primary Level,Permanent job,0.46665,164,164,0.39006,0.54323
1985,30-45 y.,Lower Secondary Level,Permanent job,0.48530,380,380,0.43498,0.53562
1985,30-45 y.,Upper Secondary Level,Permanent job,0.64597,1137,1191,0.61880,0.67314
1985,30-45 y.,Upper Secondary Level,Temporary job,0.03036,54,1191,0.02061,0.04010
1985,30-45 y.,Post-secondary Non-tertiary Level,Permanent job,0.61265,58,58,0.48618,0.73912
1985,30-45 y.,First Stage of Tertiary Education,Permanent job,0.66087,155,155,0.58610,0.73565
1985,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.67199,236,268,0.61568,0.72831
1985,30-45 y.,Second Stage of Tertiary Education,Temporary job,0.07377,32,268,0.04242,0.10513
1985,46-65 y.,Primary Level,Permanent job,0.52740,191,191,0.45641,0.59839
1985,46-65 y.,Lower Secondary Level,Permanent job,0.31770,370,370,0.27019,0.36520
1985,46-65 y.,Upper Secondary Level,Permanent job,0.47785,750,750,0.44208,0.51362
1985,46-65 y.,Post-secondary Non-tertiary Level,Permanent job,0.41818,31,31,0.24167,0.59469
1985,46-65 y.,First Stage of Tertiary Education,Permanent job,0.50164,102,102,0.40413,0.59916
1985,46-65 y.,Second Stage of Tertiary Education,Permanent job,0.64182,142,142,0.56268,0.72096
1986,17-29 y.,Lower Secondary Level,Permanent job,0.06001,74,173,0.02451,0.09550
1986,17-29 y.,Lower Secondary Level,Temporary job,0.10329,99,173,0.05781,0.14877
