year,pgisced97,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Primary Level,Permanent job,0.40233,407,407,0.35463,0.45002
1985,Lower Secondary Level,Permanent job,0.24996,1042,1336,0.22673,0.27319
1985,Lower Secondary Level,Temporary job,0.08927,294,1336,0.07397,0.10456
1985,Upper Secondary Level,Permanent job,0.46854,2650,2902,0.45038,0.48670
1985,Upper Secondary Level,Temporary job,0.04307,252,2902,0.03568,0.05045
1985,Post-secondary Non-tertiary Level,Permanent job,0.44826,143,143,0.36646,0.53006
1985,First Stage of Tertiary Education,Permanent job,0.49015,326,326,0.43580,0.54450
1985,Second Stage of Tertiary Education,Permanent job,0.55687,427,497,0.51315,0.60059
1985,Second Stage of Tertiary Education,Temporary job,0.07864,70,497,0.05495,0.10233
1986,Lower Secondary Level,Permanent job,0.02359,106,208,0.00292,0.04427
1986,Lower Secondary Level,Temporary job,0.02751,102,208,0.00523,0.04979
1986,Upper Secondary Level,Permanent job,0.05767,362,430,0.03561,0.07973
1986,Upper Secondary Level,Temporary job,0.01216,68,430,0.00179,0.02253
1986,First Stage of Tertiary Education,Permanent job,0.06324,37,37,-0.01627,0.14275
1986,Second Stage of Tertiary Education,Permanent job,0.07792,64,64,0.01173,0.14411
1987,Primary Level,Permanent job,0.06173,34,34,-0.02038,0.14384
1987,Lower Secondary Level,Permanent job,0.04138,155,285,0.01822,0.06454
1987,Lower Secondary Level,Temporary job,0.03367,130,285,0.01269,0.05464
1987,Upper Secondary Level,Permanent job,0.07654,451,574,0.05477,0.09831
1987,Upper Secondary Level,Temporary job,0.02014,123,574,0.00864,0.03164
1987,First Stage of Tertiary Education,Permanent job,0.07672,52,52,0.00367,0.14976
1987,Second Stage of Tertiary Education,Permanent job,0.08851,72,104,0.03365,0.14336
1987,Second Stage of Tertiary Education,Temporary job,0.03383,32,104,-0.00108,0.06875
1988,Primary Level,Permanent job,0.36471,306,306,0.31069,0.41873
1988,Lower Secondary Level,Permanent job,0.26728,949,1240,0.24264,0.29193
1988,Lower Secondary Level,Temporary job,0.08600,291,1240,0.07038,0.10161
1988,Upper Secondary Level,Permanent job,0.48148,2486,2698,0.46262,0.50034
1988,Upper Secondary Level,Temporary job,0.03748,212,2698,0.03032,0.04465
1988,Post-secondary Non-tertiary Level,Permanent job,0.46980,137,137,0.38592,0.55369
1988,First Stage of Tertiary Education,Permanent job,0.49482,285,285,0.43667,0.55297
1988,Second Stage of Tertiary Education,Permanent job,0.58132,424,473,0.53681,0.62583
1988,Second Stage of Tertiary Education,Temporary job,0.06794,49,473,0.04524,0.09064
1989,Primary Level,Permanent job,0.08007,31,31,-0.01705,0.17720
1989,Lower Secondary Level,Permanent job,0.03796,134,233,0.01337,0.06255
1989,Lower Secondary Level,Temporary job,0.02915,99,233,0.00750,0.05079
1989,Upper Secondary Level,Permanent job,0.06469,312,411,0.04088,0.08850
1989,Upper Secondary Level,Temporary job,0.01827,99,411,0.00531,0.03123
1989,Post-secondary Non-tertiary Level,Permanent job,0.15812,37,37,0.03894,0.27731
1989,First Stage of Tertiary Education,Permanent job,0.08932,48,48,0.00778,0.17086
1989,Second Stage of Tertiary Education,Permanent job,0.10640,66,66,0.03144,0.18136
1990,Primary Level,Permanent job,0.07255,34,34,-0.01595,0.16105
1990,Lower Secondary Level,Permanent job,0.07488,332,484,0.05140,0.09835
1990,Lower Secondary Level,Temporary job,0.03791,152,484,0.02088,0.05494
1990,Upper Secondary Level,Permanent job,0.20282,2213,2411,0.18677,0.21888
1990,Upper Secondary Level,Temporary job,0.02108,198,2411,0.01535,0.02682
1990,Post-secondary Non-tertiary Level,Permanent job,0.22375,99,99,0.14124,0.30626
1990,First Stage of Tertiary Education,Permanent job,0.16867,216,216,0.11862,0.21873
1990,Second Stage of Tertiary Education,Permanent job,0.33262,838,898,0.30179,0.36346
1990,Second Stage of Tertiary Education,Temporary job,0.03366,60,898,0.02186,0.04546
1991,Primary Level,Permanent job,0.06199,40,40,-0.01369,0.13767
1991,Lower Secondary Level,Permanent job,0.04273,167,256,0.01790,0.06755
1991,Lower Secondary Level,Temporary job,0.02238,89,256,0.00423,0.04054
1991,Upper Secondary Level,Permanent job,0.08027,665,827,0.06174,0.09880
1991,Upper Secondary Level,Temporary job,0.01839,162,827,0.00923,0.02755
1991,Post-secondary Non-tertiary Level,Permanent job,0.14987,55,55,0.05466,0.24507
1991,First Stage of Tertiary Education,Permanent job,0.08638,79,79,0.02403,0.14872
1991,Second Stage of Tertiary Education,Permanent job,0.11486,248,327,0.08025,0.14947
1991,Second Stage of Tertiary Education,Temporary job,0.04266,79,327,0.02072,0.06460
1992,Lower Secondary Level,Permanent job,0.04631,163,243,0.01983,0.07279
1992,Lower Secondary Level,Temporary job,0.01926,80,243,0.00194,0.03657
1992,Upper Secondary Level,Permanent job,0.07798,645,842,0.05986,0.09610
1992,Upper Secondary Level,Temporary job,0.02361,197,842,0.01335,0.03388
1992,Post-secondary Non-tertiary Level,Permanent job,0.09297,37,37,-0.00189,0.18783
1992,First Stage of Tertiary Education,Permanent job,0.07698,73,73,0.01541,0.13855
1992,Second Stage of Tertiary Education,Permanent job,0.10977,242,315,0.07519,0.14434
1992,Second Stage of Tertiary Education,Temporary job,0.03498,73,315,0.01466,0.05531
1993,Lower Secondary Level,Permanent job,0.04226,142,209,0.01492,0.06960
1993,Lower Secondary Level,Temporary job,0.02078,67,209,0.00139,0.04016
1993,Upper Secondary Level,Permanent job,0.07084,557,709,0.05194,0.08974
1993,Upper Secondary Level,Temporary job,0.01866,152,709,0.00869,0.02863
1993,Post-secondary Non-tertiary Level,Permanent job,0.13089,47,47,0.03342,0.22837
1993,First Stage of Tertiary Education,Permanent job,0.07863,68,68,0.01418,0.14308
1993,Second Stage of Tertiary Education,Permanent job,0.10883,204,264,0.07119,0.14647
1993,Second Stage of Tertiary Education,Temporary job,0.03492,60,264,0.01273,0.05710
1994,Lower Secondary Level,Permanent job,0.02486,95,197,0.00306,0.04665
1994,Lower Secondary Level,Temporary job,0.03209,102,197,0.00742,0.05677
1994,Upper Secondary Level,Permanent job,0.05883,463,643,0.04063,0.07703
1994,Upper Secondary Level,Temporary job,0.02120,180,643,0.01006,0.03235
1994,Post-secondary Non-tertiary Level,Permanent job,0.10529,42,42,0.01134,0.19924
1994,First Stage of Tertiary Education,Permanent job,0.05881,61,61,-0.00072,0.11833
1994,Second Stage of Tertiary Education,Permanent job,0.07355,126,191,0.03643,0.11067
1994,Second Stage of Tertiary Education,Temporary job,0.03149,65,191,0.00666,0.05632
1995,Primary Level,Permanent job,0.37452,205,205,0.30810,0.44093
1995,Lower Secondary Level,Permanent job,0.24780,801,1086,0.22211,0.27349
1995,Lower Secondary Level,Temporary job,0.08561,285,1086,0.06896,0.10226
1995,Upper Secondary Level,Permanent job,0.46281,3420,3808,0.44697,0.47865
1995,Upper Secondary Level,Temporary job,0.04886,388,3808,0.04201,0.05571
1995,Post-secondary Non-tertiary Level,Permanent job,0.48800,246,246,0.42541,0.55059
1995,First Stage of Tertiary Education,Permanent job,0.50080,428,428,0.45337,0.54822
1995,Second Stage of Tertiary Education,Permanent job,0.56102,1051,1189,0.53280,0.58924
1995,Second Stage of Tertiary Education,Temporary job,0.07797,138,1189,0.06272,0.09321
1996,Primary Level,Permanent job,0.35750,186,186,0.28843,0.42656
1996,Lower Secondary Level,Permanent job,0.23567,722,1007,0.20944,0.26189
1996,Lower Secondary Level,Temporary job,0.08599,285,1007,0.06867,0.10332
1996,Upper Secondary Level,Permanent job,0.46284,3365,3716,0.44681,0.47887
1996,Upper Secondary Level,Temporary job,0.04480,351,3716,0.03814,0.05145
1996,Post-secondary Non-tertiary Level,Permanent job,0.50915,250,282,0.45070,0.56761
1996,Post-secondary Non-tertiary Level,Temporary job,0.07016,32,282,0.04029,0.10002
1996,First Stage of Tertiary Education,Permanent job,0.49434,431,431,0.44709,0.54160
1996,Second Stage of Tertiary Education,Permanent job,0.55382,1043,1160,0.52520,0.58243
1996,Second Stage of Tertiary Education,Temporary job,0.06872,117,1160,0.05416,0.08329
1997,Primary Level,Permanent job,0.35631,166,166,0.28324,0.42939
1997,Lower Secondary Level,Permanent job,0.21617,640,962,0.19014,0.24219
1997,Lower Secondary Level,Temporary job,0.09996,322,962,0.08099,0.11892
1997,Upper Secondary Level,Permanent job,0.44462,3179,3541,0.42825,0.46099
1997,Upper Secondary Level,Temporary job,0.04696,362,3541,0.03999,0.05393
1997,Post-secondary Non-tertiary Level,Permanent job,0.52044,246,279,0.46171,0.57917
1997,Post-secondary Non-tertiary Level,Temporary job,0.08261,33,279,0.05025,0.11497
1997,First Stage of Tertiary Education,Permanent job,0.49860,421,421,0.45078,0.54642
1997,Second Stage of Tertiary Education,Permanent job,0.54563,1031,1173,0.51713,0.57414
1997,Second Stage of Tertiary Education,Temporary job,0.08435,142,1173,0.06844,0.10026
1998,Primary Level,Permanent job,0.37362,157,157,0.29770,0.44953
1998,Lower Secondary Level,Permanent job,0.22034,669,1012,0.19479,0.24589
1998,Lower Secondary Level,Temporary job,0.09888,343,1012,0.08048,0.11729
1998,Upper Secondary Level,Permanent job,0.44533,3429,3819,0.42957,0.46110
1998,Upper Secondary Level,Temporary job,0.04947,390,3819,0.04259,0.05635
1998,Post-secondary Non-tertiary Level,Permanent job,0.54440,289,321,0.48984,0.59897
1998,Post-secondary Non-tertiary Level,Temporary job,0.07140,32,321,0.04319,0.09961
1998,First Stage of Tertiary Education,Permanent job,0.51381,462,495,0.46974,0.55789
1998,First Stage of Tertiary Education,Temporary job,0.03731,33,495,0.02060,0.05402
1998,Second Stage of Tertiary Education,Permanent job,0.53324,1131,1265,0.50574,0.56074
1998,Second Stage of Tertiary Education,Temporary job,0.07264,134,1265,0.05834,0.08695
1999,Primary Level,Permanent job,0.37787,156,156,0.30154,0.45420
1999,Lower Secondary Level,Permanent job,0.22779,655,1007,0.20188,0.25371
1999,Lower Secondary Level,Temporary job,0.11069,352,1007,0.09130,0.13008
1999,Upper Secondary Level,Permanent job,0.45429,3416,3865,0.43859,0.46999
1999,Upper Secondary Level,Temporary job,0.05534,449,3865,0.04813,0.06255
1999,Post-secondary Non-tertiary Level,Permanent job,0.54177,291,323,0.48734,0.59619
