year,quintil_oecd,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,Permanent job,0.16489,654,808,0.13929,0.19049
1985,1st Quintile,Temporary job,0.05279,154,808,0.03736,0.06821
1985,2nd Quintile,Permanent job,0.25988,855,994,0.23260,0.28716
1985,2nd Quintile,Temporary job,0.04909,139,994,0.03565,0.06253
1985,3rd Quintile,Permanent job,0.34217,1043,1215,0.31548,0.36886
1985,3rd Quintile,Temporary job,0.05940,172,1215,0.04611,0.07270
1985,4th Quintile,Permanent job,0.43936,1235,1372,0.41309,0.46563
1985,4th Quintile,Temporary job,0.04931,137,1372,0.03785,0.06077
1985,5th Quintile,Permanent job,0.49202,1252,1333,0.46517,0.51887
1985,5th Quintile,Temporary job,0.03067,81,1333,0.02141,0.03993
1986,1st Quintile,Permanent job,0.02501,84,124,-0.00259,0.05260
1986,1st Quintile,Temporary job,0.01695,40,124,-0.00586,0.03977
1986,2nd Quintile,Permanent job,0.02805,87,138,0.00040,0.05570
1986,2nd Quintile,Temporary job,0.01399,51,138,-0.00568,0.03365
1986,3rd Quintile,Permanent job,0.04590,133,180,0.01524,0.07655
1986,3rd Quintile,Temporary job,0.01526,47,180,-0.00270,0.03323
1986,4th Quintile,Permanent job,0.05956,172,208,0.02732,0.09181
1986,4th Quintile,Temporary job,0.01063,36,208,-0.00334,0.02460
1986,5th Quintile,Permanent job,0.05075,147,188,0.01929,0.08221
1986,5th Quintile,Temporary job,0.01670,41,188,-0.00167,0.03506
1987,1st Quintile,Permanent job,0.04190,134,194,0.01363,0.07016
1987,1st Quintile,Temporary job,0.01824,60,194,-0.00064,0.03712
1987,2nd Quintile,Permanent job,0.04855,149,229,0.02065,0.07645
1987,2nd Quintile,Temporary job,0.02521,80,229,0.00486,0.04556
1987,3rd Quintile,Permanent job,0.05462,155,233,0.02538,0.08385
1987,3rd Quintile,Temporary job,0.02452,78,233,0.00462,0.04443
1987,4th Quintile,Permanent job,0.07198,197,275,0.04138,0.10259
1987,4th Quintile,Temporary job,0.02485,78,275,0.00642,0.04328
1987,5th Quintile,Permanent job,0.06431,164,204,0.03056,0.09805
1987,5th Quintile,Temporary job,0.01532,40,204,-0.00157,0.03222
1988,1st Quintile,Permanent job,0.15187,520,667,0.12461,0.17913
1988,1st Quintile,Temporary job,0.04647,147,667,0.03049,0.06246
1988,2nd Quintile,Permanent job,0.25972,812,958,0.23194,0.28750
1988,2nd Quintile,Temporary job,0.04711,146,958,0.03369,0.06054
1988,3rd Quintile,Permanent job,0.38021,1006,1154,0.35219,0.40823
1988,3rd Quintile,Temporary job,0.05090,148,1154,0.03822,0.06359
1988,4th Quintile,Permanent job,0.46360,1163,1283,0.43630,0.49090
1988,4th Quintile,Temporary job,0.04576,120,1283,0.03432,0.05719
1988,5th Quintile,Permanent job,0.51792,1138,1229,0.48997,0.54587
1988,5th Quintile,Temporary job,0.04124,91,1229,0.03012,0.05236
1989,1st Quintile,Permanent job,0.04418,125,188,0.01473,0.07364
1989,1st Quintile,Temporary job,0.02166,63,188,0.00080,0.04252
1989,2nd Quintile,Permanent job,0.04994,129,180,0.01803,0.08184
1989,2nd Quintile,Temporary job,0.01499,51,180,-0.00281,0.03279
1989,3rd Quintile,Permanent job,0.05836,131,177,0.02373,0.09299
1989,3rd Quintile,Temporary job,0.01594,46,177,-0.00256,0.03444
1989,4th Quintile,Permanent job,0.05662,131,181,0.02286,0.09039
1989,4th Quintile,Temporary job,0.01992,50,181,-0.00049,0.04034
1989,5th Quintile,Permanent job,0.06420,127,167,0.02692,0.10149
1989,5th Quintile,Temporary job,0.01615,40,167,-0.00303,0.03533
1990,1st Quintile,Permanent job,0.05314,144,209,0.02266,0.08363
1990,1st Quintile,Temporary job,0.02445,65,209,0.00346,0.04544
1990,2nd Quintile,Permanent job,0.04918,129,187,0.01810,0.08025
1990,2nd Quintile,Temporary job,0.02159,58,187,0.00070,0.04247
1990,3rd Quintile,Permanent job,0.05383,133,175,0.02029,0.08736
1990,3rd Quintile,Temporary job,0.01609,42,175,-0.00261,0.03478
1990,4th Quintile,Permanent job,0.06367,157,193,0.02914,0.09821
1990,4th Quintile,Temporary job,0.01247,36,193,-0.00323,0.02817
1990,5th Quintile,Permanent job,0.07311,142,142,0.03014,0.11608
1991,1st Quintile,Permanent job,0.04146,129,194,0.01333,0.06959
1991,1st Quintile,Temporary job,0.02257,65,194,0.00162,0.04353
1991,2nd Quintile,Permanent job,0.05698,159,207,0.02532,0.08863
1991,2nd Quintile,Temporary job,0.01654,48,207,-0.00088,0.03396
1991,3rd Quintile,Permanent job,0.04687,124,161,0.01412,0.07962
1991,3rd Quintile,Temporary job,0.01546,37,161,-0.00366,0.03458
1991,4th Quintile,Permanent job,0.06047,152,190,0.02649,0.09445
1991,4th Quintile,Temporary job,0.01206,38,190,-0.00350,0.02762
1991,5th Quintile,Permanent job,0.06999,144,175,0.03208,0.10790
1991,5th Quintile,Temporary job,0.01311,31,175,-0.00379,0.03001
1992,1st Quintile,Permanent job,0.04640,206,312,0.02303,0.06978
1992,1st Quintile,Temporary job,0.02513,106,312,0.00773,0.04252
1992,2nd Quintile,Permanent job,0.06190,287,394,0.03808,0.08573
1992,2nd Quintile,Temporary job,0.02313,107,394,0.00827,0.03799
1992,3rd Quintile,Permanent job,0.06452,265,340,0.03837,0.09067
1992,3rd Quintile,Temporary job,0.01855,75,340,0.00419,0.03291
1992,4th Quintile,Permanent job,0.06855,250,318,0.04073,0.09637
1992,4th Quintile,Temporary job,0.01752,68,318,0.00308,0.03196
1992,5th Quintile,Permanent job,0.06310,199,235,0.03194,0.09425
1992,5th Quintile,Temporary job,0.01134,36,235,-0.00223,0.02491
1993,1st Quintile,Permanent job,0.04007,159,238,0.01510,0.06504
1993,1st Quintile,Temporary job,0.02139,79,238,0.00297,0.03981
1993,2nd Quintile,Permanent job,0.05245,231,305,0.02739,0.07751
1993,2nd Quintile,Temporary job,0.01641,74,305,0.00213,0.03069
1993,3rd Quintile,Permanent job,0.06766,254,327,0.04040,0.09492
1993,3rd Quintile,Temporary job,0.01948,73,327,0.00448,0.03448
1993,4th Quintile,Permanent job,0.06495,221,263,0.03511,0.09479
1993,4th Quintile,Temporary job,0.01321,42,263,-0.00062,0.02703
1993,5th Quintile,Permanent job,0.06397,187,235,0.03261,0.09532
1993,5th Quintile,Temporary job,0.01494,48,235,-0.00060,0.03049
1994,1st Quintile,Permanent job,0.03841,143,268,0.01536,0.06147
1994,1st Quintile,Temporary job,0.03094,125,268,0.01017,0.05171
1994,2nd Quintile,Permanent job,0.04334,180,284,0.01962,0.06707
1994,2nd Quintile,Temporary job,0.02876,104,284,0.00929,0.04824
1994,3rd Quintile,Permanent job,0.05040,181,258,0.02365,0.07714
1994,3rd Quintile,Temporary job,0.01739,77,258,0.00141,0.03337
