year,age_gr,bula_h,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Lower Saxony,Permanent job,0.27418,82,133,0.19807,0.35028
1985,17-29 y.,Lower Saxony,Temporary job,0.18922,51,133,0.12240,0.25605
1985,17-29 y.,North Rhine-Westphalia,Permanent job,0.39207,332,459,0.34736,0.43678
1985,17-29 y.,North Rhine-Westphalia,Temporary job,0.16097,127,459,0.12731,0.19463
1985,17-29 y.,Hesse,Permanent job,0.39683,131,184,0.32595,0.46772
1985,17-29 y.,Hesse,Temporary job,0.17841,53,184,0.12294,0.23388
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Permanent job,0.46589,109,147,0.38497,0.54681
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Temporary job,0.16507,38,147,0.10485,0.22529
1985,17-29 y.,Baden-Wuerttemberg,Permanent job,0.48269,297,378,0.43224,0.53313
1985,17-29 y.,Baden-Wuerttemberg,Temporary job,0.13636,81,378,0.10172,0.17100
1985,17-29 y.,Bavaria,Permanent job,0.46233,235,332,0.40862,0.51604
1985,17-29 y.,Bavaria,Temporary job,0.18814,97,332,0.14603,0.23024
1985,17-29 y.,Berlin,Permanent job,0.48457,38,38,0.32353,0.64560
1985,30-45 y.,Schleswig-Holstein,Permanent job,0.62319,79,79,0.51564,0.73073
1985,30-45 y.,Hamburg,Permanent job,0.72928,71,71,0.62519,0.83337
1985,30-45 y.,Lower Saxony,Permanent job,0.62267,214,214,0.55757,0.68776
1985,30-45 y.,North Rhine-Westphalia,Permanent job,0.60367,583,626,0.56532,0.64202
1985,30-45 y.,North Rhine-Westphalia,Temporary job,0.04553,43,626,0.02919,0.06188
1985,30-45 y.,Hesse,Permanent job,0.63764,211,211,0.57262,0.70265
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Permanent job,0.52564,91,91,0.42247,0.62880
1985,30-45 y.,Baden-Wuerttemberg,Permanent job,0.64509,418,418,0.59916,0.69101
1985,30-45 y.,Bavaria,Permanent job,0.62384,390,390,0.57570,0.67198
1985,30-45 y.,Berlin,Permanent job,0.65323,79,79,0.54761,0.75886
1985,46-65 y.,Schleswig-Holstein,Permanent job,0.52052,52,52,0.38341,0.65763
1985,46-65 y.,Hamburg,Permanent job,0.50231,40,40,0.34539,0.65923
1985,46-65 y.,Lower Saxony,Permanent job,0.43568,150,150,0.35607,0.51530
1985,46-65 y.,North Rhine-Westphalia,Permanent job,0.41172,398,398,0.36331,0.46013
1985,46-65 y.,Hesse,Permanent job,0.44157,178,178,0.36842,0.51473
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Permanent job,0.40983,116,116,0.31994,0.49972
1985,46-65 y.,Baden-Wuerttemberg,Permanent job,0.53276,343,343,0.47989,0.58564
1985,46-65 y.,Bavaria,Permanent job,0.39396,248,248,0.33302,0.45489
1985,46-65 y.,Berlin,Permanent job,0.53963,61,61,0.41351,0.66575
1986,17-29 y.,Lower Saxony,Permanent job,0.06231,32,32,-0.02278,0.14740
1986,17-29 y.,North Rhine-Westphalia,Permanent job,0.08284,75,116,0.03246,0.13322
1986,17-29 y.,North Rhine-Westphalia,Temporary job,0.05429,41,116,0.01287,0.09570
1986,17-29 y.,Hesse,Permanent job,0.11989,33,33,0.00734,0.23244
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Permanent job,0.13195,33,33,0.01469,0.24921
1986,17-29 y.,Baden-Wuerttemberg,Permanent job,0.13832,82,119,0.07603,0.20062
