year,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,1288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Couple without children,1351,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Single parent,326,2.4564159003263626,2.3847064558293725,2.5277193591044895,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1984,Couple with children,2636,3.8075959195939166,3.7639998213555153,3.8482777180370027,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1984,Multi-generational household,128,4.456847648149361,4.1617848274708935,4.73040825110967,3.3752837441837595,5.0,5.0,2,7.437074383724361,5,5.0,6.0
1984,Other Combinations,134,2.6218097222938646,2.511893126681346,2.7277463489541764,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1985,Single-person household,1140,1.000870737254443,0.9991265360011201,1.001741474508886,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1985,Couple without children,1225,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1985,Single parent,293,2.4553371247564444,2.3773653601445415,2.5332808155095186,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1985,Couple with children,2375,3.7744093418103897,3.730446836249473,3.8089226469161406,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1985,Multi-generational household,116,4.435360035458515,4.115919814204804,4.710959916158471,3.0,4.547401690876341,5.0,2,8.0,5,5.0,6.0
1985,Other Combinations,123,2.6338442275652096,2.5122550302957105,2.7541919136628743,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1986,Single-person household,1079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1986,Couple without children,1205,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1986,Single parent,281,2.482426008817277,2.387560366041382,2.565370496201732,2.0,2.0,3.0,2,4.5,2,2.0,2.0
