year,hhtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,West,1288,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1984,Couple without children,West,1351,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1984,Single parent,West,326,2.45642,2.37578,2.53705,2.00000,2.00000,3.00000,2,4.50000,,,
1984,Couple with children,West,2636,3.80760,3.77250,3.84269,3.00000,4.00000,4.00000,3,5.50000,,,
1984,Multi-generational household,West,128,4.45685,4.20184,4.71186,3.30754,4.99163,5.00000,2,7.53870,,,
1984,Other Combinations,West,134,2.62181,2.50552,2.73810,2.00000,3.00000,3.00000,2,4.50000,,,
1985,Single-person household,West,1140,1.00087,0.99916,1.00259,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1985,Couple without children,West,1225,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1985,Single parent,West,293,2.45540,2.37281,2.53799,2.00000,2.00000,3.00000,2,4.50000,,,
1985,Couple with children,West,2375,3.77449,3.73849,3.81050,3.00000,4.00000,4.00000,3,5.50000,,,
1985,Multi-generational household,West,116,4.43339,4.15836,4.70842,3.00000,4.50464,5.00000,2,8.00000,,,
1985,Other Combinations,West,123,2.63416,2.50343,2.76489,2.00000,2.61644,3.00000,2,4.50000,,,
1986,Single-person household,West,1079,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1986,Couple without children,West,1205,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1986,Single parent,West,281,2.48250,2.39542,2.56958,2.00000,2.00000,3.00000,2,4.50000,,,
1986,Couple with children,West,2238,3.76755,3.73085,3.80425,3.00000,4.00000,4.00000,3,5.50000,,,
1986,Multi-generational household,West,117,4.28944,4.00956,4.56931,3.00000,4.00000,5.00000,2,8.00000,,,
1986,Other Combinations,West,119,2.59561,2.47027,2.72095,2.00000,2.00000,3.00000,2,4.50000,,,
1987,Single-person household,West,1078,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1987,Couple without children,West,1192,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1987,Single parent,West,278,2.47711,2.38660,2.56762,2.00000,2.00000,3.00000,2,4.50000,,,
1987,Couple with children,West,2193,3.74117,3.70491,3.77742,3.00000,4.00000,4.00000,3,5.50000,,,
1987,Multi-generational household,West,121,4.49698,4.20970,4.78425,3.00000,4.18072,5.00000,2,8.00000,,,
1987,Other Combinations,West,113,2.58332,2.45461,2.71203,2.00000,2.00000,3.00000,2,4.50000,,,
1988,Single-person household,West,1037,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1988,Couple without children,West,1168,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1988,Single parent,West,275,2.50214,2.40963,2.59464,2.00000,2.00000,3.00000,2,4.50000,,,
1988,Couple with children,West,2090,3.73484,3.69791,3.77176,3.00000,4.00000,4.00000,3,5.50000,,,
1988,Multi-generational household,West,104,4.44523,4.11441,4.77605,4.00000,4.00000,5.00000,2.50000,6.50000,,,
1988,Other Combinations,West,96,2.58936,2.44920,2.72953,2.00000,2.30891,3.00000,2,4.50000,,,
1989,Single-person household,West,1040,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1989,Couple without children,West,1158,2.00057,1.99919,2.00194,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1989,Single parent,West,257,2.46732,2.37702,2.55762,2.00000,2.00000,3.00000,2,4.50000,,,
1989,Couple with children,West,1999,3.72533,3.68821,3.76245,3.00000,4.00000,4.00000,3,5.50000,,,
1989,Multi-generational household,West,109,4.46757,4.15645,4.77870,4.00000,4.00000,5.00000,2.50000,6.50000,,,
1989,Other Combinations,West,88,2.61633,2.45395,2.77871,2.00000,2.05735,3.00000,2,4.50000,,,
1990,Single-person household,West,1001,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1990,Single-person household,East,324,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1990,Couple without children,West,1184,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1990,Couple without children,East,480,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1990,Single parent,West,258,2.40715,2.32733,2.48697,2.00000,2.00000,3.00000,2,4.50000,,,
1990,Single parent,East,128,2.33488,2.21009,2.45967,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1990,Couple with children,West,1948,3.72274,3.68512,3.76035,3.00000,4.00000,4.00000,3,5.50000,,,
1990,Couple with children,East,1113,3.62237,3.58013,3.66461,3.00000,4.00000,4.00000,3,5.50000,,,
1990,Multi-generational household,West,114,4.66160,4.37679,4.94641,4.00000,4.22252,5.00000,2.50000,6.50000,,,
1990,Multi-generational household,East,58,4.14923,3.86161,4.43685,3.00000,4.00000,5.00000,2,7,,,
1990,Other Combinations,West,87,2.86489,2.67267,3.05711,2.00000,3.00000,3.00000,2,4.50000,,,
1990,Other Combinations,East,55,2.57625,2.37932,2.77318,2.00000,2.00000,3.00000,2,4.50000,,,
1991,Single-person household,West,1008,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1991,Single-person household,East,285,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1991,Couple without children,West,1208,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1991,Couple without children,East,446,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1991,Single parent,West,270,2.35407,2.27895,2.42919,2.00000,2.00000,3.00000,2,4.50000,,,
1991,Single parent,East,113,2.32779,2.18895,2.46663,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1991,Couple with children,West,1953,3.72808,3.69092,3.76524,3.00000,4.00000,4.00000,3,5.50000,,,
1991,Couple with children,East,1042,3.64648,3.60341,3.68955,3.00000,4.00000,4.00000,3,5.50000,,,
1991,Multi-generational household,West,109,4.64660,4.33830,4.95489,4.00000,4.74063,5.00000,2.50000,6.50000,,,
1991,Multi-generational household,East,45,4.16015,3.80052,4.51978,3.00000,4.00000,5.00000,2,7,,,
1991,Other Combinations,West,94,2.87737,2.69537,3.05938,2.00000,3.00000,3.00000,2,4.50000,,,
1991,Other Combinations,East,56,2.60718,2.40892,2.80543,2.00000,3.00000,3.00000,2,4.50000,,,
1992,Single-person household,West,1006,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1992,Single-person household,East,296,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1992,Couple without children,West,1229,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1992,Couple without children,East,466,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1992,Single parent,West,271,2.36260,2.28189,2.44332,2.00000,2.00000,3.00000,2,4.50000,,,
