"year","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2002","(Fach-)Abitur","172.8","171.5","2453","172.43","173.17"
"2002","(noch) kein Abschluss","170.58","169.5","904","169.95","171.21"
"2002","AkademikerIn","173.41","172.5","4547","173.15","173.67"
"2002","Hauptschule","169.41","168.5","8893","169.22","169.6"
"2002","Realschule","171.71","170.5","5970","171.48","171.94"
"2003","(Fach-)Abitur","","","","",""
"2003","(noch) kein Abschluss","","","","",""
"2003","AkademikerIn","","","","",""
"2003","Hauptschule","","","","",""
"2003","Realschule","","","","",""
"2004","(Fach-)Abitur","172.75","171.5","2390","172.37","173.13"
"2004","(noch) kein Abschluss","170.78","169.5","906","170.14","171.42"
"2004","AkademikerIn","173.3","172.5","4283","173.03","173.57"
"2004","Hauptschule","169.45","168.5","8032","169.25","169.65"
"2004","Realschule","171.87","171.5","5596","171.63","172.11"
"2005","(Fach-)Abitur","","","","",""
"2005","(noch) kein Abschluss","","","","",""
"2005","AkademikerIn","","","","",""
"2005","Hauptschule","","","","",""
"2005","Realschule","","","","",""
"2006","(Fach-)Abitur","172.69","171.5","2449","172.32","173.06"
"2006","(noch) kein Abschluss","170.41","169.5","648","169.64","171.18"
"2006","AkademikerIn","173.45","172.5","4569","173.18","173.72"
"2006","Hauptschule","169.54","168.5","8081","169.34","169.74"
"2006","Realschule","171.86","170.5","5733","171.62","172.1"
"2007","(Fach-)Abitur","","","","",""
"2007","(noch) kein Abschluss","","","","",""
"2007","AkademikerIn","","","","",""
"2007","Hauptschule","","","","",""
"2007","Realschule","","","","",""
"2008","(Fach-)Abitur","172.9","171.5","2167","172.5","173.3"
"2008","(noch) kein Abschluss","170.81","169.5","545","169.96","171.66"
"2008","AkademikerIn","173.56","172.5","4188","173.28","173.84"
"2008","Hauptschule","169.64","168.5","6792","169.42","169.86"
"2008","Realschule","171.82","170.5","5095","171.56","172.08"
"2009","(Fach-)Abitur","","","","",""
"2009","(noch) kein Abschluss","","","","",""
"2009","AkademikerIn","","","","",""
"2009","Hauptschule","","","","",""
"2009","Realschule","","","","",""
"2010","(Fach-)Abitur","173.27","172.5","1893","172.84","173.7"
"2010","(noch) kein Abschluss","171.32","170.5","417","170.31","172.33"
"2010","AkademikerIn","173.2","172.5","3825","172.91","173.49"
"2010","Hauptschule","169.34","168.5","5574","169.1","169.58"
"2010","Realschule","172.16","171.5","4447","171.88","172.44"
"2011","(Fach-)Abitur","","","","",""
"2011","(noch) kein Abschluss","","","","",""
"2011","AkademikerIn","","","","",""
"2011","Hauptschule","","","","",""
"2011","Realschule","","","","",""
"2012","(Fach-)Abitur","173.19","172.5","2423","172.81","173.57"
"2012","(noch) kein Abschluss","170.38","169.5","544","169.56","171.2"
"2012","AkademikerIn","173.04","172.5","4639","172.77","173.31"
"2012","Hauptschule","169.62","168.5","6924","169.4","169.84"
"2012","Realschule","172.11","171.5","5428","171.86","172.36"
"2013","(Fach-)Abitur","","","","",""
"2013","(noch) kein Abschluss","","","","",""
"2013","AkademikerIn","","","","",""
"2013","Hauptschule","","","","",""
"2013","Realschule","","","","",""
"2014","(Fach-)Abitur","173.25","172.5","3934","172.95","173.55"
"2014","(noch) kein Abschluss","170.39","169.5","1001","169.77","171.01"
"2014","AkademikerIn","173.24","172.5","6213","173.01","173.47"
"2014","Hauptschule","169.93","169.5","8177","169.72","170.14"
"2014","Realschule","171.93","170.5","6858","171.71","172.15"
"2015","(Fach-)Abitur","","","","",""
"2015","(noch) kein Abschluss","","","","",""
"2015","AkademikerIn","","","","",""
"2015","Hauptschule","","","","",""
"2015","Realschule","","","","",""
"2016","(Fach-)Abitur","173.09","172.5","3663","172.78","173.4"
"2016","(noch) kein Abschluss","169.61","169.5","810","168.93","170.29"
"2016","AkademikerIn","173.27","172.5","5867","173.03","173.51"
"2016","Hauptschule","170.09","169.5","6918","169.87","170.31"
"2016","Realschule","172.05","170.5","5993","171.81","172.29"
"2017","(Fach-)Abitur","","","","",""
"2017","(noch) kein Abschluss","","","","",""
"2017","AkademikerIn","","","","",""
"2017","Hauptschule","","","","",""
"2017","Realschule","","","","",""
"2018","(Fach-)Abitur","172.91","172.5","4551","172.63","173.19"
"2018","(noch) kein Abschluss","169.89","169.5","2012","169.47","170.31"
"2018","AkademikerIn","173.63","173.5","6911","173.41","173.85"
"2018","Hauptschule","170.17","169.5","7439","169.95","170.39"
"2018","Realschule","171.89","170.5","6658","171.66","172.12"
"2019","(Fach-)Abitur","","","","",""
"2019","(noch) kein Abschluss","","","","",""
"2019","AkademikerIn","","","","",""
"2019","Hauptschule","","","","",""
"2019","Realschule","","","","",""
"2020","(Fach-)Abitur","172.82","171.5","4451","172.54","173.1"
"2020","(noch) kein Abschluss","170.14","169.5","904","169.48","170.8"
"2020","AkademikerIn","173.98","173.5","7197","173.76","174.2"
"2020","Hauptschule","170.29","169.5","5931","170.05","170.53"
"2020","Realschule","171.94","170.5","6188","171.7","172.18"
