"year","migback","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","direkter Migrationshintergrund","Laendlicher Raum","168.39","167.5","494","158","162","175","180","189","167.61","169.17","140","196","168","170"
"2002","direkter Migrationshintergrund","Staedtischer Raum","168.54","167.5","2297","157","162","175","180","190","168.17","168.91","144","202","168","168"
"2002","indirekter Migrationshintergrund","Laendlicher Raum","170.01","168.5","101","160","164","175","185","192","168.21","171.81","155","192","167","170"
"2002","indirekter Migrationshintergrund","Staedtischer Raum","172.31","171.5","667","160","165","180","184","193","171.63","172.99","150","196","170","172"
"2002","kein Migrationshintergrund","Laendlicher Raum","171.09","169.5","7168","160","165","178","183","193","170.88","171.3","142","204","170","171"
"2002","kein Migrationshintergrund","Staedtischer Raum","171.51","170.5","12232","160","165","178","184","194","171.35","171.67","131","208","171","172"
"2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","direkter Migrationshintergrund","Laendlicher Raum","168.24","167.5","452","158","162","175","180","189","167.41","169.07","140","195","167","170"
"2004","direkter Migrationshintergrund","Staedtischer Raum","168.65","167.5","2068","158","162","175","180","191","168.26","169.04","144","199","168","168"
"2004","indirekter Migrationshintergrund","Laendlicher Raum","172.74","171","118","160","167","180","186","190","170.96","174.52","150","190","168","173"
"2004","indirekter Migrationshintergrund","Staedtischer Raum","172.25","171.5","679","160","165","179","185","193","171.56","172.94","150","199","170","172"
"2004","kein Migrationshintergrund","Laendlicher Raum","171.02","169.5","6697","160","165","178","183","193","170.8","171.24","140","204","170","171"
"2004","kein Migrationshintergrund","Staedtischer Raum","171.68","170.5","11503","160","165","178","184","194","171.51","171.85","100","210","172","172"
"2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","direkter Migrationshintergrund","Laendlicher Raum","167.56","166.5","437","156","160","174","180","189","166.68","168.44","138","198","166","168"
"2006","direkter Migrationshintergrund","Staedtischer Raum","168.86","167.5","1936","158","162","175","181","191","168.45","169.27","120","199","168","168"
"2006","indirekter Migrationshintergrund","Laendlicher Raum","172.06","171.5","122","160","166","179","186","190","170.38","173.74","150","190","168","173"
"2006","indirekter Migrationshintergrund","Staedtischer Raum","172.41","171.5","694","160","165","180","186","196","171.7","173.12","150","198","170","172"
"2006","kein Migrationshintergrund","Laendlicher Raum","171.35","169.5","6971","160","165","178","184","193","171.13","171.57","115","204","170","171"
"2006","kein Migrationshintergrund","Staedtischer Raum","171.74","170.5","11746","160","165","178","185","193","171.57","171.91","120","209","171","172"
"2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","Laendlicher Raum","168.37","167.5","358","157","162","175","180","192","167.41","169.33","127","195","167","169"
"2008","direkter Migrationshintergrund","Staedtischer Raum","168.67","167.5","1547","157","162","175","180","192","168.21","169.13","135","199","168","168"
"2008","indirekter Migrationshintergrund","Laendlicher Raum","172.16","170.5","114","160","167","180","186","191","170.47","173.85","150","193","169","174"
"2008","indirekter Migrationshintergrund","Staedtischer Raum","172.11","171.5","654","160","165","179","186","196","171.39","172.83","150","199","170","172"
"2008","kein Migrationshintergrund","Laendlicher Raum","171.6","170.5","6190","160","165","178","184","194","171.37","171.83","138","204","170","171"
"2008","kein Migrationshintergrund","Staedtischer Raum","171.87","171.5","10398","160","165","179","185","194","171.69","172.05","82","208","171","172"
"2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","Laendlicher Raum","167.81","166.5","287","157","160","175","180","192","166.73","168.89","130","195","165","168"
"2010","direkter Migrationshintergrund","Staedtischer Raum","168.67","167.5","1180","157","162","175","180","193","168.16","169.18","147","199","168","168"
"2010","indirekter Migrationshintergrund","Laendlicher Raum","172.36","173.5","102","160","168","179","182","192","170.51","174.21","150","192","169","175"
"2010","indirekter Migrationshintergrund","Staedtischer Raum","173.27","171.5","549","161","167","180","186","198","172.48","174.06","150","200","170","172"
"2010","kein Migrationshintergrund","Laendlicher Raum","171.54","170.5","5356","160","165","178","184","195","171.29","171.79","101","205","170","172"
"2010","kein Migrationshintergrund","Staedtischer Raum","171.93","171.5","9105","160","165","179","185","194","171.74","172.12","82","210","171","172"
"2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","direkter Migrationshintergrund","Laendlicher Raum","168.58","167.5","478","157","162","175","180","187","167.76","169.4","143","195","167","169"
"2012","direkter Migrationshintergrund","Staedtischer Raum","169.12","167.5","1457","157","162","175","182","193","168.65","169.59","146","199","168","169"
"2012","indirekter Migrationshintergrund","Laendlicher Raum","170.89","169.5","150","160","164","178","185","195","169.39","172.39","150","196","168","172"
"2012","indirekter Migrationshintergrund","Staedtischer Raum","172.87","171.5","639","162","165","179","186","197","172.15","173.59","130","200","170","172"
"2012","kein Migrationshintergrund","Laendlicher Raum","171.56","170.5","6801","160","165","178","184","194","171.34","171.78","117","205","170","171"
"2012","kein Migrationshintergrund","Staedtischer Raum","172.01","171.5","10899","160","165","179","185","195","171.83","172.19","80","217","171","172"
"2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","Laendlicher Raum","169.1","168.5","1286","157","162","176","183","189","168.57","169.63","116","198","168","170"
"2014","direkter Migrationshintergrund","Staedtischer Raum","169.43","169.5","3814","158","162","176","182","193","169.13","169.73","140","200","168","170"
"2014","indirekter Migrationshintergrund","Laendlicher Raum","170.85","169.5","327","158","164","178","185","192","169.8","171.9","139","196","169","172"
"2014","indirekter Migrationshintergrund","Staedtischer Raum","173.09","172.5","1453","160","165","180","186","198","172.59","173.59","130","200","170","172"
"2014","kein Migrationshintergrund","Laendlicher Raum","171.78","171.5","7832","160","165","178","184","194","171.57","171.99","116","205","171","172"
"2014","kein Migrationshintergrund","Staedtischer Raum","172.18","171.5","12284","160","165","179","185","195","172.01","172.35","93","217","172","172"
"2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Laendlicher Raum","168.74","167.5","1238","157","162","175","181","190","168.22","169.26","145","202","168","169"
"2016","direkter Migrationshintergrund","Staedtischer Raum","169.59","168.5","3515","158","162","176","182","193","169.28","169.9","116","200","168","170"
"2016","indirekter Migrationshintergrund","Laendlicher Raum","171.5","169.5","309","160","165","178","186","196","170.33","172.67","115","198","169","172"
"2016","indirekter Migrationshintergrund","Staedtischer Raum","172.72","171.5","1226","161","165","180","185","198","172.18","173.26","117","200","170","172"
"2016","kein Migrationshintergrund","Laendlicher Raum","171.85","171.5","6943","160","165","178","185","195","171.63","172.07","128","205","171","172"
"2016","kein Migrationshintergrund","Staedtischer Raum","172.46","171.5","10827","160","165","180","185","195","172.28","172.64","117","220","172","172"
"2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","Laendlicher Raum","169.42","169.5","1966","157","163","175","183","195","169.01","169.83","115","203","169","170"
"2018","direkter Migrationshintergrund","Staedtischer Raum","169.24","168.5","5552","156","162","176","182","193","168.99","169.49","133","200","169","170"
"2018","indirekter Migrationshintergrund","Laendlicher Raum","171.96","169.5","319","160","165","180","186","196","170.87","173.05","140","198","169","172"
"2018","indirekter Migrationshintergrund","Staedtischer Raum","172.03","170.5","1388","160","165","178","185","197","171.52","172.54","144","200","170","172"
"2018","kein Migrationshintergrund","Laendlicher Raum","171.97","171.5","7523","160","165","178","185","194","171.76","172.18","105","208","171","172"
"2018","kein Migrationshintergrund","Staedtischer Raum","172.69","171.5","11914","160","165","180","186","196","172.52","172.86","116","215","172","172"
"2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","direkter Migrationshintergrund","Laendlicher Raum","169.67","169.5","1359","157","163","176","183","192","169.17","170.17","140","203","169","170"
"2020","direkter Migrationshintergrund","Staedtischer Raum","169.52","169.5","4035","157","162","176","182","193","169.22","169.82","116","210","170","170"
"2020","indirekter Migrationshintergrund","Laendlicher Raum","170.54","169.5","337","156","163","179","184","196","169.48","171.6","140","200","170","173"
"2020","indirekter Migrationshintergrund","Staedtischer Raum","172.32","171.5","1333","160","165","180","185","196","171.79","172.85","144","200","170","172"
"2020","kein Migrationshintergrund","Laendlicher Raum","172.38","171.5","6991","160","165","179","185","195","172.16","172.6","126","208","172","172"
"2020","kein Migrationshintergrund","Staedtischer Raum","172.69","171.5","11611","160","165","180","186","196","172.51","172.87","120","219","172","173"
"2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","","","","","","","","","","","",""
