syear,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,1. Quintil,West,,,,,,,,,,,,
1984,2. Quintil,West,,,,,,,,,,,,
1985,1. Quintil,West,,,,,,,,,,,,
1985,2. Quintil,West,,,,,,,,,,,,
1986,1. Quintil,West,,,,,,,,,,,,
1986,2. Quintil,West,,,,,,,,,,,,
1987,1. Quintil,West,,,,,,,,,,,,
1987,2. Quintil,West,,,,,,,,,,,,
1988,1. Quintil,West,,,,,,,,,,,,
1988,2. Quintil,West,,,,,,,,,,,,
1989,1. Quintil,West,,,,,,,,,,,,
1989,2. Quintil,West,,,,,,,,,,,,
1990,1. Quintil,West,,,,,,,,,,,,
1990,1. Quintil,East,,,,,,,,,,,,
1990,2. Quintil,West,,,,,,,,,,,,
1990,2. Quintil,East,,,,,,,,,,,,
1991,1. Quintil,West,,,,,,,,,,,,
1991,1. Quintil,East,,,,,,,,,,,,
1991,2. Quintil,West,,,,,,,,,,,,
1991,2. Quintil,East,,,,,,,,,,,,
1992,1. Quintil,West,,,,,,,,,,,,
1992,1. Quintil,East,,,,,,,,,,,,
1992,2. Quintil,West,,,,,,,,,,,,
1992,2. Quintil,East,,,,,,,,,,,,
1993,1. Quintil,West,,,,,,,,,,,,
1993,1. Quintil,East,,,,,,,,,,,,
1993,2. Quintil,West,,,,,,,,,,,,
1993,2. Quintil,East,,,,,,,,,,,,
1994,1. Quintil,West,,,,,,,,,,,,
1994,1. Quintil,East,,,,,,,,,,,,
1994,2. Quintil,West,,,,,,,,,,,,
1994,2. Quintil,East,,,,,,,,,,,,
1995,2. Quintil,West,,,,,,,,,,,,
1995,2. Quintil,East,,,,,,,,,,,,
1995,3. Quintil,West,,,,,,,,,,,,
1995,3. Quintil,East,,,,,,,,,,,,
1995,4. Quintil,West,,,,,,,,,,,,
1995,4. Quintil,East,,,,,,,,,,,,
1995,5. Quintil,West,,,,,,,,,,,,
1995,5. Quintil,East,,,,,,,,,,,,
1996,2. Quintil,West,,,,,,,,,,,,
1996,2. Quintil,East,,,,,,,,,,,,
1996,3. Quintil,West,,,,,,,,,,,,
1996,3. Quintil,East,,,,,,,,,,,,
1996,4. Quintil,West,,,,,,,,,,,,
1996,4. Quintil,East,,,,,,,,,,,,
1996,5. Quintil,West,,,,,,,,,,,,
1996,5. Quintil,East,,,,,,,,,,,,
1997,2. Quintil,West,,,,,,,,,,,,
1997,2. Quintil,East,,,,,,,,,,,,
1997,3. Quintil,West,,,,,,,,,,,,
1997,3. Quintil,East,,,,,,,,,,,,
1997,4. Quintil,West,,,,,,,,,,,,
1997,4. Quintil,East,,,,,,,,,,,,
1997,5. Quintil,West,,,,,,,,,,,,
1997,5. Quintil,East,,,,,,,,,,,,
1998,2. Quintil,West,,,,,,,,,,,,
1998,2. Quintil,East,,,,,,,,,,,,
1998,3. Quintil,West,,,,,,,,,,,,
1998,3. Quintil,East,,,,,,,,,,,,
1998,4. Quintil,West,,,,,,,,,,,,
1998,4. Quintil,East,,,,,,,,,,,,
1998,5. Quintil,West,,,,,,,,,,,,
1998,5. Quintil,East,,,,,,,,,,,,
1999,2. Quintil,West,,,,,,,,,,,,
1999,2. Quintil,East,,,,,,,,,,,,
1999,3. Quintil,West,,,,,,,,,,,,
1999,3. Quintil,East,,,,,,,,,,,,
1999,4. Quintil,West,,,,,,,,,,,,
1999,4. Quintil,East,,,,,,,,,,,,
1999,5. Quintil,West,,,,,,,,,,,,
1999,5. Quintil,East,,,,,,,,,,,,
2000,2. Quintil,West,,,,,,,,,,,,
2000,2. Quintil,East,,,,,,,,,,,,
2000,3. Quintil,West,,,,,,,,,,,,
2000,3. Quintil,East,,,,,,,,,,,,
2000,4. Quintil,West,,,,,,,,,,,,
2000,4. Quintil,East,,,,,,,,,,,,
2000,5. Quintil,West,,,,,,,,,,,,
2000,5. Quintil,East,,,,,,,,,,,,
2001,2. Quintil,West,,,,,,,,,,,,
2001,2. Quintil,East,,,,,,,,,,,,
2001,3. Quintil,West,,,,,,,,,,,,
2001,3. Quintil,East,,,,,,,,,,,,
2001,4. Quintil,West,,,,,,,,,,,,
2001,4. Quintil,East,,,,,,,,,,,,
2001,5. Quintil,West,,,,,,,,,,,,
2001,5. Quintil,East,,,,,,,,,,,,
2002,2. Quintil,West,169.56478782441525,169.40423008821153,169.72534556061896,163.0,169.0,176.0,143.5,195.5,169.0,168.0,170.0,2965.0
2002,2. Quintil,East,169.92926004121762,169.69872705421116,170.15979302822407,164.0,170.0,176.0,146.0,194.0,170.0,170.0,172.0,1375.0
2002,3. Quintil,West,170.44940183082795,170.32401383199723,170.57478982965867,164.0,170.0,176.0,146.0,194.0,170.0,170.0,170.0,4697.0
2002,3. Quintil,East,170.2090736321681,170.01710989937195,170.40103736496425,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,2007.0
2002,4. Quintil,West,171.87245864942045,171.74467152143816,172.00024577740274,165.0,172.0,178.0,145.5,197.5,172.0,172.0,173.0,4634.0
2002,4. Quintil,East,170.99186732113296,170.7544742833082,171.2292603589577,164.0,171.0,178.0,145.0,198.0,171.0,170.0,172.0,1344.0
2002,5. Quintil,West,172.82419619313413,172.7018287085481,172.94656367772015,165.0,172.0,180.0,142.5,202.5,172.0,171.0,172.0,5247.0
2002,5. Quintil,East,172.00855860509827,171.67569204629547,172.34142516390108,165.0,172.0,179.0,148.0,200.0,172.0,170.0,173.0,690.0
2003,2. Quintil,West,,,,,,,,,,,,
2003,2. Quintil,East,,,,,,,,,,,,
2003,3. Quintil,West,,,,,,,,,,,,
2003,3. Quintil,East,,,,,,,,,,,,
2003,4. Quintil,West,,,,,,,,,,,,
2003,4. Quintil,East,,,,,,,,,,,,
2003,5. Quintil,West,,,,,,,,,,,,
2003,5. Quintil,East,,,,,,,,,,,,
2004,2. Quintil,West,169.91323261954352,169.73838298456508,170.08808225452196,163.0,170.0,176.0,143.5,195.5,170.0,170.0,171.025,2582.0
2004,2. Quintil,East,170.4531328996808,170.2137677864683,170.6924980128933,164.0,170.0,176.0,146.0,194.0,170.0,169.975,170.0,1315.0
2004,3. Quintil,West,170.56146038667572,170.43100718779655,170.6919135855549,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,4473.0
2004,3. Quintil,East,170.11836087401434,169.91436702451637,170.32235472351232,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1810.0
2004,4. Quintil,West,171.5234575633273,171.38837854587263,171.65853658078197,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,4380.0
2004,4. Quintil,East,170.61999008782882,170.38916786267757,170.85081231298008,164.0,170.0,178.0,143.0,199.0,170.0,168.975,170.0,1388.0
2004,5. Quintil,West,173.10473962796573,172.97754820980467,173.2319310461268,166.0,173.0,180.0,145.0,201.0,173.0,173.0,174.0,4880.0
2004,5. Quintil,East,171.472215031453,171.130519937001,171.813910125905,164.0,172.0,179.0,141.5,196.0,172.0,171.0,174.0,689.0
2005,2. Quintil,West,,,,,,,,,,,,
2005,2. Quintil,East,,,,,,,,,,,,
2005,3. Quintil,West,,,,,,,,,,,,
2005,3. Quintil,East,,,,,,,,,,,,
2005,4. Quintil,West,,,,,,,,,,,,
2005,4. Quintil,East,,,,,,,,,,,,
2005,5. Quintil,West,,,,,,,,,,,,
2005,5. Quintil,East,,,,,,,,,,,,
2006,2. Quintil,West,169.79893326333368,169.62626270567247,169.9716038209949,163.0,169.0,176.0,143.5,195.5,169.0,168.0,170.0,2622.0
2006,2. Quintil,East,170.83037027928103,170.5894876554482,171.07125290311384,164.0,170.0,178.0,143.0,198.0,170.0,169.0,170.025,1349.0
2006,3. Quintil,West,170.36469204432368,170.2282298403603,170.50115424828704,164.0,170.0,177.0,144.5,196.5,170.0,170.0,171.0,4356.0
2006,3. Quintil,East,170.04531601689357,169.83464573964014,170.255986294147,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1744.0
2006,4. Quintil,West,171.90933211991918,171.77823939817458,172.0404248416638,165.0,172.0,178.0,145.5,197.5,172.0,172.0,174.0,4631.0
2006,4. Quintil,East,170.89489955469233,170.67060191471322,171.11919719467144,164.0,170.0,178.0,143.0,199.0,170.0,169.0,170.0,1523.0
2006,5. Quintil,West,173.23070905820416,173.105133359517,173.3562847568913,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,5042.0
2006,5. Quintil,East,172.50184442313477,172.14774534023263,172.8559435060369,165.0,173.0,180.0,150.0,198.0,173.0,171.0,174.025,639.0
2007,1. Quintil,West,,,,,,,,,,,,
2007,1. Quintil,East,,,,,,,,,,,,
2007,2. Quintil,West,,,,,,,,,,,,
2007,2. Quintil,East,,,,,,,,,,,,
2007,3. Quintil,West,,,,,,,,,,,,
2007,3. Quintil,East,,,,,,,,,,,,
2007,4. Quintil,West,,,,,,,,,,,,
