"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","(Fach-)Abitur","Ostdeutschland","173.09","172.5","355","162","167","180","185","194","172.16","174.02","153","197","172","175"
"2002","(Fach-)Abitur","Westdeutschland","172.76","171.5","2098","160","166","180","186","195","172.36","173.16","140","205","172","173"
"2002","(noch) kein Abschluss","Ostdeutschland","173.39","173.5","171","162","165","180","186","188","172.05","174.73","148","196","170","175"
"2002","(noch) kein Abschluss","Westdeutschland","170.1","169.5","733","159","163","177","183","194","169.4","170.8","140","195","169","170"
"2002","AkademikerIn","Ostdeutschland","170.69","169.5","1318","160","164","176","182","193","170.21","171.17","145","200","170","172"
"2002","AkademikerIn","Westdeutschland","174.35","173.5","3229","162","168","180","186","195","174.04","174.66","139","204","174","175"
"2002","Hauptschule","Ostdeutschland","167.65","167.5","1503","157","162","173","180","189","167.22","168.08","142","197","167","168"
"2002","Hauptschule","Westdeutschland","169.69","168.5","7390","158","163","176","182","191","169.49","169.89","142","200","169","170"
"2002","Realschule","Ostdeutschland","172.03","171.5","2023","160","165","178","184","192","171.63","172.43","131","198","171","172"
"2002","Realschule","Westdeutschland","171.58","170.5","3947","160","165","178","184","193","171.3","171.86","148","208","170","171"
"2003","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2003","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2003","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2003","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2003","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2004","(Fach-)Abitur","Ostdeutschland","172.34","171.5","391","160","165","180","184","193","171.43","173.25","143","197","171","173"
"2004","(Fach-)Abitur","Westdeutschland","172.8","171.5","1999","160","166","180","186","196","172.38","173.22","100","205","172","173"
"2004","(noch) kein Abschluss","Ostdeutschland","171.32","169.5","186","161","165","178","184","190","170.08","172.56","148","200","169","172"
"2004","(noch) kein Abschluss","Westdeutschland","170.69","169.5","720","158","163","178","185","193","169.94","171.44","140","203","170","172"
"2004","AkademikerIn","Ostdeutschland","170.84","169.5","1273","160","165","178","182","193","170.35","171.33","141","200","170","172"
"2004","AkademikerIn","Westdeutschland","174.11","173.5","3010","162","168","180","186","195","173.79","174.43","123","203","174","175"
"2004","Hauptschule","Ostdeutschland","167.88","167.5","1366","157","162","174","180","190","167.42","168.34","144","204","167","168"
"2004","Hauptschule","Westdeutschland","169.69","168.5","6666","158","163","176","182","191","169.47","169.91","140","200","169","170"
"2004","Realschule","Ostdeutschland","171.88","171.5","1920","160","165","178","184","192","171.47","172.29","132","198","170","172"
"2004","Realschule","Westdeutschland","171.86","170.5","3676","160","165","178","184","193","171.57","172.15","147","210","170","172"
"2005","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2005","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2005","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2005","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2005","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Ostdeutschland","172.74","171.5","410","162","165","180","185","194","171.86","173.62","146","197","171","174"
"2006","(Fach-)Abitur","Westdeutschland","172.68","171.5","2039","160","166","180","186","194","172.27","173.09","140","209","171","172"
"2006","(noch) kein Abschluss","Ostdeutschland","172.15","171.5","98","163","165","178","182","195","170.44","173.86","148","195","170","175"
"2006","(noch) kein Abschluss","Westdeutschland","170.2","169.5","550","158","163","178","185","192","169.35","171.05","138","204","170","172"
"2006","AkademikerIn","Ostdeutschland","171.05","169.5","1329","160","164","178","183","193","170.56","171.54","123","200","170","172"
"2006","AkademikerIn","Westdeutschland","174.2","173.5","3240","162","168","180","186","195","173.89","174.51","139","204","174","175"
"2006","Hauptschule","Ostdeutschland","168.22","167.5","1381","158","162","174","180","190","167.76","168.68","140","204","168","168"
"2006","Hauptschule","Westdeutschland","169.75","168.5","6700","158","163","176","182","192","169.53","169.97","120","200","169","170"
"2006","Realschule","Ostdeutschland","172","171.5","1945","160","165","178","184","193","171.59","172.41","131","198","170","172"
"2006","Realschule","Westdeutschland","171.8","169.5","3788","160","165","178","185","193","171.51","172.09","147","208","170","171"
"2007","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2007","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","173.98","173.5","362","162","167","181","186","194","173.04","174.92","146","197","172","174"
"2008","(Fach-)Abitur","Westdeutschland","172.74","171.5","1805","160","165","180","186","194","172.3","173.18","140","204","172","173"
"2008","(noch) kein Abschluss","Ostdeutschland","172.58","172.5","100","162","165","178","182","190","170.99","174.17","156","200","170","175"
"2008","(noch) kein Abschluss","Westdeutschland","170.53","169.5","445","158","164","178","185","192","169.56","171.5","120","200","170","172"
"2008","AkademikerIn","Ostdeutschland","171.16","169.5","1241","160","165","178","183","194","170.64","171.68","82","200","170","172"
"2008","AkademikerIn","Westdeutschland","174.27","173.5","2947","162","168","180","186","195","173.94","174.6","127","207","174","175"
"2008","Hauptschule","Ostdeutschland","168.64","167.5","1192","158","163","175","180","193","168.14","169.14","142","204","168","168"
"2008","Hauptschule","Westdeutschland","169.78","169.5","5600","158","163","176","182","192","169.54","170.02","95","200","169","170"
"2008","Realschule","Ostdeutschland","171.75","171.5","1740","160","165","179","185","192","171.29","172.21","84","198","170","172"
"2008","Realschule","Westdeutschland","171.85","169.5","3355","160","165","178","185","193","171.54","172.16","120","208","170","171"
"2009","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2009","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2009","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2009","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2009","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Ostdeutschland","174.88","174.5","335","162","168","182","186","194","173.87","175.89","146","198","172","174"
"2010","(Fach-)Abitur","Westdeutschland","173.02","172.5","1558","161","167","180","185","195","172.55","173.49","140","205","172","173"
"2010","(noch) kein Abschluss","Ostdeutschland","173.11","171","44","163","165","182","185","197","170.1","176.12","158","197","169","180"
"2010","(noch) kein Abschluss","Westdeutschland","171.18","170.5","373","158","163","179","184","194","170.11","172.25","138","202","170","174"
"2010","AkademikerIn","Ostdeutschland","170.97","169.5","1120","160","165","178","182","193","170.45","171.49","149","196","170","172"
"2010","AkademikerIn","Westdeutschland","173.85","173.5","2705","162","167","180","186","195","173.51","174.19","130","210","174","175"
"2010","Hauptschule","Ostdeutschland","168.81","167.5","979","158","163","175","180","195","168.26","169.36","146","198","167","168"
"2010","Hauptschule","Westdeutschland","169.42","168.5","4595","158","163","176","182","192","169.15","169.69","82","200","169","170"
"2010","Realschule","Ostdeutschland","171.71","171.5","1531","160","165","178","184","193","171.23","172.19","131","205","170","172"
"2010","Realschule","Westdeutschland","172.34","171.5","2916","160","165","179","185","194","172","172.68","101","208","170","171"
