"year","quintil_oecd","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","169.8","169.5","1881","159","164","176","182","193","169.4","170.2","140","198","169","170"
"2002","1 Einkommensschwächstes Quintil","Städtischer Raum","169.57","168.5","2757","158","163","176","182","192","169.23","169.91","131","202","168","170"
"2002","2","Ländlicher Raum","170.46","169.5","2068","160","164","176","182","192","170.08","170.84","145","203","170","170"
"2002","2","Städtischer Raum","170.22","169.5","3253","159","164","176","182","192","169.91","170.53","137","208","169","170"
"2002","3","Ländlicher Raum","171.09","170.5","1562","160","165","178","183","192","170.64","171.54","140","199","170","172"
"2002","3","Städtischer Raum","171.38","170.5","2825","160","165","178","184","193","171.03","171.73","144","205","170","172"
"2002","4","Ländlicher Raum","172.33","171.5","1294","162","165","179","184","193","171.85","172.81","145","198","171","172"
"2002","4","Städtischer Raum","172.16","171.5","2911","160","165","179","185","194","171.82","172.5","142","203","172","172"
"2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","173.02","171.5","958","162","167","180","185","193","172.44","173.6","148","204","172","174"
"2002","5 Einkommensstärkstes Quintil","Städtischer Raum","173.06","172.5","3450","161","166","180","185","194","172.76","173.36","139","205","172","173"
"2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","1 Einkommensschwächstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2003","2","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","2","Städtischer Raum","","","","","","","","","","","","","",""
"2003","3","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","3","Städtischer Raum","","","","","","","","","","","","","",""
"2003","4","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","4","Städtischer Raum","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Städtischer Raum","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","Ländlicher Raum","170.43","169.5","1698","160","164","176","182","193","170","170.86","140","203","170","170"
