"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","1 Einkommensschwächstes Quintil","männlich","176.13","175.5","2075","167","170","180","186","195","175.81","176.45","146","202","175","176"
"2002","1 Einkommensschwächstes Quintil","weiblich","164.29","164.5","2563","156","160","168","172","180","164.04","164.54","131","188","164","165"
"2002","2","männlich","176.59","175.5","2508","168","172","181","186","195","176.31","176.87","150","208","176","176"
"2002","2","weiblich","164.64","164.5","2813","156","160","168","173","180","164.4","164.88","137","196","164","165"
"2002","3","männlich","177.55","177.5","2147","169","173","182","187","195","177.25","177.85","153","205","178","178"
"2002","3","weiblich","165.15","164.5","2240","156","160","170","173","180","164.87","165.43","140","190","165","165"
"2002","4","männlich","178.46","177.5","2115","170","174","183","187","195","178.16","178.76","150","203","178","179"
"2002","4","weiblich","165.76","164.5","2090","158","162","170","174","180","165.49","166.03","142","189","165","167"
"2002","5 Einkommensstärkstes Quintil","männlich","179.15","179.5","2254","170","174","184","188","196","178.87","179.43","158","205","179","180"
"2002","5 Einkommensstärkstes Quintil","weiblich","166.28","165.5","2154","159","162","170","174","180","166.02","166.54","139","190","166","168"
"2003","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2003","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2003","2","männlich","","","","","","","","","","","","","",""
"2003","2","weiblich","","","","","","","","","","","","","",""
"2003","3","männlich","","","","","","","","","","","","","",""
"2003","3","weiblich","","","","","","","","","","","","","",""
"2003","4","männlich","","","","","","","","","","","","","",""
"2003","4","weiblich","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","männlich","176.67","175.5","1846","168","172","182","186","195","176.33","177.01","152","203","176","177"
"2004","1 Einkommensschwächstes Quintil","weiblich","164.58","164.5","2337","156","160","169","173","180","164.31","164.85","132","190","165","165"
"2004","2","männlich","176.66","175.5","2329","168","172","181","186","194","176.36","176.96","155","200","176","177"
"2004","2","weiblich","164.54","164.5","2621","156","160","168","173","180","164.29","164.79","140","189","165","165"
"2004","3","männlich","177.38","177.5","1971","168","172","182","186","196","177.06","177.7","154","210","178","178"
"2004","3","weiblich","165","164.5","2131","156","160","169","173","180","164.72","165.28","145","188","165","166"
"2004","4","männlich","178.35","177.5","2136","170","173","183","187","196","178.04","178.66","139","205","178","179"
"2004","4","weiblich","165.45","164.5","2117","158","161","170","173","180","165.18","165.72","140","188","165","167"
"2004","5 Einkommensstärkstes Quintil","männlich","179.4","179.5","2060","170","175","184","188","196","179.09","179.71","100","205","179","180"
