year,age_gr,regtyp,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Urban regions,Yes,0.02874,47,2012,0.02144,0.03604
2011,17-29 y.,Urban regions,No,0.97126,1965,2012,0.96396,0.97856
2011,17-29 y.,Rural regions,No,0.98232,962,962,0.97399,0.99065
2011,30-45 y.,Urban regions,Yes,0.06005,209,3197,0.05182,0.06829
2011,30-45 y.,Urban regions,No,0.93995,2988,3197,0.93171,0.94818
2011,30-45 y.,Rural regions,Yes,0.06478,93,1659,0.05293,0.07663
2011,30-45 y.,Rural regions,No,0.93522,1566,1659,0.92337,0.94707
2011,46-65 y.,Urban regions,Yes,0.11431,536,4871,0.10537,0.12324
2011,46-65 y.,Urban regions,No,0.88569,4335,4871,0.87676,0.89463
2011,46-65 y.,Rural regions,Yes,0.10907,311,2903,0.09773,0.12041
2011,46-65 y.,Rural regions,No,0.89093,2592,2903,0.87959,0.90227
2011,66 and older,Urban regions,Yes,0.14622,420,3312,0.13419,0.15826
2011,66 and older,Urban regions,No,0.85378,2892,3312,0.84174,0.86581
2011,66 and older,Rural regions,Yes,0.13385,228,1809,0.11816,0.14955
2011,66 and older,Rural regions,No,0.86615,1581,1809,0.85045,0.88184
2013,17-29 y.,Urban regions,Yes,0.02798,45,1720,0.02019,0.03578
2013,17-29 y.,Urban regions,No,0.97202,1675,1720,0.96422,0.97981
2013,17-29 y.,Rural regions,No,0.97568,795,795,0.96496,0.98639
2013,30-45 y.,Urban regions,Yes,0.07628,169,2673,0.06621,0.08634
2013,30-45 y.,Urban regions,No,0.92372,2504,2673,0.91366,0.93379
2013,30-45 y.,Rural regions,Yes,0.04386,65,1400,0.03313,0.05459
2013,30-45 y.,Rural regions,No,0.95614,1335,1400,0.94541,0.96687
2013,46-65 y.,Urban regions,Yes,0.13862,557,4500,0.12853,0.14872
2013,46-65 y.,Urban regions,No,0.86138,3943,4500,0.85128,0.87147
2013,46-65 y.,Rural regions,Yes,0.11540,316,2819,0.10360,0.12720
2013,46-65 y.,Rural regions,No,0.88460,2503,2819,0.87280,0.89640
2013,66 and older,Urban regions,Yes,0.13084,371,3181,0.11912,0.14257
2013,66 and older,Urban regions,No,0.86916,2810,3181,0.85743,0.88088
2013,66 and older,Rural regions,Yes,0.11917,202,1757,0.10402,0.13433
2013,66 and older,Rural regions,No,0.88083,1555,1757,0.86567,0.89598
2015,17-29 y.,Urban regions,Yes,0.02718,84,2644,0.02098,0.03338
2015,17-29 y.,Urban regions,No,0.97282,2560,2644,0.96662,0.97902
2015,17-29 y.,Rural regions,Yes,0.04330,49,1279,0.03214,0.05446
2015,17-29 y.,Rural regions,No,0.95670,1230,1279,0.94554,0.96786
2015,30-45 y.,Urban regions,Yes,0.06220,304,4825,0.05538,0.06901
2015,30-45 y.,Urban regions,No,0.93780,4521,4825,0.93099,0.94462
2015,30-45 y.,Rural regions,Yes,0.05525,151,2531,0.04634,0.06415
2015,30-45 y.,Rural regions,No,0.94475,2380,2531,0.93585,0.95366
2015,46-65 y.,Urban regions,Yes,0.12365,658,5642,0.11506,0.13224
2015,46-65 y.,Urban regions,No,0.87635,4984,5642,0.86776,0.88494
2015,46-65 y.,Rural regions,Yes,0.11512,372,3235,0.10412,0.12612
2015,46-65 y.,Rural regions,No,0.88488,2863,3235,0.87388,0.89588
2015,66 and older,Urban regions,Yes,0.12785,375,3089,0.11608,0.13963
2015,66 and older,Urban regions,No,0.87215,2714,3089,0.86037,0.88392
2015,66 and older,Rural regions,Yes,0.12473,191,1795,0.10944,0.14002
2015,66 and older,Rural regions,No,0.87527,1604,1795,0.85998,0.89056
2017,17-29 y.,Urban regions,Yes,0.03203,112,2945,0.02567,0.03839
2017,17-29 y.,Urban regions,No,0.96797,2833,2945,0.96161,0.97433
2017,17-29 y.,Rural regions,Yes,0.03961,52,1414,0.02944,0.04978
2017,17-29 y.,Rural regions,No,0.96039,1362,1414,0.95022,0.97056
2017,30-45 y.,Urban regions,Yes,0.06854,315,4842,0.06142,0.07565
2017,30-45 y.,Urban regions,No,0.93146,4527,4842,0.92435,0.93858
2017,30-45 y.,Rural regions,Yes,0.04593,123,2415,0.03758,0.05428
2017,30-45 y.,Rural regions,No,0.95407,2292,2415,0.94572,0.96242
2017,46-65 y.,Urban regions,Yes,0.12695,789,6286,0.11872,0.13518
2017,46-65 y.,Urban regions,No,0.87305,5497,6286,0.86482,0.88128
2017,46-65 y.,Rural regions,Yes,0.13181,420,3687,0.12089,0.14273
2017,46-65 y.,Rural regions,No,0.86819,3267,3687,0.85727,0.87911
2017,66 and older,Urban regions,Yes,0.11716,346,3107,0.10585,0.12847
2017,66 and older,Urban regions,No,0.88284,2761,3107,0.87153,0.89415
2017,66 and older,Rural regions,Yes,0.12688,201,1853,0.11172,0.14204
2017,66 and older,Rural regions,No,0.87312,1652,1853,0.85796,0.88828
2019,17-29 y.,No answer / don't know,No,0.94793,109,109,0.90602,0.98983
2019,17-29 y.,Urban regions,Yes,0.04335,108,2568,0.03547,0.05122
2019,17-29 y.,Urban regions,No,0.95665,2460,2568,0.94878,0.96453
2019,17-29 y.,Rural regions,Yes,0.04171,40,1156,0.03018,0.05324
2019,17-29 y.,Rural regions,No,0.95829,1116,1156,0.94676,0.96982
2019,30-45 y.,No answer / don't know,No,0.86476,135,135,0.80686,0.92266
2019,30-45 y.,Urban regions,Yes,0.06133,273,4064,0.05395,0.06870
2019,30-45 y.,Urban regions,No,0.93867,3791,4064,0.93130,0.94605
2019,30-45 y.,Rural regions,Yes,0.05742,117,2068,0.04739,0.06745
2019,30-45 y.,Rural regions,No,0.94258,1951,2068,0.93255,0.95261
2019,46-65 y.,No answer / don't know,Yes,0.16186,36,198,0.11042,0.21329
2019,46-65 y.,No answer / don't know,No,0.83814,162,198,0.78671,0.88958
2019,46-65 y.,Urban regions,Yes,0.12901,748,6536,0.12088,0.13714
2019,46-65 y.,Urban regions,No,0.87099,5788,6536,0.86286,0.87912
2019,46-65 y.,Rural regions,Yes,0.12381,383,3686,0.11318,0.13445
2019,46-65 y.,Rural regions,No,0.87619,3303,3686,0.86555,0.88682
2019,66 and older,No answer / don't know,No,0.89139,72,72,0.81902,0.96377
2019,66 and older,Urban regions,Yes,0.12359,360,3223,0.11223,0.13496
2019,66 and older,Urban regions,No,0.87641,2863,3223,0.86504,0.88777
2019,66 and older,Rural regions,Yes,0.12928,209,1871,0.11407,0.14449
2019,66 and older,Rural regions,No,0.87072,1662,1871,0.85551,0.88593
2021,17-29 y.,Urban regions,Yes,0.07237,123,2323,0.06184,0.08291
2021,17-29 y.,Urban regions,No,0.92763,2200,2323,0.91709,0.93816
2021,17-29 y.,Rural regions,Yes,0.03631,36,857,0.02378,0.04885
2021,17-29 y.,Rural regions,No,0.96369,821,857,0.95115,0.97622
2021,30-45 y.,Urban regions,Yes,0.07400,247,3671,0.06553,0.08247
2021,30-45 y.,Urban regions,No,0.92600,3424,3671,0.91753,0.93447
2021,30-45 y.,Rural regions,Yes,0.08043,134,1534,0.06682,0.09405
2021,30-45 y.,Rural regions,No,0.91957,1400,1534,0.90595,0.93318
2021,46-65 y.,Urban regions,Yes,0.15412,661,4774,0.14388,0.16437
2021,46-65 y.,Urban regions,No,0.84588,4113,4774,0.83563,0.85612
2021,46-65 y.,Rural regions,Yes,0.15881,298,2439,0.14430,0.17332
2021,46-65 y.,Rural regions,No,0.84119,2141,2439,0.82668,0.85570
2021,66 and older,Urban regions,Yes,0.12972,277,2244,0.11581,0.14362
2021,66 and older,Urban regions,No,0.87028,1967,2244,0.85638,0.88419
2021,66 and older,Rural regions,Yes,0.14112,175,1320,0.12233,0.15991
2021,66 and older,Rural regions,No,0.85888,1145,1320,0.84009,0.87767
