year,bula_h,regtyp,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Urban regions,No,0.91606,190,190,0.87653,0.95560
2011,Schleswig-Holstein,Rural regions,Yes,0.08676,40,446,0.06060,0.11291
2011,Schleswig-Holstein,Rural regions,No,0.91324,406,446,0.88709,0.93940
2011,Hamburg,Urban regions,No,0.91475,292,292,0.88267,0.94684
2011,Lower Saxony,Urban regions,Yes,0.10161,87,861,0.08141,0.12180
2011,Lower Saxony,Urban regions,No,0.89839,774,861,0.87820,0.91859
2011,Lower Saxony,Rural regions,Yes,0.08032,74,1047,0.06385,0.09679
2011,Lower Saxony,Rural regions,No,0.91968,973,1047,0.90321,0.93615
2011,Bremen,Urban regions,No,0.93758,120,120,0.89411,0.98104
2011,North Rhine-Westphalia,Urban regions,Yes,0.09702,381,3996,0.08784,0.10620
2011,North Rhine-Westphalia,Urban regions,No,0.90298,3615,3996,0.89380,0.91216
2011,North Rhine-Westphalia,Rural regions,No,0.90950,121,121,0.85817,0.96083
2011,Hesse,Urban regions,Yes,0.10784,114,1157,0.08996,0.12573
2011,Hesse,Urban regions,No,0.89216,1043,1157,0.87427,0.91004
2011,Hesse,Rural regions,No,0.87409,228,228,0.83093,0.91724
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09612,86,878,0.07661,0.11563
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90388,792,878,0.88437,0.92339
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.07673,33,328,0.04788,0.10557
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92327,295,328,0.89443,0.95212
2011,Baden-Wuerttemberg,Urban regions,Yes,0.08892,171,2240,0.07713,0.10071
2011,Baden-Wuerttemberg,Urban regions,No,0.91108,2069,2240,0.89929,0.92287
2011,Baden-Wuerttemberg,Rural regions,No,0.94037,228,228,0.90956,0.97117
2011,Bavaria,Urban regions,Yes,0.09917,146,1528,0.08418,0.11416
2011,Bavaria,Urban regions,No,0.90083,1382,1528,0.88584,0.91582
2011,Bavaria,Rural regions,Yes,0.10708,163,1656,0.09219,0.12198
2011,Bavaria,Rural regions,No,0.89292,1493,1656,0.87802,0.90781
2011,Berlin,Urban regions,Yes,0.10039,75,781,0.07930,0.12148
2011,Berlin,Urban regions,No,0.89961,706,781,0.87852,0.92070
2011,Brandenburg,Urban regions,No,0.88166,62,62,0.80060,0.96272
2011,Brandenburg,Rural regions,Yes,0.08186,72,813,0.06300,0.10072
2011,Brandenburg,Rural regions,No,0.91814,741,813,0.89928,0.93700
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.85382,40,40,0.74293,0.96470
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11838,48,470,0.08914,0.14761
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.88162,422,470,0.85239,0.91086
2011,Saxony,Urban regions,Yes,0.09091,57,724,0.06995,0.11186
2011,Saxony,Urban regions,No,0.90909,667,724,0.88814,0.93005
2011,Saxony,Rural regions,Yes,0.07612,49,680,0.05617,0.09607
2011,Saxony,Rural regions,No,0.92388,631,680,0.90393,0.94383
2011,Saxony-Anhalt,Urban regions,No,0.85537,180,180,0.80385,0.90690
2011,Saxony-Anhalt,Rural regions,Yes,0.08355,57,662,0.06245,0.10464
2011,Saxony-Anhalt,Rural regions,No,0.91645,605,662,0.89536,0.93755
2011,Thuringa,Urban regions,No,0.93348,248,248,0.90240,0.96456
2011,Thuringa,Rural regions,Yes,0.12206,60,618,0.09623,0.14789
2011,Thuringa,Rural regions,No,0.87794,558,618,0.85211,0.90377
2013,Schleswig-Holstein,Urban regions,No,0.86644,154,154,0.81254,0.92035
2013,Schleswig-Holstein,Rural regions,Yes,0.09328,46,425,0.06559,0.12096
2013,Schleswig-Holstein,Rural regions,No,0.90672,379,425,0.87904,0.93441
2013,Hamburg,Urban regions,No,0.86771,283,283,0.82817,0.90726
2013,Lower Saxony,Urban regions,Yes,0.10624,62,740,0.08402,0.12846
2013,Lower Saxony,Urban regions,No,0.89376,678,740,0.87154,0.91598
2013,Lower Saxony,Rural regions,Yes,0.08944,90,1035,0.07205,0.10683
2013,Lower Saxony,Rural regions,No,0.91056,945,1035,0.89317,0.92795
2013,Bremen,Urban regions,No,0.86258,110,110,0.79795,0.92722
2013,North Rhine-Westphalia,Urban regions,Yes,0.11319,386,3616,0.10286,0.12352
2013,North Rhine-Westphalia,Urban regions,No,0.88681,3230,3616,0.87648,0.89714
2013,North Rhine-Westphalia,Rural regions,No,0.89074,95,95,0.82768,0.95381
2013,Hesse,Urban regions,Yes,0.09363,96,1045,0.07596,0.11131
2013,Hesse,Urban regions,No,0.90637,949,1045,0.88869,0.92404
2013,Hesse,Rural regions,No,0.87884,217,217,0.83532,0.92236
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10539,81,821,0.08437,0.12641
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89461,740,821,0.87359,0.91563
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89775,247,247,0.85988,0.93561
2013,Baden-Wuerttemberg,Urban regions,Yes,0.10492,169,1910,0.09118,0.11867
2013,Baden-Wuerttemberg,Urban regions,No,0.89508,1741,1910,0.88133,0.90882
2013,Baden-Wuerttemberg,Rural regions,No,0.93158,194,194,0.89596,0.96720
2013,Bavaria,Urban regions,Yes,0.10161,126,1393,0.08574,0.11748
2013,Bavaria,Urban regions,No,0.89839,1267,1393,0.88252,0.91426
2013,Bavaria,Rural regions,Yes,0.08840,134,1554,0.07428,0.10252
2013,Bavaria,Rural regions,No,0.91160,1420,1554,0.89748,0.92572
2013,Berlin,Urban regions,Yes,0.11250,74,768,0.09014,0.13486
2013,Berlin,Urban regions,No,0.88750,694,768,0.86514,0.90986
2013,Brandenburg,Urban regions,No,0.91334,62,62,0.84274,0.98394
2013,Brandenburg,Rural regions,Yes,0.08557,55,712,0.06501,0.10613
2013,Brandenburg,Rural regions,No,0.91443,657,712,0.89387,0.93499
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.94920,36,36,0.87646,1.02195
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10106,42,415,0.07203,0.13010
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.89894,373,415,0.86990,0.92797
2013,Saxony,Urban regions,Yes,0.08962,53,670,0.06797,0.11126
2013,Saxony,Urban regions,No,0.91038,617,670,0.88874,0.93203
2013,Saxony,Rural regions,Yes,0.10155,62,665,0.07858,0.12453
2013,Saxony,Rural regions,No,0.89845,603,665,0.87547,0.92142
2013,Saxony-Anhalt,Urban regions,No,0.85143,157,157,0.79561,0.90724
2013,Saxony-Anhalt,Rural regions,Yes,0.07070,44,581,0.04984,0.09156
2013,Saxony-Anhalt,Rural regions,No,0.92930,537,581,0.90844,0.95016
2013,Thuringa,Urban regions,No,0.94059,214,214,0.90884,0.97234
2013,Thuringa,Rural regions,Yes,0.10073,47,568,0.07595,0.12550
2013,Thuringa,Rural regions,No,0.89927,521,568,0.87450,0.92405
2015,Schleswig-Holstein,Urban regions,No,0.92081,224,224,0.88537,0.95625
2015,Schleswig-Holstein,Rural regions,Yes,0.07351,59,633,0.05316,0.09386
2015,Schleswig-Holstein,Rural regions,No,0.92649,574,633,0.90614,0.94684
2015,Hamburg,Urban regions,Yes,0.12287,34,426,0.09166,0.15408
2015,Hamburg,Urban regions,No,0.87713,392,426,0.84592,0.90834
2015,Lower Saxony,Urban regions,Yes,0.06685,72,978,0.05119,0.08251
2015,Lower Saxony,Urban regions,No,0.93315,906,978,0.91749,0.94881
2015,Lower Saxony,Rural regions,Yes,0.10148,115,1443,0.08590,0.11707
2015,Lower Saxony,Rural regions,No,0.89852,1328,1443,0.88293,0.91410
2015,Bremen,Urban regions,No,0.84553,149,149,0.78731,0.90376
2015,North Rhine-Westphalia,Urban regions,Yes,0.09979,491,5058,0.09153,0.10805
2015,North Rhine-Westphalia,Urban regions,No,0.90021,4567,5058,0.89195,0.90847
2015,North Rhine-Westphalia,Rural regions,No,0.86468,96,96,0.79589,0.93346
2015,Hesse,Urban regions,Yes,0.08319,108,1377,0.06859,0.09778
2015,Hesse,Urban regions,No,0.91681,1269,1377,0.90222,0.93141
2015,Hesse,Rural regions,Yes,0.15020,44,328,0.11148,0.18893
2015,Hesse,Rural regions,No,0.84980,284,328,0.81107,0.88852
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08009,84,1104,0.06407,0.09611
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91991,1020,1104,0.90389,0.93593
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.09875,32,392,0.06918,0.12832
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90125,360,392,0.87168,0.93082
2015,Baden-Wuerttemberg,Urban regions,Yes,0.09050,214,2654,0.07959,0.10142
2015,Baden-Wuerttemberg,Urban regions,No,0.90950,2440,2654,0.89858,0.92041
2015,Baden-Wuerttemberg,Rural regions,Yes,0.08004,31,331,0.05076,0.10931
2015,Baden-Wuerttemberg,Rural regions,No,0.91996,300,331,0.89069,0.94924
2015,Bavaria,Urban regions,Yes,0.09379,159,1835,0.08045,0.10713
2015,Bavaria,Urban regions,No,0.90621,1676,1835,0.89287,0.91955
2015,Bavaria,Rural regions,Yes,0.08694,180,2192,0.07515,0.09874
2015,Bavaria,Rural regions,No,0.91306,2012,2192,0.90126,0.92485
2015,Berlin,Urban regions,Yes,0.10278,86,912,0.08306,0.12250
2015,Berlin,Urban regions,No,0.89722,826,912,0.87750,0.91694
2015,Brandenburg,Urban regions,No,0.95280,70,70,0.90277,1.00284
2015,Brandenburg,Rural regions,Yes,0.08656,70,908,0.06826,0.10486
2015,Brandenburg,Rural regions,No,0.91344,838,908,0.89514,0.93174
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.88050,63,63,0.79975,0.96124
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09271,57,490,0.06700,0.11841
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.90729,433,490,0.88159,0.93300
2015,Saxony,Urban regions,Yes,0.09664,68,804,0.07621,0.11708
2015,Saxony,Urban regions,No,0.90336,736,804,0.88292,0.92379
2015,Saxony,Rural regions,Yes,0.05987,44,707,0.04237,0.07737
2015,Saxony,Rural regions,No,0.94013,663,707,0.92263,0.95763
2015,Saxony-Anhalt,Urban regions,Yes,0.19518,32,207,0.14105,0.24930
2015,Saxony-Anhalt,Urban regions,No,0.80482,175,207,0.75070,0.85895
2015,Saxony-Anhalt,Rural regions,Yes,0.10021,59,678,0.07759,0.12283
2015,Saxony-Anhalt,Rural regions,No,0.89979,619,678,0.87717,0.92241
2015,Thuringa,Urban regions,No,0.93418,266,266,0.90433,0.96404
2015,Thuringa,Rural regions,Yes,0.15022,61,631,0.12232,0.17812
2015,Thuringa,Rural regions,No,0.84978,570,631,0.82188,0.87768
2017,Schleswig-Holstein,Urban regions,No,0.95540,276,276,0.93101,0.97980
2017,Schleswig-Holstein,Rural regions,Yes,0.09888,66,659,0.07607,0.12168
2017,Schleswig-Holstein,Rural regions,No,0.90112,593,659,0.87832,0.92393
2017,Hamburg,Urban regions,Yes,0.11428,41,466,0.08536,0.14320
2017,Hamburg,Urban regions,No,0.88572,425,466,0.85680,0.91464
2017,Lower Saxony,Urban regions,Yes,0.08309,99,1109,0.06684,0.09934
2017,Lower Saxony,Urban regions,No,0.91691,1010,1109,0.90066,0.93316
2017,Lower Saxony,Rural regions,Yes,0.10950,122,1588,0.09413,0.12486
2017,Lower Saxony,Rural regions,No,0.89050,1466,1588,0.87514,0.90587
2017,Bremen,Urban regions,No,0.90378,199,199,0.86270,0.94485
2017,North Rhine-Westphalia,Urban regions,Yes,0.10175,547,5408,0.09369,0.10981
2017,North Rhine-Westphalia,Urban regions,No,0.89825,4861,5408,0.89019,0.90631
2017,North Rhine-Westphalia,Rural regions,No,0.91112,105,105,0.85642,0.96581
2017,Hesse,Urban regions,Yes,0.07929,121,1435,0.06530,0.09327
2017,Hesse,Urban regions,No,0.92071,1314,1435,0.90673,0.93470
2017,Hesse,Rural regions,Yes,0.14574,39,354,0.10893,0.18255
2017,Hesse,Rural regions,No,0.85426,315,354,0.81745,0.89107
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07743,86,1116,0.06174,0.09312
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92257,1030,1116,0.90688,0.93826
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14342,38,408,0.10937,0.17748
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85658,370,408,0.82252,0.89063
2017,Baden-Wuerttemberg,Urban regions,Yes,0.09933,242,2680,0.08800,0.11066
2017,Baden-Wuerttemberg,Urban regions,No,0.90067,2438,2680,0.88934,0.91200
2017,Baden-Wuerttemberg,Rural regions,No,0.93072,313,313,0.90254,0.95890
2017,Bavaria,Urban regions,Yes,0.08602,156,1946,0.07356,0.09848
2017,Bavaria,Urban regions,No,0.91398,1790,1946,0.90152,0.92644
2017,Bavaria,Rural regions,Yes,0.10823,209,2265,0.09544,0.12103
2017,Bavaria,Rural regions,No,0.89177,2056,2265,0.87897,0.90456
2017,Berlin,Urban regions,Yes,0.10742,102,989,0.08811,0.12673
2017,Berlin,Urban regions,No,0.89258,887,989,0.87327,0.91189
2017,Brandenburg,Urban regions,No,0.94617,83,83,0.89732,0.99502
2017,Brandenburg,Rural regions,Yes,0.07712,76,944,0.06009,0.09414
2017,Brandenburg,Rural regions,No,0.92288,868,944,0.90586,0.93991
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.98829,76,76,0.96395,1.01264
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07686,40,494,0.05335,0.10038
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.92314,454,494,0.89962,0.94665
2017,Saxony,Urban regions,Yes,0.10545,75,881,0.08516,0.12574
2017,Saxony,Urban regions,No,0.89455,806,881,0.87426,0.91484
2017,Saxony,Rural regions,Yes,0.06130,53,772,0.04437,0.07824
2017,Saxony,Rural regions,No,0.93870,719,772,0.92176,0.95563
2017,Saxony-Anhalt,Urban regions,No,0.87264,161,161,0.82098,0.92430
2017,Saxony-Anhalt,Rural regions,Yes,0.10595,60,743,0.08380,0.12809
