year,pgisced97,regtyp,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,Urban regions,No,0.97470,209,209,0.95336,0.99604
2011,No answer / don't know,Rural regions,No,0.91576,87,87,0.85706,0.97447
2011,Pre-primary Level,Urban regions,No,0.98593,228,228,0.97060,1.00125
2011,Pre-primary Level,Rural regions,No,0.99635,81,81,0.98314,1.00956
2011,Primary Level,Urban regions,No,0.86261,145,145,0.80638,0.91884
2011,Primary Level,Rural regions,No,0.92446,60,60,0.85703,0.99189
2011,Lower Secondary Level,Urban regions,Yes,0.14482,201,1409,0.12643,0.16320
2011,Lower Secondary Level,Urban regions,No,0.85518,1208,1409,0.83680,0.87357
2011,Lower Secondary Level,Rural regions,Yes,0.12307,89,757,0.09966,0.14649
2011,Lower Secondary Level,Rural regions,No,0.87693,668,757,0.85351,0.90034
2011,Upper Secondary Level,Urban regions,Yes,0.10143,606,6401,0.09404,0.10883
2011,Upper Secondary Level,Urban regions,No,0.89857,5795,6401,0.89117,0.90596
2011,Upper Secondary Level,Rural regions,Yes,0.08906,356,4089,0.08033,0.09779
2011,Upper Secondary Level,Rural regions,No,0.91094,3733,4089,0.90221,0.91967
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05528,62,874,0.04012,0.07043
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.94472,812,874,0.92957,0.95988
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.93003,304,304,0.90131,0.95876
2011,First Stage of Tertiary Education,Urban regions,Yes,0.07885,71,864,0.06087,0.09683
2011,First Stage of Tertiary Education,Urban regions,No,0.92115,793,864,0.90317,0.93913
2011,First Stage of Tertiary Education,Rural regions,Yes,0.10060,53,581,0.07612,0.12508
2011,First Stage of Tertiary Education,Rural regions,No,0.89940,528,581,0.87492,0.92388
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.08419,242,3232,0.07461,0.09376
2011,Second Stage of Tertiary Education,Urban regions,No,0.91581,2990,3232,0.90624,0.92539
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.09280,116,1356,0.07735,0.10825
2011,Second Stage of Tertiary Education,Rural regions,No,0.90720,1240,1356,0.89175,0.92265
2013,No answer / don't know,Urban regions,No,0.96681,175,175,0.94020,0.99343
2013,No answer / don't know,Rural regions,No,0.87729,78,78,0.80401,0.95058
2013,Pre-primary Level,Urban regions,No,0.99592,181,181,0.98660,1.00523
2013,Pre-primary Level,Rural regions,No,0.93797,75,75,0.88301,0.99293
2013,Primary Level,Urban regions,No,0.86515,109,109,0.80073,0.92957
2013,Primary Level,Rural regions,No,0.86975,59,59,0.78313,0.95637
2013,Lower Secondary Level,Urban regions,Yes,0.14790,161,1206,0.12786,0.16795
2013,Lower Secondary Level,Urban regions,No,0.85210,1045,1206,0.83205,0.87214
2013,Lower Secondary Level,Rural regions,Yes,0.10833,76,645,0.08432,0.13233
2013,Lower Secondary Level,Rural regions,No,0.89167,569,645,0.86767,0.91568
2013,Upper Secondary Level,Urban regions,Yes,0.11343,568,5638,0.10515,0.12171
2013,Upper Secondary Level,Urban regions,No,0.88657,5070,5638,0.87829,0.89485
2013,Upper Secondary Level,Rural regions,Yes,0.09390,344,3769,0.08458,0.10321
2013,Upper Secondary Level,Rural regions,No,0.90610,3425,3769,0.89679,0.91542
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12185,77,789,0.09901,0.14469
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.87815,712,789,0.85531,0.90099
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.94865,289,289,0.92316,0.97414
2013,First Stage of Tertiary Education,Urban regions,Yes,0.10205,67,786,0.08087,0.12322
2013,First Stage of Tertiary Education,Urban regions,No,0.89795,719,786,0.87678,0.91913
2013,First Stage of Tertiary Education,Rural regions,Yes,0.09796,44,537,0.07279,0.12312
2013,First Stage of Tertiary Education,Rural regions,No,0.90204,493,537,0.87688,0.92721
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.08164,245,3166,0.07210,0.09118
2013,Second Stage of Tertiary Education,Urban regions,No,0.91836,2921,3166,0.90882,0.92790
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.07729,100,1300,0.06277,0.09182
2013,Second Stage of Tertiary Education,Rural regions,No,0.92271,1200,1300,0.90818,0.93723
2015,No answer / don't know,Urban regions,No,0.93276,369,369,0.90718,0.95835
2015,No answer / don't know,Rural regions,No,0.92003,204,204,0.88271,0.95734
2015,Pre-primary Level,Urban regions,No,0.95584,227,227,0.92906,0.98263
2015,Primary Level,Urban regions,Yes,0.19155,39,278,0.14521,0.23790
2015,Primary Level,Urban regions,No,0.80845,239,278,0.76210,0.85479
2015,Primary Level,Rural regions,No,0.87886,119,119,0.81999,0.93773
2015,Lower Secondary Level,Urban regions,Yes,0.12890,197,1757,0.11323,0.14457
2015,Lower Secondary Level,Urban regions,No,0.87110,1560,1757,0.85543,0.88677
2015,Lower Secondary Level,Rural regions,Yes,0.11843,95,916,0.09749,0.13936
2015,Lower Secondary Level,Rural regions,No,0.88157,821,916,0.86064,0.90251
2015,Upper Secondary Level,Urban regions,Yes,0.10173,642,6987,0.09464,0.10882
2015,Upper Secondary Level,Urban regions,No,0.89827,6345,6987,0.89118,0.90536
2015,Upper Secondary Level,Rural regions,Yes,0.10172,432,4662,0.09304,0.11040
2015,Upper Secondary Level,Rural regions,No,0.89828,4230,4662,0.88960,0.90696
2015,Post-secondary Non-tertiary Level,Urban regions,Yes,0.07159,115,1415,0.05815,0.08503
2015,Post-secondary Non-tertiary Level,Urban regions,No,0.92841,1300,1415,0.91497,0.94185
