year,quintil_oecd,sex,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,male,Yes,0.11619,101,1043,0.09674,0.13565
2011,1st Quintile,male,No,0.88381,942,1043,0.86435,0.90326
2011,1st Quintile,female,Yes,0.16724,206,1450,0.14802,0.18645
2011,1st Quintile,female,No,0.83276,1244,1450,0.81355,0.85198
2011,2nd Quintile,male,Yes,0.08087,87,1224,0.06559,0.09615
2011,2nd Quintile,male,No,0.91913,1137,1224,0.90385,0.93441
2011,2nd Quintile,female,Yes,0.14123,179,1503,0.12361,0.15884
2011,2nd Quintile,female,No,0.85877,1324,1503,0.84116,0.87639
2011,3rd Quintile,male,Yes,0.06183,84,1464,0.04949,0.07417
2011,3rd Quintile,male,No,0.93817,1380,1464,0.92583,0.95051
2011,3rd Quintile,female,Yes,0.12203,183,1600,0.10599,0.13808
2011,3rd Quintile,female,No,0.87797,1417,1600,0.86192,0.89401
2011,4th Quintile,male,Yes,0.06887,106,1659,0.05668,0.08106
2011,4th Quintile,male,No,0.93113,1553,1659,0.91894,0.94332
2011,4th Quintile,female,Yes,0.08902,150,1630,0.07519,0.10284
2011,4th Quintile,female,No,0.91098,1480,1630,0.89716,0.92481
2011,5th Quintile,male,Yes,0.06973,128,2050,0.05870,0.08076
2011,5th Quintile,male,No,0.93027,1922,2050,0.91924,0.94130
2011,5th Quintile,female,Yes,0.09175,197,2039,0.07921,0.10428
2011,5th Quintile,female,No,0.90825,1842,2039,0.89572,0.92079
2013,1st Quintile,male,Yes,0.10610,118,1284,0.08925,0.12295
2013,1st Quintile,male,No,0.89390,1166,1284,0.87705,0.91075
2013,1st Quintile,female,Yes,0.18104,280,1816,0.16332,0.19875
2013,1st Quintile,female,No,0.81896,1536,1816,0.80125,0.83668
2013,2nd Quintile,male,Yes,0.07447,104,1532,0.06132,0.08762
2013,2nd Quintile,male,No,0.92553,1428,1532,0.91238,0.93868
2013,2nd Quintile,female,Yes,0.13092,210,1909,0.11578,0.14605
2013,2nd Quintile,female,No,0.86908,1699,1909,0.85395,0.88422
2013,3rd Quintile,male,Yes,0.09454,129,1711,0.08067,0.10840
2013,3rd Quintile,male,No,0.90546,1582,1711,0.89160,0.91933
2013,3rd Quintile,female,Yes,0.11748,208,1893,0.10297,0.13199
2013,3rd Quintile,female,No,0.88252,1685,1893,0.86801,0.89703
2013,4th Quintile,male,Yes,0.08262,135,1905,0.07025,0.09498
2013,4th Quintile,male,No,0.91738,1770,1905,0.90502,0.92975
2013,4th Quintile,female,Yes,0.09840,203,2012,0.08538,0.11142
2013,4th Quintile,female,No,0.90160,1809,2012,0.88858,0.91462
2013,5th Quintile,male,Yes,0.06778,152,2400,0.05772,0.07784
2013,5th Quintile,male,No,0.93222,2248,2400,0.92216,0.94228
2013,5th Quintile,female,Yes,0.08249,207,2400,0.07148,0.09350
2013,5th Quintile,female,No,0.91751,2193,2400,0.90650,0.92852
2015,1st Quintile,male,Yes,0.11317,182,2107,0.09964,0.12670
2015,1st Quintile,male,No,0.88683,1925,2107,0.87330,0.90036
2015,1st Quintile,female,Yes,0.14801,393,2975,0.13525,0.16078
2015,1st Quintile,female,No,0.85199,2582,2975,0.83922,0.86475
2015,2nd Quintile,male,Yes,0.08130,159,2278,0.07008,0.09253
2015,2nd Quintile,male,No,0.91870,2119,2278,0.90747,0.92992
2015,2nd Quintile,female,Yes,0.13908,346,2971,0.12664,0.15153
2015,2nd Quintile,female,No,0.86092,2625,2971,0.84847,0.87336
2015,3rd Quintile,male,Yes,0.07169,149,2247,0.06102,0.08236
2015,3rd Quintile,male,No,0.92831,2098,2247,0.91764,0.93898
2015,3rd Quintile,female,Yes,0.09840,250,2595,0.08694,0.10987
2015,3rd Quintile,female,No,0.90160,2345,2595,0.89013,0.91306
2015,4th Quintile,male,Yes,0.06599,141,2275,0.05579,0.07619
2015,4th Quintile,male,No,0.93401,2134,2275,0.92381,0.94421
2015,4th Quintile,female,Yes,0.09807,205,2480,0.08636,0.10978
2015,4th Quintile,female,No,0.90193,2275,2480,0.89022,0.91364
2015,5th Quintile,male,Yes,0.05254,145,2551,0.04388,0.06120
2015,5th Quintile,male,No,0.94746,2406,2551,0.93880,0.95612
2015,5th Quintile,female,Yes,0.08160,212,2557,0.07098,0.09221
2015,5th Quintile,female,No,0.91840,2345,2557,0.90779,0.92902
2017,1st Quintile,male,Yes,0.11116,181,1955,0.09722,0.12510
2017,1st Quintile,male,No,0.88884,1774,1955,0.87490,0.90278
2017,1st Quintile,female,Yes,0.16086,370,2762,0.14716,0.17457
2017,1st Quintile,female,No,0.83914,2392,2762,0.82543,0.85284
2017,2nd Quintile,male,Yes,0.07439,156,2112,0.06320,0.08558
2017,2nd Quintile,male,No,0.92561,1956,2112,0.91442,0.93680
2017,2nd Quintile,female,Yes,0.13251,306,2681,0.11967,0.14534
2017,2nd Quintile,female,No,0.86749,2375,2681,0.85466,0.88033
2017,3rd Quintile,male,Yes,0.06716,138,2017,0.05623,0.07808
2017,3rd Quintile,male,No,0.93284,1879,2017,0.92192,0.94377
2017,3rd Quintile,female,Yes,0.12080,239,2397,0.10775,0.13385
2017,3rd Quintile,female,No,0.87920,2158,2397,0.86615,0.89225
2017,4th Quintile,male,Yes,0.06942,128,2077,0.05848,0.08035
2017,4th Quintile,male,No,0.93058,1949,2077,0.91965,0.94152
2017,4th Quintile,female,Yes,0.09897,208,2281,0.08671,0.11123
2017,4th Quintile,female,No,0.90103,2073,2281,0.88877,0.91329
2017,5th Quintile,male,Yes,0.06000,147,2277,0.05024,0.06976
2017,5th Quintile,male,No,0.94000,2130,2277,0.93024,0.94976
2017,5th Quintile,female,Yes,0.07726,182,2277,0.06629,0.08823
2017,5th Quintile,female,No,0.92274,2095,2277,0.91177,0.93371
2019,1st Quintile,male,Yes,0.11505,196,1876,0.10061,0.12949
2019,1st Quintile,male,No,0.88495,1680,1876,0.87051,0.89939
2019,1st Quintile,female,Yes,0.15547,349,2569,0.14145,0.16948
2019,1st Quintile,female,No,0.84453,2220,2569,0.83052,0.85855
2019,2nd Quintile,male,Yes,0.08851,182,2112,0.07639,0.10062
2019,2nd Quintile,male,No,0.91149,1930,2112,0.89938,0.92361
2019,2nd Quintile,female,Yes,0.11060,285,2657,0.09867,0.12253
2019,2nd Quintile,female,No,0.88940,2372,2657,0.87747,0.90133
2019,3rd Quintile,male,Yes,0.07656,143,2018,0.06496,0.08816
2019,3rd Quintile,male,No,0.92344,1875,2018,0.91184,0.93504
2019,3rd Quintile,female,Yes,0.12150,249,2404,0.10844,0.13456
2019,3rd Quintile,female,No,0.87850,2155,2404,0.86544,0.89156
2019,4th Quintile,male,Yes,0.06962,121,2022,0.05853,0.08072
2019,4th Quintile,male,No,0.93038,1901,2022,0.91928,0.94147
2019,4th Quintile,female,Yes,0.09001,191,2251,0.07818,0.10183
2019,4th Quintile,female,No,0.90999,2060,2251,0.89817,0.92182
2019,5th Quintile,male,Yes,0.07071,158,2420,0.06049,0.08093
2019,5th Quintile,male,No,0.92929,2262,2420,0.91907,0.93951
2019,5th Quintile,female,Yes,0.08856,210,2398,0.07718,0.09993
2019,5th Quintile,female,No,0.91144,2188,2398,0.90007,0.92282
2021,1st Quintile,male,Yes,0.12448,201,2298,0.11098,0.13798
2021,1st Quintile,male,No,0.87552,2097,2298,0.86202,0.88902
2021,1st Quintile,female,Yes,0.16581,325,2470,0.15114,0.18048
2021,1st Quintile,female,No,0.83419,2145,2470,0.81952,0.84886
2021,2nd Quintile,male,Yes,0.08038,133,1598,0.06705,0.09372
2021,2nd Quintile,male,No,0.91962,1465,1598,0.90628,0.93295
2021,2nd Quintile,female,Yes,0.14022,248,1928,0.12472,0.15572
2021,2nd Quintile,female,No,0.85978,1680,1928,0.84428,0.87528
2021,3rd Quintile,male,Yes,0.10812,119,1437,0.09206,0.12418
2021,3rd Quintile,male,No,0.89188,1318,1437,0.87582,0.90794
2021,3rd Quintile,female,Yes,0.13146,202,1686,0.11533,0.14760
2021,3rd Quintile,female,No,0.86854,1484,1686,0.85240,0.88467
2021,4th Quintile,male,Yes,0.08823,120,1517,0.07395,0.10251
2021,4th Quintile,male,No,0.91177,1397,1517,0.89749,0.92605
2021,4th Quintile,female,Yes,0.12992,194,1665,0.11377,0.14608
2021,4th Quintile,female,No,0.87008,1471,1665,0.85392,0.88623
2021,5th Quintile,male,Yes,0.08771,174,2248,0.07601,0.09941
2021,5th Quintile,male,No,0.91229,2074,2248,0.90059,0.92399
2021,5th Quintile,female,Yes,0.10639,213,2006,0.09289,0.11988
2021,5th Quintile,female,No,0.89361,1793,2006,0.88012,0.90711
