year,quintil_oecd,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,Yes,0.14489,307,2493,0.13107,0.15871
2011,1st Quintile,No,0.85511,2186,2493,0.84129,0.86893
2011,2nd Quintile,Yes,0.11354,266,2727,0.10163,0.12545
2011,2nd Quintile,No,0.88646,2461,2727,0.87455,0.89837
2011,3rd Quintile,Yes,0.09298,267,3064,0.08269,0.10326
2011,3rd Quintile,No,0.90702,2797,3064,0.89674,0.91731
2011,4th Quintile,Yes,0.07856,256,3289,0.06936,0.08775
2011,4th Quintile,No,0.92144,3033,3289,0.91225,0.93064
2011,5th Quintile,Yes,0.08003,325,4089,0.07171,0.08834
2011,5th Quintile,No,0.91997,3764,4089,0.91166,0.92829
2013,1st Quintile,Yes,0.14809,398,3100,0.13559,0.16060
2013,1st Quintile,No,0.85191,2702,3100,0.83940,0.86441
2013,2nd Quintile,Yes,0.10509,314,3441,0.09484,0.11534
2013,2nd Quintile,No,0.89491,3127,3441,0.88466,0.90516
2013,3rd Quintile,Yes,0.10630,337,3604,0.09624,0.11637
2013,3rd Quintile,No,0.89370,3267,3604,0.88363,0.90376
2013,4th Quintile,Yes,0.09038,338,3917,0.08140,0.09936
2013,4th Quintile,No,0.90962,3579,3917,0.90064,0.91860
2013,5th Quintile,Yes,0.07477,359,4800,0.06732,0.08221
2013,5th Quintile,No,0.92523,4441,4800,0.91779,0.93268
2015,1st Quintile,Yes,0.13212,575,5082,0.12281,0.14143
2015,1st Quintile,No,0.86788,4507,5082,0.85857,0.87719
2015,2nd Quintile,Yes,0.11289,505,5249,0.10432,0.12145
2015,2nd Quintile,No,0.88711,4744,5249,0.87855,0.89568
2015,3rd Quintile,Yes,0.08546,399,4842,0.07758,0.09333
2015,3rd Quintile,No,0.91454,4443,4842,0.90667,0.92242
2015,4th Quintile,Yes,0.08185,346,4755,0.07405,0.08964
2015,4th Quintile,No,0.91815,4409,4755,0.91036,0.92595
2015,5th Quintile,Yes,0.06620,357,5108,0.05938,0.07302
2015,5th Quintile,No,0.93380,4751,5108,0.92698,0.94062
2017,1st Quintile,Yes,0.13814,551,4717,0.12829,0.14798
2017,1st Quintile,No,0.86186,4166,4717,0.85202,0.87171
2017,2nd Quintile,Yes,0.10593,462,4793,0.09722,0.11465
2017,2nd Quintile,No,0.89407,4331,4793,0.88535,0.90278
2017,3rd Quintile,Yes,0.09608,377,4414,0.08738,0.10477
2017,3rd Quintile,No,0.90392,4037,4414,0.89523,0.91262
2017,4th Quintile,Yes,0.08418,336,4358,0.07594,0.09243
2017,4th Quintile,No,0.91582,4022,4358,0.90757,0.92406
2017,5th Quintile,Yes,0.06821,329,4554,0.06089,0.07554
2017,5th Quintile,No,0.93179,4225,4554,0.92446,0.93911
2019,1st Quintile,Yes,0.13719,545,4445,0.12708,0.14731
2019,1st Quintile,No,0.86281,3900,4445,0.85269,0.87292
2019,2nd Quintile,Yes,0.10037,467,4769,0.09184,0.10890
2019,2nd Quintile,No,0.89963,4302,4769,0.89110,0.90816
2019,3rd Quintile,Yes,0.10041,392,4422,0.09155,0.10927
2019,3rd Quintile,No,0.89959,4030,4422,0.89073,0.90845
2019,4th Quintile,Yes,0.07989,312,4273,0.07176,0.08802
2019,4th Quintile,No,0.92011,3961,4273,0.91198,0.92824
2019,5th Quintile,Yes,0.07890,368,4818,0.07129,0.08651
2019,5th Quintile,No,0.92110,4450,4818,0.91349,0.92871
2021,1st Quintile,Yes,0.14702,527,4772,0.13697,0.15707
2021,1st Quintile,No,0.85298,4245,4772,0.84293,0.86303
2021,2nd Quintile,Yes,0.11242,381,3528,0.10200,0.12285
2021,2nd Quintile,No,0.88758,3147,3528,0.87715,0.89800
2021,3rd Quintile,Yes,0.12088,322,3124,0.10944,0.13231
2021,3rd Quintile,No,0.87912,2802,3124,0.86769,0.89056
2021,4th Quintile,Yes,0.10856,314,3182,0.09775,0.11937
2021,4th Quintile,No,0.89144,2868,3182,0.88063,0.90225
2021,5th Quintile,Yes,0.09617,387,4254,0.08730,0.10503
2021,5th Quintile,No,0.90383,3867,4254,0.89497,0.91270
