year,migback,sex,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,male,Yes,0.07253,556,8519,0.06702,0.07804
2011,No migration background,male,No,0.92747,7963,8519,0.92196,0.93298
2011,No migration background,female,Yes,0.11819,1040,9414,0.11167,0.12471
2011,No migration background,female,No,0.88181,8374,9414,0.87529,0.88833
2011,Direct migration background,male,Yes,0.08704,75,892,0.06853,0.10554
2011,Direct migration background,male,No,0.91296,817,892,0.89446,0.93147
2011,Direct migration background,female,Yes,0.11567,139,1124,0.09696,0.13438
2011,Direct migration background,female,No,0.88433,985,1124,0.86562,0.90304
2011,Indirect migration background,male,No,0.96087,363,363,0.94090,0.98085
2011,Indirect migration background,female,Yes,0.08005,39,418,0.05401,0.10610
2011,Indirect migration background,female,No,0.91995,379,418,0.89390,0.94599
2013,No migration background,male,Yes,0.08244,549,7745,0.07632,0.08857
2013,No migration background,male,No,0.91756,7196,7745,0.91143,0.92368
2013,No migration background,female,Yes,0.11624,954,8676,0.10949,0.12298
2013,No migration background,female,No,0.88376,7722,8676,0.87702,0.89051
2013,Direct migration background,male,Yes,0.09926,69,752,0.07788,0.12065
2013,Direct migration background,male,No,0.90074,683,752,0.87935,0.92212
2013,Direct migration background,female,Yes,0.16472,125,994,0.14164,0.18779
2013,Direct migration background,female,No,0.83528,869,994,0.81221,0.85836
2013,Indirect migration background,male,No,0.93448,317,317,0.90719,0.96176
2013,Indirect migration background,female,No,0.90923,333,333,0.87832,0.94013
2015,No migration background,male,Yes,0.07505,604,8737,0.06952,0.08057
2015,No migration background,male,No,0.92495,8133,8737,0.91943,0.93048
2015,No migration background,female,Yes,0.11394,1105,10286,0.10780,0.12008
2015,No migration background,female,No,0.88606,9181,10286,0.87992,0.89220
2015,Direct migration background,male,Yes,0.08367,139,2001,0.07153,0.09580
2015,Direct migration background,male,No,0.91633,1862,2001,0.90420,0.92847
2015,Direct migration background,female,Yes,0.12555,250,2472,0.11249,0.13862
2015,Direct migration background,female,No,0.87445,2222,2472,0.86138,0.88751
2015,Indirect migration background,male,Yes,0.04948,33,721,0.03364,0.06532
2015,Indirect migration background,male,No,0.95052,688,721,0.93468,0.96636
2015,Indirect migration background,female,Yes,0.06320,53,823,0.04656,0.07983
2015,Indirect migration background,female,No,0.93680,770,823,0.92017,0.95344
2017,No migration background,male,Yes,0.07550,657,9364,0.07015,0.08085
2017,No migration background,male,No,0.92450,8707,9364,0.91915,0.92985
2017,No migration background,female,Yes,0.11326,1132,10747,0.10727,0.11925
2017,No migration background,female,No,0.88674,9615,10747,0.88075,0.89273
2017,Direct migration background,male,Yes,0.08111,171,2133,0.06952,0.09270
2017,Direct migration background,male,No,0.91889,1962,2133,0.90730,0.93048
2017,Direct migration background,female,Yes,0.13482,279,2683,0.12189,0.14774
2017,Direct migration background,female,No,0.86518,2404,2683,0.85226,0.87811
2017,Indirect migration background,male,Yes,0.05662,49,764,0.04022,0.07302
2017,Indirect migration background,male,No,0.94338,715,764,0.92698,0.95978
2017,Indirect migration background,female,Yes,0.09420,70,858,0.07464,0.11375
2017,Indirect migration background,female,No,0.90580,788,858,0.88625,0.92536
2019,No migration background,male,Yes,0.08376,724,9729,0.07826,0.08927
2019,No migration background,male,No,0.91624,9005,9729,0.91073,0.92174
2019,No migration background,female,Yes,0.11291,1084,10388,0.10682,0.11899
2019,No migration background,female,No,0.88709,9304,10388,0.88101,0.89318
2019,Direct migration background,male,Yes,0.09686,170,1805,0.08321,0.11051
2019,Direct migration background,male,No,0.90314,1635,1805,0.88949,0.91679
2019,Direct migration background,female,Yes,0.12170,224,2225,0.10812,0.13529
2019,Direct migration background,female,No,0.87830,2001,2225,0.86471,0.89188
2019,Indirect migration background,male,Yes,0.03988,40,745,0.02582,0.05394
2019,Indirect migration background,male,No,0.96012,705,745,0.94606,0.97418
2019,Indirect migration background,female,Yes,0.08907,71,828,0.06966,0.10849
2019,Indirect migration background,female,No,0.91093,757,828,0.89151,0.93034
2021,No migration background,male,Yes,0.09257,525,6164,0.08533,0.09981
2021,No migration background,male,No,0.90743,5639,6164,0.90019,0.91467
2021,No migration background,female,Yes,0.13240,878,6882,0.12440,0.14041
2021,No migration background,female,No,0.86760,6004,6882,0.85959,0.87560
2021,Direct migration background,male,Yes,0.10367,198,2685,0.09214,0.11521
2021,Direct migration background,male,No,0.89633,2487,2685,0.88479,0.90786
2021,Direct migration background,female,Yes,0.15470,260,2499,0.14052,0.16888
2021,Direct migration background,female,No,0.84530,2239,2499,0.83112,0.85948
2021,Indirect migration background,male,Yes,0.13641,35,440,0.10430,0.16851
2021,Indirect migration background,male,No,0.86359,405,440,0.83149,0.89570
2021,Indirect migration background,female,Yes,0.11912,54,486,0.09029,0.14795
2021,Indirect migration background,female,No,0.88088,432,486,0.85205,0.90971
