year,bula_h,pgisced97,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Lower Secondary Level,No,0.88018,58,58,0.79588,0.96449
2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.09409,36,358,0.06381,0.12438
2011,Schleswig-Holstein,Upper Secondary Level,No,0.90591,322,358,0.87562,0.93619
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.98093,44,44,0.94006,1.02181
2011,Schleswig-Holstein,First Stage of Tertiary Education,No,0.97966,44,44,0.93746,1.02185
2011,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.94752,99,99,0.90337,0.99167
2011,Hamburg,Upper Secondary Level,No,0.90263,126,126,0.85065,0.95460
2011,Hamburg,Second Stage of Tertiary Education,No,0.85582,85,85,0.78070,0.93094
2011,Lower Saxony,No answer / don't know,No,0.98873,32,32,0.95158,1.02589
2011,Lower Saxony,Lower Secondary Level,No,0.88000,204,204,0.83530,0.92471
2011,Lower Saxony,Upper Secondary Level,Yes,0.09288,88,1029,0.07514,0.11062
2011,Lower Saxony,Upper Secondary Level,No,0.90712,941,1029,0.88938,0.92486
2011,Lower Saxony,Post-secondary Non-tertiary Level,No,0.94423,100,100,0.89902,0.98943
2011,Lower Saxony,First Stage of Tertiary Education,No,0.92599,102,102,0.87494,0.97705
2011,Lower Saxony,Second Stage of Tertiary Education,No,0.90858,318,318,0.87685,0.94030
2011,Bremen,Upper Secondary Level,No,0.86317,55,55,0.77151,0.95483
2011,North Rhine-Westphalia,No answer / don't know,No,0.96446,81,81,0.92388,1.00503
2011,North Rhine-Westphalia,Pre-primary Level,No,0.98408,84,84,0.95714,1.01101
2011,North Rhine-Westphalia,Primary Level,No,0.88481,70,70,0.80949,0.96014
2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14762,70,478,0.11579,0.17946
2011,North Rhine-Westphalia,Lower Secondary Level,No,0.85238,408,478,0.82054,0.88421
2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.10027,202,1997,0.08710,0.11345
2011,North Rhine-Westphalia,Upper Secondary Level,No,0.89973,1795,1997,0.88655,0.91290
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.93307,295,295,0.90450,0.96164
2011,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.92389,232,232,0.88970,0.95809
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.08326,64,835,0.06451,0.10201
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.91674,771,835,0.89799,0.93549
2011,Hesse,Lower Secondary Level,Yes,0.21830,34,151,0.15219,0.28440
2011,Hesse,Lower Secondary Level,No,0.78170,117,151,0.71560,0.84781
