year,pgisced97,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,No,0.95499,296,296,0.93134,0.97865
2011,Pre-primary Level,No,0.98813,309,309,0.97603,1.00022
2011,Primary Level,No,0.87866,205,205,0.83385,0.92347
2011,Lower Secondary Level,Yes,0.13765,290,2166,0.12313,0.15216
2011,Lower Secondary Level,No,0.86235,1876,2166,0.84784,0.87687
2011,Upper Secondary Level,Yes,0.09703,962,10490,0.09136,0.10269
2011,Upper Secondary Level,No,0.90297,9528,10490,0.89731,0.90864
2011,Post-secondary Non-tertiary Level,Yes,0.05895,84,1200,0.04562,0.07228
2011,Post-secondary Non-tertiary Level,No,0.94105,1116,1200,0.92772,0.95438
2011,First Stage of Tertiary Education,Yes,0.08651,124,1445,0.07201,0.10101
2011,First Stage of Tertiary Education,No,0.91349,1321,1445,0.89899,0.92799
2011,Second Stage of Tertiary Education,Yes,0.08645,358,4588,0.07832,0.09458
2011,Second Stage of Tertiary Education,No,0.91355,4230,4588,0.90542,0.92168
2013,No answer / don't know,No,0.93725,253,253,0.90731,0.96719
2013,Pre-primary Level,No,0.98154,256,256,0.96502,0.99806
2013,Primary Level,No,0.86661,168,168,0.81504,0.91818
2013,Lower Secondary Level,Yes,0.13420,237,1851,0.11867,0.14974
2013,Lower Secondary Level,No,0.86580,1614,1851,0.85026,0.88133
2013,Upper Secondary Level,Yes,0.10607,912,9407,0.09985,0.11229
2013,Upper Secondary Level,No,0.89393,8495,9407,0.88771,0.90015
2013,Post-secondary Non-tertiary Level,Yes,0.10419,95,1096,0.08609,0.12228
2013,Post-secondary Non-tertiary Level,No,0.89581,1001,1096,0.87772,0.91391
2013,First Stage of Tertiary Education,Yes,0.10057,111,1323,0.08436,0.11678
2013,First Stage of Tertiary Education,No,0.89943,1212,1323,0.88322,0.91564
2013,Second Stage of Tertiary Education,Yes,0.08050,345,4466,0.07252,0.08848
2013,Second Stage of Tertiary Education,No,0.91950,4121,4466,0.91152,0.92748
2015,No answer / don't know,Yes,0.07119,41,614,0.05083,0.09155
2015,No answer / don't know,No,0.92881,573,614,0.90845,0.94917
2015,Pre-primary Level,No,0.97154,344,344,0.95394,0.98914
2015,Primary Level,Yes,0.17208,51,409,0.13545,0.20870
2015,Primary Level,No,0.82792,358,409,0.79130,0.86455
2015,Lower Secondary Level,Yes,0.12538,292,2673,0.11283,0.13794
2015,Lower Secondary Level,No,0.87462,2381,2673,0.86206,0.88717
2015,Upper Secondary Level,Yes,0.10172,1074,11649,0.09623,0.10721
2015,Upper Secondary Level,No,0.89828,10575,11649,0.89279,0.90377
2015,Post-secondary Non-tertiary Level,Yes,0.06619,153,1952,0.05516,0.07722
2015,Post-secondary Non-tertiary Level,No,0.93381,1799,1952,0.92278,0.94484
2015,First Stage of Tertiary Education,Yes,0.10943,140,1520,0.09373,0.12513
