"ple0011","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","kein Migrationshintergrund","Staedtischer Raum","1005","","",""
"Ja","2011","kein Migrationshintergrund","Laendlicher Raum","591","0.0910927217599823","0.0842541826748659","0.0979312608450988"
"Ja","2011","direkter Migrationshintergrund","Staedtischer Raum","162","","",""
"Ja","2011","direkter Migrationshintergrund","Laendlicher Raum","52","0.106598174193013","0.0787577792007886","0.134438569185236"
"Ja","2011","indirekter Migrationshintergrund","Staedtischer Raum","42","0.0573185064674567","0.0394897347686856","0.0751472781662278"
"Ja","2011","indirekter Migrationshintergrund","Laendlicher Raum","12","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein","2011","kein Migrationshintergrund","Staedtischer Raum","10132","","",""
"Nein","2011","kein Migrationshintergrund","Laendlicher Raum","6210","0.908907278240018","0.902068739154901","0.915745817325134"
"Nein","2011","direkter Migrationshintergrund","Staedtischer Raum","1381","","",""
"Nein","2011","direkter Migrationshintergrund","Laendlicher Raum","420","0.893401825806987","0.865561430814764","0.921242220799211"
"Nein","2011","indirekter Migrationshintergrund","Staedtischer Raum","611","0.942681493532543","0.924852721833772","0.960510265231314"
"Nein","2011","indirekter Migrationshintergrund","Laendlicher Raum","127","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Ja","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Ja","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nein","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nein","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nein","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja","2013","kein Migrationshintergrund","Staedtischer Raum","954","0.104537964718338","0.0985913530798071","0.110484576356869"
"Ja","2013","kein Migrationshintergrund","Laendlicher Raum","553","0.0914013323905056","0.0842807413223657","0.0985219234586455"
"Ja","2013","direkter Migrationshintergrund","Staedtischer Raum","139","","",""
"Ja","2013","direkter Migrationshintergrund","Laendlicher Raum","49","0.125241378812105","0.0930452904956043","0.157437467128605"
"Ja","2013","indirekter Migrationshintergrund","Staedtischer Raum","45","0.0842793781957538","0.0615329642303547","0.107025792161153"
"Ja","2013","indirekter Migrationshintergrund","Laendlicher Raum","6","0.056813576686444","0.0183308774290153","0.0952962759438727"
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein","2013","kein Migrationshintergrund","Staedtischer Raum","9215","0.895462035281662","0.889515423643131","0.901408646920193"
"Nein","2013","kein Migrationshintergrund","Laendlicher Raum","5739","0.908598667609494","0.901478076541354","0.915719258677634"
"Nein","2013","direkter Migrationshintergrund","Staedtischer Raum","1148","","",""
"Nein","2013","direkter Migrationshintergrund","Laendlicher Raum","357","0.874758621187895","0.842562532871395","0.906954709504396"
