year,pgisced97,quintil_oecd,ple0011,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2011,in school,1st Quintile,No,0.9333333333333333,41903,0.930944937682503,0.9357217289841637
2011,in school,1st Quintile,Yes,0.06666666666666667,41903,0.06427827101583632,0.06905506231749702
2011,in school,2nd Quintile,No,0.9259259259259259,41903,0.9234183461939715,0.9284335056578804
2011,in school,2nd Quintile,Yes,0.07407407407407407,41903,0.07156649434211956,0.07658165380602858
2011,in school,3rd Quintile,No,1.0,41903,1.0,1.0
2011,in school,4th Quintile,No,0.9871794871794872,41903,0.9861023171216653,0.9882566572373092
2011,in school,4th Quintile,Yes,0.01282051282051282,41903,0.011743342762690855,0.013897682878334785
2011,in school,5th Quintile,No,1.0,41903,1.0,1.0
2011,inadequately,1st Quintile,No,0.925,41903,0.9224780584844318,0.9275219415155683
2011,inadequately,1st Quintile,Yes,0.075,41903,0.0724780584844317,0.0775219415155683
2011,inadequately,2nd Quintile,No,0.9117647058823529,41903,0.9090489165996763,0.9144804951650295
2011,inadequately,2nd Quintile,Yes,0.08823529411764706,41903,0.08551950483497053,0.0909510834003236
2011,inadequately,3rd Quintile,No,0.8275862068965517,41903,0.8239693932053659,0.8312030205877375
2011,inadequately,3rd Quintile,Yes,0.1724137931034483,41903,0.16879697941226246,0.17603060679463411
2011,inadequately,4th Quintile,No,0.9090909090909091,41903,0.9063383235278076,0.9118434946540105
2011,inadequately,4th Quintile,Yes,0.09090909090909091,41903,0.08815650534598951,0.09366167647219231
2011,inadequately,5th Quintile,No,1.0,41903,1.0,1.0
2011,general elementary,1st Quintile,No,0.8067796610169492,41903,0.802999264074147,0.8105600579597514
2011,general elementary,1st Quintile,Yes,0.19322033898305085,41903,0.18943994204024872,0.197000735925853
2011,general elementary,2nd Quintile,No,0.8571428571428571,41903,0.8537923457573162,0.860493368528398
2011,general elementary,2nd Quintile,Yes,0.14285714285714285,41903,0.139506631471602,0.1462076542426837
2011,general elementary,3rd Quintile,No,0.8911917098445595,41903,0.8882101050733727,0.8941733146157463
2011,general elementary,3rd Quintile,Yes,0.10880829015544041,41903,0.10582668538425356,0.11178989492662726
2011,general elementary,4th Quintile,No,0.8790035587188612,41903,0.8758809675427187,0.8821261498950036
2011,general elementary,4th Quintile,Yes,0.12099644128113879,41903,0.11787385010499637,0.1241190324572812
2011,general elementary,5th Quintile,No,0.9044585987261147,41903,0.9016439534966733,0.9072732439555561
2011,general elementary,5th Quintile,Yes,0.09554140127388536,41903,0.092726756044444,0.09835604650332672
2011,middle vocational,1st Quintile,No,0.8717241379310345,41903,0.8685223282034331,0.874925947658636
2011,middle vocational,1st Quintile,Yes,0.12827586206896552,41903,0.12507405234136415,0.1314776717965669
2011,middle vocational,2nd Quintile,No,0.8942229454841334,41903,0.8912781702474143,0.8971677207208525
2011,middle vocational,2nd Quintile,Yes,0.10577705451586655,41903,0.10283227927914747,0.10872182975258564
2011,middle vocational,3rd Quintile,No,0.9135044642857143,41903,0.9108130181269651,0.9161959104444635
2011,middle vocational,3rd Quintile,Yes,0.08649553571428571,41903,0.0838040895555366,0.08918698187303482
2011,middle vocational,4th Quintile,No,0.9226493747105141,41903,0.920091473466241,0.9252072759547872
2011,middle vocational,4th Quintile,Yes,0.07735062528948587,41903,0.07479272404521276,0.07990852653375899
2011,middle vocational,5th Quintile,No,0.9095188284518828,41903,0.9067720826619767,0.9122655742417889
2011,middle vocational,5th Quintile,Yes,0.09048117154811715,41903,0.08773442575821105,0.09322791733802324
2011,vocational + Abi,1st Quintile,No,0.8490566037735849,41903,0.8456288557138738,0.8524843518332961
2011,vocational + Abi,1st Quintile,Yes,0.1509433962264151,41903,0.14751564816670393,0.15437114428612625
2011,vocational + Abi,2nd Quintile,No,0.956989247311828,41903,0.9550466822951845,0.9589318123284715
2011,vocational + Abi,2nd Quintile,Yes,0.043010752688172046,41903,0.041068187671528554,0.04495331770481554
2011,vocational + Abi,3rd Quintile,No,0.9342105263157895,41903,0.9318367811289536,0.9365842715026254
2011,vocational + Abi,3rd Quintile,Yes,0.06578947368421052,41903,0.06341572849737463,0.06816321887104641
2011,vocational + Abi,4th Quintile,No,0.9467680608365019,41903,0.9446185410074097,0.9489175806655941
2011,vocational + Abi,4th Quintile,Yes,0.053231939163498096,41903,0.05108241933440597,0.05538145899259022
2011,vocational + Abi,5th Quintile,No,0.899135446685879,41903,0.8962519772172027,0.9020189161545552
2011,vocational + Abi,5th Quintile,Yes,0.10086455331412104,41903,0.09798108384544478,0.10374802278279731
2011,higher vocational,1st Quintile,No,0.8095238095238095,41903,0.8057639754922198,0.8132836435553993
2011,higher vocational,1st Quintile,Yes,0.19047619047619047,41903,0.1867163564446007,0.19423602450778024
2011,higher vocational,2nd Quintile,No,0.9035087719298246,41903,0.9006816560079063,0.9063358878517429
2011,higher vocational,2nd Quintile,Yes,0.09649122807017543,41903,0.09366411214825716,0.0993183439920937
2011,higher vocational,3rd Quintile,No,0.8571428571428571,41903,0.8537923457573162,0.860493368528398
2011,higher vocational,3rd Quintile,Yes,0.14285714285714285,41903,0.139506631471602,0.1462076542426837
2011,higher vocational,4th Quintile,No,0.9263456090651558,41903,0.9238445764352491,0.9288466416950626
2011,higher vocational,4th Quintile,Yes,0.07365439093484419,41903,0.07115335830493741,0.07615542356475097
2011,higher vocational,5th Quintile,No,0.933806146572104,41903,0.9314256327416737,0.9361866604025344
2011,higher vocational,5th Quintile,Yes,0.06619385342789598,41903,0.06381333959746557,0.06857436725832639
2011,higher education,1st Quintile,No,0.8706896551724138,41903,0.8674768688659215,0.8739024414789062
2011,higher education,1st Quintile,Yes,0.12931034482758622,41903,0.12609755852109383,0.1325231311340786
2011,higher education,2nd Quintile,No,0.8963730569948186,41903,0.8934548623692581,0.8992912516203792
