year,pgisced97,sampreg,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,West,No,0.96126,252,252,0.93739,0.98513
2011,No answer / don't know,East,No,0.89991,44,44,0.81021,0.98962
2011,Pre-primary Level,West,No,0.98790,275,275,0.97496,1.00085
2011,Pre-primary Level,East,No,0.99062,34,34,0.95773,1.02351
2011,Primary Level,West,No,0.87044,179,179,0.82111,0.91977
2011,Lower Secondary Level,West,Yes,0.14161,253,1869,0.12580,0.15743
2011,Lower Secondary Level,West,No,0.85839,1616,1869,0.84257,0.87420
2011,Lower Secondary Level,East,Yes,0.10590,37,297,0.07085,0.14096
2011,Lower Secondary Level,East,No,0.89410,260,297,0.85904,0.92915
2011,Upper Secondary Level,West,Yes,0.10089,758,7862,0.09423,0.10755
2011,Upper Secondary Level,West,No,0.89911,7104,7862,0.89245,0.90577
2011,Upper Secondary Level,East,Yes,0.08141,204,2628,0.07095,0.09186
2011,Upper Secondary Level,East,No,0.91859,2424,2628,0.90814,0.92905
2011,Post-secondary Non-tertiary Level,West,Yes,0.05076,71,1023,0.03730,0.06422
2011,Post-secondary Non-tertiary Level,West,No,0.94924,952,1023,0.93578,0.96270
2011,Post-secondary Non-tertiary Level,East,No,0.87744,164,164,0.82710,0.92778
2011,First Stage of Tertiary Education,West,Yes,0.07838,81,1044,0.06207,0.09470
2011,First Stage of Tertiary Education,West,No,0.92162,963,1044,0.90530,0.93793
2011,First Stage of Tertiary Education,East,Yes,0.11434,43,401,0.08315,0.14553
2011,First Stage of Tertiary Education,East,No,0.88566,358,401,0.85447,0.91685
2011,Second Stage of Tertiary Education,West,Yes,0.08072,238,3300,0.07143,0.09002
2011,Second Stage of Tertiary Education,West,No,0.91928,3062,3300,0.90998,0.92857
2011,Second Stage of Tertiary Education,East,Yes,0.10748,120,1288,0.09056,0.12440
2011,Second Stage of Tertiary Education,East,No,0.89252,1168,1288,0.87560,0.90944
2013,No answer / don't know,West,No,0.93623,217,217,0.90364,0.96881
2013,No answer / don't know,East,No,0.94812,36,36,0.87464,1.02160
2013,Pre-primary Level,West,No,0.98365,224,224,0.96700,1.00029
2013,Pre-primary Level,East,No,0.95960,32,32,0.89028,1.02891
2013,Primary Level,West,No,0.84508,137,137,0.78427,0.90589
2013,Lower Secondary Level,West,Yes,0.13801,214,1605,0.12113,0.15489
2013,Lower Secondary Level,West,No,0.86199,1391,1605,0.84511,0.87887
2013,Lower Secondary Level,East,No,0.89575,223,223,0.85556,0.93595
2013,Upper Secondary Level,West,Yes,0.10964,702,7051,0.10235,0.11694
2013,Upper Secondary Level,West,No,0.89036,6349,7051,0.88306,0.89765
2013,Upper Secondary Level,East,Yes,0.09246,210,2356,0.08076,0.10415
2013,Upper Secondary Level,East,No,0.90754,2146,2356,0.89585,0.91924
2013,Post-secondary Non-tertiary Level,West,Yes,0.10731,86,926,0.08736,0.12726
