year,ple0011,bula_h,sex,proportion,n,lower_confidence,upper_confidence
2011,Yes,North Rhine-Westphalia,female,0.12929184549356224,41903,0.1260792548803035,0.13250443610682097
2011,Yes,Bavaria,female,0.10836909871244635,41903,0.10539278435518919,0.11134541306970351
2011,Yes,North Rhine-Westphalia,male,0.08261802575107297,41903,0.07998202202087282,0.08525402948127311
2011,Yes,Baden-Wuerttemberg,female,0.0638412017167382,41903,0.06150043140170224,0.06618197203177414
2011,Yes,Bavaria,male,0.05740343347639485,41903,0.05517620190349674,0.059630665049292965
2011,Yes,Lower Saxony,female,0.055793991416309016,41903,0.05359633088572456,0.05799165194689347
2011,Yes,Hesse,female,0.05203862660944206,41903,0.04991199753658091,0.0541652556823032
2011,Yes,"Rhineland-Palatinate, Saarland",female,0.04291845493562232,41903,0.04097788176213481,0.04485902810910983
2011,Yes,Baden-Wuerttemberg,male,0.03755364806866953,41903,0.035733327634873455,0.039373968502465606
2011,Yes,Saxony,female,0.03648068669527897,41903,0.03468555949552559,0.03827581389503235
2011,Yes,Saxony-Anhalt,female,0.03165236051502146,41903,0.029976058705514917,0.033328662324528004
2011,Yes,Lower Saxony,male,0.0305793991416309,41903,0.028930841605559296,0.03222795667770251
2011,Yes,Brandenburg,female,0.029506437768240343,41903,0.0278861646264154,0.031126710910065285
2011,Yes,Berlin,female,0.028433476394849784,41903,0.02684205656661549,0.030024896223084078
2011,Yes,Thuringa,female,0.023605150214592276,41903,0.022151534407075096,0.025058766022109456
2011,Yes,Mecklenburg-Western Pomerania,female,0.021995708154506438,41903,0.02059136620957037,0.023400050099442505
2011,Yes,Hesse,male,0.021995708154506438,41903,0.02059136620957037,0.023400050099442505
2011,Yes,"Rhineland-Palatinate, Saarland",male,0.02092274678111588,41903,0.01955233418183589,0.022293159380395867
2011,Yes,Schleswig-Holstein,female,0.02092274678111588,41903,0.01955233418183589,0.022293159380395867
2011,Yes,Saxony,male,0.0203862660944206,41903,0.019033166419251197,0.021739365769590003
2011,Yes,Thuringa,male,0.018240343347639486,41903,0.016959038089845918,0.019521648605433053
2011,Yes,Brandenburg,male,0.012875536480686695,41903,0.01179608745856223,0.01395498550281116
2011,Yes,Saxony-Anhalt,male,0.012339055793991416,41903,0.011282047446326536,0.013396064141656295
2011,Yes,Berlin,male,0.011802575107296138,41903,0.010768519823232313,0.012836630391359963
2011,Yes,Schleswig-Holstein,male,0.008583690987124463,41903,0.0077004106153918065,0.00946697135885712
2011,Yes,Hamburg,female,0.006974248927038627,41903,0.0061774247728661295,0.0077710730812111245
2011,Yes,Mecklenburg-Western Pomerania,male,0.006437768240343348,41903,0.005671997586601095,0.0072035388940856005
2011,Yes,Hamburg,male,0.003218884120171674,41903,0.0026765260772895344,0.0037612421630538132
2011,Yes,Bremen,female,0.001609442060085837,41903,0.0012256275238282795,0.0019932565963433945
2011,Yes,Bremen,male,0.001609442060085837,41903,0.0012256275238282795,0.0019932565963433945
2011,No,North Rhine-Westphalia,female,0.10185920864452566,41903,0.09896315986580088,0.10475525742325044
2011,No,North Rhine-Westphalia,male,0.09603262884686689,41903,0.09321152353206509,0.09885373416166869
2011,No,Bavaria,female,0.0782350760103819,41903,0.07566382570523385,0.08080632631552996
2011,No,Bavaria,male,0.07405053233751788,41903,0.07154331923606962,0.07655774543896614
2011,No,Baden-Wuerttemberg,female,0.06356268870173208,41903,0.06122668246808825,0.06589869493537591
2011,No,Baden-Wuerttemberg,male,0.05805392234758197,41903,0.05581487994759022,0.06029296474757372
2011,No,Lower Saxony,female,0.04793686106255628,41903,0.045891353051533995,0.04998236907357856
2011,No,Lower Saxony,male,0.04459981990571534,41903,0.042623338537035725,0.04657630127439496
2011,No,Hesse,female,0.034747603156946874,41903,0.03299406030360072,0.03650114601029303
2011,No,Saxony,female,0.034588696435192544,41903,0.03283902379795758,0.03633836907242751
2011,No,Saxony,male,0.03411197626992955,41903,0.032373973981566634,0.03584997855829247
2011,No,Hesse,male,0.03257587795963769,41903,0.030876108454185865,0.034275647465089515
2011,No,"Rhineland-Palatinate, Saarland",female,0.03066899729858573,41903,0.029018102675091327,0.03231989192208013
2011,No,"Rhineland-Palatinate, Saarland",male,0.026908204883733248,41903,0.02535884330828177,0.028457566459184725
2011,No,Thuringa,female,0.022458816674612,41903,0.02104010389938017,0.023877529449843834
2011,No,Brandenburg,female,0.021558345251337464,41903,0.020167724547389652,0.022948965955285276
2011,No,Saxony-Anhalt,female,0.021134593993325918,41903,0.01975741002742982,0.022511777959222018
2011,No,Brandenburg,male,0.020975687271571588,41903,0.019603579098829996,0.02234779544431318
2011,No,Saxony-Anhalt,male,0.020445998199057153,41903,0.019090958985092624,0.02180103741302168
2011,No,Thuringa,male,0.02023412257005138,41903,0.018885976791439402,0.02158226834866336
2011,No,Berlin,female,0.01959849568303406,41903,0.018271263615654273,0.020925727750413847
2011,No,Berlin,male,0.017797552836484983,41903,0.016531609799814582,0.019063495873155385
2011,No,Schleswig-Holstein,female,0.01620848561894168,41903,0.01499940218990022,0.01741756904798314
2011,No,Schleswig-Holstein,male,0.015360983102918587,41903,0.014183427185803071,0.016538539020034104
2011,No,Mecklenburg-Western Pomerania,female,0.012235817575083427,41903,0.011183185385541755,0.013288449764625098
2011,No,Mecklenburg-Western Pomerania,male,0.012235817575083427,41903,0.011183185385541755,0.013288449764625098
2011,No,Hamburg,female,0.007733460458710737,41903,0.006894706426733994,0.00857221449068748
2011,No,Hamburg,male,0.007733460458710737,41903,0.006894706426733994,0.00857221449068748
