"ple0011","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","743","0.131332806278491","0.122823151271709","0.139842461285274"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","111","0.128264586945389","0.106296167316122","0.150233006574656"
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","401","0.0799310484491625","0.0725281515888119","0.0873339453095131"
"Ja","2011","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","103","0.0529969611529088","0.0429368733486173","0.0630570489572003"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","30","0.0564629871812557","0.0336431147720835","0.0792828595904279"
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","319","0.0873223511086194","0.0786915999002614","0.0959531023169775"
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","35","0.0909504691491513","0.0616520981349112","0.120248840163391"
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","345","0.93697253093629","0.911938996612832","0.962006065259748"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","113","0.838828832567581","0.776103716130839","0.901553949004323"
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","65","0.982075713621228","0.950306672095887","1.01384475514657"
"Nein","2011","Hauptschule","kein Migrationshintergrund","5309","0.868667193721508","0.860157538714726","0.877176848728291"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","779","0.871735413054611","0.849766993425344","0.893703832683878"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","185","0.883969732446774","0.840446537572597","0.927492927320951"
"Nein","2011","Realschule","kein Migrationshintergrund","4754","0.920068951550837","0.912666054690487","0.927471848411188"
