year,migback,sampreg,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,West,Yes,0.09631,1178,13165,0.09127,0.10135
2011,No migration background,West,No,0.90369,11987,13165,0.89865,0.90873
2011,No migration background,East,Yes,0.09371,418,4768,0.08544,0.10198
2011,No migration background,East,No,0.90629,4350,4768,0.89802,0.91456
2011,Direct migration background,West,Yes,0.10316,206,1921,0.08955,0.11676
2011,Direct migration background,West,No,0.89684,1715,1921,0.88324,0.91045
2011,Direct migration background,East,No,0.91824,87,87,0.86033,0.97615
2011,Indirect migration background,West,Yes,0.05982,53,754,0.04288,0.07676
2011,Indirect migration background,West,No,0.94018,701,754,0.92324,0.95712
2011,Indirect migration background,East,No,0.98821,41,41,0.95476,1.02166
2013,No migration background,West,Yes,0.10155,1126,12098,0.09617,0.10693
2013,No migration background,West,No,0.89845,10972,12098,0.89307,0.90383
2013,No migration background,East,Yes,0.09297,377,4323,0.08432,0.10163
2013,No migration background,East,No,0.90703,3946,4323,0.89837,0.91568
2013,Direct migration background,West,Yes,0.13353,188,1655,0.11714,0.14992
2013,Direct migration background,West,No,0.86647,1467,1655,0.85008,0.88286
2013,Direct migration background,East,No,0.84848,85,85,0.77180,0.92516
2013,Indirect migration background,West,Yes,0.08127,49,661,0.06042,0.10211
2013,Indirect migration background,West,No,0.91873,612,661,0.89789,0.93958
2015,No migration background,West,Yes,0.09463,1280,14178,0.08982,0.09945
2015,No migration background,West,No,0.90537,12898,14178,0.90055,0.91018
2015,No migration background,East,Yes,0.09657,429,4845,0.08825,0.10489
2015,No migration background,East,No,0.90343,4416,4845,0.89511,0.91175
2015,Direct migration background,West,Yes,0.10536,369,4157,0.09602,0.11469
2015,Direct migration background,West,No,0.89464,3788,4157,0.88531,0.90398
2015,Direct migration background,East,No,0.89325,296,296,0.85802,0.92849
2015,Indirect migration background,West,Yes,0.05660,83,1452,0.04471,0.06849
2015,Indirect migration background,West,No,0.94340,1369,1452,0.93151,0.95529
2015,Indirect migration background,East,No,0.96111,89,89,0.92072,1.00151
2017,No migration background,West,Yes,0.09607,1355,15004,0.09136,0.10079
2017,No migration background,West,No,0.90393,13649,15004,0.89921,0.90864
2017,No migration background,East,Yes,0.08935,434,5107,0.08152,0.09717
2017,No migration background,East,No,0.91065,4673,5107,0.90283,0.91848
2017,Direct migration background,West,Yes,0.11155,425,4432,0.10228,0.12082
2017,Direct migration background,West,No,0.88845,4007,4432,0.87918,0.89772
2017,Direct migration background,East,No,0.92522,359,359,0.89797,0.95247
2017,Indirect migration background,West,Yes,0.07558,114,1523,0.06230,0.08886
2017,Indirect migration background,West,No,0.92442,1409,1523,0.91114,0.93770
2017,Indirect migration background,East,No,0.95188,94,94,0.90839,0.99538
2019,No migration background,Does not apply,No,0.92336,60,60,0.85548,0.99124
2019,No migration background,West,Yes,0.10082,1375,14941,0.09599,0.10564
2019,No migration background,West,No,0.89918,13566,14941,0.89436,0.90401
2019,No migration background,East,Yes,0.09020,427,5115,0.08235,0.09805
2019,No migration background,East,No,0.90980,4688,5115,0.90195,0.91765
2019,Direct migration background,West,Yes,0.11221,373,3714,0.10205,0.12236
2019,Direct migration background,West,No,0.88779,3341,3714,0.87764,0.89795
2019,Direct migration background,East,No,0.93431,292,292,0.90585,0.96278
2019,Indirect migration background,West,Yes,0.06500,105,1449,0.05230,0.07770
2019,Indirect migration background,West,No,0.93500,1344,1449,0.92230,0.94770
2019,Indirect migration background,East,No,0.96683,113,113,0.93367,1.00000
2021,No migration background,West,Yes,0.11548,1089,9824,0.10916,0.12180
2021,No migration background,West,No,0.88452,8735,9824,0.87820,0.89084
2021,No migration background,East,Yes,0.10271,316,3229,0.09224,0.11318
2021,No migration background,East,No,0.89729,2913,3229,0.88682,0.90776
2021,Direct migration background,West,Yes,0.13541,433,4648,0.12558,0.14525
2021,Direct migration background,West,No,0.86459,4215,4648,0.85475,0.87442
2021,Direct migration background,East,No,0.95395,511,511,0.93576,0.97214
2021,Indirect migration background,West,Yes,0.13276,82,844,0.10985,0.15566
2021,Indirect migration background,West,No,0.86724,762,844,0.84434,0.89015
2021,Indirect migration background,East,No,0.95366,75,75,0.90577,1.00156
