year,age_gr,regtyp,region_secnat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,30-45 y.,Urban regions,Eastern Europe,0.00836,46,46,-0.01824,0.03496
2001,30-45 y.,Urban regions,Eastern Europe,0.00731,36,36,-0.02091,0.03553
2003,30-45 y.,Urban regions,Eastern Europe,0.00945,36,36,-0.02261,0.04151
2005,30-45 y.,Urban regions,Eastern Europe,0.01115,33,33,-0.02523,0.04753
2007,30-45 y.,Urban regions,Eastern Europe,0.01015,33,33,-0.02458,0.04488
2008,30-45 y.,Urban regions,Eastern Europe,0.01174,32,32,-0.02618,0.04967
2008,46-65 y.,Urban regions,Eastern Europe,0.00928,34,34,-0.02344,0.04200
2009,30-45 y.,Urban regions,Eastern Europe,0.01481,31,31,-0.02841,0.05803
2009,46-65 y.,Urban regions,Eastern Europe,0.01006,34,34,-0.02399,0.04411
2010,17-29 y.,Urban regions,Eastern Europe,0.00885,33,33,-0.02360,0.04129
2010,30-45 y.,Urban regions,Southern Europe,0.00671,38,109,-0.00869,0.02211
2010,30-45 y.,Urban regions,Eastern Europe,0.01483,71,109,-0.00797,0.03762
2010,46-65 y.,Urban regions,Eastern Europe,0.01039,40,40,-0.02144,0.04223
2011,30-45 y.,Urban regions,Southern Europe,0.00711,34,34,-0.02156,0.03579
2011,46-65 y.,Urban regions,Eastern Europe,0.01057,50,50,-0.01806,0.03920
2012,30-45 y.,Urban regions,Southern Europe,0.00656,41,118,-0.00807,0.02119
2012,30-45 y.,Urban regions,Eastern Europe,0.01561,77,118,-0.00685,0.03807
2012,46-65 y.,Urban regions,Eastern Europe,0.01287,56,56,-0.01692,0.04266
2013,17-29 y.,Urban regions,Southern Europe,0.00489,51,183,-0.00524,0.01502
2013,17-29 y.,Urban regions,Western Asia,0.00596,42,183,-0.00522,0.01715
2013,17-29 y.,Urban regions,Eastern Europe,0.01046,90,183,-0.00432,0.02524
2013,17-29 y.,Rural regions,Eastern Europe,0.00650,38,38,-0.01939,0.03238
2013,30-45 y.,Urban regions,Southern Europe,0.00399,60,282,-0.00338,0.01136
2013,30-45 y.,Urban regions,Western Asia,0.00316,42,282,-0.00340,0.00972
2013,30-45 y.,Urban regions,Eastern Europe,0.01237,180,282,-0.00055,0.02529
2013,30-45 y.,Rural regions,Eastern Europe,0.00759,63,63,-0.01401,0.02919
2013,46-65 y.,Urban regions,Eastern Europe,0.01055,115,115,-0.00821,0.02930
2013,46-65 y.,Rural regions,Eastern Europe,0.00735,63,63,-0.01391,0.02860
2014,17-29 y.,Urban regions,Southern Europe,0.00403,43,147,-0.00625,0.01431
2014,17-29 y.,Urban regions,Western Asia,0.00671,36,147,-0.00653,0.01996
2014,17-29 y.,Urban regions,Eastern Europe,0.00738,68,147,-0.00650,0.02126
2014,30-45 y.,Urban regions,Southern Europe,0.00444,61,249,-0.00383,0.01271
2014,30-45 y.,Urban regions,Western Asia,0.00278,35,249,-0.00377,0.00934
2014,30-45 y.,Urban regions,Eastern Europe,0.01274,153,249,-0.00122,0.02669
2014,30-45 y.,Rural regions,Eastern Europe,0.00698,56,56,-0.01502,0.02897
2014,46-65 y.,Urban regions,Eastern Europe,0.00941,117,117,-0.00816,0.02698
2014,46-65 y.,Rural regions,Eastern Europe,0.00797,53,53,-0.01620,0.03214
2015,17-29 y.,Urban regions,Western Asia,0.00838,35,103,-0.00931,0.02607
2015,17-29 y.,Urban regions,Eastern Europe,0.00823,68,103,-0.00930,0.02577
2015,30-45 y.,Urban regions,Southern Europe,0.00520,57,235,-0.00402,0.01442
2015,30-45 y.,Urban regions,Western Asia,0.00229,33,235,-0.00384,0.00842
2015,30-45 y.,Urban regions,Eastern Europe,0.01170,145,235,-0.00208,0.02548
2015,30-45 y.,Rural regions,Eastern Europe,0.00602,51,51,-0.01542,0.02746
2015,46-65 y.,Urban regions,Southern Europe,0.00180,33,135,-0.00538,0.00897
2015,46-65 y.,Urban regions,Eastern Europe,0.00953,102,135,-0.00692,0.02599
2015,46-65 y.,Rural regions,Eastern Europe,0.00603,46,46,-0.01659,0.02864
2016,17-29 y.,Urban regions,Southern Europe,0.00499,35,89,-0.00973,0.01971
2016,17-29 y.,Urban regions,Eastern Europe,0.00877,54,89,-0.01071,0.02824
2016,30-45 y.,Urban regions,Southern Europe,0.00581,42,200,-0.00475,0.01638
2016,30-45 y.,Urban regions,Western Asia,0.00309,31,200,-0.00462,0.01080
2016,30-45 y.,Urban regions,Eastern Europe,0.01301,127,200,-0.00273,0.02876
2016,30-45 y.,Rural regions,Eastern Europe,0.00571,40,40,-0.01794,0.02935
2016,46-65 y.,Urban regions,Southern Europe,0.00189,34,133,-0.00552,0.00931
2016,46-65 y.,Urban regions,Eastern Europe,0.00942,99,133,-0.00706,0.02591
2016,46-65 y.,Rural regions,Eastern Europe,0.00662,49,49,-0.01632,0.02957
2017,17-29 y.,Urban regions,Southern Europe,0.00633,38,127,-0.00752,0.02018
2017,17-29 y.,Urban regions,Western Asia,0.00799,39,127,-0.00756,0.02354
2017,17-29 y.,Urban regions,Eastern Europe,0.00517,50,127,-0.00735,0.01770
2017,30-45 y.,Urban regions,Southern Europe,0.00738,53,208,-0.00428,0.01904
2017,30-45 y.,Urban regions,Western Asia,0.00251,33,208,-0.00431,0.00933
2017,30-45 y.,Urban regions,Eastern Europe,0.01362,122,208,-0.00217,0.02941
2017,30-45 y.,Rural regions,Eastern Europe,0.00694,46,46,-0.01732,0.03121
2017,46-65 y.,Urban regions,Southern Europe,0.00399,41,143,-0.00638,0.01435
2017,46-65 y.,Urban regions,Eastern Europe,0.00926,102,143,-0.00649,0.02501
2017,46-65 y.,Rural regions,Eastern Europe,0.00681,53,53,-0.01554,0.02916
2017,66 and older,Urban regions,Eastern Europe,0.00686,32,32,-0.02219,0.03590
2018,17-29 y.,Urban regions,Southern Europe,0.00535,33,119,-0.00781,0.01851
2018,17-29 y.,Urban regions,Western Asia,0.00899,42,119,-0.00804,0.02602
2018,17-29 y.,Urban regions,Eastern Europe,0.00458,44,119,-0.00760,0.01675
2018,30-45 y.,Urban regions,Southern Europe,0.00733,50,215,-0.00410,0.01876
2018,30-45 y.,Urban regions,Western Asia,0.00272,32,215,-0.00426,0.00970
2018,30-45 y.,Urban regions,Eastern Europe,0.01460,133,215,-0.00147,0.03068
2018,30-45 y.,Rural regions,Eastern Europe,0.00599,38,38,-0.01887,0.03084
2018,46-65 y.,Urban regions,Southern Europe,0.00292,38,143,-0.00595,0.01179
2018,46-65 y.,Urban regions,Eastern Europe,0.01050,105,143,-0.00627,0.02726
2018,46-65 y.,Rural regions,Eastern Europe,0.00813,63,63,-0.01422,0.03048
2018,66 and older,Urban regions,Eastern Europe,0.00654,34,34,-0.02097,0.03405
2019,17-29 y.,Urban regions,Southern Europe,0.00666,37,106,-0.00890,0.02223
2019,17-29 y.,Urban regions,Western Asia,0.00920,33,106,-0.00906,0.02747
2019,17-29 y.,Urban regions,Eastern Europe,0.00501,36,106,-0.00849,0.01851
