year,pgisced97,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,Very concerned,0.26492,83,324,0.21679,0.31304
2009,No answer / don't know,Somewhat concerned,0.49013,168,324,0.43561,0.54465
2009,No answer / don't know,Not concerned at all,0.24495,73,324,0.19805,0.29185
2009,Pre-primary Level,Very concerned,0.28549,85,309,0.23505,0.33593
2009,Pre-primary Level,Somewhat concerned,0.48688,149,309,0.43106,0.54271
2009,Pre-primary Level,Not concerned at all,0.22763,75,309,0.18080,0.27446
2009,Primary Level,Very concerned,0.24356,42,161,0.17705,0.31007
2009,Primary Level,Somewhat concerned,0.51206,77,161,0.43460,0.58951
2009,Primary Level,Not concerned at all,0.24438,42,161,0.17779,0.31096
2009,Lower Secondary Level,Very concerned,0.26112,462,1771,0.24065,0.28158
2009,Lower Secondary Level,Somewhat concerned,0.54752,963,1771,0.52434,0.57071
2009,Lower Secondary Level,Not concerned at all,0.19136,346,1771,0.17303,0.20968
2009,Upper Secondary Level,Very concerned,0.27782,2454,9026,0.26858,0.28706
2009,Upper Secondary Level,Somewhat concerned,0.56031,5125,9026,0.55007,0.57055
2009,Upper Secondary Level,Not concerned at all,0.16187,1447,9026,0.15427,0.16947
2009,Post-secondary Non-tertiary Level,Very concerned,0.32408,310,995,0.29499,0.35318
2009,Post-secondary Non-tertiary Level,Somewhat concerned,0.53835,543,995,0.50736,0.56934
2009,Post-secondary Non-tertiary Level,Not concerned at all,0.13757,142,995,0.11615,0.15898
2009,First Stage of Tertiary Education,Very concerned,0.31857,396,1323,0.29345,0.34368
2009,First Stage of Tertiary Education,Somewhat concerned,0.55238,739,1323,0.52558,0.57919
2009,First Stage of Tertiary Education,Not concerned at all,0.12905,188,1323,0.11098,0.14713
2009,Second Stage of Tertiary Education,Very concerned,0.29350,1184,4020,0.27942,0.30757
2009,Second Stage of Tertiary Education,Somewhat concerned,0.54484,2203,4020,0.52944,0.56023
2009,Second Stage of Tertiary Education,Not concerned at all,0.16167,633,4020,0.15029,0.17305
2010,No answer / don't know,Very concerned,0.28963,77,313,0.23930,0.33997
2010,No answer / don't know,Somewhat concerned,0.44687,151,313,0.39171,0.50204
