year,age_gr,regtyp,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Very concerned,0.29089,514,1874,0.27032,0.31146
2009,17-29 y.,Urban regions,Somewhat concerned,0.50354,978,1874,0.48090,0.52618
2009,17-29 y.,Urban regions,Not concerned at all,0.20557,382,1874,0.18727,0.22387
2009,17-29 y.,Rural regions,Very concerned,0.21240,201,965,0.18658,0.23822
2009,17-29 y.,Rural regions,Somewhat concerned,0.49828,494,965,0.46671,0.52984
2009,17-29 y.,Rural regions,Not concerned at all,0.28932,270,965,0.26069,0.31794
2009,30-45 y.,Urban regions,Very concerned,0.29670,908,3069,0.28053,0.31286
2009,30-45 y.,Urban regions,Somewhat concerned,0.55977,1707,3069,0.54221,0.57734
2009,30-45 y.,Urban regions,Not concerned at all,0.14353,454,3069,0.13112,0.15593
2009,30-45 y.,Rural regions,Very concerned,0.25566,410,1586,0.23418,0.27714
2009,30-45 y.,Rural regions,Somewhat concerned,0.58955,918,1586,0.56534,0.61377
2009,30-45 y.,Rural regions,Not concerned at all,0.15479,258,1586,0.13698,0.17259
2009,46-65 y.,Urban regions,Very concerned,0.29078,1181,4037,0.27677,0.30479
2009,46-65 y.,Urban regions,Somewhat concerned,0.56544,2283,4037,0.55015,0.58073
2009,46-65 y.,Urban regions,Not concerned at all,0.14378,573,4037,0.13296,0.15461
2009,46-65 y.,Rural regions,Very concerned,0.25909,568,2267,0.24105,0.27713
2009,46-65 y.,Rural regions,Somewhat concerned,0.58435,1348,2267,0.56406,0.60464
2009,46-65 y.,Rural regions,Not concerned at all,0.15655,351,2267,0.14159,0.17152
2009,66 and older,Urban regions,Very concerned,0.31244,808,2683,0.29490,0.32998
2009,66 and older,Urban regions,Somewhat concerned,0.53778,1473,2683,0.51892,0.55665
2009,66 and older,Urban regions,Not concerned at all,0.14978,402,2683,0.13627,0.16328
2009,66 and older,Rural regions,Very concerned,0.28136,426,1448,0.25819,0.30453
2009,66 and older,Rural regions,Somewhat concerned,0.53596,766,1448,0.51026,0.56166
2009,66 and older,Rural regions,Not concerned at all,0.18268,256,1448,0.16277,0.20259
2010,17-29 y.,Urban regions,Very concerned,0.29816,754,2575,0.28049,0.31583
2010,17-29 y.,Urban regions,Somewhat concerned,0.48712,1271,2575,0.46781,0.50643
2010,17-29 y.,Urban regions,Not concerned at all,0.21472,550,2575,0.19886,0.23059
2010,17-29 y.,Rural regions,Very concerned,0.21737,273,1331,0.19520,0.23953
2010,17-29 y.,Rural regions,Somewhat concerned,0.52452,699,1331,0.49768,0.55136
2010,17-29 y.,Rural regions,Not concerned at all,0.25811,359,1331,0.23459,0.28163
2010,30-45 y.,Urban regions,Very concerned,0.30154,1837,5961,0.28989,0.31319
2010,30-45 y.,Urban regions,Somewhat concerned,0.52720,3170,5961,0.51452,0.53987
2010,30-45 y.,Urban regions,Not concerned at all,0.17127,954,5961,0.16170,0.18083
2010,30-45 y.,Rural regions,Very concerned,0.25636,773,3073,0.24092,0.27180
2010,30-45 y.,Rural regions,Somewhat concerned,0.55029,1742,3073,0.53270,0.56788
2010,30-45 y.,Rural regions,Not concerned at all,0.19336,558,3073,0.17939,0.20732
2010,46-65 y.,Urban regions,Very concerned,0.31107,1353,4459,0.29748,0.32465
2010,46-65 y.,Urban regions,Somewhat concerned,0.53797,2395,4459,0.52334,0.55261
2010,46-65 y.,Urban regions,Not concerned at all,0.15096,711,4459,0.14045,0.16147
2010,46-65 y.,Rural regions,Very concerned,0.26834,654,2472,0.25087,0.28581
2010,46-65 y.,Rural regions,Somewhat concerned,0.55142,1367,2472,0.53181,0.57103
2010,46-65 y.,Rural regions,Not concerned at all,0.18024,451,2472,0.16508,0.19540
2010,66 and older,Urban regions,Very concerned,0.31710,790,2601,0.29921,0.33498
2010,66 and older,Urban regions,Somewhat concerned,0.51829,1371,2601,0.49908,0.53749
2010,66 and older,Urban regions,Not concerned at all,0.16462,440,2601,0.15036,0.17887
2010,66 and older,Rural regions,Very concerned,0.30433,401,1388,0.28012,0.32855
2010,66 and older,Rural regions,Somewhat concerned,0.49200,708,1388,0.46569,0.51831
2010,66 and older,Rural regions,Not concerned at all,0.20366,279,1388,0.18247,0.22486
2011,17-29 y.,Urban regions,Very concerned,0.25661,529,1993,0.23743,0.27579
2011,17-29 y.,Urban regions,Somewhat concerned,0.52908,1045,1993,0.50716,0.55100
2011,17-29 y.,Urban regions,Not concerned at all,0.21431,419,1993,0.19629,0.23233
2011,17-29 y.,Rural regions,Very concerned,0.23925,217,967,0.21235,0.26615
2011,17-29 y.,Rural regions,Somewhat concerned,0.52149,501,967,0.48999,0.55299
2011,17-29 y.,Rural regions,Not concerned at all,0.23926,249,967,0.21236,0.26616
2011,30-45 y.,Urban regions,Very concerned,0.29984,978,3163,0.28387,0.31581
2011,30-45 y.,Urban regions,Somewhat concerned,0.55509,1730,3163,0.53777,0.57242
2011,30-45 y.,Urban regions,Not concerned at all,0.14506,455,3163,0.13279,0.15734
2011,30-45 y.,Rural regions,Very concerned,0.28752,467,1642,0.26562,0.30942
2011,30-45 y.,Rural regions,Somewhat concerned,0.52471,892,1642,0.50054,0.54887
2011,30-45 y.,Rural regions,Not concerned at all,0.18778,283,1642,0.16888,0.20667
2011,46-65 y.,Urban regions,Very concerned,0.32224,1581,4838,0.30907,0.33541
2011,46-65 y.,Urban regions,Somewhat concerned,0.53364,2594,4838,0.51958,0.54769
2011,46-65 y.,Urban regions,Not concerned at all,0.14412,663,4838,0.13422,0.15402
2011,46-65 y.,Rural regions,Very concerned,0.29626,860,2869,0.27955,0.31297
2011,46-65 y.,Rural regions,Somewhat concerned,0.56476,1590,2869,0.54662,0.58291
2011,46-65 y.,Rural regions,Not concerned at all,0.13898,419,2869,0.12632,0.15164
2011,66 and older,Urban regions,Very concerned,0.30201,987,3259,0.28624,0.31777
2011,66 and older,Urban regions,Somewhat concerned,0.54191,1731,3259,0.52480,0.55901
2011,66 and older,Urban regions,Not concerned at all,0.15609,541,3259,0.14362,0.16855
2011,66 and older,Rural regions,Very concerned,0.27154,470,1743,0.25065,0.29242
2011,66 and older,Rural regions,Somewhat concerned,0.54667,943,1743,0.52329,0.57005
2011,66 and older,Rural regions,Not concerned at all,0.18179,330,1743,0.16368,0.19990
2012,17-29 y.,Urban regions,Very concerned,0.25135,486,1916,0.23192,0.27078
2012,17-29 y.,Urban regions,Somewhat concerned,0.49757,961,1916,0.47518,0.51997
2012,17-29 y.,Urban regions,Not concerned at all,0.25108,469,1916,0.23165,0.27050
2012,17-29 y.,Rural regions,Very concerned,0.21794,195,949,0.19166,0.24422
