year,pgisced97,quintil_oecd,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,1st Quintile,Somewhat concerned,0.46492,54,54,0.33064,0.59920
2009,No answer / don't know,2nd Quintile,Somewhat concerned,0.49269,31,31,0.31378,0.67159
2009,No answer / don't know,4th Quintile,Somewhat concerned,0.49373,32,32,0.31773,0.66973
2009,Pre-primary Level,3rd Quintile,Somewhat concerned,0.55588,31,31,0.37807,0.73368
2009,Pre-primary Level,4th Quintile,Somewhat concerned,0.42124,33,33,0.25016,0.59232
2009,Pre-primary Level,5th Quintile,Somewhat concerned,0.55865,37,37,0.39644,0.72085
2009,Primary Level,1st Quintile,Somewhat concerned,0.54956,50,50,0.41025,0.68887
2009,Lower Secondary Level,1st Quintile,Very concerned,0.24062,137,586,0.20598,0.27526
2009,Lower Secondary Level,1st Quintile,Somewhat concerned,0.54194,330,586,0.50157,0.58232
2009,Lower Secondary Level,1st Quintile,Not concerned at all,0.21743,119,586,0.18401,0.25086
2009,Lower Secondary Level,2nd Quintile,Very concerned,0.28577,130,459,0.24439,0.32714
2009,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.52861,243,459,0.48289,0.57432
2009,Lower Secondary Level,2nd Quintile,Not concerned at all,0.18563,86,459,0.15002,0.22124
2009,Lower Secondary Level,3rd Quintile,Very concerned,0.29701,101,356,0.24948,0.34455
2009,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.54221,187,356,0.49039,0.59404
2009,Lower Secondary Level,3rd Quintile,Not concerned at all,0.16077,68,356,0.12256,0.19898
2009,Lower Secondary Level,4th Quintile,Very concerned,0.24032,65,246,0.18682,0.29383
2009,Lower Secondary Level,4th Quintile,Somewhat concerned,0.56638,132,246,0.50432,0.62843
2009,Lower Secondary Level,4th Quintile,Not concerned at all,0.19330,49,246,0.14385,0.24274
2009,Lower Secondary Level,5th Quintile,Somewhat concerned,0.65885,70,70,0.54699,0.77072
2009,Upper Secondary Level,1st Quintile,Very concerned,0.28990,445,1550,0.26731,0.31250
2009,Upper Secondary Level,1st Quintile,Somewhat concerned,0.50968,810,1550,0.48479,0.53458
2009,Upper Secondary Level,1st Quintile,Not concerned at all,0.20041,295,1550,0.18048,0.22035
2009,Upper Secondary Level,2nd Quintile,Very concerned,0.28497,514,1869,0.26450,0.30544
2009,Upper Secondary Level,2nd Quintile,Somewhat concerned,0.55611,1040,1869,0.53358,0.57864
2009,Upper Secondary Level,2nd Quintile,Not concerned at all,0.15892,315,1869,0.14234,0.17550
2009,Upper Secondary Level,3rd Quintile,Very concerned,0.26474,498,1893,0.24486,0.28462
2009,Upper Secondary Level,3rd Quintile,Somewhat concerned,0.58191,1104,1893,0.55968,0.60413
2009,Upper Secondary Level,3rd Quintile,Not concerned at all,0.15335,291,1893,0.13712,0.16959
2009,Upper Secondary Level,4th Quintile,Very concerned,0.27328,537,1981,0.25365,0.29291
2009,Upper Secondary Level,4th Quintile,Somewhat concerned,0.59078,1155,1981,0.56912,0.61243
2009,Upper Secondary Level,4th Quintile,Not concerned at all,0.13595,289,1981,0.12085,0.15104
2009,Upper Secondary Level,5th Quintile,Very concerned,0.27355,458,1731,0.25255,0.29456
2009,Upper Secondary Level,5th Quintile,Somewhat concerned,0.56023,1016,1731,0.53684,0.58362
2009,Upper Secondary Level,5th Quintile,Not concerned at all,0.16621,257,1731,0.14867,0.18375
2009,Post-secondary Non-tertiary Level,1st Quintile,Somewhat concerned,0.66517,69,69,0.55300,0.77734
2009,Post-secondary Non-tertiary Level,2nd Quintile,Very concerned,0.36946,51,125,0.28451,0.45442
2009,Post-secondary Non-tertiary Level,2nd Quintile,Somewhat concerned,0.50970,74,125,0.42171,0.59769
2009,Post-secondary Non-tertiary Level,3rd Quintile,Very concerned,0.32330,59,165,0.25172,0.39489
2009,Post-secondary Non-tertiary Level,3rd Quintile,Somewhat concerned,0.54067,106,165,0.46440,0.61695
2009,Post-secondary Non-tertiary Level,4th Quintile,Very concerned,0.33024,76,229,0.26919,0.39128
2009,Post-secondary Non-tertiary Level,4th Quintile,Somewhat concerned,0.52498,120,229,0.46016,0.58980
2009,Post-secondary Non-tertiary Level,4th Quintile,Not concerned at all,0.14478,33,229,0.09911,0.19046
2009,Post-secondary Non-tertiary Level,5th Quintile,Very concerned,0.34146,94,310,0.28859,0.39434
2009,Post-secondary Non-tertiary Level,5th Quintile,Somewhat concerned,0.49811,174,310,0.44236,0.55386
2009,Post-secondary Non-tertiary Level,5th Quintile,Not concerned at all,0.16043,42,310,0.11951,0.20135
2009,First Stage of Tertiary Education,1st Quintile,Very concerned,0.42818,46,101,0.33120,0.52516
2009,First Stage of Tertiary Education,1st Quintile,Somewhat concerned,0.45758,55,101,0.35993,0.55522
2009,First Stage of Tertiary Education,2nd Quintile,Very concerned,0.27719,55,207,0.21606,0.33831
2009,First Stage of Tertiary Education,2nd Quintile,Somewhat concerned,0.56202,116,207,0.49427,0.62978
2009,First Stage of Tertiary Education,2nd Quintile,Not concerned at all,0.16079,36,207,0.11062,0.21095
2009,First Stage of Tertiary Education,3rd Quintile,Very concerned,0.33232,82,286,0.27763,0.38701
2009,First Stage of Tertiary Education,3rd Quintile,Somewhat concerned,0.51453,162,286,0.45650,0.57255
2009,First Stage of Tertiary Education,3rd Quintile,Not concerned at all,0.15315,42,286,0.11134,0.19497
2009,First Stage of Tertiary Education,4th Quintile,Very concerned,0.28030,102,343,0.23269,0.32790
2009,First Stage of Tertiary Education,4th Quintile,Somewhat concerned,0.59112,198,343,0.53902,0.64323
2009,First Stage of Tertiary Education,4th Quintile,Not concerned at all,0.12858,43,343,0.09310,0.16406
2009,First Stage of Tertiary Education,5th Quintile,Very concerned,0.32174,111,368,0.27395,0.36954
2009,First Stage of Tertiary Education,5th Quintile,Somewhat concerned,0.58337,208,368,0.53293,0.63381
2009,First Stage of Tertiary Education,5th Quintile,Not concerned at all,0.09489,49,368,0.06491,0.12488
2009,Second Stage of Tertiary Education,1st Quintile,Very concerned,0.28879,55,216,0.22821,0.34937
2009,Second Stage of Tertiary Education,1st Quintile,Somewhat concerned,0.57306,120,216,0.50694,0.63918
2009,Second Stage of Tertiary Education,1st Quintile,Not concerned at all,0.13815,41,216,0.09203,0.18427
2009,Second Stage of Tertiary Education,2nd Quintile,Very concerned,0.32890,92,315,0.27693,0.38086
2009,Second Stage of Tertiary Education,2nd Quintile,Somewhat concerned,0.52055,175,315,0.46529,0.57580
2009,Second Stage of Tertiary Education,2nd Quintile,Not concerned at all,0.15056,48,315,0.11100,0.19011
2009,Second Stage of Tertiary Education,3rd Quintile,Very concerned,0.29838,164,545,0.25993,0.33682
2009,Second Stage of Tertiary Education,3rd Quintile,Somewhat concerned,0.53257,307,545,0.49064,0.57449
2009,Second Stage of Tertiary Education,3rd Quintile,Not concerned at all,0.16906,74,545,0.13756,0.20055
2009,Second Stage of Tertiary Education,4th Quintile,Very concerned,0.29305,255,816,0.26180,0.32429
2009,Second Stage of Tertiary Education,4th Quintile,Somewhat concerned,0.55121,447,816,0.51706,0.58536
2009,Second Stage of Tertiary Education,4th Quintile,Not concerned at all,0.15574,114,816,0.13085,0.18064
2009,Second Stage of Tertiary Education,5th Quintile,Very concerned,0.28515,618,2128,0.26596,0.30433
2009,Second Stage of Tertiary Education,5th Quintile,Somewhat concerned,0.54659,1154,2128,0.52543,0.56774
2009,Second Stage of Tertiary Education,5th Quintile,Not concerned at all,0.16827,356,2128,0.15237,0.18417
2010,No answer / don't know,1st Quintile,Somewhat concerned,0.45162,45,45,0.30457,0.59866
2010,Pre-primary Level,3rd Quintile,Somewhat concerned,0.65360,33,33,0.48873,0.81846
2010,Pre-primary Level,5th Quintile,Somewhat concerned,0.40951,33,33,0.23913,0.57989
2010,Primary Level,1st Quintile,Somewhat concerned,0.68714,47,47,0.55314,0.82113
2010,Lower Secondary Level,1st Quintile,Very concerned,0.36389,174,530,0.32289,0.40489
2010,Lower Secondary Level,1st Quintile,Somewhat concerned,0.46373,256,530,0.42123,0.50623
2010,Lower Secondary Level,1st Quintile,Not concerned at all,0.17238,100,530,0.14019,0.20457
2010,Lower Secondary Level,2nd Quintile,Very concerned,0.24438,103,436,0.20400,0.28476
2010,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.52272,235,436,0.47578,0.56966
2010,Lower Secondary Level,2nd Quintile,Not concerned at all,0.23290,98,436,0.19318,0.27263
2010,Lower Secondary Level,3rd Quintile,Very concerned,0.32197,89,306,0.26953,0.37440
2010,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.53645,162,306,0.48048,0.59241
2010,Lower Secondary Level,3rd Quintile,Not concerned at all,0.14158,55,306,0.10246,0.18071
2010,Lower Secondary Level,4th Quintile,Very concerned,0.30358,61,219,0.24255,0.36462
2010,Lower Secondary Level,4th Quintile,Somewhat concerned,0.49558,110,219,0.42921,0.56196
2010,Lower Secondary Level,4th Quintile,Not concerned at all,0.20083,48,219,0.14765,0.25401
2010,Lower Secondary Level,5th Quintile,Very concerned,0.32909,35,86,0.22920,0.42899
2010,Lower Secondary Level,5th Quintile,Somewhat concerned,0.47751,51,86,0.37132,0.58370
2010,Upper Secondary Level,1st Quintile,Very concerned,0.31460,400,1412,0.29037,0.33883
2010,Upper Secondary Level,1st Quintile,Somewhat concerned,0.48501,741,1412,0.45893,0.51109
2010,Upper Secondary Level,1st Quintile,Not concerned at all,0.20039,271,1412,0.17950,0.22127
2010,Upper Secondary Level,2nd Quintile,Very concerned,0.30161,509,1783,0.28031,0.32292
2010,Upper Secondary Level,2nd Quintile,Somewhat concerned,0.52194,956,1783,0.49875,0.54513
2010,Upper Secondary Level,2nd Quintile,Not concerned at all,0.17645,318,1783,0.15875,0.19414
2010,Upper Secondary Level,3rd Quintile,Very concerned,0.29243,511,1801,0.27141,0.31344
2010,Upper Secondary Level,3rd Quintile,Somewhat concerned,0.55285,991,1801,0.52988,0.57582
2010,Upper Secondary Level,3rd Quintile,Not concerned at all,0.15472,299,1801,0.13802,0.17143
2010,Upper Secondary Level,4th Quintile,Very concerned,0.29130,503,1742,0.26996,0.31264
2010,Upper Secondary Level,4th Quintile,Somewhat concerned,0.53446,958,1742,0.51103,0.55789
2010,Upper Secondary Level,4th Quintile,Not concerned at all,0.17424,281,1742,0.15642,0.19205
2010,Upper Secondary Level,5th Quintile,Very concerned,0.30116,430,1520,0.27808,0.32423
