year,age_gr,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Very concerned,0.26573,715,2839,0.24948,0.28198
2009,17-29 y.,Somewhat concerned,0.50185,1472,2839,0.48346,0.52025
2009,17-29 y.,Not concerned at all,0.23242,652,2839,0.21688,0.24796
2009,30-45 y.,Very concerned,0.28414,1318,4655,0.27118,0.29710
2009,30-45 y.,Somewhat concerned,0.56889,2625,4655,0.55466,0.58312
2009,30-45 y.,Not concerned at all,0.14697,712,4655,0.13680,0.15714
2009,46-65 y.,Very concerned,0.28009,1749,6304,0.26901,0.29118
2009,46-65 y.,Somewhat concerned,0.57182,3631,6304,0.55960,0.58403
2009,46-65 y.,Not concerned at all,0.14809,924,6304,0.13932,0.15686
2009,66 and older,Very concerned,0.30236,1234,4131,0.28835,0.31637
2009,66 and older,Somewhat concerned,0.53719,2239,4131,0.52199,0.55240
2009,66 and older,Not concerned at all,0.16045,658,4131,0.14925,0.17164
2010,17-29 y.,Very concerned,0.27279,1027,3906,0.25882,0.28676
2010,17-29 y.,Somewhat concerned,0.49886,1970,3906,0.48318,0.51454
2010,17-29 y.,Not concerned at all,0.22834,909,3906,0.21518,0.24151
2010,30-45 y.,Very concerned,0.28847,2610,9034,0.27913,0.29781
2010,30-45 y.,Somewhat concerned,0.53388,4912,9034,0.52359,0.54416
2010,30-45 y.,Not concerned at all,0.17765,1512,9034,0.16977,0.18554
2010,46-65 y.,Very concerned,0.29662,2007,6931,0.28587,0.30738
2010,46-65 y.,Somewhat concerned,0.54252,3762,6931,0.53079,0.55425
2010,46-65 y.,Not concerned at all,0.16086,1162,6931,0.15221,0.16951
2010,66 and older,Very concerned,0.31296,1191,3989,0.29857,0.32735
2010,66 and older,Somewhat concerned,0.50977,2079,3989,0.49425,0.52528
2010,66 and older,Not concerned at all,0.17727,719,3989,0.16542,0.18913
2011,17-29 y.,Very concerned,0.25120,746,2960,0.23557,0.26683
2011,17-29 y.,Somewhat concerned,0.52671,1546,2960,0.50872,0.54470
2011,17-29 y.,Not concerned at all,0.22209,668,2960,0.20711,0.23706
2011,30-45 y.,Very concerned,0.29622,1445,4805,0.28331,0.30914
2011,30-45 y.,Somewhat concerned,0.54617,2622,4805,0.53209,0.56025
2011,30-45 y.,Not concerned at all,0.15760,738,4805,0.14730,0.16791
2011,46-65 y.,Very concerned,0.31312,2441,7707,0.30276,0.32347
2011,46-65 y.,Somewhat concerned,0.54457,4184,7707,0.53345,0.55569
2011,46-65 y.,Not concerned at all,0.14231,1082,7707,0.13451,0.15011
2011,66 and older,Very concerned,0.29224,1457,5002,0.27964,0.30485
2011,66 and older,Somewhat concerned,0.54343,2674,5002,0.52963,0.55724
2011,66 and older,Not concerned at all,0.16432,871,5002,0.15405,0.17460
2012,17-29 y.,Very concerned,0.24090,681,2865,0.22524,0.25656
2012,17-29 y.,Somewhat concerned,0.49867,1436,2865,0.48036,0.51698
2012,17-29 y.,Not concerned at all,0.26043,748,2865,0.24436,0.27650
2012,30-45 y.,Very concerned,0.28278,1268,4566,0.26971,0.29584
2012,30-45 y.,Somewhat concerned,0.53298,2511,4566,0.51851,0.54746
