year,age_gr,sampreg,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,West,Very concerned,0.27449,573,2117,0.25547,0.29350
2009,17-29 y.,West,Somewhat concerned,0.51142,1113,2117,0.49012,0.53272
2009,17-29 y.,West,Not concerned at all,0.21409,431,2117,0.19662,0.23157
2009,17-29 y.,East,Very concerned,0.22932,142,722,0.19864,0.26001
2009,17-29 y.,East,Somewhat concerned,0.46208,359,722,0.42569,0.49847
2009,17-29 y.,East,Not concerned at all,0.30859,221,722,0.27488,0.34231
2009,30-45 y.,West,Very concerned,0.28995,1076,3590,0.27510,0.30479
2009,30-45 y.,West,Somewhat concerned,0.57095,2003,3590,0.55476,0.58715
2009,30-45 y.,West,Not concerned at all,0.13910,511,3590,0.12778,0.15042
2009,30-45 y.,East,Very concerned,0.25583,242,1065,0.22961,0.28205
2009,30-45 y.,East,Somewhat concerned,0.55882,622,1065,0.52898,0.58865
2009,30-45 y.,East,Not concerned at all,0.18535,201,1065,0.16200,0.20870
2009,46-65 y.,West,Very concerned,0.29110,1372,4672,0.27807,0.30413
2009,46-65 y.,West,Somewhat concerned,0.56981,2660,4672,0.55562,0.58401
2009,46-65 y.,West,Not concerned at all,0.13909,640,4672,0.12916,0.14901
2009,46-65 y.,East,Very concerned,0.23344,377,1632,0.21291,0.25397
2009,46-65 y.,East,Somewhat concerned,0.58031,971,1632,0.55636,0.60427
2009,46-65 y.,East,Not concerned at all,0.18625,284,1632,0.16735,0.20514
2009,66 and older,West,Very concerned,0.29911,881,3017,0.28277,0.31545
2009,66 and older,West,Somewhat concerned,0.54971,1685,3017,0.53195,0.56746
2009,66 and older,West,Not concerned at all,0.15118,451,3017,0.13840,0.16397
2009,66 and older,East,Very concerned,0.31508,353,1114,0.28778,0.34237
2009,66 and older,East,Somewhat concerned,0.48827,554,1114,0.45891,0.51764
2009,66 and older,East,Not concerned at all,0.19665,207,1114,0.17330,0.22000
2010,17-29 y.,West,Very concerned,0.27723,836,2978,0.26115,0.29331
2010,17-29 y.,West,Somewhat concerned,0.50632,1496,2978,0.48836,0.52428
2010,17-29 y.,West,Not concerned at all,0.21645,646,2978,0.20166,0.23124
2010,17-29 y.,East,Very concerned,0.25415,191,928,0.22612,0.28217
2010,17-29 y.,East,Somewhat concerned,0.46754,474,928,0.43542,0.49966
2010,17-29 y.,East,Not concerned at all,0.27831,263,928,0.24946,0.30716
2010,30-45 y.,West,Very concerned,0.30303,2228,7244,0.29244,0.31361
2010,30-45 y.,West,Somewhat concerned,0.53518,3916,7244,0.52370,0.54667
2010,30-45 y.,West,Not concerned at all,0.16179,1100,7244,0.15331,0.17027
2010,30-45 y.,East,Very concerned,0.20974,382,1790,0.19087,0.22860
2010,30-45 y.,East,Somewhat concerned,0.52681,996,1790,0.50367,0.54995
2010,30-45 y.,East,Not concerned at all,0.26346,412,1790,0.24304,0.28387
2010,46-65 y.,West,Very concerned,0.31814,1650,5252,0.30554,0.33074
2010,46-65 y.,West,Somewhat concerned,0.53515,2801,5252,0.52166,0.54864
2010,46-65 y.,West,Not concerned at all,0.14671,801,5252,0.13714,0.15628
2010,46-65 y.,East,Very concerned,0.20660,357,1679,0.18723,0.22597
2010,46-65 y.,East,Somewhat concerned,0.57335,961,1679,0.54969,0.59702
2010,46-65 y.,East,Not concerned at all,0.22005,361,1679,0.20022,0.23987
2010,66 and older,West,Very concerned,0.31850,892,2934,0.30164,0.33536
2010,66 and older,West,Somewhat concerned,0.52177,1569,2934,0.50370,0.53985
2010,66 and older,West,Not concerned at all,0.15973,473,2934,0.14647,0.17298
2010,66 and older,East,Very concerned,0.29015,299,1055,0.26275,0.31755
2010,66 and older,East,Somewhat concerned,0.46032,510,1055,0.43023,0.49041
2010,66 and older,East,Not concerned at all,0.24953,246,1055,0.22340,0.27565
2011,17-29 y.,West,Very concerned,0.25642,626,2300,0.23857,0.27427
2011,17-29 y.,West,Somewhat concerned,0.53086,1203,2300,0.51046,0.55126
2011,17-29 y.,West,Not concerned at all,0.21272,471,2300,0.19599,0.22945
2011,17-29 y.,East,Very concerned,0.22719,120,660,0.19520,0.25919
2011,17-29 y.,East,Somewhat concerned,0.50768,343,660,0.46950,0.54585
2011,17-29 y.,East,Not concerned at all,0.26513,197,660,0.23143,0.29883
2011,30-45 y.,West,Very concerned,0.30410,1186,3733,0.28934,0.31886
2011,30-45 y.,West,Somewhat concerned,0.55025,2020,3733,0.53429,0.56621
2011,30-45 y.,West,Not concerned at all,0.14564,527,3733,0.13433,0.15696
2011,30-45 y.,East,Very concerned,0.25585,259,1072,0.22971,0.28198
2011,30-45 y.,East,Somewhat concerned,0.52527,602,1072,0.49537,0.55518
2011,30-45 y.,East,Not concerned at all,0.21888,211,1072,0.19412,0.24364
2011,46-65 y.,West,Very concerned,0.33376,1978,5843,0.32167,0.34586
2011,46-65 y.,West,Somewhat concerned,0.53607,3142,5843,0.52328,0.54886
2011,46-65 y.,West,Not concerned at all,0.13016,723,5843,0.12154,0.13879
2011,46-65 y.,East,Very concerned,0.22802,463,1864,0.20896,0.24707
2011,46-65 y.,East,Somewhat concerned,0.57960,1042,1864,0.55718,0.60201
2011,46-65 y.,East,Not concerned at all,0.19239,359,1864,0.17449,0.21029
2011,66 and older,West,Very concerned,0.29643,1117,3756,0.28182,0.31104
2011,66 and older,West,Somewhat concerned,0.55181,2039,3756,0.53590,0.56771
2011,66 and older,West,Not concerned at all,0.15176,600,3756,0.14029,0.16324
2011,66 and older,East,Very concerned,0.27443,340,1246,0.24964,0.29921
2011,66 and older,East,Somewhat concerned,0.50783,635,1246,0.48006,0.53560
2011,66 and older,East,Not concerned at all,0.21775,271,1246,0.19482,0.24067
2012,17-29 y.,West,Very concerned,0.24221,562,2252,0.22452,0.25991
2012,17-29 y.,West,Somewhat concerned,0.50528,1136,2252,0.48463,0.52594
2012,17-29 y.,West,Not concerned at all,0.25250,554,2252,0.23456,0.27045
2012,17-29 y.,East,Very concerned,0.23436,119,613,0.20080,0.26792
2012,17-29 y.,East,Somewhat concerned,0.46572,300,613,0.42620,0.50524
2012,17-29 y.,East,Not concerned at all,0.29992,194,613,0.26361,0.33622
2012,30-45 y.,West,Very concerned,0.29305,1046,3558,0.27810,0.30801
2012,30-45 y.,West,Somewhat concerned,0.52817,1929,3558,0.51177,0.54458
2012,30-45 y.,West,Not concerned at all,0.17878,583,3558,0.16618,0.19137
2012,30-45 y.,East,Very concerned,0.22893,222,1008,0.20298,0.25488
2012,30-45 y.,East,Somewhat concerned,0.55821,582,1008,0.52754,0.58888
2012,30-45 y.,East,Not concerned at all,0.21286,204,1008,0.18758,0.23814
2012,46-65 y.,West,Very concerned,0.29099,1743,5873,0.27938,0.30261
2012,46-65 y.,West,Somewhat concerned,0.56243,3273,5873,0.54974,0.57512
2012,46-65 y.,West,Not concerned at all,0.14658,857,5873,0.13753,0.15562
2012,46-65 y.,East,Very concerned,0.24353,463,1929,0.22438,0.26269
2012,46-65 y.,East,Somewhat concerned,0.52531,1063,1929,0.50302,0.54760
2012,46-65 y.,East,Not concerned at all,0.23116,403,1929,0.21234,0.24998
2012,66 and older,West,Very concerned,0.29396,1118,3868,0.27960,0.30831
2012,66 and older,West,Somewhat concerned,0.54035,2105,3868,0.52465,0.55606
2012,66 and older,West,Not concerned at all,0.16569,645,3868,0.15397,0.17741
2012,66 and older,East,Very concerned,0.27668,326,1273,0.25210,0.30127
2012,66 and older,East,Somewhat concerned,0.50640,666,1273,0.47893,0.53388
2012,66 and older,East,Not concerned at all,0.21691,281,1273,0.19426,0.23956
2013,17-29 y.,West,Very concerned,0.24267,519,2018,0.22396,0.26138
2013,17-29 y.,West,Somewhat concerned,0.49047,1007,2018,0.46865,0.51229
2013,17-29 y.,West,Not concerned at all,0.26686,492,2018,0.24755,0.28616
2013,17-29 y.,East,Very concerned,0.19106,86,502,0.15663,0.22549
2013,17-29 y.,East,Somewhat concerned,0.43979,243,502,0.39633,0.48326
2013,17-29 y.,East,Not concerned at all,0.36915,173,502,0.32689,0.41140
2013,30-45 y.,West,Very concerned,0.25158,834,3144,0.23641,0.26675
2013,30-45 y.,West,Somewhat concerned,0.54614,1718,3144,0.52874,0.56355
2013,30-45 y.,West,Not concerned at all,0.20228,592,3144,0.18824,0.21632
2013,30-45 y.,East,Very concerned,0.25188,194,912,0.22369,0.28007
2013,30-45 y.,East,Somewhat concerned,0.51383,510,912,0.48138,0.54629
2013,30-45 y.,East,Not concerned at all,0.23429,208,912,0.20678,0.26179
2013,46-65 y.,West,Very concerned,0.27830,1525,5480,0.26643,0.29016
2013,46-65 y.,West,Somewhat concerned,0.56085,3060,5480,0.54771,0.57399
2013,46-65 y.,West,Not concerned at all,0.16085,895,5480,0.15112,0.17058
2013,46-65 y.,East,Very concerned,0.23084,413,1817,0.21146,0.25022
2013,46-65 y.,East,Somewhat concerned,0.54804,1008,1817,0.52515,0.57093
2013,46-65 y.,East,Not concerned at all,0.22113,396,1817,0.20204,0.24021
2013,66 and older,West,Very concerned,0.26445,958,3675,0.25019,0.27872
2013,66 and older,West,Somewhat concerned,0.53484,1980,3675,0.51871,0.55097
2013,66 and older,West,Not concerned at all,0.20070,737,3675,0.18775,0.21365
2013,66 and older,East,Very concerned,0.24485,294,1214,0.22065,0.26905
2013,66 and older,East,Somewhat concerned,0.51383,632,1214,0.48570,0.54196
2013,66 and older,East,Not concerned at all,0.24132,288,1214,0.21724,0.26540
2014,17-29 y.,West,Very concerned,0.24022,929,3564,0.22620,0.25425
2014,17-29 y.,West,Somewhat concerned,0.51872,1772,3564,0.50232,0.53513
2014,17-29 y.,West,Not concerned at all,0.24105,863,3564,0.22701,0.25510
2014,17-29 y.,East,Very concerned,0.18470,121,704,0.15601,0.21338
2014,17-29 y.,East,Somewhat concerned,0.45248,330,704,0.41569,0.48928
2014,17-29 y.,East,Not concerned at all,0.36282,253,704,0.32728,0.39836
2014,30-45 y.,West,Very concerned,0.26939,1890,6862,0.25890,0.27989
2014,30-45 y.,West,Somewhat concerned,0.53822,3717,6862,0.52642,0.55001
2014,30-45 y.,West,Not concerned at all,0.19239,1255,6862,0.18306,0.20172
2014,30-45 y.,East,Very concerned,0.25571,378,1617,0.23444,0.27698
2014,30-45 y.,East,Somewhat concerned,0.51936,852,1617,0.49500,0.54372
2014,30-45 y.,East,Not concerned at all,0.22494,387,1617,0.20458,0.24530
2014,46-65 y.,West,Very concerned,0.28983,2175,7252,0.27939,0.30028
2014,46-65 y.,West,Somewhat concerned,0.54444,3900,7252,0.53297,0.55590
2014,46-65 y.,West,Not concerned at all,0.16573,1177,7252,0.15717,0.17429
2014,46-65 y.,East,Very concerned,0.22567,477,2016,0.20742,0.24393
2014,46-65 y.,East,Somewhat concerned,0.53902,1106,2016,0.51725,0.56078
2014,46-65 y.,East,Not concerned at all,0.23531,433,2016,0.21679,0.25383
2014,66 and older,West,Very concerned,0.30849,1142,3693,0.29359,0.32339
2014,66 and older,West,Somewhat concerned,0.52962,1957,3693,0.51352,0.54572
2014,66 and older,West,Not concerned at all,0.16189,594,3693,0.15001,0.17377
2014,66 and older,East,Very concerned,0.27951,323,1220,0.25432,0.30471
2014,66 and older,East,Somewhat concerned,0.51340,644,1220,0.48534,0.54146
2014,66 and older,East,Not concerned at all,0.20709,253,1220,0.18434,0.22984
2015,17-29 y.,West,Very concerned,0.23905,832,3236,0.22435,0.25375
2015,17-29 y.,West,Somewhat concerned,0.49806,1613,3236,0.48083,0.51529
2015,17-29 y.,West,Not concerned at all,0.26289,791,3236,0.24772,0.27806
2015,17-29 y.,East,Very concerned,0.20368,123,646,0.17260,0.23476
2015,17-29 y.,East,Somewhat concerned,0.48071,305,646,0.44215,0.51927
2015,17-29 y.,East,Not concerned at all,0.31561,218,646,0.27975,0.35148
2015,30-45 y.,West,Very concerned,0.24492,1486,5857,0.23390,0.25593
2015,30-45 y.,West,Somewhat concerned,0.56276,3287,5857,0.55006,0.57547
2015,30-45 y.,West,Not concerned at all,0.19232,1084,5857,0.18223,0.20241
2015,30-45 y.,East,Very concerned,0.21042,280,1449,0.18943,0.23142
2015,30-45 y.,East,Somewhat concerned,0.55283,801,1449,0.52722,0.57844
2015,30-45 y.,East,Not concerned at all,0.23675,368,1449,0.21485,0.25864
2015,46-65 y.,West,Very concerned,0.29211,2018,6921,0.28140,0.30282
2015,46-65 y.,West,Somewhat concerned,0.55235,3827,6921,0.54063,0.56406
2015,46-65 y.,West,Not concerned at all,0.15554,1076,6921,0.14700,0.16408
2015,46-65 y.,East,Very concerned,0.22116,429,1907,0.20252,0.23979
2015,46-65 y.,East,Somewhat concerned,0.57583,1074,1907,0.55365,0.59802
2015,46-65 y.,East,Not concerned at all,0.20301,404,1907,0.18495,0.22107
2015,66 and older,West,Very concerned,0.29235,1070,3626,0.27754,0.30715
2015,66 and older,West,Somewhat concerned,0.55031,1981,3626,0.53412,0.56651
2015,66 and older,West,Not concerned at all,0.15734,575,3626,0.14549,0.16920
