year,age_gr,quintil_oecd,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,Very concerned,0.27187,172,705,0.23900,0.30473
2009,17-29 y.,1st Quintile,Somewhat concerned,0.45926,358,705,0.42244,0.49607
2009,17-29 y.,1st Quintile,Not concerned at all,0.26888,175,705,0.23613,0.30163
2009,17-29 y.,2nd Quintile,Very concerned,0.25653,103,486,0.21767,0.29540
2009,17-29 y.,2nd Quintile,Somewhat concerned,0.54649,270,486,0.50218,0.59079
2009,17-29 y.,2nd Quintile,Not concerned at all,0.19698,113,486,0.16158,0.23238
2009,17-29 y.,3rd Quintile,Very concerned,0.25063,147,555,0.21454,0.28672
2009,17-29 y.,3rd Quintile,Somewhat concerned,0.53081,276,555,0.48925,0.57236
2009,17-29 y.,3rd Quintile,Not concerned at all,0.21856,132,555,0.18415,0.25298
2009,17-29 y.,4th Quintile,Very concerned,0.26122,152,585,0.22559,0.29685
2009,17-29 y.,4th Quintile,Somewhat concerned,0.51100,305,585,0.47045,0.55154
2009,17-29 y.,4th Quintile,Not concerned at all,0.22779,128,585,0.19377,0.26180
2009,17-29 y.,5th Quintile,Very concerned,0.28289,139,506,0.24360,0.32217
2009,17-29 y.,5th Quintile,Somewhat concerned,0.48292,263,506,0.43933,0.52650
2009,17-29 y.,5th Quintile,Not concerned at all,0.23419,104,506,0.19726,0.27113
2009,30-45 y.,1st Quintile,Very concerned,0.31330,208,660,0.27789,0.34872
2009,30-45 y.,1st Quintile,Somewhat concerned,0.54351,347,660,0.50548,0.58154
2009,30-45 y.,1st Quintile,Not concerned at all,0.14319,105,660,0.11644,0.16993
2009,30-45 y.,2nd Quintile,Very concerned,0.28633,233,845,0.25583,0.31682
2009,30-45 y.,2nd Quintile,Somewhat concerned,0.55721,472,845,0.52370,0.59072
2009,30-45 y.,2nd Quintile,Not concerned at all,0.15647,140,845,0.13196,0.18098
2009,30-45 y.,3rd Quintile,Very concerned,0.27223,247,937,0.24371,0.30074
2009,30-45 y.,3rd Quintile,Somewhat concerned,0.58226,561,937,0.55066,0.61385
2009,30-45 y.,3rd Quintile,Not concerned at all,0.14552,129,937,0.12293,0.16811
2009,30-45 y.,4th Quintile,Very concerned,0.26252,314,1049,0.23588,0.28916
2009,30-45 y.,4th Quintile,Somewhat concerned,0.58829,579,1049,0.55849,0.61808
2009,30-45 y.,4th Quintile,Not concerned at all,0.14919,156,1049,0.12762,0.17076
2009,30-45 y.,5th Quintile,Very concerned,0.28903,314,1162,0.26296,0.31511
2009,30-45 y.,5th Quintile,Somewhat concerned,0.56930,666,1162,0.54082,0.59778
2009,30-45 y.,5th Quintile,Not concerned at all,0.14167,182,1162,0.12161,0.16173
2009,46-65 y.,1st Quintile,Very concerned,0.28192,218,772,0.25016,0.31368
2009,46-65 y.,1st Quintile,Somewhat concerned,0.55051,420,772,0.51540,0.58563
2009,46-65 y.,1st Quintile,Not concerned at all,0.16757,134,772,0.14121,0.19393
2009,46-65 y.,2nd Quintile,Very concerned,0.28237,202,769,0.25054,0.31421
2009,46-65 y.,2nd Quintile,Somewhat concerned,0.57492,445,769,0.53996,0.60989
2009,46-65 y.,2nd Quintile,Not concerned at all,0.14270,122,769,0.11797,0.16744
2009,46-65 y.,3rd Quintile,Very concerned,0.28121,288,1072,0.25428,0.30813
2009,46-65 y.,3rd Quintile,Somewhat concerned,0.57203,633,1072,0.54240,0.60166
2009,46-65 y.,3rd Quintile,Not concerned at all,0.14676,151,1072,0.12557,0.16796
2009,46-65 y.,4th Quintile,Very concerned,0.28591,380,1403,0.26226,0.30956
2009,46-65 y.,4th Quintile,Somewhat concerned,0.58984,844,1403,0.56409,0.61559
2009,46-65 y.,4th Quintile,Not concerned at all,0.12425,179,1403,0.10698,0.14152
2009,46-65 y.,5th Quintile,Very concerned,0.27310,661,2287,0.25483,0.29136
2009,46-65 y.,5th Quintile,Somewhat concerned,0.56765,1288,2287,0.54734,0.58796
2009,46-65 y.,5th Quintile,Not concerned at all,0.15925,338,2287,0.14425,0.17425
2009,66 and older,1st Quintile,Very concerned,0.26355,181,705,0.23100,0.29609
2009,66 and older,1st Quintile,Somewhat concerned,0.54089,388,705,0.50408,0.57770
2009,66 and older,1st Quintile,Not concerned at all,0.19556,136,705,0.16626,0.22486
2009,66 and older,2nd Quintile,Very concerned,0.31847,337,1043,0.29018,0.34676
2009,66 and older,2nd Quintile,Somewhat concerned,0.50103,530,1043,0.47067,0.53139
2009,66 and older,2nd Quintile,Not concerned at all,0.18049,176,1043,0.15714,0.20385
2009,66 and older,3rd Quintile,Very concerned,0.32233,256,825,0.29042,0.35425
2009,66 and older,3rd Quintile,Somewhat concerned,0.54258,453,825,0.50856,0.57659
2009,66 and older,3rd Quintile,Not concerned at all,0.13509,116,825,0.11175,0.15843
2009,66 and older,4th Quintile,Very concerned,0.30386,229,722,0.27029,0.33744
2009,66 and older,4th Quintile,Somewhat concerned,0.57195,395,722,0.53583,0.60806
2009,66 and older,4th Quintile,Not concerned at all,0.12419,98,722,0.10012,0.14826
2009,66 and older,5th Quintile,Very concerned,0.29910,231,836,0.26805,0.33016
2009,66 and older,5th Quintile,Somewhat concerned,0.54747,473,836,0.51370,0.58123
2009,66 and older,5th Quintile,Not concerned at all,0.15343,132,836,0.12899,0.17788
2010,17-29 y.,1st Quintile,Very concerned,0.29262,156,604,0.25631,0.32894
2010,17-29 y.,1st Quintile,Somewhat concerned,0.49351,313,604,0.45360,0.53341
2010,17-29 y.,1st Quintile,Not concerned at all,0.21387,135,604,0.18114,0.24660
2010,17-29 y.,2nd Quintile,Very concerned,0.28186,114,451,0.24029,0.32343
2010,17-29 y.,2nd Quintile,Somewhat concerned,0.43296,218,451,0.38718,0.47875
2010,17-29 y.,2nd Quintile,Not concerned at all,0.28518,119,451,0.24346,0.32689
2010,17-29 y.,3rd Quintile,Very concerned,0.28516,138,511,0.24597,0.32434
2010,17-29 y.,3rd Quintile,Somewhat concerned,0.51488,247,511,0.47151,0.55826
2010,17-29 y.,3rd Quintile,Not concerned at all,0.19996,126,511,0.16525,0.23467
2010,17-29 y.,4th Quintile,Very concerned,0.23881,129,497,0.20129,0.27634
2010,17-29 y.,4th Quintile,Somewhat concerned,0.50144,257,497,0.45744,0.54545
2010,17-29 y.,4th Quintile,Not concerned at all,0.25974,111,497,0.22115,0.29833
2010,17-29 y.,5th Quintile,Very concerned,0.27436,132,441,0.23267,0.31605
2010,17-29 y.,5th Quintile,Somewhat concerned,0.56367,228,441,0.51733,0.61001
2010,17-29 y.,5th Quintile,Not concerned at all,0.16197,81,441,0.12754,0.19639
2010,30-45 y.,1st Quintile,Very concerned,0.32632,177,584,0.28826,0.36439
2010,30-45 y.,1st Quintile,Somewhat concerned,0.49149,319,584,0.45091,0.53208
2010,30-45 y.,1st Quintile,Not concerned at all,0.18218,88,584,0.15085,0.21351
2010,30-45 y.,2nd Quintile,Very concerned,0.22912,186,742,0.19886,0.25938
2010,30-45 y.,2nd Quintile,Somewhat concerned,0.57855,431,742,0.54300,0.61410
2010,30-45 y.,2nd Quintile,Not concerned at all,0.19233,125,742,0.16395,0.22071
2010,30-45 y.,3rd Quintile,Very concerned,0.29652,239,863,0.26603,0.32701
2010,30-45 y.,3rd Quintile,Somewhat concerned,0.54698,488,863,0.51375,0.58022
2010,30-45 y.,3rd Quintile,Not concerned at all,0.15649,136,863,0.13224,0.18075
2010,30-45 y.,4th Quintile,Very concerned,0.27376,269,926,0.24503,0.30250
2010,30-45 y.,4th Quintile,Somewhat concerned,0.53771,502,926,0.50558,0.56984
2010,30-45 y.,4th Quintile,Not concerned at all,0.18852,155,926,0.16332,0.21373
2010,30-45 y.,5th Quintile,Very concerned,0.30489,286,975,0.27598,0.33380
2010,30-45 y.,5th Quintile,Somewhat concerned,0.51501,521,975,0.48362,0.54639
2010,30-45 y.,5th Quintile,Not concerned at all,0.18010,168,975,0.15597,0.20424
2010,46-65 y.,1st Quintile,Very concerned,0.31958,217,719,0.28547,0.35369
2010,46-65 y.,1st Quintile,Somewhat concerned,0.48238,354,719,0.44583,0.51893
2010,46-65 y.,1st Quintile,Not concerned at all,0.19803,148,719,0.16888,0.22718
2010,46-65 y.,2nd Quintile,Very concerned,0.30035,229,806,0.26868,0.33202
2010,46-65 y.,2nd Quintile,Somewhat concerned,0.52779,431,806,0.49330,0.56228
2010,46-65 y.,2nd Quintile,Not concerned at all,0.17186,146,806,0.14580,0.19792
2010,46-65 y.,3rd Quintile,Very concerned,0.28196,264,990,0.25391,0.31000
2010,46-65 y.,3rd Quintile,Somewhat concerned,0.59810,589,990,0.56754,0.62866
2010,46-65 y.,3rd Quintile,Not concerned at all,0.11994,137,990,0.09969,0.14019
2010,46-65 y.,4th Quintile,Very concerned,0.28011,374,1340,0.25606,0.30417
2010,46-65 y.,4th Quintile,Somewhat concerned,0.58073,774,1340,0.55430,0.60716
2010,46-65 y.,4th Quintile,Not concerned at all,0.13915,192,1340,0.12062,0.15769
2010,46-65 y.,5th Quintile,Very concerned,0.29680,610,2136,0.27742,0.31617
2010,46-65 y.,5th Quintile,Somewhat concerned,0.53113,1169,2136,0.50997,0.55230
2010,46-65 y.,5th Quintile,Not concerned at all,0.17207,357,2136,0.15606,0.18808
2010,66 and older,1st Quintile,Very concerned,0.32745,196,650,0.29135,0.36356
2010,66 and older,1st Quintile,Somewhat concerned,0.49472,326,650,0.45626,0.53319
2010,66 and older,1st Quintile,Not concerned at all,0.17783,128,650,0.14841,0.20725
2010,66 and older,2nd Quintile,Very concerned,0.31500,308,1000,0.28620,0.34381
2010,66 and older,2nd Quintile,Somewhat concerned,0.50539,502,1000,0.47439,0.53640
2010,66 and older,2nd Quintile,Not concerned at all,0.17960,190,1000,0.15580,0.20341
2010,66 and older,3rd Quintile,Very concerned,0.29412,252,828,0.26307,0.32518
2010,66 and older,3rd Quintile,Somewhat concerned,0.53790,451,828,0.50392,0.57188
2010,66 and older,3rd Quintile,Not concerned at all,0.16798,125,828,0.14250,0.19346
2010,66 and older,4th Quintile,Very concerned,0.33814,221,699,0.30305,0.37324
2010,66 and older,4th Quintile,Somewhat concerned,0.47434,350,699,0.43730,0.51138
2010,66 and older,4th Quintile,Not concerned at all,0.18752,128,699,0.15856,0.21648
2010,66 and older,5th Quintile,Very concerned,0.28692,213,798,0.25552,0.31833
2010,66 and older,5th Quintile,Somewhat concerned,0.54087,443,798,0.50627,0.57546
2010,66 and older,5th Quintile,Not concerned at all,0.17221,142,798,0.14600,0.19843
2011,17-29 y.,1st Quintile,Very concerned,0.27792,127,518,0.23930,0.31653
2011,17-29 y.,1st Quintile,Somewhat concerned,0.50476,266,518,0.46167,0.54786
2011,17-29 y.,1st Quintile,Not concerned at all,0.21732,125,518,0.18177,0.25287
2011,17-29 y.,2nd Quintile,Very concerned,0.22402,101,422,0.18419,0.26385
