year,quintil_oecd,sampreg,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,West,Very concerned,0.28051,534,1918,0.26040,0.30062
2009,1st Quintile,West,Somewhat concerned,0.53535,1044,1918,0.51303,0.55768
2009,1st Quintile,West,Not concerned at all,0.18414,340,1918,0.16678,0.20149
2009,1st Quintile,East,Very concerned,0.28444,245,924,0.25533,0.31354
2009,1st Quintile,East,Somewhat concerned,0.48487,469,924,0.45263,0.51711
2009,1st Quintile,East,Not concerned at all,0.23069,210,924,0.20351,0.25787
2009,2nd Quintile,West,Very concerned,0.29587,608,2077,0.27624,0.31551
2009,2nd Quintile,West,Somewhat concerned,0.55076,1139,2077,0.52936,0.57215
2009,2nd Quintile,West,Not concerned at all,0.15337,330,2077,0.13787,0.16887
2009,2nd Quintile,East,Very concerned,0.27435,267,1066,0.24755,0.30115
2009,2nd Quintile,East,Somewhat concerned,0.51256,578,1066,0.48254,0.54258
2009,2nd Quintile,East,Not concerned at all,0.21309,221,1066,0.18849,0.23768
2009,3rd Quintile,West,Very concerned,0.30034,689,2314,0.28165,0.31902
2009,3rd Quintile,West,Somewhat concerned,0.56172,1303,2314,0.54150,0.58195
2009,3rd Quintile,West,Not concerned at all,0.13794,322,2314,0.12389,0.15199
2009,3rd Quintile,East,Very concerned,0.22492,249,1075,0.19995,0.24989
2009,3rd Quintile,East,Somewhat concerned,0.55609,620,1075,0.52638,0.58581
2009,3rd Quintile,East,Not concerned at all,0.21899,206,1075,0.19425,0.24372
2009,4th Quintile,West,Very concerned,0.28078,883,2958,0.26458,0.29698
2009,4th Quintile,West,Somewhat concerned,0.57539,1657,2958,0.55757,0.59320
2009,4th Quintile,West,Not concerned at all,0.14383,418,2958,0.13119,0.15648
2009,4th Quintile,East,Very concerned,0.26765,192,801,0.23697,0.29833
2009,4th Quintile,East,Somewhat concerned,0.56272,466,801,0.52835,0.59710
2009,4th Quintile,East,Not concerned at all,0.16963,143,801,0.14362,0.19564
2009,5th Quintile,West,Very concerned,0.28904,1184,4124,0.27520,0.30288
