year,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Very concerned,0.28399,5016,17929,0.27739,0.29059
2009,Somewhat concerned,0.55096,9967,17929,0.54368,0.55824
2009,Not concerned at all,0.16505,2946,17929,0.15962,0.17049
2010,Very concerned,0.29438,6835,23860,0.28860,0.30016
2010,Somewhat concerned,0.52517,12723,23860,0.51883,0.53150
2010,Not concerned at all,0.18045,4302,23860,0.17557,0.18533
2011,Very concerned,0.29401,6089,20474,0.28777,0.30025
2011,Somewhat concerned,0.54177,11026,20474,0.53494,0.54859
2011,Not concerned at all,0.16422,3359,20474,0.15915,0.16930
2012,Very concerned,0.27788,5599,20374,0.27173,0.28403
2012,Somewhat concerned,0.53589,11054,20374,0.52904,0.54274
2012,Not concerned at all,0.18622,3721,20374,0.18088,0.19157
2013,Very concerned,0.25802,4823,18762,0.25176,0.26428
2013,Somewhat concerned,0.53621,10158,18762,0.52907,0.54334
2013,Not concerned at all,0.20577,3781,18762,0.19998,0.21155
2014,Very concerned,0.27379,7435,26928,0.26847,0.27912
2014,Somewhat concerned,0.53169,14278,26928,0.52573,0.53765
2014,Not concerned at all,0.19452,5215,26928,0.18979,0.19925
2015,Very concerned,0.26486,6555,24855,0.25937,0.27035
2015,Somewhat concerned,0.54568,13536,24855,0.53949,0.55187
2015,Not concerned at all,0.18946,4764,24855,0.18459,0.19433
2016,Very concerned,0.30706,7280,24034,0.30123,0.31289
2016,Somewhat concerned,0.52000,12660,24034,0.51368,0.52631
2016,Not concerned at all,0.17294,4094,24034,0.16816,0.17773
2017,Very concerned,0.35383,9328,26371,0.34806,0.35960
2017,Somewhat concerned,0.50069,13247,26371,0.49465,0.50672
2017,Not concerned at all,0.14548,3796,26371,0.14123,0.14974
2018,Very concerned,0.33716,8452,25533,0.33136,0.34296
2018,Somewhat concerned,0.51433,13154,25533,0.50820,0.52046
2018,Not concerned at all,0.14851,3927,25533,0.14415,0.15287
2019,Very concerned,0.48331,12489,25596,0.47718,0.48943
2019,Somewhat concerned,0.42015,10692,25596,0.41410,0.42619
2019,Not concerned at all,0.09655,2415,25596,0.09293,0.10017
2020,Very concerned,0.40742,10133,25531,0.40139,0.41345
2020,Somewhat concerned,0.46946,12028,25531,0.46334,0.47558
2020,Not concerned at all,0.12312,3370,25531,0.11909,0.12715
2021,Very concerned,0.46784,8001,17134,0.46037,0.47532
2021,Somewhat concerned,0.42933,7411,17134,0.42191,0.43674
2021,Not concerned at all,0.10283,1722,17134,0.09828,0.10738
2022,Very concerned,0.51392,13117,26014,0.50785,0.52000
2022,Somewhat concerned,0.38088,10043,26014,0.37498,0.38678
2022,Not concerned at all,0.10520,2854,26014,0.10147,0.10893
