"plh0037","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2009","(Fach-)Abitur","maennlich","462","0.491929446560723","0.459029158266736","0.52482973485471"
"Einige Sorgen","2009","(Fach-)Abitur","weiblich","592","0.497790170813726","0.468442312074795","0.527138029552658"
"Einige Sorgen","2009","(noch) kein Abschluss","maennlich","114","","",""
"Einige Sorgen","2009","(noch) kein Abschluss","weiblich","121","","",""
"Einige Sorgen","2009","AkademikerIn","maennlich","1168","","",""
"Einige Sorgen","2009","AkademikerIn","weiblich","1035","","",""
"Einige Sorgen","2009","Hauptschule","maennlich","1662","","",""
"Einige Sorgen","2009","Hauptschule","weiblich","1831","","",""
"Einige Sorgen","2009","Realschule","maennlich","1101","","",""
"Einige Sorgen","2009","Realschule","weiblich","1637","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","maennlich","261","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","weiblich","363","0.35588092986323","0.327778356236887","0.383983503489572"
"Grosse Sorgen","2009","(noch) kein Abschluss","maennlich","61","0.276363939365821","0.220020780013604","0.332707098718037"
"Grosse Sorgen","2009","(noch) kein Abschluss","weiblich","67","0.255777856178214","0.199876424864598","0.311679287491829"
"Grosse Sorgen","2009","AkademikerIn","maennlich","607","0.274281068312647","0.255552611809038","0.293009524816256"
"Grosse Sorgen","2009","AkademikerIn","weiblich","577","0.318033204796991","0.296753920002259","0.339312489591723"
"Grosse Sorgen","2009","Hauptschule","maennlich","777","0.254075456527182","0.23847908620859","0.269671826845774"
"Grosse Sorgen","2009","Hauptschule","weiblich","920","0.286938464141704","0.271214548076161","0.302662380207247"
"Grosse Sorgen","2009","Realschule","maennlich","478","0.238723329254295","0.220114394253257","0.257332264255333"
"Grosse Sorgen","2009","Realschule","weiblich","790","0.29984451738899","0.282806177661071","0.316882857116909"
"Keine Sorgen","2009","(Fach-)Abitur","maennlich","164","","",""
"Keine Sorgen","2009","(Fach-)Abitur","weiblich","160","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","maennlich","67","0.224429455042466","0.171865142499527","0.276993767585406"
"Keine Sorgen","2009","(noch) kein Abschluss","weiblich","46","0.220197175378649","0.167104032288891","0.273290318468407"
"Keine Sorgen","2009","AkademikerIn","maennlich","405","0.187779355775814","0.171385512517209","0.204173199034419"
"Keine Sorgen","2009","AkademikerIn","weiblich","228","","",""
"Keine Sorgen","2009","Hauptschule","maennlich","554","0.187692572834726","0.17370383637313","0.201681309296322"
"Keine Sorgen","2009","Hauptschule","weiblich","428","0.130964741212865","0.119237422714029","0.1426920597117"
"Keine Sorgen","2009","Realschule","maennlich","437","0.217152664510643","0.199154676950078","0.235150652071207"
"Keine Sorgen","2009","Realschule","weiblich","351","0.125638193110492","0.113313151314633","0.137963234906351"
"Einige Sorgen","2010","(Fach-)Abitur","maennlich","633","0.500178275574195","0.472426879168377","0.527929671980012"
"Einige Sorgen","2010","(Fach-)Abitur","weiblich","981","0.526179482483688","0.50313835586529","0.549220609102086"
"Einige Sorgen","2010","(noch) kein Abschluss","maennlich","182","","",""
"Einige Sorgen","2010","(noch) kein Abschluss","weiblich","188","","",""
"Einige Sorgen","2010","AkademikerIn","maennlich","1498","","",""
"Einige Sorgen","2010","AkademikerIn","weiblich","1424","","",""
"Einige Sorgen","2010","Hauptschule","maennlich","1873","","",""
"Einige Sorgen","2010","Hauptschule","weiblich","2041","","",""
"Einige Sorgen","2010","Realschule","maennlich","1376","","",""
"Einige Sorgen","2010","Realschule","weiblich","2296","","",""
"Grosse Sorgen","2010","(Fach-)Abitur","maennlich","344","0.302302506151754","0.276812536431654","0.327792475871854"
"Grosse Sorgen","2010","(Fach-)Abitur","weiblich","578","0.339830544252379","0.317973635290662","0.361687453214096"
"Grosse Sorgen","2010","(noch) kein Abschluss","maennlich","103","","",""
"Grosse Sorgen","2010","(noch) kein Abschluss","weiblich","133","","",""
"Grosse Sorgen","2010","AkademikerIn","maennlich","710","0.238161193756515","0.222269851011277","0.254052536501753"
"Grosse Sorgen","2010","AkademikerIn","weiblich","822","0.287502362728239","0.270102037144991","0.304902688311487"
"Grosse Sorgen","2010","Hauptschule","maennlich","1004","","",""
"Grosse Sorgen","2010","Hauptschule","weiblich","1214","","",""
"Grosse Sorgen","2010","Realschule","maennlich","618","0.244488958769831","0.228106940765326","0.260870976774335"
"Grosse Sorgen","2010","Realschule","weiblich","1199","","",""
"Keine Sorgen","2010","(Fach-)Abitur","maennlich","270","","",""
"Keine Sorgen","2010","(Fach-)Abitur","weiblich","245","","",""
"Keine Sorgen","2010","(noch) kein Abschluss","maennlich","87","0.186293947074737","0.146729074936753","0.22585881921272"
"Keine Sorgen","2010","(noch) kein Abschluss","weiblich","68","0.174878009973572","0.13712948620088","0.212626533746264"
"Keine Sorgen","2010","AkademikerIn","maennlich","552","0.22748085572239","0.211841437194167","0.243120274250612"
"Keine Sorgen","2010","AkademikerIn","weiblich","353","0.152336198588731","0.138520961990795","0.166151435186668"
"Keine Sorgen","2010","Hauptschule","maennlich","736","0.196261892323058","0.183311307486006","0.209212477160111"
"Keine Sorgen","2010","Hauptschule","weiblich","581","0.141134744558667","0.130117112122084","0.152152376995249"
"Keine Sorgen","2010","Realschule","maennlich","650","0.235469299123666","0.21929661977117","0.251641978476162"
"Keine Sorgen","2010","Realschule","weiblich","639","0.155034138745225","0.144001075524984","0.166067201965467"
"Einige Sorgen","2011","(Fach-)Abitur","maennlich","544","0.509614674121992","0.479449102691758","0.539780245552226"
"Einige Sorgen","2011","(Fach-)Abitur","weiblich","718","0.521908583950032","0.495321485773041","0.548495682127022"
"Einige Sorgen","2011","(noch) kein Abschluss","maennlich","144","","",""
"Einige Sorgen","2011","(noch) kein Abschluss","weiblich","139","","",""
"Einige Sorgen","2011","AkademikerIn","maennlich","1286","","",""
"Einige Sorgen","2011","AkademikerIn","weiblich","1132","","",""
"Einige Sorgen","2011","Hauptschule","maennlich","1794","","",""
"Einige Sorgen","2011","Hauptschule","weiblich","2029","","",""
"Einige Sorgen","2011","Realschule","maennlich","1225","","",""
"Einige Sorgen","2011","Realschule","weiblich","1762","","",""
"Grosse Sorgen","2011","(Fach-)Abitur","maennlich","292","","",""
"Grosse Sorgen","2011","(Fach-)Abitur","weiblich","460","0.358584527969245","0.33305847091993","0.384110585018561"
"Grosse Sorgen","2011","(noch) kein Abschluss","maennlich","50","0.179082997202433","0.132566753203988","0.225599241200878"
"Grosse Sorgen","2011","(noch) kein Abschluss","weiblich","103","","",""
"Grosse Sorgen","2011","AkademikerIn","maennlich","678","0.262505464731383","0.245104132952362","0.279906796510403"
"Grosse Sorgen","2011","AkademikerIn","weiblich","711","0.328340207451722","0.308278922322619","0.348401492580825"
"Grosse Sorgen","2011","Hauptschule","maennlich","977","0.277475868204253","0.262347421326337","0.29260431508217"
"Grosse Sorgen","2011","Hauptschule","weiblich","1142","","",""
"Grosse Sorgen","2011","Realschule","maennlich","556","0.239961852284477","0.222451544210556","0.257472160358397"
"Grosse Sorgen","2011","Realschule","weiblich","1007","","",""
"Keine Sorgen","2011","(Fach-)Abitur","maennlich","219","","",""
"Keine Sorgen","2011","(Fach-)Abitur","weiblich","178","","",""
"Keine Sorgen","2011","(noch) kein Abschluss","maennlich","67","0.213843383120877","0.164100576839973","0.263586189401781"
"Keine Sorgen","2011","(noch) kein Abschluss","weiblich","40","0.146550855854214","0.105274006534391","0.187827705174037"
"Keine Sorgen","2011","AkademikerIn","maennlich","492","0.198142001924427","0.1823778389612","0.213906164887653"
"Keine Sorgen","2011","AkademikerIn","weiblich","262","","",""
"Keine Sorgen","2011","Hauptschule","maennlich","594","0.169821709874689","0.157135326031458","0.182508093717921"
"Keine Sorgen","2011","Hauptschule","weiblich","474","0.128312676709366","0.117455560853205","0.139169792565528"
"Keine Sorgen","2011","Realschule","maennlich","504","0.225029406758353","0.207906904267312","0.242151909249394"
"Keine Sorgen","2011","Realschule","weiblich","415","0.135404578174423","0.123519974554561","0.147289181794286"
"Einige Sorgen","2012","(Fach-)Abitur","maennlich","532","0.467980895821632","0.437900172619931","0.498061619023334"
"Einige Sorgen","2012","(Fach-)Abitur","weiblich","753","0.527118768383611","0.500613607680429","0.553623929086792"
"Einige Sorgen","2012","(noch) kein Abschluss","maennlich","135","","",""
"Einige Sorgen","2012","(noch) kein Abschluss","weiblich","135","","",""
"Einige Sorgen","2012","AkademikerIn","maennlich","1326","","",""
"Einige Sorgen","2012","AkademikerIn","weiblich","1206","","",""
"Einige Sorgen","2012","Hauptschule","maennlich","1776","","",""
"Einige Sorgen","2012","Hauptschule","weiblich","1953","","",""
"Einige Sorgen","2012","Realschule","maennlich","1218","","",""
"Einige Sorgen","2012","Realschule","weiblich","1788","","",""
"Grosse Sorgen","2012","(Fach-)Abitur","maennlich","254","","",""
"Grosse Sorgen","2012","(Fach-)Abitur","weiblich","414","0.319855749771844","0.295094203598885","0.344617295944803"
"Grosse Sorgen","2012","(noch) kein Abschluss","maennlich","54","0.215786243302037","0.164895319367056","0.266677167237017"
"Grosse Sorgen","2012","(noch) kein Abschluss","weiblich","99","0.306242135581528","0.253008236233073","0.359476034929983"
"Grosse Sorgen","2012","AkademikerIn","maennlich","599","0.241633973417275","0.224707598933427","0.258560347901124"
"Grosse Sorgen","2012","AkademikerIn","weiblich","670","0.323152227036467","0.303497476357845","0.342806977715089"
"Grosse Sorgen","2012","Hauptschule","maennlich","876","0.267192529718345","0.252167937471412","0.282217121965278"
"Grosse Sorgen","2012","Hauptschule","weiblich","1098","","",""
"Grosse Sorgen","2012","Realschule","maennlich","515","0.229897843327051","0.212577202763057","0.247218483891045"
"Grosse Sorgen","2012","Realschule","weiblich","901","0.282863214746054","0.267157326081846","0.298569103410262"
"Keine Sorgen","2012","(Fach-)Abitur","maennlich","271","","",""
"Keine Sorgen","2012","(Fach-)Abitur","weiblich","196","","",""
"Keine Sorgen","2012","(noch) kein Abschluss","maennlich","62","0.216909947121681","0.165923257207613","0.267896637035749"
"Keine Sorgen","2012","(noch) kein Abschluss","weiblich","54","0.216103780903425","0.168568910451593","0.263638651355258"
"Keine Sorgen","2012","AkademikerIn","maennlich","532","0.231509309903285","0.214831114864342","0.248187504942228"
"Keine Sorgen","2012","AkademikerIn","weiblich","299","","",""
"Keine Sorgen","2012","Hauptschule","maennlich","680","0.202792171493122","0.189139835598846","0.216444507387399"
"Keine Sorgen","2012","Hauptschule","weiblich","510","0.135919542810836","0.1246636448309","0.147175440790773"
"Keine Sorgen","2012","Realschule","maennlich","534","0.240539314513822","0.222945175708711","0.258133453318933"
