year,sex,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,Very concerned,0.26392,2235,8565,0.25459,0.27326
2009,male,Somewhat concerned,0.53858,4630,8565,0.52802,0.54914
2009,male,Not concerned at all,0.19750,1700,8565,0.18907,0.20593
2009,female,Very concerned,0.30310,2781,9364,0.29379,0.31241
2009,female,Somewhat concerned,0.56275,5337,9364,0.55270,0.57280
2009,female,Not concerned at all,0.13415,1246,9364,0.12724,0.14105
2010,male,Very concerned,0.27229,2826,10871,0.26392,0.28066
2010,male,Somewhat concerned,0.51347,5675,10871,0.50408,0.52287
2010,male,Not concerned at all,0.21424,2370,10871,0.20652,0.22195
2010,female,Very concerned,0.31547,4009,12989,0.30748,0.32347
2010,female,Somewhat concerned,0.53633,7048,12989,0.52776,0.54491
2010,female,Not concerned at all,0.14819,1932,12989,0.14208,0.15430
2011,male,Very concerned,0.26107,2609,9674,0.25231,0.26982
2011,male,Somewhat concerned,0.54060,5118,9674,0.53067,0.55053
2011,male,Not concerned at all,0.19833,1947,9674,0.19039,0.20628
2011,female,Very concerned,0.32564,3480,10800,0.31681,0.33448
2011,female,Somewhat concerned,0.54289,5908,10800,0.53350,0.55229
2011,female,Not concerned at all,0.13146,1412,10800,0.12509,0.13784
2012,male,Very concerned,0.25061,2353,9612,0.24194,0.25927
2012,male,Somewhat concerned,0.52140,5105,9612,0.51141,0.53138
2012,male,Not concerned at all,0.22800,2154,9612,0.21961,0.23638
2012,female,Very concerned,0.30421,3246,10762,0.29552,0.31290
2012,female,Somewhat concerned,0.54989,5949,10762,0.54049,0.55929
2012,female,Not concerned at all,0.14590,1567,10762,0.13923,0.15257
2013,male,Very concerned,0.23398,2028,8792,0.22513,0.24283
2013,male,Somewhat concerned,0.51692,4635,8792,0.50647,0.52736
2013,male,Not concerned at all,0.24910,2129,8792,0.24006,0.25814
2013,female,Very concerned,0.28099,2795,9970,0.27216,0.28981
2013,female,Somewhat concerned,0.55464,5523,9970,0.54488,0.56439
2013,female,Not concerned at all,0.16438,1652,9970,0.15710,0.17165
2014,male,Very concerned,0.24415,3072,12371,0.23658,0.25172
2014,male,Somewhat concerned,0.51823,6351,12371,0.50942,0.52703
2014,male,Not concerned at all,0.23762,2948,12371,0.23012,0.24512
2014,female,Very concerned,0.30214,4363,14557,0.29468,0.30960
2014,female,Somewhat concerned,0.54456,7927,14557,0.53647,0.55265
2014,female,Not concerned at all,0.15330,2267,14557,0.14745,0.15916
2015,male,Very concerned,0.23501,2674,11384,0.22722,0.24280
2015,male,Somewhat concerned,0.53548,6063,11384,0.52632,0.54464
2015,male,Not concerned at all,0.22951,2647,11384,0.22178,0.23723
2015,female,Very concerned,0.29337,3881,13471,0.28568,0.30106
2015,female,Somewhat concerned,0.55542,7473,13471,0.54703,0.56381
2015,female,Not concerned at all,0.15121,2117,13471,0.14516,0.15726
2016,male,Very concerned,0.28094,3018,11003,0.27254,0.28934
2016,male,Somewhat concerned,0.50860,5698,11003,0.49926,0.51795
2016,male,Not concerned at all,0.21045,2287,11003,0.20284,0.21807
2016,female,Very concerned,0.33212,4262,13031,0.32403,0.34021
2016,female,Somewhat concerned,0.53093,6962,13031,0.52236,0.53950
2016,female,Not concerned at all,0.13695,1807,13031,0.13105,0.14285
2017,male,Very concerned,0.32056,3912,12180,0.31227,0.32885
2017,male,Somewhat concerned,0.50392,6111,12180,0.49504,0.51280
2017,male,Not concerned at all,0.17552,2157,12180,0.16876,0.18228
2017,female,Very concerned,0.38584,5416,14191,0.37783,0.39385
2017,female,Somewhat concerned,0.49757,7136,14191,0.48935,0.50580
2017,female,Not concerned at all,0.11658,1639,14191,0.11130,0.12186
2018,male,Very concerned,0.31104,3556,11762,0.30267,0.31940
2018,male,Somewhat concerned,0.51040,6023,11762,0.50136,0.51943
2018,male,Not concerned at all,0.17857,2183,11762,0.17165,0.18549
2018,female,Very concerned,0.36229,4896,13771,0.35426,0.37032
2018,female,Somewhat concerned,0.51812,7131,13771,0.50978,0.52647
2018,female,Not concerned at all,0.11959,1744,13771,0.11417,0.12501
2019,male,Very concerned,0.44137,5464,12215,0.43257,0.45018
2019,male,Somewhat concerned,0.43740,5283,12215,0.42861,0.44620
2019,male,Not concerned at all,0.12122,1468,12215,0.11543,0.12701
2019,female,Very concerned,0.52331,7019,13375,0.51485,0.53178
2019,female,Somewhat concerned,0.40377,5409,13375,0.39545,0.41209
2019,female,Not concerned at all,0.07292,947,13375,0.06851,0.07733
2020,male,Very concerned,0.37594,4418,12204,0.36734,0.38453
2020,male,Somewhat concerned,0.47191,5779,12204,0.46305,0.48076
2020,male,Not concerned at all,0.15216,2007,12204,0.14578,0.15853
2020,female,Very concerned,0.43758,5710,13320,0.42915,0.44600
2020,female,Somewhat concerned,0.46714,6247,13320,0.45866,0.47561
2020,female,Not concerned at all,0.09528,1363,13320,0.09030,0.10027
2021,male,Very concerned,0.43628,3556,8051,0.42544,0.44711
2021,male,Somewhat concerned,0.43952,3510,8051,0.42868,0.45036
2021,male,Not concerned at all,0.12420,985,8051,0.11700,0.13141
2021,female,Very concerned,0.49811,4440,9076,0.48782,0.50839
2021,female,Somewhat concerned,0.41953,3899,9076,0.40938,0.42968
2021,female,Not concerned at all,0.08236,737,9076,0.07671,0.08802
2022,male,Very concerned,0.46707,5803,12501,0.45832,0.47582
2022,male,Somewhat concerned,0.39755,4998,12501,0.38897,0.40613
2022,male,Not concerned at all,0.13538,1700,12501,0.12938,0.14138
2022,female,Very concerned,0.55882,7300,13494,0.55044,0.56720
2022,female,Somewhat concerned,0.36482,5040,13494,0.35670,0.37294
2022,female,Not concerned at all,0.07636,1154,13494,0.07188,0.08084
