"plh0037","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2009","(Fach-)Abitur","1054","0.495033088089152","0.473132053582334","0.51693412259597"
"Einige Sorgen","2009","(noch) kein Abschluss","235","0.511432443247138","0.46652678528749","0.556338101206787"
"Einige Sorgen","2009","AkademikerIn","2203","0.544769585127593","0.52937538507658","0.560163785178606"
"Einige Sorgen","2009","Hauptschule","3493","0.570449842233371","0.558100301528176","0.582799382938567"
"Einige Sorgen","2009","Realschule","2738","0.561208097090861","0.547160878428576","0.575255315753147"
"Grosse Sorgen","2009","(Fach-)Abitur","624","0.345220145485278","0.324393862050476","0.366046428920079"
"Grosse Sorgen","2009","(noch) kein Abschluss","128","0.266222975897785","0.226517588648361","0.305928363147209"
"Grosse Sorgen","2009","AkademikerIn","1184","0.293546518215942","0.27946934948365","0.307623686948234"
"Grosse Sorgen","2009","Hauptschule","1697","0.270900051887509","0.259812562680088","0.28198754109493"
"Grosse Sorgen","2009","Realschule","1268","0.273079602059291","0.260467509926513","0.285691694192069"
"Keine Sorgen","2009","(Fach-)Abitur","324","0.159746766425571","0.14369816509659","0.175795367754551"
"Keine Sorgen","2009","(noch) kein Abschluss","113","0.222344580855077","0.184989344337492","0.259699817372662"
"Keine Sorgen","2009","AkademikerIn","633","0.161683896656465","0.150303108157325","0.173064685155605"
"Keine Sorgen","2009","Hauptschule","982","0.15865010587912","0.14953537946121","0.16776483229703"
"Keine Sorgen","2009","Realschule","788","0.165712300849848","0.155187003594536","0.176237598105159"
"Einige Sorgen","2010","(Fach-)Abitur","1614","0.513659156144189","0.495924005728095","0.531394306560283"
"Einige Sorgen","2010","(noch) kein Abschluss","370","0.510986967773107","0.475471225869329","0.546502709676886"
"Einige Sorgen","2010","AkademikerIn","2922","0.545913342591068","0.532583118892301","0.559243566289836"
"Einige Sorgen","2010","Hauptschule","3914","0.516418372623633","0.505069967204084","0.527766778043183"
"Einige Sorgen","2010","Realschule","3672","0.532741914111854","0.520864164800315","0.544619663423393"
"Grosse Sorgen","2010","(Fach-)Abitur","922","0.321759718327393","0.3051835322415","0.338335904413286"
"Grosse Sorgen","2010","(noch) kein Abschluss","236","0.308355511931393","0.275544238899112","0.341166784963673"
"Grosse Sorgen","2010","AkademikerIn","1532","0.260257297549961","0.248509728261956","0.272004866837966"
"Grosse Sorgen","2010","Hauptschule","2218","0.315903713935211","0.305346846061987","0.326460581808434"
"Grosse Sorgen","2010","Realschule","1817","0.276247595973423","0.265602696313982","0.286892495632863"
"Keine Sorgen","2010","(Fach-)Abitur","515","0.164581125528418","0.151423753862375","0.177738497194462"
"Keine Sorgen","2010","(noch) kein Abschluss","155","0.1806575202955","0.15332268125001","0.20799235934099"
"Keine Sorgen","2010","AkademikerIn","905","0.19382935985897","0.183245855767907","0.204412863950034"
"Keine Sorgen","2010","Hauptschule","1317","0.167677913441156","0.159194263421705","0.176161563460607"
"Keine Sorgen","2010","Realschule","1289","0.191010489914723","0.181652181298538","0.200368798530908"
"Einige Sorgen","2011","(Fach-)Abitur","1262","0.516041872452963","0.496094033610964","0.535989711294963"
"Einige Sorgen","2011","(noch) kein Abschluss","283","0.566490410840748","0.524808865516694","0.608171956164802"
"Einige Sorgen","2011","AkademikerIn","2418","0.539993907663171","0.525529712378602","0.554458102947741"
"Einige Sorgen","2011","Hauptschule","3823","0.553763459141685","0.54212665312882","0.565400265154549"
"Einige Sorgen","2011","Realschule","2987","0.536582183802217","0.523366226805964","0.54979814079847"
"Grosse Sorgen","2011","(Fach-)Abitur","752","0.322569031560714","0.303909817621853","0.341228245499575"
"Grosse Sorgen","2011","(noch) kein Abschluss","153","0.254541268168958","0.217902650401691","0.291179885936224"
"Grosse Sorgen","2011","AkademikerIn","1389","0.292123716407526","0.278926566663626","0.305320866151427"
"Grosse Sorgen","2011","Hauptschule","2119","0.297841080572924","0.287135774467042","0.308546386678807"
"Grosse Sorgen","2011","Realschule","1563","0.287210201605658","0.275218666093459","0.299201737117857"
"Keine Sorgen","2011","(Fach-)Abitur","397","0.161389095986323","0.146704336670793","0.176073855301852"
"Keine Sorgen","2011","(noch) kein Abschluss","107","0.178968320990295","0.14672674848579","0.211209893494799"
"Keine Sorgen","2011","AkademikerIn","754","0.167882375929302","0.157035292799343","0.178729459059262"
"Keine Sorgen","2011","Hauptschule","1068","0.148395460285391","0.140073639216721","0.15671728135406"
"Keine Sorgen","2011","Realschule","919","0.176207614592125","0.166110079945959","0.186305149238291"
"Einige Sorgen","2012","(Fach-)Abitur","1285","0.498806663205499","0.478885753111307","0.518727573299691"
"Einige Sorgen","2012","(noch) kein Abschluss","270","0.520764050825257","0.478589651968305","0.562938449682208"
"Einige Sorgen","2012","AkademikerIn","2532","0.531073370473618","0.516702154159314","0.545444586787922"
"Einige Sorgen","2012","Hauptschule","3729","0.544221820799051","0.53246449123616","0.555979150361942"
"Einige Sorgen","2012","Realschule","3006","0.547724750254265","0.534481615738602","0.560967884769929"
"Grosse Sorgen","2012","(Fach-)Abitur","668","0.296635348965646","0.278436575095556","0.314834122835737"
"Grosse Sorgen","2012","(noch) kein Abschluss","153","0.26274450619088","0.225588456145435","0.299900556236325"
"Grosse Sorgen","2012","AkademikerIn","1269","0.279063325354053","0.266146262951097","0.291980387757009"
"Grosse Sorgen","2012","Hauptschule","1974","0.287222511394249","0.276541062254164","0.297903960534335"
"Grosse Sorgen","2012","Realschule","1416","0.25866782968187","0.247016222639829","0.270319436723912"
"Keine Sorgen","2012","(Fach-)Abitur","467","0.204557987828855","0.188486618110864","0.220629357546845"
"Keine Sorgen","2012","(noch) kein Abschluss","116","0.216491442983863","0.181722142925953","0.251260743041774"
"Keine Sorgen","2012","AkademikerIn","831","0.189863304172329","0.178568895835238","0.20115771250942"
"Keine Sorgen","2012","Hauptschule","1190","0.168555667806699","0.159718110954636","0.177393224658763"
"Keine Sorgen","2012","Realschule","1004","0.193607420063864","0.183094037772892","0.204120802354836"
"Einige Sorgen","2013","(Fach-)Abitur","1177","0.527371487967755","0.506537921677189","0.54820505425832"
"Einige Sorgen","2013","(noch) kein Abschluss","241","0.50475174452908","0.460023910899295","0.549479578158866"
"Einige Sorgen","2013","AkademikerIn","2416","0.535322939691559","0.520669093486127","0.549976785896991"
"Einige Sorgen","2013","Hauptschule","3359","0.551440084229188","0.539026256120877","0.563853912337499"
