year,sampreg,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,Very concerned,0.28982,3902,13396,0.28214,0.29751
2009,West,Somewhat concerned,0.55560,7461,13396,0.54718,0.56401
2009,West,Not concerned at all,0.15458,2033,13396,0.14845,0.16070
2009,East,Very concerned,0.25892,1114,4533,0.24616,0.27167
2009,East,Somewhat concerned,0.53103,2506,4533,0.51650,0.54556
2009,East,Not concerned at all,0.21006,913,4533,0.19820,0.22192
2010,West,Very concerned,0.30735,5606,18408,0.30068,0.31401
2010,West,Somewhat concerned,0.52726,9782,18408,0.52005,0.53448
2010,West,Not concerned at all,0.16539,3020,18408,0.16002,0.17076
2010,East,Very concerned,0.23674,1229,5452,0.22546,0.24803
2010,East,Somewhat concerned,0.51584,2941,5452,0.50258,0.52911
2010,East,Not concerned at all,0.24741,1282,5452,0.23596,0.25887
2011,West,Very concerned,0.30488,4907,15632,0.29766,0.31210
2011,West,Somewhat concerned,0.54253,8404,15632,0.53472,0.55034
2011,West,Not concerned at all,0.15259,2321,15632,0.14695,0.15822
2011,East,Very concerned,0.24588,1182,4842,0.23375,0.25801
2011,East,Somewhat concerned,0.53839,2622,4842,0.52435,0.55243
2011,East,Not concerned at all,0.21573,1038,4842,0.20414,0.22732
2012,West,Very concerned,0.28436,4469,15551,0.27727,0.29145
2012,West,Somewhat concerned,0.53990,8443,15551,0.53206,0.54773
2012,West,Not concerned at all,0.17574,2639,15551,0.16976,0.18172
2012,East,Very concerned,0.24844,1130,4823,0.23624,0.26063
2012,East,Somewhat concerned,0.51770,2611,4823,0.50360,0.53181
2012,East,Not concerned at all,0.23386,1082,4823,0.22191,0.24581
2013,West,Very concerned,0.26389,3836,14317,0.25667,0.27111
2013,West,Somewhat concerned,0.54047,7765,14317,0.53231,0.54864
2013,West,Not concerned at all,0.19564,2716,14317,0.18914,0.20214
2013,East,Very concerned,0.23351,987,4445,0.22107,0.24595
2013,East,Somewhat concerned,0.51839,2393,4445,0.50370,0.53308
2013,East,Not concerned at all,0.24810,1065,4445,0.23540,0.26079
2014,West,Very concerned,0.28109,6136,21371,0.27507,0.28712
2014,West,Somewhat concerned,0.53505,11346,21371,0.52836,0.54174
2014,West,Not concerned at all,0.18386,3889,21371,0.17866,0.18905
2014,East,Very concerned,0.24027,1299,5557,0.22904,0.25151
2014,East,Somewhat concerned,0.51625,2932,5557,0.50311,0.52939
2014,East,Not concerned at all,0.24348,1326,5557,0.23219,0.25476
2015,West,Very concerned,0.27268,5406,19640,0.26645,0.27891
2015,West,Somewhat concerned,0.54567,10708,19640,0.53871,0.55264
2015,West,Not concerned at all,0.18165,3526,19640,0.17625,0.18704
2015,East,Very concerned,0.22898,1149,5215,0.21757,0.24038
2015,East,Somewhat concerned,0.54571,2828,5215,0.53219,0.55922
2015,East,Not concerned at all,0.22531,1238,5215,0.21397,0.23665
2016,West,Very concerned,0.31627,5930,19027,0.30966,0.32288
2016,West,Somewhat concerned,0.51803,10025,19027,0.51093,0.52513
2016,West,Not concerned at all,0.16571,3072,19027,0.16042,0.17099
2016,East,Very concerned,0.26430,1350,5007,0.25208,0.27651
2016,East,Somewhat concerned,0.52915,2635,5007,0.51533,0.54298
2016,East,Not concerned at all,0.20655,1022,5007,0.19533,0.21776
2017,West,Very concerned,0.36046,7563,20809,0.35393,0.36698
2017,West,Somewhat concerned,0.50204,10442,20809,0.49525,0.50884
2017,West,Not concerned at all,0.13750,2804,20809,0.13282,0.14218
2017,East,Very concerned,0.32221,1765,5562,0.30993,0.33449
2017,East,Somewhat concerned,0.49421,2805,5562,0.48107,0.50735
2017,East,Not concerned at all,0.18358,992,5562,0.17340,0.19375
2018,West,Very concerned,0.34716,6864,20064,0.34057,0.35375
2018,West,Somewhat concerned,0.51284,10335,20064,0.50593,0.51976
2018,West,Not concerned at all,0.14000,2865,20064,0.13520,0.14480
2018,East,Very concerned,0.28901,1588,5469,0.27700,0.30103
2018,East,Somewhat concerned,0.52151,2819,5469,0.50827,0.53475
2018,East,Not concerned at all,0.18947,1062,5469,0.17909,0.19986
2019,Does not apply,Very concerned,0.79245,56,56,0.68526,0.89963
2019,West,Very concerned,0.49150,10086,20002,0.48457,0.49843
2019,West,Somewhat concerned,0.41819,8188,20002,0.41135,0.42503
2019,West,Not concerned at all,0.09031,1728,20002,0.08634,0.09428
2019,East,Very concerned,0.44145,2347,5518,0.42835,0.45456
2019,East,Somewhat concerned,0.43157,2487,5518,0.41850,0.44464
2019,East,Not concerned at all,0.12698,684,5518,0.11820,0.13577
2020,West,Very concerned,0.41688,8221,20237,0.41009,0.42368
2020,West,Somewhat concerned,0.46563,9462,20237,0.45875,0.47250
2020,West,Not concerned at all,0.11749,2554,20237,0.11305,0.12193
2020,East,Very concerned,0.36235,1912,5294,0.34940,0.37530
2020,East,Somewhat concerned,0.48772,2566,5294,0.47425,0.50118
2020,East,Not concerned at all,0.14993,816,5294,0.14031,0.15955
2021,West,Very concerned,0.48174,6537,13526,0.47332,0.49016
2021,West,Somewhat concerned,0.42265,5756,13526,0.41433,0.43098
2021,West,Not concerned at all,0.09561,1233,13526,0.09065,0.10056
2021,East,Very concerned,0.40041,1464,3608,0.38442,0.41640
2021,East,Somewhat concerned,0.46172,1655,3608,0.44545,0.47799
2021,East,Not concerned at all,0.13787,489,3608,0.12662,0.14913
2022,West,Very concerned,0.52600,10693,20449,0.51916,0.53285
2022,West,Somewhat concerned,0.37385,7668,20449,0.36722,0.38048
