year,age_gr,regtyp,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Yes,0.05199,98,1874,0.04194,0.06205
2009,17-29 y.,Urban regions,No,0.87470,1776,1874,0.85971,0.88969
2009,17-29 y.,Rural regions,Yes,0.04910,51,981,0.03557,0.06263
2009,17-29 y.,Rural regions,No,0.90159,930,981,0.88294,0.92024
2009,30-45 y.,Urban regions,Yes,0.06380,206,3074,0.05516,0.07244
2009,30-45 y.,Urban regions,No,0.93620,2868,3074,0.92756,0.94484
2009,30-45 y.,Rural regions,Yes,0.05695,96,1602,0.04560,0.06830
2009,30-45 y.,Rural regions,No,0.94305,1506,1602,0.93170,0.95440
2009,46-65 y.,Urban regions,Yes,0.06119,227,4036,0.05379,0.06858
2009,46-65 y.,Urban regions,No,0.93881,3809,4036,0.93142,0.94621
2009,46-65 y.,Rural regions,Yes,0.05175,114,2289,0.04267,0.06083
2009,46-65 y.,Rural regions,No,0.94825,2175,2289,0.93917,0.95733
2009,66 and older,Urban regions,Yes,0.03158,95,2698,0.02498,0.03818
2009,66 and older,Urban regions,No,0.96842,2603,2698,0.96182,0.97502
2009,66 and older,Rural regions,Yes,0.02795,39,1464,0.01951,0.03640
2009,66 and older,Rural regions,No,0.97205,1425,1464,0.96360,0.98049
2011,17-29 y.,Urban regions,Yes,0.04435,119,2004,0.03533,0.05336
2011,17-29 y.,Urban regions,No,0.79613,1885,2004,0.77848,0.81377
2011,17-29 y.,Rural regions,Yes,0.04495,64,990,0.03204,0.05787
2011,17-29 y.,Rural regions,No,0.77761,926,990,0.75169,0.80353
2011,30-45 y.,Urban regions,Yes,0.05992,247,3191,0.05168,0.06815
2011,30-45 y.,Urban regions,No,0.73419,2944,3191,0.71886,0.74952
2011,30-45 y.,Rural regions,Yes,0.05180,111,1665,0.04115,0.06245
2011,30-45 y.,Rural regions,No,0.72011,1554,1665,0.69854,0.74168
2011,46-65 y.,Urban regions,Yes,0.05689,276,4859,0.05038,0.06341
2011,46-65 y.,Urban regions,No,0.90058,4583,4859,0.89217,0.90899
2011,46-65 y.,Rural regions,Yes,0.05058,161,2916,0.04263,0.05854
2011,46-65 y.,Rural regions,No,0.90845,2755,2916,0.89798,0.91892
2011,66 and older,Urban regions,Yes,0.04009,130,3306,0.03340,0.04677
2011,66 and older,Urban regions,No,0.95925,3176,3306,0.95251,0.96599
2011,66 and older,Rural regions,Yes,0.02766,48,1814,0.02011,0.03521
2011,66 and older,Rural regions,No,0.97124,1766,1814,0.96355,0.97894
2013,17-29 y.,Urban regions,Yes,0.05084,124,1712,0.04043,0.06125
2013,17-29 y.,Urban regions,No,0.63059,1588,1712,0.60772,0.65346
2013,17-29 y.,Rural regions,Yes,0.04313,50,824,0.02925,0.05700
2013,17-29 y.,Rural regions,No,0.67845,774,824,0.64654,0.71036
2013,30-45 y.,Urban regions,Yes,0.05201,225,2669,0.04358,0.06043
2013,30-45 y.,Urban regions,No,0.62063,2444,2669,0.60222,0.63904
2013,30-45 y.,Rural regions,Yes,0.06518,118,1404,0.05226,0.07810
2013,30-45 y.,Rural regions,No,0.63644,1286,1404,0.61127,0.66161
2013,46-65 y.,Urban regions,Yes,0.06486,337,4489,0.05766,0.07207
2013,46-65 y.,Urban regions,No,0.82449,4152,4489,0.81336,0.83562
2013,46-65 y.,Rural regions,Yes,0.05700,173,2831,0.04846,0.06554
2013,46-65 y.,Rural regions,No,0.86967,2658,2831,0.85727,0.88207
2013,66 and older,Urban regions,Yes,0.04119,129,3177,0.03428,0.04811
2013,66 and older,Urban regions,No,0.95207,3048,3177,0.94464,0.95950
2013,66 and older,Rural regions,Yes,0.03900,59,1760,0.02995,0.04805
2013,66 and older,Rural regions,No,0.95361,1701,1760,0.94379,0.96344
2015,17-29 y.,Urban regions,Yes,0.06176,179,2634,0.05257,0.07096
2015,17-29 y.,Urban regions,No,0.81920,2455,2634,0.80450,0.83390
2015,17-29 y.,Rural regions,Yes,0.04925,78,1289,0.03743,0.06107
2015,17-29 y.,Rural regions,No,0.84717,1211,1289,0.82752,0.86682
2015,30-45 y.,Urban regions,Yes,0.07318,421,4817,0.06583,0.08054
2015,30-45 y.,Urban regions,No,0.87285,4396,4817,0.86345,0.88226
2015,30-45 y.,Rural regions,Yes,0.08970,212,2539,0.07858,0.10082
2015,30-45 y.,Rural regions,No,0.87941,2327,2539,0.86674,0.89208
2015,46-65 y.,Urban regions,Yes,0.07949,433,5633,0.07242,0.08655
2015,46-65 y.,Urban regions,No,0.91145,5200,5633,0.90403,0.91887
2015,46-65 y.,Rural regions,Yes,0.05383,208,3245,0.04607,0.06160
2015,46-65 y.,Rural regions,No,0.93871,3037,3245,0.93045,0.94696
2015,66 and older,Urban regions,Yes,0.04350,129,3087,0.03630,0.05069
2015,66 and older,Urban regions,No,0.95569,2958,3087,0.94843,0.96295
2015,66 and older,Rural regions,Yes,0.03881,53,1796,0.02987,0.04774
2015,66 and older,Rural regions,No,0.95972,1743,1796,0.95062,0.96881
2017,17-29 y.,Urban regions,Yes,0.07620,230,2939,0.06661,0.08579
2017,17-29 y.,Urban regions,No,0.83368,2709,2939,0.82022,0.84715
2017,17-29 y.,Rural regions,Yes,0.05404,88,1421,0.04228,0.06581
2017,17-29 y.,Rural regions,No,0.86334,1333,1421,0.84548,0.88121
2017,30-45 y.,Urban regions,Yes,0.07709,419,4831,0.06957,0.08461
2017,30-45 y.,Urban regions,No,0.91258,4412,4831,0.90461,0.92055
2017,30-45 y.,Rural regions,Yes,0.08849,229,2426,0.07718,0.09979
2017,30-45 y.,Rural regions,No,0.90061,2197,2426,0.88871,0.91252
2017,46-65 y.,Urban regions,Yes,0.08150,505,6274,0.07473,0.08827
2017,46-65 y.,Urban regions,No,0.91605,5769,6274,0.90919,0.92291
2017,46-65 y.,Rural regions,Yes,0.06433,246,3699,0.05642,0.07224
2017,46-65 y.,Rural regions,No,0.93377,3453,3699,0.92576,0.94179
2017,66 and older,Urban regions,Yes,0.05075,131,3103,0.04302,0.05847
2017,66 and older,Urban regions,No,0.94886,2972,3103,0.94110,0.95661
