year,age_gr,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.05107,149,2855,0.04299,0.05914
2009,17-29 y.,No,0.88332,2706,2855,0.87154,0.89510
2009,30-45 y.,Yes,0.06169,302,4676,0.05479,0.06859
2009,30-45 y.,No,0.93831,4374,4676,0.93141,0.94521
2009,46-65 y.,Yes,0.05798,341,6325,0.05222,0.06374
2009,46-65 y.,No,0.94202,5984,6325,0.93626,0.94778
2009,66 and older,Yes,0.03040,134,4162,0.02518,0.03562
2009,66 and older,No,0.96960,4028,4162,0.96438,0.97482
2011,17-29 y.,Yes,0.04454,183,2994,0.03715,0.05193
2011,17-29 y.,No,0.79020,2811,2994,0.77561,0.80479
2011,30-45 y.,Yes,0.05748,358,4856,0.05093,0.06403
2011,30-45 y.,No,0.72997,4498,4856,0.71748,0.74246
2011,46-65 y.,Yes,0.05467,437,7775,0.04962,0.05972
2011,46-65 y.,No,0.90335,7338,7775,0.89678,0.90992
2011,66 and older,Yes,0.03606,178,5120,0.03095,0.04116
2011,66 and older,No,0.96314,4942,5120,0.95797,0.96830
2013,17-29 y.,Yes,0.04843,174,2536,0.04008,0.05679
2013,17-29 y.,No,0.64553,2362,2536,0.62691,0.66415
2013,30-45 y.,Yes,0.05584,343,4073,0.04879,0.06289
2013,30-45 y.,No,0.62523,3730,4073,0.61036,0.64010
2013,46-65 y.,Yes,0.06196,510,7320,0.05644,0.06749
2013,46-65 y.,No,0.84114,6810,7320,0.83277,0.84952
2013,66 and older,Yes,0.04048,188,4937,0.03499,0.04598
2013,66 and older,No,0.95257,4749,4937,0.94664,0.95850
2015,17-29 y.,Yes,0.05808,257,3923,0.05076,0.06540
2015,17-29 y.,No,0.82742,3666,3923,0.81559,0.83924
2015,30-45 y.,Yes,0.07805,633,7356,0.07192,0.08418
2015,30-45 y.,No,0.87478,6723,7356,0.86722,0.88235
2015,46-65 y.,Yes,0.07046,641,8878,0.06514,0.07578
2015,46-65 y.,No,0.92104,8237,8878,0.91543,0.92665
2015,66 and older,Yes,0.04197,182,4883,0.03634,0.04759
2015,66 and older,No,0.95700,4701,4883,0.95131,0.96269
2017,17-29 y.,Yes,0.06995,318,4360,0.06238,0.07752
2017,17-29 y.,No,0.84204,4042,4360,0.83122,0.85287
2017,30-45 y.,Yes,0.08036,648,7257,0.07411,0.08662
2017,30-45 y.,No,0.90914,6609,7257,0.90253,0.91575
2017,46-65 y.,Yes,0.07564,751,9973,0.07045,0.08083
2017,46-65 y.,No,0.92209,9222,9973,0.91683,0.92735
2017,66 and older,Yes,0.04686,188,4959,0.04098,0.05275
2017,66 and older,No,0.95282,4771,4959,0.94692,0.95872
2019,17-29 y.,Yes,0.06988,306,3843,0.06182,0.07794
2019,17-29 y.,No,0.83523,3537,3843,0.82350,0.84696
2019,30-45 y.,Yes,0.08148,584,6287,0.07472,0.08825
2019,30-45 y.,No,0.90421,5703,6287,0.89693,0.91148
2019,46-65 y.,Yes,0.07878,807,10421,0.07361,0.08395
2019,46-65 y.,No,0.91840,9614,10421,0.91314,0.92365
2019,66 and older,Yes,0.04846,217,5174,0.04261,0.05431
2019,66 and older,No,0.95124,4957,5174,0.94537,0.95711
2021,17-29 y.,Yes,0.07903,242,3179,0.06965,0.08841
2021,17-29 y.,No,0.84362,2937,3179,0.83099,0.85625
2021,30-45 y.,Yes,0.09591,477,5206,0.08791,0.10391
2021,30-45 y.,No,0.88750,4729,5206,0.87892,0.89609
2021,46-65 y.,Yes,0.09571,678,7216,0.08892,0.10249
2021,46-65 y.,No,0.89511,6538,7216,0.88804,0.90218
2021,66 and older,Yes,0.05432,187,3563,0.04688,0.06176
2021,66 and older,No,0.93724,3376,3563,0.92928,0.94521
