year,age_gr,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,30-45 J.,middle vocational,0.16489001692047378,16099,0.15915776009452312,0.17062227374642444
1984,18-29 J.,middle vocational,0.13426395939086294,16099,0.12899737442491438,0.1395305443568115
1984,46-65 J.,middle vocational,0.13392554991539762,16099,0.12866457835999548,0.13918652147079977
1984,46-65 J.,general elemantary,0.09170896785109983,16099,0.08725060884154949,0.09616732686065017
1984,18-29 J.,general elemantary,0.07673434856175973,16099,0.07262271061315792,0.08084598651036154
1984,30-45 J.,general elemantary,0.06802030456852792,16099,0.06413093570947395,0.0719096734275819
1984,66 und älter,middle vocational,0.048223350253807105,16099,0.04491392304116653,0.05153277746644768
1984,66 und älter,general elemantary,0.043485617597292726,16099,0.040335148712773335,0.04663608648181212
1984,30-45 J.,inadequately,0.03375634517766497,16099,0.03096651570344646,0.036546174651883485
1984,46-65 J.,inadequately,0.03206429780033841,16099,0.029342908064731228,0.034785687535945596
1984,30-45 J.,higher education,0.03197969543147208,16099,0.029261779519279142,0.03469761134366502
1984,30-45 J.,higher vocational,0.021065989847715735,16099,0.01884766948907691,0.02328431020635456
1984,46-65 J.,higher education,0.018697123519458545,16099,0.016604719451559443,0.020789527587357647
1984,46-65 J.,higher vocational,0.017174280879864636,16099,0.01516734194571035,0.019181219814018925
1984,18-29 J.,inadequately,0.0155668358714044,16099,0.013654562786515122,0.017479108956293676
1984,18-29 J.,higher education,0.010829103214890017,16099,0.009230323855482742,0.012427882574297291
1984,18-29 J.,higher vocational,0.010575296108291032,16099,0.008995160848553452,0.012155431368028612
1984,18-29 J.,vocational + Abi,0.010575296108291032,16099,0.008995160848553452,0.012155431368028612
1984,30-45 J.,vocational + Abi,0.008375634517766498,16099,0.0069678406312932125,0.009783428404239783
1984,18-29 J.,in school,0.00727580372250423,16099,0.005962964896238678,0.008588642548769782
1984,66 und älter,higher vocational,0.007021996615905245,16099,0.005732094535807301,0.008311898696003189
1984,46-65 J.,vocational + Abi,0.005499153976311337,16099,0.004356783055190547,0.006641524897432127
1984,66 und älter,higher education,0.00532994923857868,16099,0.004205194896434885,0.0064547035807224745
1984,66 und älter,vocational + Abi,0.001692047377326565,16099,0.0010571622608252437,0.0023269324938278864
1984,66 und älter,inadequately,0.0012690355329949238,16099,0.0007190924172626442,0.0018189786487272032
1985,30-45 J.,middle vocational,0.16533658811379212,14443,0.15927805425247774,0.1713951219751065
1985,46-65 J.,middle vocational,0.13839076143085155,14443,0.13275910582185682,0.14402241703984628
1985,18-29 J.,middle vocational,0.13350859074265328,14443,0.12796151492034685,0.1390556665649597
1985,46-65 J.,general elemantary,0.09379400995211717,14443,0.08903925234666063,0.09854876755757372
1985,18-29 J.,general elemantary,0.07708196413482302,14443,0.07273200358293652,0.08143192468670951
1985,30-45 J.,general elemantary,0.06374988264012768,14443,0.05976548198253025,0.06773428329772511
1985,66 und älter,middle vocational,0.04825837949488311,14443,0.04476316957900584,0.05175358941076038
1985,66 und älter,general elemantary,0.03980846868838607,14443,0.03661991277284012,0.04299702460393202
1985,30-45 J.,higher education,0.03408130691953807,14443,0.031122233292240006,0.03704038054683613
1985,46-65 J.,inadequately,0.03164022157543893,14443,0.028785488577957204,0.03449495457292065
1985,30-45 J.,inadequately,0.030044127311989483,14443,0.027260038077568,0.032828216546410965
1985,30-45 J.,higher vocational,0.021875880199042342,14443,0.019490228058469984,0.0242615323396147
1985,46-65 J.,higher education,0.020279785935592903,14443,0.01798093885298084,0.022578633018204966
1985,46-65 J.,higher vocational,0.018402027978593558,14443,0.01621009618886412,0.020593959768322997
1985,18-29 J.,inadequately,0.01380152098394517,14443,0.011898809212765248,0.01570423275512509
1985,18-29 J.,higher education,0.011266547741996057,14443,0.0095452245886051,0.012987870895387013
1985,18-29 J.,higher vocational,0.010421556661346353,14443,0.008765333796822188,0.012077779525870518
1985,18-29 J.,vocational + Abi,0.010327668763496386,14443,0.008678845029409325,0.011976492497583447
1985,18-29 J.,in school,0.008356022908647075,14443,0.006871437916349546,0.009840607900944605
1985,30-45 J.,vocational + Abi,0.008168247112947141,14443,0.006700298666624818,0.009636195559269464
1985,66 und älter,higher vocational,0.007511031827997371,14443,0.006102910712660075,0.008919152943334667
1985,46-65 J.,vocational + Abi,0.005727161768847995,14443,0.004496468348867591,0.0069578551888284
1985,66 und älter,higher education,0.00525772227959816,14443,0.004078267010008906,0.006437177549187414
1985,66 und älter,vocational + Abi,0.0015960942634494415,14443,0.0009450511195567862,0.002247137407342097
1985,66 und älter,inadequately,0.00131443056989954,14443,0.0007235352115220718,0.0019053259282770082
1986,30-45 J.,middle vocational,0.16233957088272755,13742,0.15617394319774897,0.16850519856770613
1986,46-65 J.,middle vocational,0.14362692270010777,13742,0.13776310405936057,0.14949074134085497
1986,18-29 J.,middle vocational,0.13598510825903792,13742,0.13025401614431623,0.14171620037375962
1986,46-65 J.,general elemantary,0.09297540903301656,13742,0.08812001277901808,0.09783080528701503
1986,18-29 J.,general elemantary,0.07906338787106887,13742,0.07455175576412637,0.08357501997801137
1986,30-45 J.,general elemantary,0.06044871166846282,13742,0.05646411038891032,0.06443331294801533
1986,66 und älter,middle vocational,0.04643871852650142,13742,0.042920316055640895,0.04995712099736195
1986,66 und älter,general elemantary,0.03850298814539042,13742,0.035285979066912825,0.04171999722386801
1986,30-45 J.,higher education,0.03693543646517096,13742,0.03378202662497431,0.04008884630536761
1986,46-65 J.,inadequately,0.031057117664347995,13742,0.028156698531050094,0.0339575367976459
1986,30-45 J.,inadequately,0.027432154403840503,13742,0.024701158736804875,0.03016315007087613
1986,46-65 J.,higher education,0.022141667483099835,13742,0.01968144585648766,0.02460188910971201
1986,30-45 J.,higher vocational,0.021063975702948958,13742,0.018663051624362693,0.023464899781535223
1986,46-65 J.,higher vocational,0.01900656412266092,13742,0.016723511312005838,0.021289616933316
1986,18-29 J.,inadequately,0.013814049181933966,13742,0.01186253818082079,0.015765560183047145
1986,18-29 J.,vocational + Abi,0.010385029881453903,13742,0.00869003612554482,0.012080023637362988
1986,18-29 J.,higher vocational,0.009797198001371608,13742,0.008150385643502024,0.011444010359241192
1986,30-45 J.,vocational + Abi,0.009307338101303027,13742,0.007701826982419691,0.010912849220186363
1986,18-29 J.,in school,0.009209366121289312,13742,0.00761224845018798,0.010806483792390643
1986,18-29 J.,higher education,0.009111394141275595,13742,0.007522715951310564,0.010700072331240627
1986,66 und älter,higher vocational,0.007151954541001274,13742,0.005743039308539403,0.008560869773463145
1986,46-65 J.,vocational + Abi,0.005290486920740668,13742,0.004077581163544809,0.006503392677936527
1986,66 und älter,higher education,0.005192514940726952,13742,0.003990833098733208,0.006394196782720695
1986,66 und älter,inadequately,0.0018614676202606054,13742,0.0011407680665826334,0.0025821671739385773
1986,66 und älter,vocational + Abi,0.0018614676202606054,13742,0.0011407680665826334,0.0025821671739385773
1987,30-45 J.,middle vocational,0.15865622832226736,13496,0.1524921401620112,0.16482031648252352
1987,46-65 J.,middle vocational,0.1456743632940244,13496,0.13972244692434785,0.15162627966370093
1987,18-29 J.,middle vocational,0.13764740858190466,13496,0.13183468069400892,0.1434601364698004
1987,46-65 J.,general elemantary,0.09107125161034585,13496,0.08621714725060507,0.09592535597008663
1987,18-29 J.,general elemantary,0.07828758299474779,13496,0.07375550162951162,0.08281966435998396
1987,30-45 J.,general elemantary,0.05826974531760975,13496,0.054317550375199156,0.06222194026002034
1987,66 und älter,middle vocational,0.04954910316123278,13496,0.0458877950473525,0.05321041127511306
1987,66 und älter,general elemantary,0.04013477356059855,13496,0.03682331690871383,0.043446230212483276
