year,age_gr,sex,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,30-45 J.,maennlich,middle vocational,0.08620981387478849,16099,0.08187412390580004,0.09054550384377694
1984,46-65 J.,maennlich,middle vocational,0.08130287648054145,16099,0.07708109495574338,0.08552465800533952
1984,30-45 J.,weiblich,middle vocational,0.07868020304568528,16099,0.07452114904937171,0.08283925704199885
1984,18-29 J.,maennlich,middle vocational,0.07351945854483925,16099,0.06948787260132956,0.07755104448834894
1984,46-65 J.,weiblich,general elemantary,0.06785109983079526,16099,0.06396621889733138,0.07173598076425915
1984,18-29 J.,weiblich,middle vocational,0.06074450084602369,16099,0.057054708053114946,0.06443429363893244
1984,46-65 J.,weiblich,middle vocational,0.052622673434856174,16099,0.04917358310431973,0.056071763765392614
1984,30-45 J.,weiblich,general elemantary,0.04373942470389171,16099,0.0405801944480802,0.04689865495970322
1984,18-29 J.,weiblich,general elemantary,0.04137055837563452,16099,0.03829426539905154,0.044446851352217494
1984,66 und älter,weiblich,general elemantary,0.03604060913705584,16099,0.03316134139439669,0.03891987687971499
1984,18-29 J.,maennlich,general elemantary,0.03536379018612521,16099,0.03251068486434501,0.03821689550790541
1984,66 und älter,maennlich,middle vocational,0.025380710659898477,16099,0.02295115970732521,0.027810261612471743
1984,30-45 J.,maennlich,general elemantary,0.024280879864636208,16099,0.021903211721418313,0.026658548007854103
1984,46-65 J.,maennlich,general elemantary,0.023857868020304568,16099,0.021500491432210254,0.026215244608398882
1984,66 und älter,weiblich,middle vocational,0.02284263959390863,16099,0.020534765996210638,0.02515051319160662
1984,30-45 J.,maennlich,higher education,0.02140439932318105,16099,0.01916871864732418,0.023640079999037916
1984,30-45 J.,weiblich,inadequately,0.02089678510998308,16099,0.018687200695985888,0.02310636952398027
1984,46-65 J.,weiblich,inadequately,0.01742808798646362,16099,0.015406634905125307,0.019449541067801935
1984,46-65 J.,maennlich,inadequately,0.014636209813874788,16099,0.01278110166165452,0.016491317966095057
1984,46-65 J.,maennlich,higher education,0.014213197969543147,16099,0.012384701932305524,0.01604169400678077
1984,30-45 J.,maennlich,inadequately,0.012859560067681896,16099,0.011119119695684134,0.014600000439679657
1984,30-45 J.,maennlich,higher vocational,0.012521150592216581,16099,0.010803469078063165,0.014238832106369998
1984,46-65 J.,maennlich,higher vocational,0.011421319796954314,16099,0.009779897278210761,0.013062742315697868
1984,30-45 J.,weiblich,higher education,0.010575296108291032,16099,0.008995160848553452,0.012155431368028612
1984,18-29 J.,weiblich,inadequately,0.009560067681895093,16099,0.008056921647125875,0.01106321371666431
1984,30-45 J.,weiblich,higher vocational,0.008544839255499153,16099,0.007123017652249891,0.009966660858748415
1984,66 und älter,maennlich,general elemantary,0.007445008460236886,16099,0.006117104983900411,0.008772911936573362
1984,18-29 J.,weiblich,higher vocational,0.00676818950930626,16099,0.0055016516198573675,0.008034727398755152
1984,18-29 J.,maennlich,higher education,0.006006768189509307,16099,0.004813140813405947,0.007200395565612666
1984,18-29 J.,maennlich,inadequately,0.006006768189509307,16099,0.004813140813405947,0.007200395565612666
1984,18-29 J.,maennlich,vocational + Abi,0.0058375634517766496,16099,0.004660767669651136,0.007014359233902163
1984,46-65 J.,weiblich,higher vocational,0.005752961082910322,16099,0.004584674222219038,0.006921247943601606
1984,30-45 J.,maennlich,vocational + Abi,0.005499153976311337,16099,0.004356783055190547,0.006641524897432127
1984,18-29 J.,weiblich,higher education,0.004822335025380711,16099,0.0037522072880399335,0.005892462762721489
1984,18-29 J.,weiblich,vocational + Abi,0.0047377326565143825,16099,0.003676988455886569,0.005798476857142196
1984,66 und älter,maennlich,higher vocational,0.0047377326565143825,16099,0.003676988455886569,0.005798476857142196
1984,46-65 J.,weiblich,higher education,0.004483925549915398,16099,0.00345185364426354,0.005515997455567256
1984,18-29 J.,maennlich,in school,0.0040609137055837565,16099,0.0030785215408180907,0.005043305870349422
1984,46-65 J.,maennlich,vocational + Abi,0.003976311336717428,16099,0.0030041649963908385,0.004948457677044018
1984,18-29 J.,maennlich,higher vocational,0.0038071065989847717,16099,0.0028557882808224492,0.004758424917147094
1984,66 und älter,maennlich,higher education,0.003637901861252115,16099,0.0027078852408450845,0.0045679184816591455
1984,18-29 J.,weiblich,in school,0.003214890016920474,16099,0.0023404290029485028,0.0040893510308924455
1984,30-45 J.,weiblich,vocational + Abi,0.002876480541455161,16099,0.002049182832712007,0.0037037782501983148
1984,66 und älter,weiblich,higher vocational,0.002284263959390863,16099,0.0015468129473380494,0.003021714971443677
1984,66 und älter,weiblich,higher education,0.001692047377326565,16099,0.0010571622608252437,0.0023269324938278864
1984,46-65 J.,weiblich,vocational + Abi,0.0015228426395939086,16099,0.0009204866927622357,0.0021251985864255817
1984,66 und älter,maennlich,vocational + Abi,0.0010152284263959391,16099,0.0005232818529988512,0.001507174999793027
1984,66 und älter,weiblich,inadequately,0.0008460236886632825,16099,0.00039690193255366316,0.0012951454447729018
1984,66 und älter,weiblich,vocational + Abi,0.0006768189509306261,16099,0.0002750782275204182,0.0010785596743408338
1984,66 und älter,maennlich,inadequately,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1985,30-45 J.,maennlich,middle vocational,0.08581353863486997,14443,0.08124557472606803,0.09038150254367192
1985,46-65 J.,maennlich,middle vocational,0.08337245329077082,14443,0.07886392178804942,0.08788098479349223
1985,30-45 J.,weiblich,middle vocational,0.07952304947892216,14443,0.07511059398925563,0.0839355049685887
1985,18-29 J.,maennlich,middle vocational,0.07182424185522486,14443,0.06761331205244037,0.07603517165800935
