"pgisced97","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"in school","1984","(noch) kein Abschluss","kein Migrationshintergrund","163","0.689845131493461","0.630324270922958","0.749365992063963"
"in school","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in school","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"in school","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"in school","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"in school","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"in school","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in school","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"in school","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"in school","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"in school","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"inadequately","1984","(noch) kein Abschluss","kein Migrationshintergrund","59","0.263460936837942","0.206776986742616","0.320144886933269"
"inadequately","1984","(noch) kein Abschluss","direkter Migrationshintergrund","933","0.871136557007147","0.85102352829321","0.891249585721083"
"inadequately","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"inadequately","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"inadequately","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"inadequately","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"inadequately","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"inadequately","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"inadequately","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"inadequately","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"inadequately","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"inadequately","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"general elemantary","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"general elemantary","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"general elemantary","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"general elemantary","1984","Hauptschulabschluss","kein Migrationshintergrund","1938","0.369259469763347","0.356464354628444","0.38205458489825"
"general elemantary","1984","Hauptschulabschluss","direkter Migrationshintergrund","1021","0.492978894315534","0.469548458404286","0.516409330226783"
"general elemantary","1984","Hauptschulabschluss","indirekter Migrationshintergrund","37","0.347397387684898","0.239637994415934","0.455156780953862"
"general elemantary","1984","Realschulabschluss","kein Migrationshintergrund","409","0.239594409174108","0.219422599672736","0.259766218675481"
"general elemantary","1984","Realschulabschluss","direkter Migrationshintergrund","52","0.285846095811326","0.211003970291566","0.360688221331087"
"general elemantary","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"general elemantary","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"general elemantary","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"general elemantary","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"general elemantary","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"general elemantary","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"general elemantary","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"middle vocational","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"middle vocational","1984","(noch) kein Abschluss","direkter Migrationshintergrund","108","0.0994790051057394","0.0815117337656903","0.117446276445789"
"middle vocational","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"middle vocational","1984","Hauptschulabschluss","kein Migrationshintergrund","3226","0.577446442456964","0.564350108407338","0.59054277650659"
"middle vocational","1984","Hauptschulabschluss","direkter Migrationshintergrund","708","0.476462894971984","0.453056126331762","0.499869663612206"
"middle vocational","1984","Hauptschulabschluss","indirekter Migrationshintergrund","35","0.549504302993673","0.436901725511067","0.662106880476279"
"middle vocational","1984","Realschulabschluss","kein Migrationshintergrund","1117","0.649127829340784","0.626573836218822","0.671681822462745"
"middle vocational","1984","Realschulabschluss","direkter Migrationshintergrund","72","0.572630696601841","0.49068558552502","0.654575807678662"
"middle vocational","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"middle vocational","1984","(Fach-)Abitur","kein Migrationshintergrund","280","0.46230456756304","0.422040030573456","0.502569104552623"
"middle vocational","1984","(Fach-)Abitur","direkter Migrationshintergrund","129","0.418655508369032","0.360347671527889","0.476963345210175"
"middle vocational","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"middle vocational","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"middle vocational","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"middle vocational","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","(Fach-)Abitur","kein Migrationshintergrund","185","0.31906595894329","0.281423047803961","0.356708870082618"
"vocational + Abi","1984","(Fach-)Abitur","direkter Migrationshintergrund","126","0.386586984975583","0.329032144879503","0.444141825071664"
"vocational + Abi","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"vocational + Abi","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"vocational + Abi","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"higher vocational","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","Hauptschulabschluss","kein Migrationshintergrund","283","0.0499952121055785","0.0442171778465462","0.0557732463646107"
"higher vocational","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","Realschulabschluss","kein Migrationshintergrund","194","0.111277761485108","0.0964159728076232","0.126139550162593"
"higher vocational","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","(Fach-)Abitur","kein Migrationshintergrund","124","0.218629473493671","0.185250474315924","0.252008472671417"
"higher vocational","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"higher vocational","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"higher vocational","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"higher vocational","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"higher education","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"higher education","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"higher education","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"higher education","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"higher education","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"higher education","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"higher education","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"higher education","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"higher education","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"higher education","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"higher education","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"higher education","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"higher education","1984","AkademikerInnen","kein Migrationshintergrund","668","1","1","1"
"higher education","1984","AkademikerInnen","direkter Migrationshintergrund","122","1","1","1"
"higher education","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"in school","1985","(noch) kein Abschluss","kein Migrationshintergrund","155","0.670246620366035","0.608954334917703","0.731538905814366"
"in school","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in school","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"in school","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"in school","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"in school","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"in school","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in school","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"in school","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"in school","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"in school","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"inadequately","1985","(noch) kein Abschluss","kein Migrationshintergrund","61","0.277042492041014","0.218694831163242","0.335390152918786"
"inadequately","1985","(noch) kein Abschluss","direkter Migrationshintergrund","754","0.856517408230093","0.83311491320286","0.879919903257326"
"inadequately","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"inadequately","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"inadequately","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"inadequately","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"inadequately","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"inadequately","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"inadequately","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"inadequately","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"inadequately","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"inadequately","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"general elemantary","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"general elemantary","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"general elemantary","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"general elemantary","1985","Hauptschulabschluss","kein Migrationshintergrund","1693","0.362286864225786","0.348781664416148","0.375792064035425"
"general elemantary","1985","Hauptschulabschluss","direkter Migrationshintergrund","871","0.483649882755365","0.458552073012538","0.508747692498192"
"general elemantary","1985","Hauptschulabschluss","indirekter Migrationshintergrund","41","0.373706066453953","0.269627039981223","0.477785092926683"
"general elemantary","1985","Realschulabschluss","kein Migrationshintergrund","403","0.249973782376083","0.229081226513486","0.270866338238679"
"general elemantary","1985","Realschulabschluss","direkter Migrationshintergrund","53","0.28731452087323","0.211816374182567","0.362812667563893"
"general elemantary","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"general elemantary","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"general elemantary","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"general elemantary","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"general elemantary","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"general elemantary","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"general elemantary","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"middle vocational","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"middle vocational","1985","(noch) kein Abschluss","direkter Migrationshintergrund","84","0.0944331409523703","0.0749114723582991","0.113954809546441"
"middle vocational","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"middle vocational","1985","Hauptschulabschluss","kein Migrationshintergrund","2887","0.581492592790321","0.567631875462848","0.595353310117794"
"middle vocational","1985","Hauptschulabschluss","direkter Migrationshintergrund","631","0.483262395268662","0.458165229784969","0.508359560752355"
"middle vocational","1985","Hauptschulabschluss","indirekter Migrationshintergrund","39","0.531570699058566","0.424218341020041","0.63892305709709"
"middle vocational","1985","Realschulabschluss","kein Migrationshintergrund","1064","0.64233585127807","0.619208552819363","0.665463149736776"
"middle vocational","1985","Realschulabschluss","direkter Migrationshintergrund","69","0.56445131788954","0.4817256760285","0.64717695975058"
"middle vocational","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"middle vocational","1985","(Fach-)Abitur","kein Migrationshintergrund","260","0.436653567153636","0.395390844576566","0.477916289730705"
"middle vocational","1985","(Fach-)Abitur","direkter Migrationshintergrund","113","0.435545055971508","0.371879972133567","0.499210139809449"
"middle vocational","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
