year,sampreg,sex,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,Westdeutschland,maennlich,middle vocational,0.26641285956006766,16099,0.2595838130892238,0.27324190603091153
1984,Westdeutschland,weiblich,middle vocational,0.21489001692047377,16099,0.2085450408133296,0.22123499302761793
1984,Westdeutschland,weiblich,general elemantary,0.18900169204737732,16099,0.18295386390828758,0.19504952018646707
1984,Westdeutschland,maennlich,general elemantary,0.09094754653130288,16099,0.08650587348604867,0.09538921957655709
1984,Westdeutschland,weiblich,inadequately,0.048730964467005075,16099,0.045405052078565704,0.052056876855444446
1984,Westdeutschland,maennlich,higher education,0.04526226734348562,16099,0.04205107132004952,0.04847346336692172
1984,Westdeutschland,maennlich,inadequately,0.03392554991539763,16099,0.03112898202151581,0.036722117809279455
1984,Westdeutschland,maennlich,higher vocational,0.03248730964467005,16099,0.029748626240042778,0.03522599304929733
1984,Westdeutschland,weiblich,higher vocational,0.023350253807106598,16099,0.021017484219863273,0.025683023394349924
1984,Westdeutschland,weiblich,higher education,0.021573604060913704,16099,0.01932929814943997,0.02381790997238744
1984,Westdeutschland,maennlich,vocational + Abi,0.016328257191201352,16099,0.014370532422949183,0.01828598195945352
1984,Westdeutschland,weiblich,vocational + Abi,0.009813874788494078,16099,0.008291101339772514,0.01133664823721564
1984,Westdeutschland,maennlich,in school,0.0040609137055837565,16099,0.0030785215408180907,0.005043305870349422
1984,Westdeutschland,weiblich,in school,0.003214890016920474,16099,0.0023404290029485028,0.0040893510308924455
1985,Westdeutschland,maennlich,middle vocational,0.2663599662003568,14443,0.25915049597785045,0.27356943642286313
1985,Westdeutschland,weiblich,middle vocational,0.21913435358182332,14443,0.21238797423717634,0.2258807329264703
1985,Westdeutschland,weiblich,general elemantary,0.18477138296873533,14443,0.1784416639960693,0.19110110194140134
1985,Westdeutschland,maennlich,general elemantary,0.08966294244671862,14443,0.08500348907232119,0.09432239582111604
1985,Westdeutschland,maennlich,higher education,0.047788940005633274,14443,0.04430991399822372,0.05126796601304283
1985,Westdeutschland,weiblich,inadequately,0.045441742559384095,14443,0.042045051300217635,0.048838433818550554
1985,Westdeutschland,maennlich,higher vocational,0.03379964322598817,14443,0.030852392926300463,0.036746893525675874
1985,Westdeutschland,maennlich,inadequately,0.03135855788188902,14443,0.028516146524930158,0.034200969238847884
1985,Westdeutschland,weiblich,higher vocational,0.024410853440991455,14443,0.021894032449928595,0.026927674432054315
1985,Westdeutschland,weiblich,higher education,0.023096422871091916,14443,0.020646651376702314,0.025546194365481518
1985,Westdeutschland,maennlich,vocational + Abi,0.015960942634494414,14443,0.01391702776941025,0.01800485749957858
1985,Westdeutschland,weiblich,vocational + Abi,0.00985822927424655,14443,0.008246932587466851,0.01146952596102625
1985,Westdeutschland,maennlich,in school,0.004788282790348324,14443,0.0036624471271467134,0.005914118453549934
1985,Westdeutschland,weiblich,in school,0.0035677401182987512,14443,0.0025953335997788325,0.00454014663681867
1986,Westdeutschland,maennlich,middle vocational,0.2674635054374449,13742,0.2600627168484333,0.2748642940264565
1986,Westdeutschland,weiblich,middle vocational,0.22092681493092975,13742,0.2139902502018213,0.2278633796600382
1986,Westdeutschland,weiblich,general elemantary,0.17948466738512786,13742,0.1730683161866134,0.18590101858364233
1986,Westdeutschland,maennlich,general elemantary,0.09150582933281082,13742,0.0866850577699214,0.09632660089570023
1986,Westdeutschland,maennlich,higher education,0.04947584990692662,13742,0.045850004288809594,0.053101695525043645
1986,Westdeutschland,weiblich,inadequately,0.043695503086117374,13742,0.04027769580827229,0.047113310363962456
1986,Westdeutschland,maennlich,higher vocational,0.03262466934456745,13742,0.02965436012886848,0.03559497856026642
1986,Westdeutschland,maennlich,inadequately,0.0304692857842657,13742,0.027595575234673757,0.03334299633385764
1986,Westdeutschland,weiblich,higher vocational,0.024395023023415303,13742,0.021815622883841854,0.026974423162988752
1986,Westdeutschland,weiblich,higher education,0.023905163123346722,13742,0.021351150950738577,0.026459175295954866
1986,Westdeutschland,maennlich,vocational + Abi,0.01596943274223572,13742,0.013873486503718023,0.018065378980753416
1986,Westdeutschland,weiblich,vocational + Abi,0.010874889781522484,13742,0.009140809719656395,0.012608969843388574
1986,Westdeutschland,maennlich,in school,0.006074262760850397,13742,0.004775126050807563,0.007373399470893231
1986,Westdeutschland,weiblich,in school,0.0031351033604389146,13742,0.0022003970330832334,0.004069809687794596
1987,Westdeutschland,maennlich,middle vocational,0.27004261222871867,13496,0.2625519805840992,0.27753324387333816
1987,Westdeutschland,weiblich,middle vocational,0.22148449113071053,13496,0.21447867344258417,0.2284903088188369
1987,Westdeutschland,weiblich,general elemantary,0.17530472698444158,13496,0.16888972045761924,0.18171973351126391
1987,Westdeutschland,maennlich,general elemantary,0.09245862649886037,13496,0.08757142245066434,0.09734583054705641
1987,Westdeutschland,maennlich,higher education,0.04895451392329799,13496,0.045314101797728476,0.05259492604886751
