year,regtyp,sex,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,-1,maennlich,middle vocational,0.26641285956006766,16099,0.2595838130892238,0.27324190603091153
1984,-1,weiblich,middle vocational,0.21489001692047377,16099,0.2085450408133296,0.22123499302761793
1984,-1,weiblich,general elemantary,0.18900169204737732,16099,0.18295386390828758,0.19504952018646707
1984,-1,maennlich,general elemantary,0.09094754653130288,16099,0.08650587348604867,0.09538921957655709
1984,-1,weiblich,inadequately,0.048730964467005075,16099,0.045405052078565704,0.052056876855444446
1984,-1,maennlich,higher education,0.04526226734348562,16099,0.04205107132004952,0.04847346336692172
1984,-1,maennlich,inadequately,0.03392554991539763,16099,0.03112898202151581,0.036722117809279455
1984,-1,maennlich,higher vocational,0.03248730964467005,16099,0.029748626240042778,0.03522599304929733
1984,-1,weiblich,higher vocational,0.023350253807106598,16099,0.021017484219863273,0.025683023394349924
1984,-1,weiblich,higher education,0.021573604060913704,16099,0.01932929814943997,0.02381790997238744
1984,-1,maennlich,vocational + Abi,0.016328257191201352,16099,0.014370532422949183,0.01828598195945352
1984,-1,weiblich,vocational + Abi,0.009813874788494078,16099,0.008291101339772514,0.01133664823721564
1984,-1,maennlich,in school,0.0040609137055837565,16099,0.0030785215408180907,0.005043305870349422
1984,-1,weiblich,in school,0.003214890016920474,16099,0.0023404290029485028,0.0040893510308924455
1985,Staedtischer Raum,maennlich,middle vocational,0.20345507464087878,14443,0.19688959034865883,0.21002055893309873
1985,Staedtischer Raum,weiblich,middle vocational,0.1740681626138391,14443,0.1678843098306483,0.18025201539702987
1985,Staedtischer Raum,weiblich,general elemantary,0.13623133978030233,14443,0.130636796977034,0.14182588258357065
1985,Staedtischer Raum,maennlich,general elemantary,0.07116702657027509,14443,0.06697392301227402,0.07536013012827615
1985,Laendlicher Raum,maennlich,middle vocational,0.06290489155947798,14443,0.05894519952264156,0.0668645835963144
1985,Laendlicher Raum,weiblich,general elemantary,0.04854004318843301,14443,0.04503516682506987,0.05204491955179615
1985,Laendlicher Raum,weiblich,middle vocational,0.045066190967984227,14443,0.041682899395976435,0.04844948253999202
1985,Staedtischer Raum,maennlich,higher education,0.04046568397333584,14443,0.037252015561173996,0.04367935238549768
1985,Staedtischer Raum,weiblich,inadequately,0.039996244484086,14443,0.036800489764742705,0.043191999203429296
1985,Staedtischer Raum,maennlich,inadequately,0.02750915407004037,14443,0.0248416275575261,0.03017668058255464
1985,Staedtischer Raum,maennlich,higher vocational,0.02534973241949113,14443,0.022786202098015896,0.027913262740966362
1985,Staedtischer Raum,weiblich,higher vocational,0.019810346446343066,14443,0.01753771789734123,0.022082974995344902
1985,Staedtischer Raum,weiblich,higher education,0.01896535536569336,14443,0.01674076511103801,0.02118994562034871
1985,Laendlicher Raum,maennlich,general elemantary,0.018495915876443527,14443,0.016298504634622728,0.020693327118264326
1985,Staedtischer Raum,maennlich,vocational + Abi,0.013332081494695334,14443,0.011461563677802107,0.015202599311588561
1985,Laendlicher Raum,maennlich,higher vocational,0.008449910806497042,14443,0.006957079421303697,0.009942742191690387
1985,Staedtischer Raum,weiblich,vocational + Abi,0.008168247112947141,14443,0.006700298666624818,0.009636195559269464
1985,Laendlicher Raum,maennlich,higher education,0.007323256032297437,14443,0.005932716313140554,0.008713795751454319
1985,Laendlicher Raum,weiblich,inadequately,0.005445498075298094,14443,0.004245279168123729,0.00664571698247246
1985,Laendlicher Raum,weiblich,higher vocational,0.0046005069946483896,14443,0.003496863212092905,0.005704150777203874
1985,Laendlicher Raum,weiblich,higher education,0.004131067505398554,14443,0.003085000259767345,0.0051771347510297635
1985,Laendlicher Raum,maennlich,inadequately,0.003849403811848653,14443,0.0028394846757422145,0.004859322947955091
1985,Staedtischer Raum,maennlich,in school,0.0036616280161487183,14443,0.002676556173800402,0.0046466998584970345
1985,Staedtischer Raum,weiblich,in school,0.0030044127311989483,14443,0.0021118191064649554,0.0038970063559329413
1985,Laendlicher Raum,maennlich,vocational + Abi,0.00262886113979908,14443,0.001793759017363531,0.003463963262234629
1985,Laendlicher Raum,weiblich,vocational + Abi,0.0016899821612994085,14443,0.001020095792639389,0.002359868529959428
1985,Laendlicher Raum,maennlich,in school,0.0011266547741996056,14443,0.000579540546791078,0.0016737690016081332
1985,Laendlicher Raum,weiblich,in school,0.0005633273870998028,14443,0.000176350132564956,0.0009503046416346496
1986,Staedtischer Raum,maennlich,middle vocational,0.20583913000881748,13742,0.1990790893135808,0.21259917070405418
1986,Staedtischer Raum,weiblich,middle vocational,0.1747820123444695,13742,0.1684321573206258,0.1811318673683132
1986,Staedtischer Raum,weiblich,general elemantary,0.132164201038503,13742,0.12650171952335384,0.13782668255365213
1986,Staedtischer Raum,maennlich,general elemantary,0.07279318115019104,13742,0.06844943179791979,0.07713693050246229
1986,Laendlicher Raum,maennlich,middle vocational,0.06162437542862741,13742,0.057603730479668325,0.0656450203775865
1986,Laendlicher Raum,weiblich,general elemantary,0.047320466346624866,13742,0.04377046085447766,0.05087047183877207
1986,Laendlicher Raum,weiblich,middle vocational,0.046144802586460275,13742,0.042637011496171356,0.04965259367674919
1986,Staedtischer Raum,maennlich,higher education,0.041344175565788184,13742,0.03801551412662751,0.04467283700494886
1986,Staedtischer Raum,weiblich,inadequately,0.0378171842852944,13742,0.03462781731453344,0.04100655125605537
1986,Staedtischer Raum,maennlich,inadequately,0.026158518663662193,13742,0.023489928951829747,0.02882710837549464
1986,Staedtischer Raum,maennlich,higher vocational,0.024395023023415303,13742,0.021815622883841854,0.026974423162988752
1986,Staedtischer Raum,weiblich,higher vocational,0.020084255902811796,13742,0.017738659212746637,0.022429852592876956
1986,Staedtischer Raum,weiblich,higher education,0.01979033996277065,13742,0.01746162027055276,0.022119059654988536
1986,Laendlicher Raum,maennlich,general elemantary,0.018712648182619772,13742,0.0164469772858987,0.020978319079340845
1986,Staedtischer Raum,maennlich,vocational + Abi,0.01322621730185167,13742,0.011316110164944694,0.015136324438758647
1986,Staedtischer Raum,weiblich,vocational + Abi,0.009013422161261879,13742,0.007433230223351392,0.010593614099172366
1986,Laendlicher Raum,maennlich,higher vocational,0.00822964632115215,13742,0.006719123656832902,0.009740168985471398
1986,Laendlicher Raum,maennlich,higher education,0.008131674341138434,13742,0.006630095641984909,0.009633253040291959
1986,Laendlicher Raum,weiblich,inadequately,0.005878318800822965,13742,0.004600181704556067,0.007156455897089862
1986,Staedtischer Raum,maennlich,in school,0.005094542960713236,13742,0.003904193114509863,0.0062848928069166084
1986,Laendlicher Raum,weiblich,higher vocational,0.004310767120603507,13742,0.0032153733028198253,0.005406160938387189
1986,Laendlicher Raum,maennlich,inadequately,0.004310767120603507,13742,0.0032153733028198253,0.005406160938387189
1986,Laendlicher Raum,weiblich,higher education,0.004114823160576075,13742,0.0030445088771236233,0.005185137444028527
1986,Staedtischer Raum,weiblich,in school,0.0028411874203977663,13742,0.0019512423398475058,0.003731132500948027
1986,Laendlicher Raum,maennlich,vocational + Abi,0.00274321544038405,13742,0.001868705888725613,0.0036177249920424873
1986,Laendlicher Raum,weiblich,vocational + Abi,0.0018614676202606054,13742,0.0011407680665826334,0.0025821671739385773
1986,Laendlicher Raum,maennlich,in school,0.0009797198001371607,13742,0.0004566385004655956,0.0015028010998087257
1986,Laendlicher Raum,weiblich,in school,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1987,Staedtischer Raum,maennlich,middle vocational,0.20741254583292043,13496,0.2005719387700799,0.21425315289576097
1987,Staedtischer Raum,weiblich,middle vocational,0.17391735209592707,13496,0.167522408125072,0.18031229606678215
1987,Staedtischer Raum,weiblich,general elemantary,0.13011594490139727,13496,0.12443985217395735,0.1357920376288372
1987,Staedtischer Raum,maennlich,general elemantary,0.07412545832920424,13496,0.06970554957500211,0.07854536708340637
1987,Laendlicher Raum,maennlich,middle vocational,0.06263006639579824,13496,0.05854216433523258,0.06671796845636391
1987,Laendlicher Raum,weiblich,middle vocational,0.04756713903478347,13496,0.043976066001123824,0.051158212068443114
1987,Laendlicher Raum,weiblich,general elemantary,0.0451887820830443,13496,0.04168426960044754,0.04869329456564105
1987,Staedtischer Raum,maennlich,higher education,0.04072936279853335,13496,0.03739450039224887,0.04406422520481783
1987,Staedtischer Raum,weiblich,inadequately,0.037360023783569514,13496,0.03416047265122642,0.04055957491591261
1987,Staedtischer Raum,maennlich,inadequately,0.02586463185016351,13496,0.023186596268385273,0.02854266743194175
1987,Staedtischer Raum,maennlich,higher vocational,0.023981765930036668,13496,0.021400557456638075,0.02656297440343526
1987,Staedtischer Raum,weiblich,higher education,0.02051332870875037,13496,0.01812182603099624,0.022904831386504503
1987,Staedtischer Raum,weiblich,higher vocational,0.02011693588346051,13496,0.01774817306098372,0.022485698705937297
1987,Laendlicher Raum,maennlich,general elemantary,0.01833316816965613,13496,0.016069804417240024,0.020596531922072236
1987,Staedtischer Raum,maennlich,vocational + Abi,0.013576454266177783,13496,0.011624010959045309,0.015528897573310257
1987,Staedtischer Raum,weiblich,vocational + Abi,0.009414329600634229,13496,0.007785055114135131,0.011043604087133327
1987,Laendlicher Raum,maennlich,higher education,0.008225151124764641,13496,0.006701336894597372,0.00974896535493191
1987,Laendlicher Raum,maennlich,higher vocational,0.007729660093152314,13496,0.006252087796499325,0.009207232389805304
1987,Laendlicher Raum,weiblich,inadequately,0.005648597760380537,13496,0.004384170627674775,0.0069130248930863
1987,Staedtischer Raum,maennlich,in school,0.005450401347735606,13496,0.004208231447288743,0.006692571248182468
1987,Laendlicher Raum,maennlich,inadequately,0.004261222871866019,13496,0.0031622338063929875,0.00536021193733905
1987,Laendlicher Raum,weiblich,higher vocational,0.004261222871866019,13496,0.0031622338063929875,0.00536021193733905
1987,Laendlicher Raum,weiblich,higher education,0.004063026459221088,13496,0.0029897927879298167,0.00513626013051236
1987,Staedtischer Raum,weiblich,in school,0.004063026459221088,13496,0.0029897927879298167,0.00513626013051236
1987,Laendlicher Raum,weiblich,vocational + Abi,0.002081062332771777,13496,0.001312208625071682,0.002849916040471872
1987,Laendlicher Raum,maennlich,vocational + Abi,0.002081062332771777,13496,0.001312208625071682,0.002849916040471872
1987,Laendlicher Raum,maennlich,in school,0.0007927856505797245,13496,0.00031793262721115047,0.0012676386739482984
1987,Laendlicher Raum,weiblich,in school,0.0004954910316123278,13496,0.00012003091173978076,0.0008709511514848748
1988,Staedtischer Raum,maennlich,middle vocational,0.20628315822323937,12817,0.19927784492528586,0.21328847152119287
1988,Staedtischer Raum,weiblich,middle vocational,0.17611567668781858,12817,0.16952097725076298,0.18271037612487417
1988,Staedtischer Raum,weiblich,general elemantary,0.13263289295745345,12817,0.12676083985085557,0.13850494606405134
1988,Staedtischer Raum,maennlich,general elemantary,0.076667013419328,12817,0.0720607759093457,0.08127325092931029
1988,Laendlicher Raum,maennlich,middle vocational,0.062207427442005615,12817,0.058025876476534274,0.06638897840747696
1988,Laendlicher Raum,weiblich,middle vocational,0.04733173827109123,12817,0.04365544664654524,0.05100802989563722
1988,Laendlicher Raum,weiblich,general elemantary,0.04389888692395714,12817,0.040352047350431776,0.0474457264974825
1988,Staedtischer Raum,maennlich,higher education,0.041090190367211066,12817,0.03765365485146982,0.04452672588295231
1988,Staedtischer Raum,weiblich,inadequately,0.03724123582648497,12817,0.033963049294204864,0.04051942235876507
1988,Staedtischer Raum,maennlich,higher vocational,0.02465411422032664,12817,0.021969468950344833,0.027338759490308447
1988,Staedtischer Raum,maennlich,inadequately,0.023925933631540622,12817,0.02128024511036047,0.026571622152720773
1988,Staedtischer Raum,weiblich,higher education,0.020285030687610527,12817,0.017844408328532423,0.02272565304668863
1988,Staedtischer Raum,weiblich,higher vocational,0.019556850098824508,12817,0.017159543720078923,0.021954156477570094
1988,Laendlicher Raum,maennlich,general elemantary,0.01841256631644648,12817,0.01608509393515301,0.020740038697739948
1988,Staedtischer Raum,maennlich,vocational + Abi,0.013731405388536356,12817,0.011716670181132122,0.01574614059594059
1988,Staedtischer Raum,weiblich,vocational + Abi,0.010298554041402268,12817,0.008550708271783227,0.01204639981102131
1988,Laendlicher Raum,maennlich,higher education,0.008009986476646209,12817,0.006466750210612891,0.009553222742679526
1988,Laendlicher Raum,maennlich,higher vocational,0.0076979090814522,12817,0.0061847965741262945,0.009211021588778106
1988,Laendlicher Raum,weiblich,inadequately,0.005617393113492146,12817,0.004323474240182228,0.006911311986802064
1988,Laendlicher Raum,weiblich,higher vocational,0.004265057734318111,12817,0.00313682886011062,0.005393286608525602
