year,migback,quintil_oecd,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,kein Migrationshintergrund,1. Quintil,middle vocational,0.2131979695431472,16099,0.20687121640330655,0.21952472268298787
1984,kein Migrationshintergrund,1. Quintil,general elemantary,0.13510998307952624,16099,0.12982941333461795,0.14039055282443452
1984,kein Migrationshintergrund,2. Quintil,middle vocational,0.10846023688663282,16099,0.10365668756451911,0.11326378620874654
1984,direkter Migrationshintergrund,1. Quintil,general elemantary,0.06463620981387479,16099,0.060837948510689195,0.06843447111706039
1984,direkter Migrationshintergrund,1. Quintil,inadequately,0.05651438240270728,16099,0.05294737708953181,0.06008138771588275
1984,direkter Migrationshintergrund,1. Quintil,middle vocational,0.05516074450084602,16099,0.05163418963357478,0.058687299368117264
1984,kein Migrationshintergrund,3. Quintil,middle vocational,0.04712351945854484,16099,0.043850159359276185,0.05039687955781349
1984,kein Migrationshintergrund,2. Quintil,general elemantary,0.03764805414551607,16099,0.03470773242051496,0.04058837587051718
1984,direkter Migrationshintergrund,2. Quintil,middle vocational,0.02148900169204738,16099,0.01924900386564213,0.023728999518452625
1984,kein Migrationshintergrund,1. Quintil,higher vocational,0.02089678510998308,16099,0.018687200695985888,0.02310636952398027
1984,kein Migrationshintergrund,4. Quintil,middle vocational,0.01793570219966159,16099,0.015885551551698934,0.019985852847624247
1984,direkter Migrationshintergrund,2. Quintil,general elemantary,0.01734348561759729,16099,0.015326858131479054,0.019360113103715527
1984,kein Migrationshintergrund,2. Quintil,higher vocational,0.017089678510998307,16099,0.015087602714389765,0.01909175430760685
1984,direkter Migrationshintergrund,2. Quintil,inadequately,0.015228426395939087,16099,0.013336728035963457,0.017120124755914717
1984,kein Migrationshintergrund,2. Quintil,higher education,0.015228426395939087,16099,0.013336728035963457,0.017120124755914717
1984,kein Migrationshintergrund,1. Quintil,higher education,0.014890016920473773,16099,0.01301913414373914,0.016760899697208405
1984,kein Migrationshintergrund,3. Quintil,general elemantary,0.012351945854483926,16099,0.010645763614420255,0.014058128094547597
1984,kein Migrationshintergrund,3. Quintil,higher education,0.011928934010152284,16099,0.01025186269734602,0.013606005322958548
1984,kein Migrationshintergrund,4. Quintil,higher education,0.01023688663282572,16099,0.008681973254278164,0.011791800011373275
1984,kein Migrationshintergrund,3. Quintil,higher vocational,0.007614213197969543,16099,0.0062714191566199395,0.008957007239319147
1984,direkter Migrationshintergrund,1. Quintil,vocational + Abi,0.007445008460236886,16099,0.006117104983900411,0.008772911936573362
1984,direkter Migrationshintergrund,3. Quintil,middle vocational,0.00727580372250423,16099,0.005962964896238678,0.008588642548769782
1984,kein Migrationshintergrund,1. Quintil,vocational + Abi,0.0065143824027072755,16099,0.00527166025707042,0.007757104548344131
1984,kein Migrationshintergrund,5. Quintil,middle vocational,0.004822335025380711,16099,0.0037522072880399335,0.005892462762721489
1984,kein Migrationshintergrund,1. Quintil,inadequately,0.004653130287648054,16099,0.003601855001064984,0.005704405574231124
1984,kein Migrationshintergrund,2. Quintil,vocational + Abi,0.004145516074450084,16099,0.0031529855671855018,0.005138046581714666
1984,kein Migrationshintergrund,4. Quintil,higher vocational,0.0040609137055837565,16099,0.0030785215408180907,0.005043305870349422
1984,kein Migrationshintergrund,5. Quintil,higher education,0.0040609137055837565,16099,0.0030785215408180907,0.005043305870349422
1984,direkter Migrationshintergrund,1. Quintil,higher education,0.0040609137055837565,16099,0.0030785215408180907,0.005043305870349422
1984,kein Migrationshintergrund,1. Quintil,in school,0.0038071065989847717,16099,0.0028557882808224492,0.004758424917147094
1984,direkter Migrationshintergrund,3. Quintil,inadequately,0.0034686971235194587,16099,0.002560489205531096,0.004376905041507822
1984,direkter Migrationshintergrund,3. Quintil,general elemantary,0.00338409475465313,16099,0.002486992836005382,0.004281196673300879
1984,kein Migrationshintergrund,4. Quintil,general elemantary,0.0031302876480541453,16099,0.00226737279285255,0.00399320250325574
1984,direkter Migrationshintergrund,2. Quintil,higher education,0.002876480541455161,16099,0.002049182832712007,0.0037037782501983148
1984,kein Migrationshintergrund,3. Quintil,vocational + Abi,0.0027918781725888324,16099,0.0019768028278729644,0.0036069535173047004
1984,indirekter Migrationshintergrund,1. Quintil,middle vocational,0.002622673434856176,16099,0.0018326163437964746,0.003412730525915878
1984,indirekter Migrationshintergrund,1. Quintil,general elemantary,0.0024534686971235194,16099,0.0016892573827574863,0.0032176800114895525
1984,direkter Migrationshintergrund,3. Quintil,higher education,0.0020304568527918783,16099,0.0013350929415902133,0.0027258207639935432
1984,direkter Migrationshintergrund,1. Quintil,higher vocational,0.0020304568527918783,16099,0.0013350929415902133,0.0027258207639935432
1984,direkter Migrationshintergrund,2. Quintil,vocational + Abi,0.0020304568527918783,16099,0.0013350929415902133,0.0027258207639935432
1984,kein Migrationshintergrund,2. Quintil,in school,0.0017766497461928934,16099,0.0011261136599504792,0.0024271858324353074
1984,kein Migrationshintergrund,4. Quintil,vocational + Abi,0.001692047377326565,16099,0.0010571622608252437,0.0023269324938278864
1984,kein Migrationshintergrund,5. Quintil,general elemantary,0.001607445008460237,16099,0.0009886093219637938,0.00222628069495668
1984,kein Migrationshintergrund,5. Quintil,higher vocational,0.0014382402707275805,16099,0.000852830712759172,0.002023649828695989
1984,direkter Migrationshintergrund,2. Quintil,higher vocational,0.0013536379018612521,16099,0.0007856831514511663,0.0019215926522713378
1984,direkter Migrationshintergrund,4. Quintil,middle vocational,0.0011844331641285956,16099,0.0006531151363480569,0.0017157511919091344
1984,indirekter Migrationshintergrund,2. Quintil,middle vocational,0.0011844331641285956,16099,0.0006531151363480569,0.0017157511919091344
1984,kein Migrationshintergrund,2. Quintil,inadequately,0.0011844331641285956,16099,0.0006531151363480569,0.0017157511919091344
1984,direkter Migrationshintergrund,4. Quintil,general elemantary,0.0009306260575296108,16099,0.00045960312878155307,0.0014016489862776686
1984,direkter Migrationshintergrund,4. Quintil,inadequately,0.0008460236886632825,16099,0.00039690193255366316,0.0012951454447729018
1984,direkter Migrationshintergrund,5. Quintil,higher education,0.0008460236886632825,16099,0.00039690193255366316,0.0012951454447729018
1984,direkter Migrationshintergrund,3. Quintil,vocational + Abi,0.0007614213197969543,16099,0.0003353289726573839,0.0011875136669365247
1984,indirekter Migrationshintergrund,2. Quintil,general elemantary,0.0006768189509306261,16099,0.0002750782275204182,0.0010785596743408338
1984,direkter Migrationshintergrund,5. Quintil,middle vocational,0.0005922165820642978,16099,0.00021640663877283122,0.0009680265253557644
1984,direkter Migrationshintergrund,3. Quintil,higher vocational,0.0005922165820642978,16099,0.00021640663877283122,0.0009680265253557644
1984,kein Migrationshintergrund,5. Quintil,vocational + Abi,0.0005076142131979696,16099,0.0001596670876420272,0.000855561338753912
1984,kein Migrationshintergrund,3. Quintil,in school,0.0005076142131979696,16099,0.0001596670876420272,0.000855561338753912
1984,direkter Migrationshintergrund,1. Quintil,in school,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1984,direkter Migrationshintergrund,5. Quintil,inadequately,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1984,direkter Migrationshintergrund,4. Quintil,higher education,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1984,kein Migrationshintergrund,4. Quintil,in school,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,indirekter Migrationshintergrund,4. Quintil,general elemantary,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,direkter Migrationshintergrund,5. Quintil,general elemantary,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,indirekter Migrationshintergrund,2. Quintil,in school,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,direkter Migrationshintergrund,5. Quintil,higher vocational,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,indirekter Migrationshintergrund,1. Quintil,higher vocational,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,indirekter Migrationshintergrund,3. Quintil,middle vocational,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,indirekter Migrationshintergrund,2. Quintil,higher vocational,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,indirekter Migrationshintergrund,1. Quintil,higher education,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,indirekter Migrationshintergrund,3. Quintil,general elemantary,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,indirekter Migrationshintergrund,1. Quintil,in school,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,direkter Migrationshintergrund,4. Quintil,higher vocational,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,indirekter Migrationshintergrund,1. Quintil,inadequately,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,direkter Migrationshintergrund,4. Quintil,vocational + Abi,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,direkter Migrationshintergrund,5. Quintil,vocational + Abi,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,indirekter Migrationshintergrund,2. Quintil,inadequately,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,indirekter Migrationshintergrund,3. Quintil,higher education,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
