year,regtyp,sex,plb0219_v1,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,Urban regions,male,"No, never",0.5796954314720812,25520,0.5736392660324457,0.5857515969117167
2005,Urban regions,male,"Yes, less frequently",0.22918781725888324,25520,0.22403095198186218,0.2343446825359043
2005,Urban regions,male,"Yes, every 2 weeks",0.07081218274111675,25520,0.06766500348102918,0.07395936200120433
2005,Urban regions,male,"Yes, every week",0.06218274111675127,25520,0.05921989034574661,0.06514559188775593
2005,Urban regions,male,"Yes, every 3-4 weeks",0.05812182741116751,25520,0.05525116096647045,0.06099249385586457
2005,Urban regions,female,"No, never",0.695563339171045,25520,0.6899174473426848,0.7012092309994051
2005,Urban regions,female,"Yes, less frequently",0.12200817279626386,25520,0.11799252666650019,0.12602381892602754
2005,Urban regions,female,"Yes, every 2 weeks",0.09311150029188558,25520,0.08954621452131993,0.09667678606245124
2005,Urban regions,female,"Yes, every week",0.04903677758318739,25520,0.046387310315059015,0.05168624485131577
2005,Urban regions,female,"Yes, every 3-4 weeks",0.040280210157618214,25520,0.03786789622404224,0.04269252409119419
2005,Rural regions,male,"No, never",0.5350877192982456,25520,0.5289682503232782,0.541207188273213
2005,Rural regions,male,"Yes, less frequently",0.24067982456140352,25520,0.23543479368472686,0.24592485543808018
2005,Rural regions,male,"Yes, every 2 weeks",0.08114035087719298,25520,0.07779024319163173,0.08449045856275424
2005,Rural regions,male,"Yes, every week",0.07785087719298246,25520,0.0745635111084606,0.08113824327750432
2005,Rural regions,male,"Yes, every 3-4 weeks",0.06524122807017543,25520,0.062211340072800034,0.06827111606755083
2005,Rural regions,female,"No, never",0.6754807692307693,25520,0.6697363986425062,0.6812251398190323
2005,Rural regions,female,"Yes, less frequently",0.12439903846153846,25520,0.12034976261485042,0.1284483143082265
2005,Rural regions,female,"Yes, every 2 weeks",0.10036057692307693,25520,0.09667392996857285,0.104047223877581
2005,Rural regions,female,"Yes, every week",0.05048076923076923,25520,0.04779461712783104,0.05316692133370742
2005,Rural regions,female,"Yes, every 3-4 weeks",0.04927884615384615,25520,0.046623185493813064,0.05193450681387924
2007,Urban regions,male,"No, never",0.5703588949135038,25385,0.5642692143883636,0.5764485754386439
2007,Urban regions,male,"Yes, less frequently",0.22747224373870384,25385,0.2223153433892084,0.2326291440881993
2007,Urban regions,male,"Yes, every 2 weeks",0.07513555383423702,25385,0.0718926858002807,0.07837842186819334
2007,Urban regions,male,"Yes, every week",0.06893880712625872,25385,0.06582215390652008,0.07205546034599736
2007,Urban regions,male,"Yes, every 3-4 weeks",0.05809450038729667,25385,0.05521684579203331,0.06097215498256003
2007,Urban regions,female,"No, never",0.6763604952490642,25385,0.6706049381313539,0.6821160523667744
2007,Urban regions,female,"Yes, less frequently",0.13763317016988194,25385,0.13339503244339107,0.1418713078963728
