year,pgisced97,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,No answer / don't know,"No, never",0.72693,106,106,0.64171,0.81215
2005,Primary Level,"No, never",0.80243,53,53,0.69421,0.91066
2005,Lower Secondary Level,"No, never",0.71730,632,866,0.68729,0.74731
2005,Lower Secondary Level,"Yes, every week",0.06675,47,866,0.05012,0.08338
2005,Lower Secondary Level,"Yes, every 2 weeks",0.08662,72,866,0.06788,0.10537
2005,Lower Secondary Level,"Yes, every 3-4 weeks",0.04235,38,866,0.02893,0.05577
2005,Lower Secondary Level,"Yes, less frequently",0.08698,77,866,0.06820,0.10576
2005,Upper Secondary Level,"No, never",0.64367,3429,5236,0.63069,0.65664
2005,Upper Secondary Level,"Yes, every week",0.05240,257,5236,0.04636,0.05844
2005,Upper Secondary Level,"Yes, every 2 weeks",0.09095,460,5236,0.08316,0.09874
2005,Upper Secondary Level,"Yes, every 3-4 weeks",0.05262,245,5236,0.04657,0.05867
2005,Upper Secondary Level,"Yes, less frequently",0.16036,845,5236,0.15042,0.17030
2005,Post-secondary Non-tertiary Level,"No, never",0.68103,501,719,0.64694,0.71512
2005,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.07883,52,719,0.05912,0.09854
2005,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.04961,36,719,0.03373,0.06550
2005,Post-secondary Non-tertiary Level,"Yes, less frequently",0.16428,130,719,0.13718,0.19138
2005,First Stage of Tertiary Education,"No, never",0.53689,525,965,0.50542,0.56837
2005,First Stage of Tertiary Education,"Yes, every week",0.04201,46,965,0.02935,0.05468
2005,First Stage of Tertiary Education,"Yes, every 2 weeks",0.13359,110,965,0.11211,0.15506
2005,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07224,69,965,0.05590,0.08858
2005,First Stage of Tertiary Education,"Yes, less frequently",0.21527,215,965,0.18932,0.24121
2005,Second Stage of Tertiary Education,"No, never",0.51440,1528,2828,0.49598,0.53283
2005,Second Stage of Tertiary Education,"Yes, every week",0.08857,251,2828,0.07810,0.09905
2005,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07556,197,2828,0.06582,0.08530
2005,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06239,167,2828,0.05348,0.07131
2005,Second Stage of Tertiary Education,"Yes, less frequently",0.25907,685,2828,0.24292,0.27522
2007,No answer / don't know,"No, never",0.85052,122,122,0.78698,0.91405
2007,Primary Level,"No, never",0.82349,47,47,0.71332,0.93367
2007,Lower Secondary Level,"No, never",0.67550,510,746,0.64188,0.70912
2007,Lower Secondary Level,"Yes, every week",0.06273,44,746,0.04532,0.08014
2007,Lower Secondary Level,"Yes, every 2 weeks",0.09741,63,746,0.07612,0.11870
2007,Lower Secondary Level,"Yes, every 3-4 weeks",0.04857,43,746,0.03314,0.06401
2007,Lower Secondary Level,"Yes, less frequently",0.11578,86,746,0.09281,0.13876
2007,Upper Secondary Level,"No, never",0.65213,3542,5403,0.63943,0.66483
2007,Upper Secondary Level,"Yes, every week",0.05301,279,5403,0.04703,0.05898
2007,Upper Secondary Level,"Yes, every 2 weeks",0.08772,467,5403,0.08018,0.09527
2007,Upper Secondary Level,"Yes, every 3-4 weeks",0.04942,253,5403,0.04364,0.05520
2007,Upper Secondary Level,"Yes, less frequently",0.15772,862,5403,0.14800,0.16744
2007,Post-secondary Non-tertiary Level,"No, never",0.64485,518,798,0.61163,0.67808
2007,Post-secondary Non-tertiary Level,"Yes, every week",0.04016,40,798,0.02653,0.05379
2007,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.08820,65,798,0.06851,0.10789
2007,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.07664,46,798,0.05817,0.09511
2007,Post-secondary Non-tertiary Level,"Yes, less frequently",0.15015,129,798,0.12535,0.17495
2007,First Stage of Tertiary Education,"No, never",0.52142,509,936,0.48940,0.55344
2007,First Stage of Tertiary Education,"Yes, every week",0.05675,53,936,0.04192,0.07158
2007,First Stage of Tertiary Education,"Yes, every 2 weeks",0.12876,109,936,0.10729,0.15023
2007,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04779,55,936,0.03412,0.06147
2007,First Stage of Tertiary Education,"Yes, less frequently",0.24528,210,936,0.21770,0.27286
2007,Second Stage of Tertiary Education,"No, never",0.48598,1504,2950,0.46794,0.50402
2007,Second Stage of Tertiary Education,"Yes, every week",0.09692,298,2950,0.08624,0.10760
2007,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07890,215,2950,0.06917,0.08863
2007,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06635,187,2950,0.05737,0.07534
2007,Second Stage of Tertiary Education,"Yes, less frequently",0.27185,746,2950,0.25579,0.28791
2009,No answer / don't know,"No, never",0.77799,104,104,0.69772,0.85825
2009,Primary Level,"No, never",0.74361,36,36,0.59895,0.88827
2009,Lower Secondary Level,"No, never",0.68325,450,607,0.64621,0.72029
2009,Lower Secondary Level,"Yes, every week",0.08726,39,607,0.06479,0.10973
2009,Lower Secondary Level,"Yes, every 2 weeks",0.09757,57,607,0.07394,0.12119
2009,Lower Secondary Level,"Yes, less frequently",0.08413,61,607,0.06202,0.10623
2009,Upper Secondary Level,"No, never",0.62686,3052,4783,0.61315,0.64056
2009,Upper Secondary Level,"Yes, every week",0.05202,247,4783,0.04572,0.05831
2009,Upper Secondary Level,"Yes, every 2 weeks",0.08994,433,4783,0.08183,0.09805
2009,Upper Secondary Level,"Yes, every 3-4 weeks",0.06178,256,4783,0.05496,0.06861
2009,Upper Secondary Level,"Yes, less frequently",0.16941,795,4783,0.15877,0.18004
2009,Post-secondary Non-tertiary Level,"No, never",0.63405,457,691,0.59810,0.66999
2009,Post-secondary Non-tertiary Level,"Yes, every week",0.04439,32,691,0.02902,0.05975
2009,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.07175,48,691,0.05250,0.09101
2009,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.06893,34,691,0.05003,0.08783
2009,Post-secondary Non-tertiary Level,"Yes, less frequently",0.18089,120,691,0.15216,0.20961
2009,First Stage of Tertiary Education,"No, never",0.51280,429,808,0.47831,0.54728
2009,First Stage of Tertiary Education,"Yes, every week",0.06896,52,808,0.05148,0.08645
2009,First Stage of Tertiary Education,"Yes, every 2 weeks",0.11117,97,808,0.08948,0.13286
2009,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.03359,43,808,0.02116,0.04603
2009,First Stage of Tertiary Education,"Yes, less frequently",0.27348,187,808,0.24272,0.30423
2009,Second Stage of Tertiary Education,"No, never",0.48660,1317,2656,0.46759,0.50561
2009,Second Stage of Tertiary Education,"Yes, every week",0.11479,300,2656,0.10267,0.12692
2009,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07100,189,2656,0.06123,0.08077
2009,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06992,181,2656,0.06022,0.07962
2009,Second Stage of Tertiary Education,"Yes, less frequently",0.25769,669,2656,0.24105,0.27432
2011,No answer / don't know,"No, never",0.68008,220,291,0.62640,0.73377
2011,No answer / don't know,"Yes, every 2 weeks",0.10431,36,291,0.06913,0.13949
2011,No answer / don't know,"Yes, less frequently",0.09103,35,291,0.05793,0.12414
2011,Pre-primary Level,"No, never",0.62505,31,31,0.45181,0.79828
2011,Primary Level,"No, never",0.71234,95,95,0.62083,0.80385
2011,Lower Secondary Level,"No, never",0.72216,809,1157,0.69634,0.74798
2011,Lower Secondary Level,"Yes, every week",0.07459,78,1157,0.05944,0.08973
2011,Lower Secondary Level,"Yes, every 2 weeks",0.09572,116,1157,0.07876,0.11269
2011,Lower Secondary Level,"Yes, every 3-4 weeks",0.03509,49,1157,0.02448,0.04570
2011,Lower Secondary Level,"Yes, less frequently",0.07244,105,1157,0.05750,0.08739
2011,Upper Secondary Level,"No, never",0.63779,4990,7806,0.62713,0.64845
2011,Upper Secondary Level,"Yes, every week",0.05835,423,7806,0.05315,0.06355
2011,Upper Secondary Level,"Yes, every 2 weeks",0.09772,811,7806,0.09114,0.10431
2011,Upper Secondary Level,"Yes, every 3-4 weeks",0.05305,433,7806,0.04808,0.05803
2011,Upper Secondary Level,"Yes, less frequently",0.15308,1149,7806,0.14509,0.16107
2011,Post-secondary Non-tertiary Level,"No, never",0.60898,893,1396,0.58338,0.63459
2011,Post-secondary Non-tertiary Level,"Yes, every week",0.05201,67,1396,0.04036,0.06366
2011,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.10399,143,1396,0.08797,0.12001
2011,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.04805,66,1396,0.03683,0.05928
2011,Post-secondary Non-tertiary Level,"Yes, less frequently",0.18696,227,1396,0.16650,0.20742
2011,First Stage of Tertiary Education,"No, never",0.53842,692,1226,0.51050,0.56634
2011,First Stage of Tertiary Education,"Yes, every week",0.07157,80,1226,0.05714,0.08601
2011,First Stage of Tertiary Education,"Yes, every 2 weeks",0.09193,116,1226,0.07575,0.10811
2011,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.05012,74,1226,0.03790,0.06234
2011,First Stage of Tertiary Education,"Yes, less frequently",0.24795,264,1226,0.22377,0.27214
2011,Second Stage of Tertiary Education,"No, never",0.51198,2179,4327,0.49709,0.52688
2011,Second Stage of Tertiary Education,"Yes, every week",0.10332,492,4327,0.09425,0.11239
