year,migback,pgisced97,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,No migration background,Lower Secondary Level,"No, never",0.04373623762882687,385,10161,0.04366440449987139,0.04380807075778235
2005,No migration background,Lower Secondary Level,"Yes, every week",0.004305464854695358,31,10161,0.004282466947843708,0.004328462761547008
2005,No migration background,Lower Secondary Level,"Yes, every 2 weeks",0.006158308594297949,52,10161,0.006130829364612067,0.006185787823983831
2005,No migration background,Lower Secondary Level,"Yes, less frequently",0.0065985399748763425,55,10161,0.006570101811320424,0.006626978138432261
2005,No migration background,Upper Secondary Level,"No, never",0.30651661750121073,2951,10161,0.3063546752149617,0.3066785597874598
2005,No migration background,Upper Secondary Level,"Yes, every week",0.02510769859676991,216,10161,0.025052744889203303,0.025162652304336515
2005,No migration background,Upper Secondary Level,"Yes, every 2 weeks",0.04461263003759809,408,10161,0.044540114029981974,0.04468514604521421
2005,No migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.024100351576350088,214,10161,0.02404648374466442,0.024154219408035756
2005,No migration background,Upper Secondary Level,"Yes, less frequently",0.0796419208043265,764,10161,0.07954682431113416,0.07973701729751884
2005,No migration background,Post-secondary Non-tertiary Level,"No, never",0.039784515429091276,394,10161,0.039715862888497454,0.0398531679696851
2005,No migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.004419597869590664,38,10161,0.004396298467735789,0.004442897271445539
2005,No migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.010511511931741668,112,10161,0.010475689654445513,0.010547334209037822
2005,No migration background,First Stage of Tertiary Education,"No, never",0.04485341800517577,465,10161,0.04478071572877794,0.0449261202815736
2005,No migration background,First Stage of Tertiary Education,"Yes, every week",0.0038221549892472986,44,10161,0.0038004810520338218,0.0038438289264607754
2005,No migration background,First Stage of Tertiary Education,"Yes, every 2 weeks",0.010209742544645949,91,10161,0.010174432830037482,0.010245052259254416
2005,No migration background,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.006185331764629244,60,10161,0.006157792684775872,0.006212870844482616
2005,No migration background,First Stage of Tertiary Education,"Yes, less frequently",0.018853375740183295,202,10161,0.01880560337504621,0.01890114810532038
2005,No migration background,Second Stage of Tertiary Education,"No, never",0.09838378160698921,1366,10161,0.09827916808150833,0.0984883951324701
2005,No migration background,Second Stage of Tertiary Education,"Yes, every week",0.017859150580089304,234,10161,0.017812631350736078,0.01790566980944253
2005,No migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.014839438875453833,180,10161,0.014796969343675158,0.014881908407232507
2005,No migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.0123326586933542,155,10161,0.012293892877573298,0.012371424509135103
