syear,migback,plb0219_v1,proportion,n,lower_confidence,upper_confidence
2005,No migration background,1.0,0.5214718296935218,20698,0.5146663136696574,0.5282773457173862
2005,No migration background,5.0,0.16351624151220406,20698,0.15847774358087416,0.16855473944353397
2005,Direct migration background,1.0,0.07450908423563957,20698,0.07093156009488089,0.07808660837639825
2005,No migration background,3.0,0.07230684529271426,20698,0.06877839695506319,0.07583529363036534
2005,No migration background,2.0,0.051018535511102955,20698,0.04802085917902439,0.05401621184318152
2005,No migration background,4.0,0.0446870985501927,20698,0.04187224515677004,0.04750195194361536
2005,Indirect migration background,1.0,0.02817030647825289,20698,0.02591615681091789,0.03042445614558789
2005,Direct migration background,5.0,0.012479354009910076,20698,0.010966973665196625,0.013991734354623527
2005,Direct migration background,3.0,0.007983116168104239,20698,0.006770739314127371,0.009195493022081107
2005,Direct migration background,4.0,0.0055055973573132685,20698,0.0044975167156074015,0.0065136779990191355
2005,Direct migration background,2.0,0.005230317489447605,20698,0.004247626041525049,0.0062130089373701606
2005,Indirect migration background,5.0,0.0048632776656267205,20698,0.003915518944429288,0.005811036386824153
2005,Indirect migration background,3.0,0.0035786382822536244,20698,0.002765110672844833,0.004392165891662416
2005,Indirect migration background,2.0,0.002569278766746192,20698,0.0018796126904219437,0.0032589448430704404
2005,Indirect migration background,4.0,0.0021104789869700862,20698,0.0014852722814482496,0.002735685692491923
2007,No migration background,1.0,0.5157096424702059,20850,0.5089260682882425,0.5224932166521693
2007,No migration background,5.0,0.16793066088840736,20850,0.16285669200225955,0.17300462977455516
2007,No migration background,3.0,0.07439508847959553,20850,0.0708331370002966,0.07795703995889446
2007,Direct migration background,1.0,0.06509570241964609,20850,0.06174710623089571,0.06844429860839646
2007,No migration background,2.0,0.0590465872156013,20850,0.055847069617707676,0.06224610481349492
2007,No migration background,4.0,0.04532322137955941,20850,0.042499696582250814,0.048146746176868004
2007,Indirect migration background,1.0,0.03024557602022391,20850,0.027920887042586346,0.032570264997861476
2007,Direct migration background,5.0,0.01155651859877212,20850,0.010105768950910088,0.013007268246634153
2007,Direct migration background,3.0,0.007854821235102925,20850,0.00665653986413176,0.00905310260607409
2007,Direct migration background,4.0,0.005958829902491874,20850,0.004914144029529196,0.007003515775454552
2007,Indirect migration background,5.0,0.005597688696280245,20850,0.0045849708215645515,0.006610406570995939
2007,Direct migration background,2.0,0.004333694474539545,20850,0.003442055400814435,0.005225333548264655
2007,Indirect migration background,3.0,0.0026182737450343085,20850,0.0019246223395557767,0.0033119251505128403
2007,Indirect migration background,4.0,0.00225713253882268,20850,0.0016129767879589341,0.0029012882896864256
2007,Indirect migration background,2.0,0.0020765619357168653,20850,0.0014586535378701897,0.002694470333563541
2009,No migration background,1.0,0.5109570889817552,18254,0.5037053402667311,0.5182088376967793
2009,No migration background,5.0,0.17225563143410458,18254,0.16677775943275333,0.17773350343545583
2009,No migration background,3.0,0.07532361634899602,18254,0.0714950382337455,0.07915219446424654
2009,No migration background,2.0,0.06115584547956376,18254,0.0576797412597984,0.06463194969932912
2009,Direct migration background,1.0,0.05748649475078993,18254,0.05410970708090119,0.06086328242067867
2009,No migration background,4.0,0.04851697074712058,18254,0.0454000596868247,0.05163388180741646
2009,Indirect migration background,1.0,0.02966058505758842,18254,0.027199487999759936,0.032121682115416904
2009,Direct migration background,5.0,0.011517684231984507,18254,0.009969780012227073,0.01306558845174194
2009,Direct migration background,3.0,0.007032922230149832,18254,0.005820615878609532,0.008245228581690132
2009,Indirect migration background,5.0,0.006013658138823769,18254,0.004892061692318384,0.007135254585329155
2009,Direct migration background,2.0,0.005911731729691163,18254,0.004799623943363239,0.007023839516019087
2009,Direct migration background,4.0,0.0048924676383651005,18254,0.0038802450237509158,0.005904690252979286
2009,Indirect migration background,3.0,0.0037712771379064315,18254,0.002882074378134774,0.004660479897678089
2009,Indirect migration background,2.0,0.0029558658648455817,18254,0.002168318648593614,0.0037434130810975494
2009,Indirect migration background,4.0,0.0025481602283151565,18254,0.001816791507321668,0.003279528949308645
2011,No migration background,1.0,0.5033144803259746,28898,0.4975497016278298,0.5090792590241194
2011,No migration background,5.0,0.14899957428693061,28898,0.14489394643920162,0.1531052021346596
2011,No migration background,3.0,0.08191935778142674,28898,0.07875740148731426,0.08508131407553922
2011,Direct migration background,1.0,0.07115489874110564,28898,0.06819077569555848,0.0741190217866528
2011,No migration background,2.0,0.06069452046463541,28898,0.05794155763152211,0.0634474832977487
2011,No migration background,4.0,0.04926108374384237,28898,0.046765887002461634,0.0517562804852231
2011,Indirect migration background,1.0,0.028157878732591377,28898,0.02625057436098503,0.030065183104197726
2011,Direct migration background,5.0,0.013014656692817612,28898,0.011707902542845438,0.014321410842789786
2011,Direct migration background,3.0,0.010521194429240406,28898,0.009344786483347661,0.011697602375133152
2011,Direct migration background,2.0,0.008210180623973728,28898,0.007169761427032907,0.00925059982091455
2011,Indirect migration background,5.0,0.007237122179650915,28898,0.006259822188261399,0.00821442217104043
2011,Direct migration background,4.0,0.005655902207626346,28898,0.004791249961536743,0.006520554453715949
2011,Indirect migration background,3.0,0.005230189138235115,28898,0.00439853610916472,0.006061842167305509
2011,Indirect migration background,4.0,0.0034665207079000184,28898,0.002788855757067177,0.00414418565873286
2011,Indirect migration background,2.0,0.0031624399440491396,28898,0.0025150804552227083,0.003809799432875571
2013,No migration background,1.0,0.5104698337913885,31177,0.5049208471302049,0.5160188204525722
2013,No migration background,5.0,0.1556079047245125,31177,0.15158419338578802,0.15963161606323698
2013,No migration background,3.0,0.07996335558173014,31177,0.07695252042996249,0.08297419073349778
2013,Direct migration background,1.0,0.06753042795445623,31177,0.06474490978687161,0.07031594612204084
2013,No migration background,2.0,0.05411595340923963,31177,0.05160452665025213,0.05662738016822713
2013,No migration background,4.0,0.04443135715220521,31177,0.04214410184347091,0.046718612460939515
2013,Indirect migration background,1.0,0.030624263839811542,31177,0.028711691761465413,0.032536835918157675
2013,Direct migration background,5.0,0.013414474545216595,31177,0.01213746803161206,0.01469148105882113
2013,Direct migration background,3.0,0.012367491166077738,31177,0.011140680896935283,0.013594301435220193
2013,Direct migration background,2.0,0.007525193037560529,31177,0.00656588633668022,0.008484499738440838
2013,Indirect migration background,5.0,0.006609082580814029,31177,0.005709647978144185,0.007508517183483873
2013,Direct migration background,4.0,0.005692972124067531,31177,0.004857814032814545,0.006528130215320517
2013,Indirect migration background,3.0,0.005496662740478995,31177,0.00467594923971339,0.0063173762412446
2013,Indirect migration background,2.0,0.0039261876717707105,31177,0.0032320107064258037,0.004620364637115617
