year,age_gr,migback,plb0219_v1,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,18-29 y.,No migration background,"No, never",0.6767810026385225,25520,0.6710426364956684,0.6825193687813765
2005,18-29 y.,No migration background,"Yes, less frequently",0.1279683377308707,25520,0.12386976045735354,0.13206691500438789
2005,18-29 y.,No migration background,"Yes, every 2 weeks",0.09630606860158311,25520,0.09268652971778403,0.09992560748538219
2005,18-29 y.,No migration background,"Yes, every 3-4 weeks",0.052770448548812667,25520,0.05002736681311155,0.055513530284513786
2005,18-29 y.,No migration background,"Yes, every week",0.04617414248021108,25520,0.043599305715716775,0.048748979244705386
2005,18-29 y.,Direct migration background,"No, never",0.7313432835820896,25520,0.7259048325035925,0.7367817346605866
2005,18-29 y.,Direct migration background,"Yes, every 2 weeks",0.08955223880597014,25520,0.08604890535147694,0.09305557226046335
2005,18-29 y.,Direct migration background,"Yes, less frequently",0.08208955223880597,25520,0.07872164721085825,0.08545745726675369
2005,18-29 y.,Direct migration background,"Yes, every 3-4 weeks",0.05223880597014925,25520,0.04950881117869935,0.05496880076159916
2005,18-29 y.,Direct migration background,"Yes, every week",0.04477611940298507,25520,0.04223870413947903,0.04731353466649112
2005,18-29 y.,Indirect migration background,"No, never",0.694560669456067,25520,0.6889095653316553,0.7002117735804787
2005,18-29 y.,Indirect migration background,"Yes, less frequently",0.08786610878661087,25520,0.08439270135182819,0.09133951622139355
2005,18-29 y.,Indirect migration background,"Yes, every 2 weeks",0.08368200836820083,25520,0.08028454415657822,0.08707947257982344
2005,18-29 y.,Indirect migration background,"Yes, every week",0.07112970711297072,25520,0.06797601869389601,0.07428339553204542
2005,18-29 y.,Indirect migration background,"Yes, every 3-4 weeks",0.06276150627615062,25520,0.059785817724823706,0.06573719482747754
2005,30-45 y.,No migration background,"No, never",0.5925453152923156,25520,0.5865167193275,0.5985739112571311
2005,30-45 y.,No migration background,"Yes, less frequently",0.20857799336226704,25520,0.20359312103105748,0.2135628656934766
2005,30-45 y.,No migration background,"Yes, every 2 weeks",0.09088588205259127,25520,0.08735914443173784,0.09441261967344469
2005,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.05769721725810569,25520,0.05483641126477075,0.060558023251440635
2005,30-45 y.,No migration background,"Yes, every week",0.05029359203472045,25520,0.04761216028234116,0.052975023787099736
2005,30-45 y.,Direct migration background,"No, never",0.6746765249537893,25520,0.6689284656873372,0.6804245842202413
