"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","4.75","4.5","1125","4.58","4.92"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","4.75","4.5","3350","4.65","4.85"
"2017","2","Ostdeutschland","4.54","4.5","1334","4.39","4.69"
"2017","2","Westdeutschland","4.21","4.5","4238","4.12","4.3"
"2017","3","Ostdeutschland","3.94","3.5","1596","3.82","4.06"
"2017","3","Westdeutschland","3.64","3.5","5582","3.57","3.71"
"2017","4","Ostdeutschland","3.31","2.5","2078","3.2","3.42"
"2017","4","Westdeutschland","3","2.5","7883","2.94","3.06"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","2.53","1.5","1590","2.41","2.65"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","2.31","1.5","10030","2.26","2.36"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","4.75","4.5","1631","4.59","4.91"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","4.49","4.5","8466","4.42","4.56"
"2018","2","Ostdeutschland","4.69","4.5","1183","4.52","4.86"
"2018","2","Westdeutschland","4.28","4.5","4716","4.19","4.37"
"2018","3","Ostdeutschland","4.1","4.5","1501","3.97","4.23"
"2018","3","Westdeutschland","3.99","3.5","5184","3.91","4.07"
"2018","4","Ostdeutschland","3.28","2.5","2218","3.18","3.38"
"2018","4","Westdeutschland","3.18","2.5","7851","3.12","3.24"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","2.79","1.5","1632","2.67","2.91"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","2.43","1.5","10235","2.38","2.48"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2019","2","Ostdeutschland","","","","",""
"2019","2","Westdeutschland","","","","",""
"2019","3","Ostdeutschland","","","","",""
"2019","3","Westdeutschland","","","","",""
"2019","4","Ostdeutschland","","","","",""
"2019","4","Westdeutschland","","","","",""
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","4.23","4.5","742","4.01","4.45"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","4.76","4.5","2334","4.64","4.88"
"2020","2","Ostdeutschland","4.77","4.5","841","4.58","4.96"
"2020","2","Westdeutschland","4.52","4.5","3215","4.42","4.62"
"2020","3","Ostdeutschland","3.99","4.5","1193","3.84","4.14"
"2020","3","Westdeutschland","3.93","3.5","4121","3.85","4.01"
"2020","4","Ostdeutschland","3.26","2.5","2171","3.16","3.36"
"2020","4","Westdeutschland","3.42","2.5","7811","3.36","3.48"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","2.69","1.5","2529","2.6","2.78"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","2.56","1.5","12943","2.52","2.6"
