"year","hhtyp","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2017","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","4.27","4.5","474","0","2","6","8","10","4.01","4.53","0","10","5","5"
"2017","(Ehe-)Paar ohne Kind(er)","2","3.86","3.5","682","0","1","6","8","10","3.65","4.07","0","10","4","5"
"2017","(Ehe-)Paar ohne Kind(er)","3","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","4","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2.22","1.5","4114","0","0","4","6","8","2.15","2.29","0","10","1","2"
"2017","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","4.3","4.5","577","0","1","7","9","10","4.04","4.56","0","10","4","5"
"2017","1-Pers.- Haushalt","2","4.23","4.5","506","0","2","6","8","10","3.98","4.48","0","10","5","5"
"2017","1-Pers.- Haushalt","3","3.37","2.5","579","0","1","5","8","10","3.14","3.6","0","10","3","4"
"2017","1-Pers.- Haushalt","4","","","","","","","","","","","","","",""
"2017","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","2","0.5","992","0","0","3","5","8","1.85","2.15","0","10","1","2"
"2017","Alleinerziehende","1 Einkommensschwächstes Quintil","5.08","4.5","951","0","3","7","9","10","4.88","5.28","0","10","5","6"
"2017","Alleinerziehende","2","","","","","","","","","","","","","",""
"2017","Alleinerziehende","3","4.5","4.5","787","0","2","7","9","10","4.29","4.71","0","10","5","5"
"2017","Alleinerziehende","4","3.71","2.5","684","0","1","6","8","10","3.49","3.93","0","10","3","4"
"2017","Alleinerziehende","5 Einkommensstärkstes Quintil","3.28","2.5","442","0","1","5","7","9","3.02","3.54","0","10","3","4"
"2017","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2017","Paar mit Kind(ern)","2","4.21","4.5","3040","0","2","6","8","10","4.11","4.31","0","10","5","5"
"2017","Paar mit Kind(ern)","3","4.06","4.5","4211","0","2","6","7","10","3.98","4.14","0","10","5","5"
"2017","Paar mit Kind(ern)","4","3.34","2.5","5612","0","1","5","7","9","3.27","3.41","0","10","3","3"
"2017","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","2.55","1.5","5884","0","0","5","6","9","2.49","2.61","0","10","2","2"
"2017","Sonstige","1 Einkommensschwächstes Quintil","4.86","4.5","324","0","2","8","9","10","4.51","5.21","0","10","5","5"
"2017","Sonstige","2","","","","","","","","","","","","","",""
"2017","Sonstige","3","","","","","","","","","","","","","",""
"2017","Sonstige","4","","","","","","","","","","","","","",""
"2017","Sonstige","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","4.06","3.5","616","0","2","6","8","10","3.82","4.3","0","10","5","5"
"2018","(Ehe-)Paar ohne Kind(er)","2","3.66","2.5","564","0","1","6","7","10","3.42","3.9","0","10","3","5"
"2018","(Ehe-)Paar ohne Kind(er)","3","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","4","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2.21","1.5","4236","0","0","4","5","8","2.14","2.28","0","10","1","2"
"2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","4.46","4.5","801","0","2","7","8","10","4.24","4.68","0","10","4","5"
"2018","1-Pers.- Haushalt","2","4.09","4.5","598","0","1","6","8","10","3.85","4.33","0","10","5","5"
"2018","1-Pers.- Haushalt","3","3.51","3.5","631","0","1","5","7","10","3.29","3.73","0","10","3","4"
"2018","1-Pers.- Haushalt","4","","","","","","","","","","","","","",""
"2018","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2018","Alleinerziehende","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
